,Planet Name,Full Phase Curve SNR 0.6-0.8um
0,TOI-5704b,1.7945161047374067e-05
1,TOI-672b,4.941195231388314e-08
2,TOI-199b,2.8338388646561037e-18
3,WASP-176b,0.1602045801739698
4,TOI-1801b,1.1435413215733459e-12
5,TOI-836c,1.0204568028391231e-08
6,TOI-3807b,0.17623859860850122
7,TOI-4087b,0.03525011668207124
8,TOI-2818b,0.02466008527329327
9,TOI-3235b,1.2789228167506851e-08
10,TOI-4463Ab,0.03874259315442861
11,TOI-3785b,8.988263165231591e-10
12,WASP-124b,0.016065692056406067
13,WASP-25b,0.005531533070585727
14,LHS1140c,3.6045289282566963e-16
15,TOI-1199b,0.03226498285673724
16,TOI-1273b,0.003943078582752882
17,TOI-5803b,7.85922541098094e-09
18,TOI-3819b,0.06159723639554222
19,TOI-4791b,0.030760464911680233
20,TOI-4377b,0.30577205630343496
21,Wolf327b,0.00018605594167934173
22,HD118203b,0.030707294836458697
23,TOI-1470b,6.976445829032006e-08
24,V1298Taub,4.8287183593134646e-08
25,TOI-2109b,20.0027509294341
26,K2-138g,3.5102399555439367e-13
27,K2-141c,1.7776528645370492e-07
28,TRAPPIST-1b,7.505802158106913e-16
29,TRAPPIST-1e,2.3597645307556764e-27
30,TRAPPIST-1f,9.88242350137551e-32
31,TRAPPIST-1g,2.8841733334491805e-35
32,GJ3473b,2.1333023133112017e-07
33,TOI-2202b,1.7120977497014366e-07
34,TOI-833b,0.0001279440637479561
35,HD28109c,1.928954882290193e-09
36,TOI-2641b,0.028825982500010686
37,TOI-1685b,0.00016907678848360492
38,K2-87b,9.659170588927643e-05
39,WASP-178b,4.9287798051622485
40,HIP29442b,3.3219530478679904e-07
41,HD152843c,8.178188126597515e-06
42,K2-26b,1.842060698751132e-15
43,TOI-1246d,1.170694667871503e-09
44,WASP-62b,0.059725062694782165
45,WASP-80b,3.0425543498090247e-05
46,WASP-22b,0.023655365472799998
47,WASP-60b,0.00399035410685321
48,TOI-1296b,0.07531533313570811
49,HAT-P-59b,0.007328014947063494
50,XO-5b,0.004236995061981051
51,WASP-99b,0.04998138571686443
52,HATS-56b,0.46554684871091034
53,WASP-70Ab,0.02808228405671896
54,K2-417b,7.507443788475257e-11
55,TOI-1759b,3.2834506674630805e-14
56,WASP-150b,0.01508674297407008
57,Qatar-4b,0.020018333795980513
58,TOI-1201b,6.241005278960989e-08
59,HAT-P-35b,0.0639227672493898
60,TOI-561b,0.13413591778731176
61,WASP-53b,0.0006284777638451967
62,KELT-20b,8.729444019808243
63,KELT-6b,0.011897294363726038
64,piMenc,0.0007784630398525802
65,HATS-24b,1.2500017572045072
66,HD191939d,2.1345429636231846e-11
67,WASP-147b,0.014042508820268114
68,WASP-97b,0.13188194205071785
69,WASP-15b,0.17311862450457777
70,HATS-58Ab,0.12032861781536688
71,WASP-139b,2.7861026839393856e-05
72,HAT-P-2b,0.08625545359253615
73,TOI-163b,0.16225974561206088
74,TOI-1478b,6.275494185495586e-05
