,Planet Name,TSM Estimate 1.1-1.95um
0,TOI-5704b,12.377407704343474
1,TOI-672b,28.64385962438438
2,TOI-199b,24.737665660962623
3,WASP-176b,16.930208401182128
4,TOI-1801b,13.342606597328572
5,TOI-836c,20.153531439604446
6,TOI-3807b,17.6848188941086
7,TOI-4087b,19.7633980601515
8,TOI-2818b,28.557591626486456
9,TOI-3235b,25.16310225103515
10,TOI-4463Ab,24.306309301812586
11,TOI-3785b,25.015951041629716
12,WASP-124b,18.817136305986857
13,WASP-25b,41.84241567326736
14,LHS1140c,12.83636683239229
15,TOI-1199b,29.419564115005954
16,TOI-1273b,57.80408914892739
17,TOI-5803b,11.038047155945158
18,TOI-3819b,5.397939992449934
19,TOI-4791b,4.179037342026548
20,TOI-4377b,5.28147504376778
21,Wolf327b,18.12137733652944
22,HD118203b,8.608491016988195
23,TOI-1470b,7.1260710699196785
24,V1298Taub,13.797552955268761
25,TOI-2109b,7.9856899794020935
26,K2-138g,9.51719599202363
27,K2-141c,53.185468495480904
28,TRAPPIST-1b,18.979266210751717
29,TRAPPIST-1e,16.196789186824414
30,TRAPPIST-1f,14.582655341104335
31,TRAPPIST-1g,13.864933049906313
32,GJ3473b,10.726063800515602
33,TOI-2202b,7.4175077752287
34,TOI-833b,10.46648205220786
35,HD28109c,24.990147703674815
36,TOI-2641b,51.982334633595535
37,TOI-1685b,18.441604025303548
38,K2-87b,7.449995329129418
39,WASP-178b,52.191141851237795
40,HIP29442b,21.647831952920995
41,HD152843c,26.888825713861195
42,K2-26b,4.961697804824521
43,TOI-1246d,14.804916745811601
44,WASP-62b,63.98335017834196
45,WASP-80b,59.35252350070356
46,WASP-22b,21.71310234720838
47,WASP-60b,7.1790690219534055
48,TOI-1296b,36.892548819960304
49,HAT-P-59b,6.985702690268842
50,XO-5b,9.350071898991084
51,WASP-99b,5.508473021109003
52,HATS-56b,34.65637377944593
53,WASP-70Ab,28.950208608148944
54,K2-417b,6.055757412745529
55,TOI-1759b,25.70389626678457
56,WASP-150b,0.5364611460850575
57,Qatar-4b,1.795107728857066
58,TOI-1201b,14.744926253098601
59,HAT-P-35b,11.799929883101903
60,TOI-561b,15.740816860582012
61,WASP-53b,6.703663182685612
62,KELT-20b,186.78801815249997
63,KELT-6b,39.26541736619024
64,piMenc,48.114688708760816
65,HATS-24b,13.447740768083905
66,HD191939d,57.19921045836996
67,WASP-147b,27.148485846869296
68,WASP-97b,20.954619594578812
69,WASP-15b,46.68177250277991
70,HATS-58Ab,9.736284030657357
71,WASP-139b,42.06856248844512
72,HAT-P-2b,3.154971181110971
73,TOI-163b,19.30198980286725
74,TOI-1478b,18.326503181626215
75,WASP-136b,14.662775286349866
76,HATS-4b,4.6799655632678085
77,L98-59b,39.179513226854475
78,TOI-2076b,18.47061352045359
79,HAT-P-69b,12.94116280490905
80,EPIC211945201b,16.22527838776063
81,K2-34b,8.87193910263391
82,WASP-61b,4.9235372640062725
83,KELT-21b,31.509898374435863
84,HAT-P-16b,6.406539205466268
85,WASP-174b,46.22900827205603
86,WASP-130b,6.283378123413606
87,KOI-12b,15.755633978572318
88,WASP-37b,6.014250167235974
89,HD191939c,23.668934905548788
90,WASP-83b,29.791428061463197
