,Planet Name,Eclipse Flux Ratio 0.5-0.6um
84,HAT-P-16b,1.2216551586886061e-07
85,WASP-174b,4.044768410889831e-08
86,WASP-130b,7.938904310165674e-14
87,KOI-12b,2.5459468298093984e-11
88,WASP-37b,5.8891668639938115e-09
89,HD191939c,9.656309209203277e-20
90,WASP-83b,1.8024950717494046e-10
91,WASP-46b,3.573100298658204e-07
92,XO-4b,7.536363655376853e-08
93,WASP-170b,2.672862204159304e-08
94,HD191939b,5.697503212757734e-14
95,HD86226c,1.1271903538010409e-10
96,TOI-481b,8.525221747427797e-11
97,WASP-169b,3.813966900870492e-08
98,Kepler-138b,1.829715090539226e-23
99,TOI-4010d,1.6137708682986582e-17
100,WASP-33b,4.16337192758643e-05
101,HATS-1b,1.2170617617977099e-08
102,HD106315c,2.8005405849305617e-14
103,XO-6b,5.601211246492876e-08
104,HAT-P-26b,8.46473990720554e-12
105,TOI-125b,3.0841148712152463e-12
106,TOI-431d,3.718738359720642e-18
107,KELT-18b,1.6363571297751865e-06
108,TOI-892b,1.6831327055282013e-10
109,DSTucAb,5.195913424530675e-14
110,WASP-105b,2.551058879894375e-13
111,TOI-776b,1.1311992139877597e-21
112,HATS-42b,7.006067380668415e-07
113,WASP-177b,1.5162392262295588e-09
114,HAT-P-13b,1.3232426160049494e-07
115,WASP-103b,3.0702992190652946e-05
116,HATS-27b,9.212438682490969e-08
117,WASP-141b,4.3280585745458555e-08
118,K2-238b,8.304529255396478e-08
119,TOI-257b,1.8888066653911586e-12
120,WASP-181b,7.023669817290306e-10
121,WASP-135b,6.820890340725011e-07
122,WASP-81b,1.6177376996118465e-07
123,WASP-19b,1.2006007669802144e-05
124,HAT-P-4b,1.5468284738368357e-07
125,WASP-32b,6.948418846354721e-08
126,WASP-73b,1.4981109739076904e-07
127,LTT1445Ac,3.0825479302529663e-21
128,WASP-64b,3.5434993198973445e-07
129,HD110113b,7.764569815771461e-10
130,K2-30b,6.90552709585751e-10
131,WASP-21b,5.107557332891464e-09
132,HAT-P-21b,2.054940571190869e-09
133,KOI-13b,1.0134606203345273e-05
134,WASP-123b,5.3046576102219124e-08
135,KELT-12b,2.5832914087924663e-07
136,HATS-60b,3.649993309482726e-08
137,WASP-133b,4.0732327018124316e-07
138,HATS-65b,1.4580839189065135e-07
139,HATS-40b,1.43362381697382e-06
140,HATS-33b,2.4176930171835267e-08
141,HATS-68b,1.5524892142451094e-07
142,HAT-P-57b,5.959231595306629e-07
143,WASP-54b,3.667423332815654e-07
144,HATS-25b,3.0382396461570404e-09
145,TOI-776c,1.9053315019188568e-26
146,HAT-P-5b,6.309339942843027e-08
147,Qatar-8b,2.385630071709701e-08
148,WASP-18b,1.9042506155414533e-05
149,TrES-5b,1.0618642514973055e-07
150,WASP-2b,9.873204140931468e-09
151,HAT-P-55b,4.976034301918506e-09
152,HAT-P-36b,1.3912364722725573e-06
153,WASP-65b,4.768395604489262e-08
154,WASP-159b,3.1467664909970634e-07
155,WASP-93b,1.078143911872825e-06
156,WASP-140b,1.6829369890860807e-08
157,KELT-16b,2.143100566712617e-05
158,Kepler-5b,1.9550880330003589e-07
159,WASP-129b,5.89064974521573e-11
160,WASP-145Ab,2.725783666803472e-09
161,WASP-167b,6.593990439029164e-06
162,K2-232b,7.101630500539129e-12
163,TOI-157b,1.7305710175394787e-07
164,WASP-76b,6.091073007097765e-06
165,Qatar-2b,1.9038357571033938e-08
166,LP791-18d,1.4600561599385062e-24
167,HATS-22b,8.251450274522043e-13
168,HAT-P-51b,1.083375929293305e-09
169,TOI-837b,9.76257919390653e-12
170,HAT-P-56b,5.489203656606516e-07
171,WASP-57b,2.3243454154286546e-09
172,KELT-24b,1.1139708838006463e-08
173,HATS-35b,2.3331745732942046e-06
174,WASP-94Ab,3.539542691599815e-08
175,HAT-P-24b,9.563431272246437e-08
176,WASP-31b,8.808102165518033e-08
177,WASP-183b,5.045861604854871e-10
178,HAT-P-66b,8.28823464912376e-07
179,WASP-63b,3.818375459375747e-08
180,HAT-P-33b,3.7122389471598806e-07
181,WASP-48b,2.6072432482724557e-06
182,HD219134b,1.6893548792844315e-12
183,HATS-3b,1.1490003957046332e-07
184,HAT-P-8b,1.9674395486749718e-07
185,WASP-96b,4.024966556805804e-09
186,WASP-24b,3.837451487666316e-07
187,TOI-216.01,2.427521117796917e-22
188,KELT-3b,4.2664284156828367e-07
189,WASP-132b,1.750418266250428e-14
190,KELT-17b,1.4133963055723674e-06
191,KELT-10b,1.0754783453424877e-08
192,WASP-117b,1.1618926396210238e-11
193,HATS-51b,6.532842198211404e-08
194,K2-333b,4.344953389163597e-14
195,WASP-126b,1.9736965606768987e-08
196,WASP-6b,1.2191099977055275e-09
197,LHS3844b,5.87314953252701e-13
198,KELT-7b,1.4466049697871572e-06
199,K2-198b,3.6801349862709794e-16
200,WASP-78b,1.0809282820137878e-05
201,HAT-P-45b,1.4511010081952889e-07
202,TrES-2b,3.638124152036869e-08
203,CoRoT-2b,1.9640108863450633e-07
204,HAT-P-27b,1.0783353545198462e-09
205,G9-40b,2.5698472159600056e-23
206,WASP-41b,2.7286033587377786e-09
207,TOI-640b,1.9506782080967503e-07
208,TOI-1259Ab,2.0136454532930522e-11
209,WASP-138b,4.5548429609920936e-08
210,WASP-74b,1.2434063075860936e-06
211,HAT-P-25b,8.781005309832736e-10
212,HAT-P-62b,4.354891413172314e-08
213,WASP-29b,1.1948609374785418e-11
214,WASP-82b,2.716905182611591e-06
215,HAT-P-29b,1.208867834153671e-09
216,K2-31b,1.3549425345837251e-07
217,HAT-P-37b,5.045482548721929e-09
218,XO-2Nb,6.961256505288659e-09
219,HAT-P-32b,1.5467746294111207e-06
220,KPS-1b,4.857583748172042e-08
221,XO-1b,1.2063504106072096e-09
222,WASP-190b,1.614755532033428e-08
223,WASP-92b,9.824201632505321e-07
224,HAT-P-19b,4.950228093096394e-11
225,HAT-P-67b,7.451018910350236e-07
226,K2-107b,2.827552326597902e-07
227,HAT-P-1b,4.75589725733791e-09
228,WASP-16b,4.1787405185134905e-09
229,K2-261b,7.185007909026183e-12
230,GJ3470b,1.2897996816305276e-15
231,HAT-P-15b,7.519395351872267e-13
232,K2-55b,2.873502071017588e-12
233,WASP-166b,4.541175673502974e-10
234,HIP65Ab,3.3577493602032043e-07
235,WASP-101b,5.5240197585813535e-08
236,WASP-5b,4.1924169118370565e-07
237,XO-3b,1.5437801302717838e-07
238,K2-121b,2.6639099286548236e-13
239,WASP-165b,8.8440891847731e-08
240,K2-25b,4.178689502365376e-21
241,LTT3780c,3.731555646040003e-30
242,HAT-P-9b,4.5801571288227115e-08
243,HAT-P-28b,1.2283810285207723e-08
244,HAT-P-49b,1.6809600050804988e-06
245,K2-266d,4.9949783112025625e-21
246,WASP-98b,1.1561044281959365e-09
247,WASP-85Ab,2.9940543336646515e-08
248,WASP-157b,2.7007436547455747e-09
249,HAT-P-6b,1.100231720868392e-07
250,WASP-153b,2.3206376880245597e-07
251,HAT-P-31b,1.2008591840865633e-08
252,TOI-216.02,3.602124143303253e-18
253,WASP-47b,2.2971382171515003e-09
254,HD63433b,2.8052516639202216e-13
255,Kepler-435b,1.0740080231016245e-07
256,WASP-56b,9.594016032051134e-10
257,WASP-42b,2.2514219493373667e-11
258,GJ1214b,1.4342784795897414e-18
259,TOI-150.01,6.3961852221030776e-09
260,TOI-451c,3.6794253965607316e-14
261,TOI-2076d,3.639831883045294e-18
262,TOI-1266c,2.8863501468849722e-31
263,Qatar-10b,2.3131828783389196e-06
264,TOI-270d,1.045610262169011e-27
265,WASP-72b,2.49053159011355e-06
266,WASP-91b,7.130658872454486e-10
267,Kepler-7b,9.260720337396101e-08
268,WASP-28b,2.5561392752504116e-08
269,WASP-131b,1.3493605752523749e-08
270,HAT-P-20b,2.8801593142094726e-11
271,WASP-35b,2.825209321870776e-08
272,WASP-20b,9.153655186676595e-09
273,WASP-158b,4.026501553584758e-08
274,LP714-47b,1.83744508568686e-15
275,HIP67522b,1.8216036286670411e-10
276,TOI-1859b,6.317539903874336e-19
277,EPIC246851721b,4.098592736376292e-09
278,WASP-26b,2.016725060190448e-07
279,Qatar-9b,1.8625310478605884e-09
280,HATS-26b,9.429764890989462e-07
281,KELT-9b,0.00014344714856481998
282,WASP-104b,8.494216020522166e-08
283,KELT-23Ab,1.296856820099633e-07
284,HATS-2b,2.4520865456733165e-07
285,WASP-69b,1.669594663585341e-11
286,CoRoT-19b,9.601537699152274e-08
287,Kepler-18d,7.736937630789417e-15
288,HD209458b,2.5017533781563854e-08
289,GJ357b,2.699298203225675e-21
290,WASP-43b,1.4444912358278153e-07
291,HD189733b,3.1418210367607714e-09
292,WASP-173Ab,1.2406704394526426e-06
293,WASP-172b,1.380162432482988e-07
294,TOI-1333b,8.879933310290649e-08
295,TOI-4479b,1.1868595950437202e-12
296,WASP-148b,4.275769845692245e-13
297,AUMicb,2.169292315306301e-18
298,WASP-12b,4.0270851800773e-05
299,TOI-4515b,8.649546999519424e-16
300,LHS1678b,1.4734970450671457e-13
301,LHS1678c,6.843982797763375e-21
302,LHS1678d,6.236789848435559e-23
303,TOI-1994b,1.107476986517384e-06
304,GJ806b,2.346754220335097e-12
305,Kepler-91b,5.951191062185842e-07
306,TOI-3688Ab,4.05562656083438e-08
307,LHS1478b,3.570886484390558e-18
308,Kepler-1658b,7.740182101509801e-07
309,GJ9827b,1.0032807558087691e-10
310,GJ9827c,5.1563603748293536e-15
311,GJ9827d,4.043857639045513e-17
312,LTT1445Ab,1.0880011212612937e-24
313,KELT-4Ab,6.425887038031392e-07
314,HAT-P-54b,4.563756408352557e-13
315,MASCARA-4b,4.355768435908926e-06
316,HATS-70b,1.3303603787063493e-05
317,WASP-52b,1.5947829971226433e-08
318,WASP-7b,4.0793611458080974e-09
319,HAT-P-44b,2.7714040427541065e-10
320,KELT-14b,1.7123977322144462e-06
321,WASP-192b,1.1048499439975401e-07
322,WASP-162b,1.172831513489231e-12
323,TOI-169b,2.1640332597176617e-07
324,GJ1132b,1.2312935766825053e-18
325,HD63433c,1.0075985534625994e-17
326,HATS-52b,1.7217709559928382e-06
327,HATS-57b,2.357605857196149e-08
328,KELT-15b,1.347620472177838e-07
329,HD202772Ab,1.4601840269615356e-06
330,HATS-10b,9.215733747709816e-09
331,K2-198d,4.2814746618412825e-13
332,HATS-64b,2.2964328883879764e-07
333,K2-260b,1.3530040626897056e-06
334,WASP-180Ab,6.129880191603948e-08
335,TOI-674b,4.358938950771057e-15
336,TrES-3b,4.964070349804727e-07
337,WASP-10b,1.8638143973431366e-10
338,TOI-1789b,6.160645074720214e-07
339,KELT-1b,9.132706785063715e-06
340,WASP-107b,1.4291643009135687e-14
341,WASP-36b,6.415520412163627e-07
342,Kepler-18c,2.2556033149890447e-12
343,HAT-P-68b,1.7776755385750704e-10
344,TOI-1807b,3.1216065776411685e-08
345,HAT-P-17b,2.3664332237477677e-14
346,HATS-45b,2.9299618880347823e-08
347,TOI-1728b,2.0056432465943925e-14
348,HAT-P-3b,3.6108128402283566e-10
349,WASP-95b,1.2845814875858993e-07
350,HATS-31b,4.989678580854187e-07
351,KELT-19Ab,6.876812816623211e-07
352,WASP-87b,6.6699359285161134e-06
353,Kepler-447b,1.8800102659048072e-11
354,Kepler-1656b,4.070975879969334e-18
355,TOI-4010c,6.487074771257963e-13
356,HATS-55b,7.39557339456534e-09
357,Kepler-450b,8.413161911537738e-15
358,K2-155c,4.604033600641198e-22
359,WASP-13b,4.9236565039025114e-08
360,WASP-58b,3.0023061090976543e-09
361,WASP-119b,1.236013181110565e-07
362,HAT-P-52b,1.8263022543258757e-09
363,WASP-4b,5.223920410330473e-07
364,HATS-5b,3.0492513647773674e-11
365,Qatar-7b,2.8068191300628644e-06
366,WASP-114b,2.4689411127742875e-06
367,55Cnce,1.3657531656885994e-07
368,WASP-160Bb,3.4651316401994257e-10
369,WASP-142b,1.8573452795126934e-06
370,HATS-29b,1.099081994309902e-09
371,K2-140b,6.817015566810238e-11
372,WASP-50b,3.005330894525749e-08
373,TOI-431b,6.825078489570765e-08
374,TOI-172b,2.1228682031686058e-10
375,TOI-2076c,3.5664497452928015e-16
376,WASP-90b,3.8349710852750486e-07
377,TOI-269b,1.0681039049249904e-18
378,HAT-P-50b,3.9883384253355457e-07
379,TrES-1b,6.299636090627008e-10
380,WASP-106b,1.0054084475183943e-10
381,K2-266b,3.849903187373547e-08
382,TOI-201b,2.961961734169922e-18
383,WASP-88b,2.0842113888552129e-07
384,HATS-39b,9.696067427431539e-08
385,WASP-168b,8.924494179707509e-09
386,HD2685b,1.469516174258571e-07
387,K2-237b,6.936867185257163e-07
388,HD149026b,1.1543164625416283e-07
389,HAT-P-39b,2.6111181722729506e-07
390,TOI-270c,5.027474133222833e-22
391,HAT-P-30b,1.4007602194902256e-07
392,LP791-18b,1.5673149727703505e-17
393,HAT-P-12b,1.870699868874773e-11
394,TOI-421c,8.647941544365119e-17
395,TOI-700c,4.391679707973195e-30
396,TOI-451d,1.7176477431312859e-16
397,NGTS-2b,7.751022321219847e-08
398,WASP-89b,3.764502867765321e-10
399,WASP-161b,2.124426798219528e-08
400,WASP-68b,1.7103102406421136e-08
401,TOI-904b,7.657797662818598e-20
402,KELT-8b,2.9826171671265954e-07
403,Qatar-5b,1.6537453954802193e-08
404,HATS-13b,3.1791320568943632e-09
405,TOI-1518b,1.164138357100456e-05
406,KOI-94d,1.9339435809034528e-13
407,WASP-8b,1.9766768507051127e-12
408,WASP-3b,2.166647238118054e-06
409,WASP-186b,1.8708437627767532e-08
410,WASP-175b,6.118832052393167e-08
411,WASP-164b,1.7928248183379695e-07
412,HAT-P-38b,7.172017956114265e-11
413,HD332231b,1.1941843967095997e-13
414,WASP-144b,3.559335844361263e-09
415,TOI-125c,7.962600379487746e-15
416,WASP-75b,2.419278169240613e-07
417,HAT-P-40b,2.4928025113803903e-07
418,WASP-66b,2.3546092968610672e-07
419,WASP-17b,4.641707900021001e-07
420,WASP-79b,1.956049909391105e-07
421,WASP-14b,5.811486222640427e-07
422,HD219666b,1.512560684675306e-14
423,WASP-120b,4.4949474834842933e-07
424,HATS-7b,6.263387810022673e-11
425,HAT-P-34b,1.2015629579190013e-08
426,HATS-30b,1.594656150443e-08
427,TOI-561c,2.8222347199925232e-15
428,TOI-905b,1.0712947073558514e-09
429,WASP-34b,5.498155696007064e-10
430,WASP-67b,5.442734892723291e-11
431,WASP-11b,1.1341541675470852e-11
432,HAT-P-41b,1.1400548469099e-06
433,HAT-P-43b,1.045665341959615e-08
434,HAT-P-23b,4.223331503955957e-06
435,TOI-2158b,2.515620124592911e-10
436,WASP-44b,1.1117693350708273e-08
437,WASP-55b,2.613666209844637e-09
438,WASP-156b,4.686393013587866e-12
439,WASP-49b,1.864514954335679e-08
440,TrES-4b,4.60457358280633e-07
441,HD89345b,7.864903857019433e-12
442,GJ1252b,1.0538902546110966e-10
443,WASP-23b,4.1933145047472447e-10
444,HD108236d,6.449660670815037e-16
445,WASP-113b,2.4198217833157782e-08
446,L98-59c,4.636333574880895e-21
447,HAT-P-18b,5.456969122409394e-13
448,HAT-P-7b,3.421892995495984e-06
449,KELT-2Ab,1.5526243734011965e-07
450,HAT-P-46b,1.5588299963945295e-08
451,TOI-677b,2.7688003344644693e-11
452,WASP-71b,1.1823249585914657e-06
453,HATS-72b,5.084388728877213e-15
454,WASP-118b,1.6608488183006414e-07
455,Kepler-6b,2.4261806646322264e-08
456,KELT-11b,1.0446478867251195e-07
457,HAT-P-65b,1.6722903754153375e-06
458,CoRoT-11b,2.803382034182476e-07
459,L98-59d,2.4883940869879342e-26
460,LP791-18c,3.824729690823601e-29
461,HD108236e,2.485588848315317e-17
462,LTT3780b,2.1057652889264543e-12
463,K2-29b,1.7277685271916635e-10
464,WASP-45b,5.509112422937647e-10
465,Kepler-105b,2.1436219475930362e-09
466,HAT-P-11b,1.8795474717389254e-13
467,TOI-421b,1.5224878429669488e-12
468,K2-19b,4.676100304658369e-13
469,TOI-1298b,3.462127171977719e-09
470,HAT-P-22b,3.805427119879351e-09
471,HAT-P-42b,1.2634516988129882e-08
472,WASP-121b,1.8555874824421455e-05
473,TOI-824b,6.322749369786463e-10
474,TOI-270b,3.515711802154915e-19
475,XO-7b,2.5665253245723197e-07
476,Qatar-1b,6.032681346934223e-08
477,HD97658b,2.0541613657705535e-16
478,TOI-942c,2.294433400270062e-15
479,GJ3090b,4.4249562356796615e-16
480,TOI-2134c,3.8480856780142244e-35
481,TOI-3693b,6.557086174810664e-14
482,TOI-1470c,9.436241403230652e-29
483,TOI-1408b,1.5657775257765226e-08
484,HD260655b,2.8466859098926826e-16
485,HD63935b,7.651357060598634e-14
486,TOI-1420b,5.548962493953241e-12
487,HD260655c,3.878482369836088e-20
488,HD109833b,1.0658134020968578e-13
489,TOI-4010b,4.404225307563058e-09
490,TOI-1272b,1.5557161162953946e-11
491,HAT-P-64b,3.084624500561775e-07
492,TOI-178e,3.4151357835822016e-19
493,TOI-178g,8.47175261005382e-24
494,TOI-1135b,4.519380594716728e-11
495,TOI-2524b,7.681971043660292e-11
496,TOI-178d,9.137649916810609e-17
497,Kepler-109c,2.6578163385229042e-15
498,TOI-2207b,5.26830858027446e-10
499,HAT-P-61b,4.579495284813978e-08
500,TOI-277b,1.3811737791842794e-15
501,TOI-1820b,5.29737389710474e-09
502,TOI-1710b,1.837395123812015e-17
503,TOI-2421b,1.8913927240940652e-08
504,WASP-182b,1.4827299109541105e-08
505,TOI-1136c,2.9885212237682075e-12
506,TOI-1136d,1.858515803885946e-14
507,NGTS-11b,3.0615810285447984e-22
508,HIP94235b,2.7473014214815794e-12
509,TOI-2025b,1.5907339977827692e-10
510,TOI-2018b,7.03206172875038e-18
511,GJ486b,9.387134667513097e-16
512,Gaia-2b,6.25495301394041e-09
513,TOI-2427b,4.967253623661525e-11
514,TOI-139b,1.6599176431189985e-20
515,LHS475b,8.163966484749528e-19
516,TOI-2583Ab,1.674076101438615e-08
517,TOI-2796b,1.4605694428878092e-09
518,TOI-3976Ab,1.3303175581933076e-09
519,TOI-969b,3.172648302601636e-11
520,TOI-2000c,2.318757324756271e-12
521,TOI-2364b,9.433737768616547e-11
522,TOI-2498b,3.4844749262198035e-09
523,TOI-2587Ab,8.919324045523372e-09
524,TOI-4145Ab,1.6786418849498022e-10
525,HD23472f,3.8743462347285417e-19
526,HD207496b,5.925455775555269e-15
527,HD23472c,1.766769471698359e-24
528,TOI-1937Ab,6.167527016768055e-06
529,TOI-2803Ab,1.5684233255151162e-06
530,TOI-2842b,2.1004680383705914e-08
531,K2-415b,1.211293800575579e-25
532,TOI-913b,9.433969479078076e-17
533,TOI-2977b,8.266354158054989e-08
534,TOI-444b,2.756257709598458e-19
535,TOI-470b,1.312676298943926e-17
536,TOI-836b,5.072520902245282e-14
537,TOI-1416b,3.768746835507386e-09
538,TOI-2459b,5.466252248973759e-25
539,TOI-3023b,8.729801610031775e-08
540,TOI-3082b,2.475977924074297e-11
541,TOI-3912b,4.068016315929498e-08
542,TOI-4551b,2.7874566352590223e-09
543,TOI-858Bb,4.956263870409946e-08
544,HD183579b,3.500671150137409e-16
545,HD1397b,2.4739523209595407e-10
546,NGTS-12b,7.628226774656368e-10
547,TOI-2570b,2.1626225584131235e-08
548,TOI-778b,1.1270799635216811e-07
549,TOI-1694b,1.231389728706434e-10
550,TOI-2443b,4.369787382065405e-19
551,TOI-1452b,3.6286975788141866e-32
552,TOI-1516b,8.090633781104157e-07
553,TOI-1431b,4.1832343305876594e-06
554,HATS-38b,8.952275997471908e-10
555,K2-36c,7.666407787334949e-14
556,TOI-4600b,6.397238308707567e-29
557,TOI-1181b,1.913323555999652e-06
558,HAT-P-58b,8.649304913491738e-08
559,K2-329b,1.1990505878723387e-15
560,TOI-5678b,2.8359222129184403e-22
561,TOI-620b,4.623437563699978e-18
562,TOI-5344b,2.505157979791312e-15
563,HD73583b,9.721984547906004e-16
564,WASP-77Ab,5.537893010793961e-07
565,LTT9779b,5.852434179888742e-07
566,TOI-3364b,1.0987455068633686e-09
567,TOI-1634b,2.6397786972671156e-12
568,TOI-4641b,1.034409731613762e-12
569,TRAPPIST-1d,6.926443937465223e-36
570,TRAPPIST-1h,5.8149862873274e-60
571,TOI-244b,7.070674664596226e-24
572,TOI-544b,1.7188617428262203e-11
573,HD110067b,2.2307334822755214e-15
574,HD110067c,3.2231673591083665e-17
575,HD110067d,2.9995313577810756e-19
576,HD110067f,8.541579216548157e-24
577,TOI-1442b,1.1971163314026522e-10
578,TOI-622b,2.134668552146227e-09
579,K2-138f,2.529271389751648e-16
580,TRAPPIST-1c,6.945606364538529e-30
581,TOI-122b,2.6576338739331254e-22
582,TOI-5126b,2.5263102923799545e-10
583,TOI-500b,1.2342332392736455e-08
584,TOI-1107b,1.302298721709181e-07
585,K2-370b,2.9885740926536683e-07
586,HD28109d,1.003914762483861e-21
587,HD110082b,2.0659128099649748e-13
588,TOI-3714b,2.8885607489190137e-13
589,TOI-3629b,3.172207143669015e-15
590,TOI-1194b,9.025829859152502e-09
591,TOI-5398b,1.7017914364759778e-12
592,TOI-5398c,9.69699053416991e-11
593,TOI-1670c,5.717459389031793e-17
594,K2-3b,3.62957210217795e-22
595,GJ367b,2.4930215984358633e-09
596,K2-174b,1.06603247938598e-22
597,TOI-628b,4.310085616154812e-08
598,TOI-712b,3.873840863265209e-18
599,WASP-193b,1.7736497206756645e-09
600,TOI-1064c,2.27145237446681e-18
601,TOI-1842b,1.2139491484747158e-09
602,Kepler-1517b,3.7726860472864786e-06
603,TOI-1231b,3.8890837419188016e-32
604,Qatar-6b,4.783538110286258e-11
605,TOI-559b,3.0770035866462545e-10
606,Kepler-63b,3.060187361055732e-13
607,K2-399b,1.9548402755181294e-05
608,MASCARA-1b,1.0051121391540092e-05
609,HD152843b,4.655721529707459e-12
610,WASP-189b,7.504247869385983e-06
611,K2-403b,9.634221892159532e-19
612,TOI-2193Ab,8.701432717902682e-07
613,TOI-1260b,1.3745534495297304e-13
614,TOI-1260d,2.201342863303022e-22
615,GPX-1b,5.402895484734177e-06
616,WASP-184b,1.8657874990354125e-08
617,NGTS-9b,1.45458040223891e-08
618,WASP-171b,5.259870722235184e-08
619,TOI-4137b,4.45495293300863e-08
620,TOI-1468c,1.1460254254261634e-31
621,TOI-2567b,2.653631540409812e-09
622,TOI-1899b,1.1464519098826363e-28
623,TOI-1468b,2.1428208223657008e-16
624,TOI-2236b,1.2238522098242256e-07
625,TOI-3331Ab,5.92252458003287e-08
626,TOI-3540Ab,1.1543203872776182e-07
627,TOI-1288b,6.518245027520562e-10
628,NGTS-24b,9.106085095594455e-08
629,TOI-1136f,3.806771984158395e-18
630,CoRoT-36b,3.415352776643072e-08
631,HATS-61b,6.015904779489358e-10
632,TOI-3362b,1.830627435396614e-11
633,TOI-2134b,1.7568309420231978e-17
634,HD3167c,2.1999497321503126e-21
635,HD3167b,2.2567468676608158e-08
636,TOI-2046b,3.192791058865005e-06
637,TOI-954b,6.142982143014655e-08
638,TOI-181b,7.744472606555746e-13
639,TOI-1811b,1.6758755657562317e-11
640,TOI-2145b,3.823596474522644e-09
641,TOI-2152Ab,2.3812663119013866e-07
642,TOI-1246b,4.517875394062306e-12
643,HD15906c,1.5949349008224052e-21
644,TOI-2497b,7.497569665126526e-09
645,TOI-2445b,1.2383778307638698e-10
646,TOI-1422b,2.593695529289354e-14
647,TOI-2154b,7.234353977500785e-08
648,HAT-P-60b,2.1388834864026538e-07
649,TOI-1386b,2.1973202891006666e-17
650,K2-39b,8.468808074527309e-08
651,Kepler-444e,1.714677060882402e-16
652,Kepler-102e,1.3274268978883794e-19
653,TOI-615b,1.0363149719479575e-07
654,K2-24c,7.582834401573278e-19
655,Wolf503b,2.906698728661816e-15
656,K2-79b,2.030065763214906e-11
657,K2-99b,3.204170805673164e-10
658,K2-32d,4.204724239135847e-21
659,TOI-942b,5.217931597003271e-12
660,HD221416b,9.211750372676062e-11
661,K2-32b,3.84740859718649e-14
662,K2-129b,3.020296417139504e-26
663,TOI-2136b,5.578730241693885e-26
664,HD15337c,1.8741000928535457e-18
665,WASP-187b,5.008029291673166e-07
