,Planet Name,Full Phase Curve Noise Estimate 3.9-7.8um
85,WASP-174b,2.0094086827973767e-05
86,WASP-130b,7.87133314800682e-06
87,KOI-12b,7.639451183374491e-06
88,WASP-37b,2.9404450048366895e-05
89,HD191939c,1.660532113652889e-06
90,WASP-83b,1.7132862685247804e-05
91,WASP-46b,4.907593476871572e-05
92,XO-4b,1.2386662824414536e-05
93,WASP-170b,3.074820343453832e-05
94,HD191939b,2.945618842273464e-06
95,HD86226c,3.0810698388962075e-06
96,TOI-481b,4.9523583243799835e-06
97,WASP-169b,1.784266372455478e-05
98,Kepler-138b,7.424088734963767e-06
99,TOI-4010d,9.060936595487396e-06
100,WASP-33b,8.63312090568516e-06
101,HATS-1b,2.087325330538149e-05
102,HD106315c,2.5538245543983066e-06
103,XO-6b,8.171289774014995e-06
104,HAT-P-26b,1.368353045602649e-05
105,TOI-125b,9.188605528208061e-06
106,TOI-431d,2.082042420308213e-06
107,KELT-18b,1.2378350929735806e-05
108,TOI-892b,1.0483233289253435e-05
109,DSTucAb,2.4440940992388797e-06
110,WASP-105b,1.0591276841918558e-05
111,TOI-776b,3.463881003193044e-06
112,HATS-42b,4.7741739297681493e-05
113,WASP-177b,1.7978868327180304e-05
114,HAT-P-13b,1.3162458356160536e-05
115,WASP-103b,3.36794055688823e-05
116,HATS-27b,2.865326462656323e-05
117,WASP-141b,2.868391022508853e-05
118,K2-238b,2.705115172231723e-05
119,TOI-257b,1.3566939543709072e-06
120,WASP-181b,3.056486798979684e-05
121,WASP-135b,3.703738860993379e-05
122,WASP-81b,2.606622783143548e-05
123,WASP-19b,4.064927229137918e-05
124,HAT-P-4b,1.5772401122442093e-05
125,WASP-32b,2.0665391768534253e-05
126,WASP-73b,1.016969510776564e-05
127,LTT1445Ac,3.0973342157425033e-06
128,WASP-64b,3.9800366431484065e-05
129,HD110113b,9.588963403097485e-06
130,K2-30b,2.5834372914907467e-05
131,WASP-21b,1.2950825382796134e-05
132,HAT-P-21b,1.797948511151642e-05
133,KOI-13b,2.546064427197982e-05
134,WASP-123b,1.2659959577118836e-05
135,KELT-12b,9.187128282807149e-06
136,HATS-60b,2.502012431891878e-05
137,WASP-133b,3.626306954265297e-05
138,HATS-65b,2.8707548685231403e-05
139,HATS-40b,4.176433280408014e-05
140,HATS-33b,2.1453937545089194e-05
141,HATS-68b,2.4768407233776605e-05
142,HAT-P-57b,1.2598118647421164e-05
143,WASP-54b,9.620870736511173e-06
144,HATS-25b,2.947631945326691e-05
145,TOI-776c,2.5287291223363e-06
146,HAT-P-5b,2.1401985783282837e-05
147,Qatar-8b,1.5710153577016125e-05
148,WASP-18b,1.1850208169303976e-05
149,TrES-5b,4.834909396530861e-05
150,WASP-2b,1.8323848405689293e-05
151,HAT-P-55b,3.794977046385184e-05
152,HAT-P-36b,3.205981135078414e-05
153,WASP-65b,2.537015210509366e-05
154,WASP-159b,2.2944839639302807e-05
155,WASP-93b,1.9134143699343206e-05
156,WASP-140b,1.377970754993156e-05
157,KELT-16b,4.117237468087613e-05
158,Kepler-5b,3.5791242744449436e-05
159,WASP-129b,2.003485520203498e-05
160,WASP-145Ab,1.6234935638212765e-05
161,WASP-167b,2.043027232711762e-05
162,K2-232b,4.570773696250234e-06
163,TOI-157b,3.092130840881148e-05
164,WASP-76b,1.061258200294247e-05
165,Qatar-2b,3.33119698760341e-05
166,LP791-18d,2.0691873992155773e-05
167,HATS-22b,2.507376262918111e-05
168,HAT-P-51b,3.0489781531841375e-05
169,TOI-837b,6.932081837936751e-06
170,HAT-P-56b,1.7648562136272556e-05
171,WASP-57b,4.088883256582578e-05
172,KELT-24b,3.5943712525294987e-06
173,HATS-35b,3.4267369713288144e-05
174,WASP-94Ab,9.805415003060684e-06
175,HAT-P-24b,2.264223217609042e-05
176,WASP-31b,2.2441457212408878e-05
177,WASP-183b,2.8239807118598253e-05
178,HAT-P-66b,3.849213855063714e-05
179,WASP-63b,1.0955668975316729e-05
180,HAT-P-33b,1.5676773537143526e-05
181,WASP-48b,2.6487390735351493e-05
182,HD219134b,7.987119397226483e-07
183,HATS-3b,2.070122757754884e-05
184,HAT-P-8b,1.0159580992408936e-05
185,WASP-96b,2.6693250995825456e-05
186,WASP-24b,1.9814363724761373e-05
187,TOI-216.01,5.839379439957034e-06
188,KELT-3b,1.1500717257903285e-05
189,WASP-132b,1.0188018900053661e-05
190,KELT-17b,9.35471248898552e-06
191,KELT-10b,1.0616540677837855e-05
192,WASP-117b,5.983717016769881e-06
193,HATS-51b,2.0891424075430913e-05
194,K2-333b,1.0629793082014247e-05
195,WASP-126b,1.3192098580754865e-05
196,WASP-6b,2.1580695198357736e-05
197,LHS3844b,2.5168305245504336e-05
198,KELT-7b,5.996538232593871e-06
199,K2-198b,5.561216057133873e-06
200,WASP-78b,2.7730585240791383e-05
201,HAT-P-45b,1.6928930585707466e-05
202,TrES-2b,2.048142681231882e-05
203,CoRoT-2b,2.5036829156167105e-05
204,HAT-P-27b,2.0257456086545707e-05
205,G9-40b,8.033986410856021e-06
206,WASP-41b,1.623660299115693e-05
207,TOI-640b,9.814809526929489e-06
208,TOI-1259Ab,1.4458424757447415e-05
209,WASP-138b,2.1342675065941342e-05
210,WASP-74b,9.62318167076778e-06
211,HAT-P-25b,2.5114209172808296e-05
212,HAT-P-62b,2.6018770978177846e-05
213,WASP-29b,8.980918287788663e-06
214,WASP-82b,1.0350096076729384e-05
215,HAT-P-29b,1.4638577904086174e-05
216,K2-31b,1.909949146430128e-05
217,HAT-P-37b,3.895945419456855e-05
218,XO-2Nb,1.4527878981663725e-05
219,HAT-P-32b,1.933340499648399e-05
220,KPS-1b,3.3502065980621776e-05
221,XO-1b,1.3362424111382044e-05
222,WASP-190b,1.952149026627721e-05
223,WASP-92b,3.840547183300473e-05
224,HAT-P-19b,1.938430172779623e-05
225,HAT-P-67b,8.567873056006902e-06
226,K2-107b,2.9072729615343303e-05
227,HAT-P-1b,9.052386655558857e-06
228,WASP-16b,1.3672532816110296e-05
229,K2-261b,5.723977502767015e-06
230,GJ3470b,6.446193573265381e-06
231,HAT-P-15b,8.028209712107373e-06
232,K2-55b,2.2281416594233095e-05
233,WASP-166b,5.598151803998475e-06
234,HIP65Ab,1.4346096255568106e-05
235,WASP-101b,1.0797871761298052e-05
236,WASP-5b,3.1696631640502315e-05
237,XO-3b,1.1433154224936254e-05
238,K2-121b,1.6441022655566832e-05
239,WASP-165b,2.6283642722555305e-05
240,K2-25b,1.834735084438838e-05
241,LTT3780c,3.668519129490088e-06
242,HAT-P-9b,2.2968477113559728e-05
243,HAT-P-28b,2.8821718463475942e-05
244,HAT-P-49b,1.4419018268364284e-05
245,K2-266d,5.1838292091034056e-06
246,WASP-98b,3.20892228184929e-05
247,WASP-85Ab,1.261685640573292e-05
248,WASP-157b,2.143558777072643e-05
249,HAT-P-6b,1.2560848729654143e-05
250,WASP-153b,2.660933411006869e-05
251,HAT-P-31b,1.543490916605288e-05
252,TOI-216.02,8.290587305761161e-06
253,WASP-47b,1.6331543109901155e-05
254,HD63433b,1.3596849712752682e-06
255,Kepler-435b,2.0348772478342403e-05
256,WASP-56b,1.960566476617832e-05
257,WASP-42b,1.4264883868027468e-05
258,GJ1214b,1.1805082341055633e-05
259,TOI-150.01,1.2263353716081308e-05
260,TOI-451c,6.946911546986228e-06
261,TOI-2076d,1.4821869948102357e-06
262,TOI-1266c,4.0609771674759305e-06
263,Qatar-10b,4.567218567365944e-05
264,TOI-270d,3.6118078536331477e-06
265,WASP-72b,1.907123069912933e-05
266,WASP-91b,1.6445167170935192e-05
267,Kepler-7b,2.9922267904387618e-05
268,WASP-28b,2.3533020152617845e-05
269,WASP-131b,7.901114300841227e-06
270,HAT-P-20b,1.0276551524165074e-05
271,WASP-35b,1.4481094282640034e-05
272,WASP-20b,9.703837435425308e-06
273,WASP-158b,2.6271677927256185e-05
274,LP714-47b,8.268531588407233e-06
275,HIP67522b,5.07146217347419e-06
276,TOI-1859b,2.9109272709379954e-06
277,EPIC246851721b,1.2952013427149862e-05
278,WASP-26b,1.6939505128996833e-05
279,Qatar-9b,4.155751831072481e-05
280,HATS-26b,3.0785740716768504e-05
281,KELT-9b,6.570144392865328e-06
282,WASP-104b,2.1318430610824475e-05
283,KELT-23Ab,1.165955924445946e-05
284,HATS-2b,4.7689073952363754e-05
285,WASP-69b,5.177668777134882e-06
286,CoRoT-19b,3.272501010876533e-05
287,Kepler-18d,1.5661779362615895e-05
288,HD209458b,2.959563126480177e-06
289,GJ357b,2.8783697641963374e-06
290,WASP-43b,2.3985544526685747e-05
291,HD189733b,2.6740546216550305e-06
292,WASP-173Ab,2.4450737963567344e-05
293,WASP-172b,1.5222750258911608e-05
294,TOI-1333b,6.405480281920301e-06
295,TOI-4479b,3.069257253951044e-05
296,WASP-148b,1.367183113628187e-05
297,AUMicb,8.917627845451318e-07
298,WASP-12b,2.992331152691991e-05
299,TOI-4515b,8.836934331457916e-06
300,LHS1678b,1.2928370484865245e-05
301,LHS1678c,6.458665982015594e-06
302,LHS1678d,5.6155433890543164e-06
303,TOI-1994b,1.3183095923360801e-05
304,GJ806b,5.916426268216065e-06
305,Kepler-91b,1.3916489273151383e-05
306,TOI-3688Ab,2.332063773180398e-05
307,LHS1478b,1.0996112523374507e-05
308,Kepler-1658b,1.90608900615086e-05
309,GJ9827b,7.587990639000763e-06
310,GJ9827c,4.5051343182034925e-06
311,GJ9827d,3.5186245633490846e-06
312,LTT1445Ab,2.267667369692758e-06
313,KELT-4Ab,1.0528931365744051e-05
314,HAT-P-54b,2.0213754851208054e-05
315,MASCARA-4b,6.067137537010575e-06
316,HATS-70b,6.243294765920037e-05
317,WASP-52b,2.5831762876291307e-05
318,WASP-7b,6.824284339015384e-06
319,HAT-P-44b,2.6722448606062565e-05
320,KELT-14b,1.936123748891424e-05
321,WASP-192b,3.1921513132562416e-05
322,WASP-162b,1.3881860318508106e-05
323,TOI-169b,2.974931407615089e-05
324,GJ1132b,9.286198472295682e-06
325,HD63433c,8.10082487156477e-07
326,HATS-52b,6.0426051846426506e-05
327,HATS-57b,2.725279007050398e-05
328,KELT-15b,1.6326579019053884e-05
329,HD202772Ab,4.419809948166168e-06
330,HATS-10b,3.743239890063365e-05
331,K2-198d,8.287293303566204e-06
332,HATS-64b,2.979830108065042e-05
333,K2-260b,3.114415917045445e-05
334,WASP-180Ab,1.5065303156858087e-05
335,TOI-674b,1.486717997362172e-05
336,TrES-3b,3.227502795337018e-05
337,WASP-10b,1.6849591412803158e-05
338,TOI-1789b,8.249058564211013e-06
339,KELT-1b,2.0241245312979292e-05
340,WASP-107b,7.084641280428656e-06
341,WASP-36b,4.143353979686516e-05
342,Kepler-18c,2.156830266952522e-05
343,HAT-P-68b,3.315428193322846e-05
344,TOI-1807b,1.28144124150708e-05
345,HAT-P-17b,5.311022486819774e-06
346,HATS-45b,3.8480602876906306e-05
347,TOI-1728b,9.714130710236304e-06
348,HAT-P-3b,1.5163883075527003e-05
349,WASP-95b,1.0322259533092925e-05
350,HATS-31b,3.0234180675662723e-05
351,KELT-19Ab,9.193412799722993e-06
352,WASP-87b,1.7664421065170343e-05
353,Kepler-447b,1.3990120034003123e-05
354,Kepler-1656b,4.49077918310999e-06
355,TOI-4010c,1.469809477184007e-05
356,HATS-55b,3.612384302264139e-05
357,Kepler-450b,7.646062783513058e-06
358,K2-155c,6.066698032822434e-06
359,WASP-13b,1.1169487962352046e-05
360,WASP-58b,1.5795499576546256e-05
361,WASP-119b,2.2528727469087036e-05
362,HAT-P-52b,3.746092625811624e-05
363,WASP-4b,3.615976521548322e-05
364,HATS-5b,1.9731325072418224e-05
365,Qatar-7b,4.0350976481957574e-05
366,WASP-114b,3.903921715000535e-05
367,55Cnce,2.2040881785996344e-06
368,WASP-160Bb,2.5788267901329024e-05
369,WASP-142b,4.2058742908524726e-05
370,HATS-29b,2.2361764264356318e-05
371,K2-140b,1.888933819425839e-05
372,WASP-50b,2.3241126453895718e-05
373,TOI-431b,7.879320191819634e-06
374,TOI-172b,9.210248298380398e-06
375,TOI-2076c,1.9033853487451383e-06
376,WASP-90b,1.5817695825411383e-05
377,TOI-269b,1.4722757948148342e-05
378,HAT-P-50b,2.2731729663765738e-05
379,TrES-1b,1.6140991514591667e-05
380,WASP-106b,1.1652629250335833e-05
381,K2-266b,2.409226868194579e-05
382,TOI-201b,1.6557865516056937e-06
383,WASP-88b,1.4731691832827963e-05
384,HATS-39b,3.330663700004017e-05
385,WASP-168b,1.8901398218552847e-05
386,HD2685b,8.003030773228864e-06
387,K2-237b,2.2052292597454463e-05
388,HD149026b,3.905286603924232e-06
389,HAT-P-39b,2.9827039753535683e-05
390,TOI-270c,5.033660400165696e-06
391,HAT-P-30b,1.4153357991496291e-05
392,LP791-18b,3.6655869329059755e-05
393,HAT-P-12b,1.8753079899524207e-05
394,TOI-421c,3.3431146687369276e-06
395,TOI-700c,3.893122977419279e-06
396,TOI-451d,5.249546202690202e-06
397,NGTS-2b,1.2928888833157004e-05
398,WASP-89b,2.7871271305199306e-05
399,WASP-161b,1.144048004717452e-05
400,WASP-68b,8.249453102420376e-06
401,TOI-904b,5.1388396550963045e-06
402,KELT-8b,9.247206782193436e-06
403,Qatar-5b,2.8356576874498136e-05
404,HATS-13b,3.970452498009007e-05
405,TOI-1518b,9.85810345153657e-06
406,KOI-94d,9.42718663611466e-06
407,WASP-8b,4.945557356786486e-06
408,WASP-3b,1.6092668149768105e-05
409,WASP-186b,1.1513411461682612e-05
410,WASP-175b,3.476040707701032e-05
411,WASP-164b,3.73213880527798e-05
412,HAT-P-38b,1.9487744356925942e-05
413,HD332231b,2.065151517807905e-06
414,WASP-144b,4.420029457358527e-05
415,TOI-125c,6.672431038850714e-06
416,WASP-75b,2.0399683498130702e-05
417,HAT-P-40b,1.3311672555473804e-05
418,WASP-66b,1.8445283061583227e-05
419,WASP-17b,1.7104524445262382e-05
420,WASP-79b,1.1047289386752926e-05
421,WASP-14b,1.0490443864707595e-05
422,HD219666b,5.606967625146314e-06
423,WASP-120b,1.4123292521969035e-05
424,HATS-7b,2.6218738430750797e-05
425,HAT-P-34b,9.377648182838578e-06
426,HATS-30b,2.527195352325874e-05
427,TOI-561c,4.769843944963476e-06
428,TOI-905b,1.3205154713746287e-05
429,WASP-34b,1.0007260477289781e-05
430,WASP-67b,1.5365508819200267e-05
431,WASP-11b,1.1623208912898366e-05
432,HAT-P-41b,1.624784006578923e-05
433,HAT-P-43b,3.7721690755844187e-05
434,HAT-P-23b,3.678213291216561e-05
435,TOI-2158b,7.068144185801787e-06
436,WASP-44b,3.7936645485879235e-05
437,WASP-55b,1.8236405987250643e-05
438,WASP-156b,1.3112580451956417e-05
439,WASP-49b,1.6336804623265576e-05
440,TrES-4b,2.0164277322872476e-05
441,HD89345b,3.287728941188581e-06
442,GJ1252b,1.4177353771415283e-05
443,WASP-23b,2.408158498083079e-05
444,HD108236d,2.8505900441738317e-06
445,WASP-113b,1.771166906737084e-05
446,L98-59c,3.85086685929311e-06
447,HAT-P-18b,1.4995388603356079e-05
448,HAT-P-7b,1.6015166042901577e-05
449,KELT-2Ab,4.612650395683891e-06
450,HAT-P-46b,1.3595049911041022e-05
451,TOI-677b,4.616479414181918e-06
452,WASP-71b,1.2391783010738876e-05
453,HATS-72b,1.0975512962964264e-05
454,WASP-118b,1.4398360756696763e-05
455,Kepler-6b,3.356236995739344e-05
456,KELT-11b,2.4325655343845097e-06
457,HAT-P-65b,3.3230460226347434e-05
458,CoRoT-11b,3.672523142671555e-05
459,L98-59d,2.7520293725720707e-06
460,LP791-18c,1.546228800565152e-05
461,HD108236e,2.4335188063148365e-06
462,LTT3780b,1.3407694410851304e-05
463,K2-29b,2.0216819772339828e-05
464,WASP-45b,2.1894177586455717e-05
465,Kepler-105b,1.68912088395898e-05
466,HAT-P-11b,3.7415390230876805e-06
467,TOI-421b,5.862532555237335e-06
468,K2-19b,1.724576896038436e-05
469,TOI-1298b,1.5028063842096276e-05
470,HAT-P-22b,6.571158039155931e-06
471,HAT-P-42b,1.7521451489452426e-05
472,WASP-121b,2.0151901419351306e-05
473,TOI-824b,1.2958820991514586e-05
474,TOI-270b,6.387793817668919e-06
475,XO-7b,1.256429882171331e-05
476,Qatar-1b,2.9791275195455982e-05
477,HD97658b,1.5850410076698498e-06
478,TOI-942c,8.668231496177705e-06
479,GJ3090b,5.166003614661972e-06
480,TOI-2134c,5.650781263315689e-07
481,TOI-3693b,1.139843914324369e-05
482,TOI-1470c,5.18290645810717e-06
483,TOI-1408b,7.069581692325753e-06
484,HD260655b,2.6341817119772113e-06
485,HD63935b,2.546032407554581e-06
486,TOI-1420b,1.2450448416726964e-05
487,HD260655c,1.8623569087129478e-06
488,HD109833b,3.7964047155812603e-06
489,TOI-4010b,2.8158786993349422e-05
490,TOI-1272b,1.4835741489733742e-05
491,HAT-P-64b,2.429938626520641e-05
492,TOI-178e,5.4485705560897916e-06
493,TOI-178g,3.81290891731772e-06
494,TOI-1135b,4.851382590018807e-06
495,TOI-2524b,2.1132640108893296e-05
496,TOI-178d,6.672485754088473e-06
497,Kepler-109c,1.1425104139927474e-05
498,TOI-2207b,1.1802199819428871e-05
499,HAT-P-61b,3.790293053021237e-05
500,TOI-277b,1.6248617134957992e-05
501,TOI-1820b,1.0814575843117935e-05
502,TOI-1710b,2.5383975146910385e-06
503,TOI-2421b,1.282686244726551e-05
504,WASP-182b,1.929450953588793e-05
505,TOI-1136c,5.050554436649587e-06
506,TOI-1136d,3.6118249077884747e-06
507,NGTS-11b,6.241992550215898e-06
508,HIP94235b,2.795150805473154e-06
509,TOI-2025b,1.1029270367159981e-05
510,TOI-2018b,3.008665384858303e-06
511,GJ486b,3.881039796270268e-06
512,Gaia-2b,1.4666229884901904e-05
513,TOI-2427b,6.313890077559307e-06
514,TOI-139b,3.1143836052188135e-06
515,LHS475b,6.711085321162726e-06
516,TOI-2583Ab,2.496622174952286e-05
517,TOI-2796b,2.1807237813739438e-05
518,TOI-3976Ab,1.8803284250833506e-05
519,TOI-969b,1.4442793615845327e-05
520,TOI-2000c,7.650168469989827e-06
521,TOI-2364b,1.864193533286619e-05
522,TOI-2498b,1.5818924133504316e-05
523,TOI-2587Ab,1.3233918442683328e-05
524,TOI-4145Ab,1.8174675692017467e-05
525,HD23472f,2.662652603972237e-06
526,HD207496b,1.9970599166494657e-06
527,HD23472c,1.7150344856811457e-06
528,TOI-1937Ab,5.411286695503725e-05
529,TOI-2803Ab,3.664657730766842e-05
530,TOI-2842b,2.739727950371446e-05
531,K2-415b,1.1704986818741014e-05
532,TOI-913b,4.336558928722987e-06
533,TOI-2977b,2.636461834882088e-05
534,TOI-444b,2.7328133670588156e-06
535,TOI-470b,7.098569460551787e-06
536,TOI-836b,3.5655922232489545e-06
537,TOI-1416b,1.0349563194302084e-05
538,TOI-2459b,2.2502039234119032e-06
539,TOI-3023b,1.6446958605288662e-05
540,TOI-3082b,1.986340194148902e-05
541,TOI-3912b,2.540206943454233e-05
542,TOI-4551b,3.14423497685879e-06
543,TOI-858Bb,1.4697884601244542e-05
544,HD183579b,2.1038297960166795e-06
545,HD1397b,1.4735654673194e-06
546,NGTS-12b,1.4744162193412304e-05
547,TOI-2570b,2.707688101358067e-05
548,TOI-778b,5.737256522356186e-06
549,TOI-1694b,1.199458808872892e-05
550,TOI-2443b,1.4704283438452274e-06
551,TOI-1452b,7.244799125178143e-06
552,TOI-1516b,1.9353516178774622e-05
553,TOI-1431b,5.651693065148047e-06
554,HATS-38b,2.146878351801454e-05
555,K2-36c,1.0774844249776612e-05
556,TOI-4600b,4.682805469344701e-06
557,TOI-1181b,1.565109100821959e-05
558,HAT-P-58b,2.2919884508737228e-05
559,K2-329b,1.2535044573481182e-05
560,TOI-5678b,3.900237575555458e-06
561,TOI-620b,5.2659536283365186e-06
562,TOI-5344b,2.452068394219138e-05
563,HD73583b,3.128112256076249e-06
564,WASP-77Ab,1.378335091819641e-05
565,LTT9779b,1.2000398796631155e-05
566,TOI-3364b,1.1604743980059221e-05
567,TOI-1634b,1.5402038684728587e-05
568,TOI-4641b,1.4527771073428395e-06
569,TRAPPIST-1d,1.2348236129874637e-05
570,TRAPPIST-1h,5.7833340447735516e-06
571,TOI-244b,3.954284477161167e-06
572,TOI-544b,9.43176218853066e-06
573,HD110067b,2.095149076326313e-06
574,HD110067c,1.717568648607093e-06
575,HD110067d,1.4093275446365806e-06
576,HD110067f,9.999978950438882e-07
577,TOI-1442b,3.1974593645296945e-05
578,TOI-622b,4.638007677048185e-06
579,K2-138f,1.018991192230161e-05
580,TRAPPIST-1c,1.5882529660887247e-05
581,TOI-122b,1.721833384607499e-05
582,TOI-5126b,7.639487354417421e-06
583,TOI-500b,1.508928957344112e-05
584,TOI-1107b,1.0378251928601281e-05
585,K2-370b,1.4573109162294339e-05
586,HD28109d,1.5010748704833486e-06
587,HD110082b,3.889225762852335e-06
588,TOI-3714b,2.92183605280645e-05
589,TOI-3629b,2.063284066741129e-05
590,TOI-1194b,1.52428158050399e-05
591,TOI-5398b,5.454881096322343e-06
592,TOI-5398c,8.006019225820012e-06
593,TOI-1670c,2.83772613816033e-06
594,K2-3b,4.861018258788071e-06
595,GJ367b,6.7547887350428146e-06
596,K2-174b,5.781255686901865e-06
597,TOI-628b,9.629993575774378e-06
598,TOI-712b,4.844211815523236e-06
599,WASP-193b,1.622669762141378e-05
600,TOI-1064c,4.482961425780453e-06
601,TOI-1842b,4.960469456494471e-06
602,Kepler-1517b,1.1130918999187635e-05
603,TOI-1231b,2.4063125763310137e-06
604,Qatar-6b,1.186031819458395e-05
605,TOI-559b,1.0103633786717669e-05
606,Kepler-63b,1.053257679477646e-05
607,K2-399b,4.674447561839292e-05
608,MASCARA-1b,6.822703049366034e-06
609,HD152843b,3.04113196944962e-06
610,WASP-189b,2.863828037288402e-06
611,K2-403b,7.321099665624092e-06
612,TOI-2193Ab,2.588886437138786e-05
613,TOI-1260b,1.096538795696657e-05
614,TOI-1260d,4.892019807980269e-06
615,GPX-1b,3.934422439612603e-05
616,WASP-184b,2.4409398071503613e-05
617,NGTS-9b,2.877004723168352e-05
618,WASP-171b,3.2310154402902967e-05
619,TOI-4137b,1.617249189409053e-05
620,TOI-1468c,3.8283650036644625e-06
621,TOI-2567b,1.7619286629885698e-05
622,TOI-1899b,7.597699317646699e-06
623,TOI-1468b,1.010282715989372e-05
624,TOI-2236b,1.629699147986666e-05
625,TOI-3331Ab,2.3048580995379872e-05
626,TOI-3540Ab,1.589088687289213e-05
627,TOI-1288b,1.047632451460197e-05
628,NGTS-24b,3.1653277198258796e-05
629,TOI-1136f,2.5124854020020285e-06
630,CoRoT-36b,3.3153683123646394e-05
631,HATS-61b,2.1550217451942793e-05
632,TOI-3362b,6.454888151398431e-06
633,TOI-2134b,1.7880743642608214e-06
634,HD3167c,1.6340879181126924e-06
635,HD3167b,7.970562815656879e-06
636,TOI-2046b,2.540218341154905e-05
637,TOI-954b,9.153592469137205e-06
638,TOI-181b,9.767340031005783e-06
639,TOI-1811b,1.4178838918962017e-05
640,TOI-2145b,3.5016136718390147e-06
641,TOI-2152Ab,1.3173438399094304e-05
642,TOI-1246b,1.4599219949997718e-05
643,HD15906c,2.1745116104548995e-06
644,TOI-2497b,4.5623212430694326e-06
645,TOI-2445b,4.4337168774542775e-05
646,TOI-1422b,6.132650720951443e-06
647,TOI-2154b,1.4779369759187778e-05
648,HAT-P-60b,6.501754679600882e-06
649,TOI-1386b,4.211849379293845e-06
650,K2-39b,5.900213243021333e-06
651,Kepler-444e,2.7756211118325667e-06
652,Kepler-102e,5.943284675916445e-06
653,TOI-615b,1.2295172938861467e-05
654,K2-24c,3.216757300021302e-06
655,Wolf503b,4.431801331102614e-06
656,K2-79b,8.92310123612266e-06
657,K2-99b,5.507710594386689e-06
658,K2-32d,5.112667052057836e-06
659,TOI-942b,1.3073712084352946e-05
660,HD221416b,1.377240471616547e-06
661,K2-32b,9.46740870586248e-06
662,K2-129b,5.558259876518068e-06
663,TOI-2136b,7.36310267123636e-06
664,HD15337c,2.0601742709684346e-06
