,Planet Name,Full Phase Curve Noise Estimate 0.5-0.6um
0,TOI-5704b,1.1846854885054824e-05
1,TOI-672b,2.3604917441825092e-05
2,TOI-199b,1.7380258218685417e-06
3,WASP-176b,1.4777396030283316e-05
4,TOI-1801b,5.886600228783711e-06
5,TOI-836c,2.892640947600221e-06
6,TOI-3807b,1.853861758336841e-05
7,TOI-4087b,1.4763393207648503e-05
8,TOI-2818b,1.3939569817354972e-05
9,TOI-3235b,6.636387403009571e-05
10,TOI-4463Ab,1.1151592005756173e-05
11,TOI-3785b,3.3179902560912336e-05
12,WASP-124b,2.350910787871113e-05
13,WASP-25b,1.489837978640858e-05
14,LHS1140c,3.386861168388653e-05
15,TOI-1199b,9.927426900174155e-06
16,TOI-1273b,8.782564201937707e-06
17,TOI-5803b,6.966769321657693e-06
18,TOI-3819b,2.1100896084040904e-05
19,TOI-4791b,1.102056403768562e-05
20,TOI-4377b,9.747931069210327e-06
21,Wolf327b,3.343670691867062e-05
22,HD118203b,1.9897638919404734e-06
23,TOI-1470b,2.721162922548367e-05
24,V1298Taub,2.72951373527157e-06
25,TOI-2109b,1.2914278922148748e-05
26,K2-138g,4.923446878489958e-06
27,K2-141c,6.505855730450754e-06
28,TRAPPIST-1b,0.00014318695423397998
29,TRAPPIST-1e,7.232804686071677e-05
30,TRAPPIST-1f,5.90112401644094e-05
31,TRAPPIST-1g,5.101351017321382e-05
32,GJ3473b,3.9056234016129134e-05
33,TOI-2202b,1.2841509786227962e-05
34,TOI-833b,1.9283672518885946e-05
35,HD28109c,1.276144752365999e-06
36,TOI-2641b,1.1481043459714833e-05
37,TOI-1685b,3.951665339734405e-05
38,K2-87b,1.2608883761015536e-05
39,WASP-178b,6.418215782561963e-06
40,HIP29442b,2.612723982040787e-06
41,HD152843c,1.4110603034818076e-06
42,K2-26b,1.8400341007250524e-05
43,TOI-1246d,6.785556820026927e-06
44,WASP-62b,5.93638583356453e-06
45,WASP-80b,1.2905304247090906e-05
46,WASP-22b,1.4809739910470775e-05
47,WASP-60b,1.8899994218586663e-05
48,TOI-1296b,1.1418318845335745e-05
49,HAT-P-59b,1.3589884433607416e-05
50,XO-5b,1.5066048185920995e-05
51,WASP-99b,3.863419867288245e-06
52,HATS-56b,1.0103291443741974e-05
53,WASP-70Ab,1.0275593478225662e-05
54,K2-417b,2.1862811155839565e-05
55,TOI-1759b,4.628002345282373e-06
56,WASP-150b,1.2611145721235427e-05
57,Qatar-4b,3.9189213709320016e-05
58,TOI-1201b,2.3036078752947036e-05
59,HAT-P-35b,1.748548642154739e-05
60,TOI-561b,1.5457258565134115e-05
61,WASP-53b,2.1736944146552003e-05
62,KELT-20b,2.2914269709191205e-06
63,KELT-6b,5.257872863183871e-06
64,piMenc,6.654346045687463e-07
65,HATS-24b,2.904684763546974e-05
66,HD191939d,1.249547865048519e-06
67,WASP-147b,1.5776347575499072e-05
68,WASP-97b,1.0696193966080862e-05
69,WASP-15b,8.982000444774314e-06
70,HATS-58Ab,9.543967255149284e-06
71,WASP-139b,1.4766341055778041e-05
72,HAT-P-2b,2.9630410464351317e-06
73,TOI-163b,1.0013246177466789e-05
74,TOI-1478b,5.4590996557320915e-06
75,WASP-136b,4.900318709916239e-06
76,HATS-4b,3.551532717365365e-05
77,L98-59b,1.2530080250869896e-05
78,TOI-2076b,2.4824851089889264e-06
79,HAT-P-69b,5.215062709885246e-06
80,EPIC211945201b,3.0534145476278477e-06
81,K2-34b,1.2499750359697788e-05
82,WASP-61b,1.6140306139794302e-05
83,KELT-21b,9.24671792613305e-06
84,HAT-P-16b,1.0165044206834613e-05
85,WASP-174b,1.3056177624757769e-05
86,WASP-130b,6.274206883500412e-06
87,KOI-12b,4.537713016769625e-06
88,WASP-37b,2.2261463641910183e-05
89,HD191939c,1.447053210735703e-06
90,WASP-83b,1.4154590620425138e-05
91,WASP-46b,3.941858970975592e-05
92,XO-4b,8.051946679803445e-06
93,WASP-170b,2.4697457546357648e-05
94,HD191939b,2.566928497359015e-06
95,HD86226c,2.2916582205518403e-06
96,TOI-481b,3.820194158038415e-06
97,WASP-169b,1.2429053457299016e-05
98,Kepler-138b,1.352535031973684e-05
99,TOI-4010d,9.114046566400849e-06
100,WASP-33b,4.593378488728982e-06
101,HATS-1b,1.549512258894525e-05
102,HD106315c,1.6872664883108455e-06
103,XO-6b,4.952574377903936e-06
104,HAT-P-26b,1.313762430412404e-05
105,TOI-125b,8.084426533973618e-06
106,TOI-431d,2.1912225417611538e-06
107,KELT-18b,7.580465457719649e-06
108,TOI-892b,7.035449014867476e-06
109,DSTucAb,2.073589602429554e-06
110,WASP-105b,1.0203751014172223e-05
111,TOI-776b,6.945027350457796e-06
112,HATS-42b,3.368466998783237e-05
113,WASP-177b,1.768008593232941e-05
114,HAT-P-13b,1.040316419554151e-05
115,WASP-103b,2.346079815703848e-05
116,HATS-27b,1.8453244568104163e-05
117,WASP-141b,2.1118039819323877e-05
118,K2-238b,2.1529592855281157e-05
119,TOI-257b,9.486725846596582e-07
120,WASP-181b,2.2886511070325495e-05
121,WASP-135b,2.9080633630681713e-05
122,WASP-81b,1.9350093144097327e-05
123,WASP-19b,3.2490430105053057e-05
124,HAT-P-4b,1.1741086062953386e-05
125,WASP-32b,1.4431951740432505e-05
126,WASP-73b,7.22012971086534e-06
127,LTT1445Ac,8.475034743957151e-06
128,WASP-64b,3.408161005856006e-05
129,HD110113b,7.403299499507227e-06
130,K2-30b,2.0872626304101378e-05
131,WASP-21b,9.472616782452194e-06
132,HAT-P-21b,1.4494924329302037e-05
133,KOI-13b,1.3081827906757343e-05
134,WASP-123b,9.75153239609077e-06
135,KELT-12b,6.139103689099353e-06
136,HATS-60b,1.9569131775779516e-05
137,WASP-133b,2.8261948736636137e-05
138,HATS-65b,1.919237146487982e-05
139,HATS-40b,2.6764285075902493e-05
140,HATS-33b,1.6925896008671804e-05
141,HATS-68b,1.7093449930091194e-05
142,HAT-P-57b,8.317499624993836e-06
143,WASP-54b,6.71886329209024e-06
144,HATS-25b,2.2871264792098006e-05
145,TOI-776c,5.070062424296854e-06
146,HAT-P-5b,1.550279525324017e-05
147,Qatar-8b,1.2108043260464972e-05
