,Planet Name,Full Phase Curve Noise Estimate 0.5-0.6um
148,WASP-18b,7.64211213020767e-06
149,TrES-5b,4.4851126641833794e-05
150,WASP-2b,1.6942287805096908e-05
151,HAT-P-55b,2.8665713998851817e-05
152,HAT-P-36b,2.6072173398406013e-05
153,WASP-65b,2.037771916964666e-05
154,WASP-159b,1.594279017527531e-05
155,WASP-93b,1.1644947622637436e-05
156,WASP-140b,1.2380076889943746e-05
157,KELT-16b,2.7798511272001793e-05
158,Kepler-5b,2.3814554636308617e-05
159,WASP-129b,1.4750320531992844e-05
160,WASP-145Ab,1.6733699344344886e-05
161,WASP-167b,1.1721218513769243e-05
162,K2-232b,3.3762605891615904e-06
163,TOI-157b,2.6443115978258444e-05
164,WASP-76b,7.1411333877334825e-06
165,Qatar-2b,3.838468809506664e-05
166,LP791-18d,8.503488770740173e-05
167,HATS-22b,2.6922583309228214e-05
168,HAT-P-51b,2.569023061950749e-05
169,TOI-837b,4.907484281150843e-06
170,HAT-P-56b,1.1049219546160176e-05
171,WASP-57b,3.284257594316164e-05
172,KELT-24b,2.2784824546256088e-06
173,HATS-35b,2.2784404717978868e-05
174,WASP-94Ab,6.728360042062853e-06
175,HAT-P-24b,1.4800017357031814e-05
176,WASP-31b,1.4921344937380845e-05
177,WASP-183b,2.4906315213771536e-05
178,HAT-P-66b,2.7572707230598567e-05
179,WASP-63b,8.937468081365427e-06
180,HAT-P-33b,1.0077948664081366e-05
181,WASP-48b,1.9394728949072126e-05
182,HD219134b,8.978750180650306e-07
183,HATS-3b,1.3600456516981563e-05
184,HAT-P-8b,6.919967855057339e-06
185,WASP-96b,2.1844485305772856e-05
186,WASP-24b,1.392633482018448e-05
187,TOI-216.01,5.722174400903362e-06
188,KELT-3b,7.635988793649446e-06
189,WASP-132b,1.1375798753497398e-05
190,KELT-17b,4.95783177695641e-06
191,KELT-10b,7.71504056035298e-06
192,WASP-117b,4.246019194187297e-06
193,HATS-51b,1.6008125288754303e-05
194,K2-333b,7.869164732303897e-06
195,WASP-126b,9.987448241096415e-06
196,WASP-6b,1.8177632416796993e-05
197,LHS3844b,9.453394766942199e-05
198,KELT-7b,3.583950649782647e-06
199,K2-198b,5.080951886689662e-06
200,WASP-78b,1.9366023756608264e-05
201,HAT-P-45b,1.1176777877623147e-05
202,TrES-2b,1.528906100550167e-05
203,CoRoT-2b,1.9956752290738056e-05
204,HAT-P-27b,1.784773398572318e-05
205,G9-40b,2.181826592598558e-05
206,WASP-41b,1.3266381041476275e-05
207,TOI-640b,6.289729597183018e-06
208,TOI-1259Ab,1.5714130826815065e-05
209,WASP-138b,1.4285662394477017e-05
210,WASP-74b,6.9151829257543795e-06
211,HAT-P-25b,2.068919437569924e-05
212,HAT-P-62b,2.071423163144898e-05
213,WASP-29b,9.655608007905185e-06
214,WASP-82b,6.603213621777026e-06
215,HAT-P-29b,1.018420714822079e-05
216,K2-31b,1.7039309942763025e-05
217,HAT-P-37b,3.228991920044441e-05
218,XO-2Nb,1.2694739344822272e-05
219,HAT-P-32b,1.3852567855095874e-05
220,KPS-1b,3.114675078602445e-05
221,XO-1b,1.0262751100422126e-05
222,WASP-190b,1.2681230487050642e-05
223,WASP-92b,2.5657520037476706e-05
224,HAT-P-19b,1.9265988860563443e-05
225,HAT-P-67b,5.558096571497217e-06
226,K2-107b,2.0672945320780935e-05
227,HAT-P-1b,6.522300151495489e-06
228,WASP-16b,1.0655811171593804e-05
229,K2-261b,4.73953150324728e-06
230,GJ3470b,1.3501353608854766e-05
231,HAT-P-15b,6.512554897229421e-06
232,K2-55b,3.055105142236023e-05
233,WASP-166b,3.960062994923741e-06
234,HIP65Ab,1.6963104030607933e-05
235,WASP-101b,7.0466082385629415e-06
236,WASP-5b,2.470305437034934e-05
237,XO-3b,7.378164704287667e-06
238,K2-121b,2.0602013035500685e-05
239,WASP-165b,2.111794316412471e-05
240,K2-25b,5.721734775194344e-05
241,LTT3780c,1.0123633190649836e-05
242,HAT-P-9b,1.5093523918295594e-05
243,HAT-P-28b,2.2596213780702608e-05
244,HAT-P-49b,8.56466849710194e-06
245,K2-266d,7.166595361502101e-06
246,WASP-98b,2.682781758440522e-05
247,WASP-85Ab,8.784345203723927e-06
248,WASP-157b,1.605514516979567e-05
249,HAT-P-6b,7.85717078119554e-06
250,WASP-153b,1.9515868932247036e-05
251,HAT-P-31b,1.0876220312974296e-05
252,TOI-216.02,8.124182875471775e-06
253,WASP-47b,1.3215383062899182e-05
254,HD63433b,1.0634581202425671e-06
255,Kepler-435b,1.3994349836575224e-05
256,WASP-56b,1.5747589099365518e-05
257,WASP-42b,1.3093810656726325e-05
258,GJ1214b,4.916948543722823e-05
259,TOI-150.01,8.241993676946257e-06
260,TOI-451c,5.667184756598889e-06
261,TOI-2076d,1.3669422856398256e-06
262,TOI-1266c,9.058509700072434e-06
263,Qatar-10b,3.170243269217794e-05
264,TOI-270d,8.518833355018499e-06
265,WASP-72b,1.2832899877990085e-05
266,WASP-91b,1.6811784559617667e-05
267,Kepler-7b,2.183270608663695e-05
268,WASP-28b,1.6228693790674516e-05
269,WASP-131b,5.618299556857836e-06
270,HAT-P-20b,1.212236791481534e-05
271,WASP-35b,1.0406061046705995e-05
272,WASP-20b,7.0669986422738654e-06
273,WASP-158b,1.7264192014485013e-05
274,LP714-47b,1.3990123760115242e-05
275,HIP67522b,3.9819582042322435e-06
276,TOI-1859b,1.9169065160649773e-06
277,EPIC246851721b,8.81764200327051e-06
278,WASP-26b,1.203272835857957e-05
279,Qatar-9b,5.670103893281013e-05
280,HATS-26b,2.1659713400379834e-05
281,KELT-9b,2.546251646689132e-06
282,WASP-104b,1.7811502578723222e-05
283,KELT-23Ab,8.58650419312206e-06
284,HATS-2b,4.3350699203677396e-05
285,WASP-69b,5.817866754076279e-06
286,CoRoT-19b,2.291227919285135e-05
287,Kepler-18d,1.366224278126753e-05
288,HD209458b,2.0715967537248266e-06
289,GJ357b,6.794713950873806e-06
290,WASP-43b,2.9628913825012888e-05
291,HD189733b,2.5960925270069945e-06
292,WASP-173Ab,1.8686854788179963e-05
293,WASP-172b,8.901416895605399e-06
294,TOI-1333b,4.28544098374895e-06
295,TOI-4479b,7.94514282201879e-05
296,WASP-148b,1.1135813489480118e-05
297,AUMicb,1.8306089541687929e-06
298,WASP-12b,1.961819699487384e-05
299,TOI-4515b,7.485003565461726e-06
300,LHS1678b,3.091235260865304e-05
301,LHS1678c,1.5442979488505853e-05
302,LHS1678d,1.3427033015092849e-05
303,TOI-1994b,6.722095291047206e-06
304,GJ806b,1.2911992532167086e-05
305,Kepler-91b,1.677422200832846e-05
306,TOI-3688Ab,1.6937993673424783e-05
307,LHS1478b,2.8962519796446423e-05
308,Kepler-1658b,1.2932154630682485e-05
309,GJ9827b,1.0583798289729142e-05
310,GJ9827c,6.283802281849045e-06
311,GJ9827d,4.907809512094634e-06
312,LTT1445Ab,6.222446240234332e-06
313,KELT-4Ab,7.161000782993633e-06
314,HAT-P-54b,2.6410740647227796e-05
315,MASCARA-4b,3.047823224845944e-06
316,HATS-70b,3.077987890274192e-05
317,WASP-52b,2.557278508684094e-05
318,WASP-7b,4.433079720441216e-06
319,HAT-P-44b,2.3715551730796747e-05
320,KELT-14b,1.4649632245900057e-05
321,WASP-192b,2.3437492258131128e-05
322,WASP-162b,1.2298440894137735e-05
323,TOI-169b,2.202321826324001e-05
324,GJ1132b,2.7181707190379237e-05
325,HD63433c,6.335944113766646e-07
326,HATS-52b,4.31933175121817e-05
327,HATS-57b,2.197778227454367e-05
328,KELT-15b,1.1691979295587778e-05
329,HD202772Ab,2.9583879514715364e-06
330,HATS-10b,2.7710954578485624e-05
331,K2-198d,7.571606302238597e-06
332,HATS-64b,1.8704324894856497e-05
333,K2-260b,2.0385521998833327e-05
334,WASP-180Ab,9.363284110321417e-06
335,TOI-674b,3.482886008792852e-05
336,TrES-3b,2.5532165621077696e-05
337,WASP-10b,1.9149237751520202e-05
338,TOI-1789b,5.926173196893679e-06
339,KELT-1b,1.259085204844074e-05
340,WASP-107b,9.066475690817834e-06
341,WASP-36b,3.002094393532221e-05
342,Kepler-18c,1.8814681309729353e-05
343,HAT-P-68b,4.079284077510606e-05
344,TOI-1807b,1.420640194770528e-05
345,HAT-P-17b,4.795279395974223e-06
346,HATS-45b,2.4715337752011953e-05
347,TOI-1728b,1.6117227727399423e-05
348,HAT-P-3b,1.3995032004377043e-05
349,WASP-95b,7.748710975792037e-06
350,HATS-31b,2.138728356562498e-05
351,KELT-19Ab,4.836240805460272e-06
352,WASP-87b,1.1345511769033366e-05
353,Kepler-447b,1.162116182701721e-05
354,Kepler-1656b,3.4681846940173924e-06
355,TOI-4010c,1.4784246504344675e-05
356,HATS-55b,2.4520747097605256e-05
357,Kepler-450b,5.200286684145007e-06
358,K2-155c,8.51400639445936e-06
359,WASP-13b,8.112501837104712e-06
360,WASP-58b,1.1958425984866244e-05
361,WASP-119b,1.782205120949521e-05
362,HAT-P-52b,3.526827395551019e-05
363,WASP-4b,2.996951372275054e-05
364,HATS-5b,1.745645652462094e-05
365,Qatar-7b,2.6290369815030508e-05
366,WASP-114b,2.843103013941107e-05
367,55Cnce,1.998571834821296e-06
368,WASP-160Bb,2.2862631213465684e-05
369,WASP-142b,3.0064129313432272e-05
370,HATS-29b,1.7584034899499228e-05
371,K2-140b,1.5242569534080246e-05
372,WASP-50b,1.990170141993397e-05
373,TOI-431b,8.29250348103529e-06
374,TOI-172b,7.297056238484332e-06
375,TOI-2076c,1.7553911403737192e-06
376,WASP-90b,1.0205333082873264e-05
377,TOI-269b,3.449052729531067e-05
378,HAT-P-50b,1.518637270935312e-05
379,TrES-1b,1.4656876439705368e-05
380,WASP-106b,8.23226147869264e-06
381,K2-266b,3.330733595174874e-05
382,TOI-201b,1.077083525536895e-06
383,WASP-88b,9.50250930430879e-06
384,HATS-39b,2.0825270360652016e-05
385,WASP-168b,1.3546605396050894e-05
386,HD2685b,4.771695356153898e-06
387,K2-237b,1.4457832314991483e-05
388,HD149026b,2.686430039807299e-06
389,HAT-P-39b,1.924394544696696e-05
390,TOI-270c,1.1872423963980538e-05
391,HAT-P-30b,9.401674751102868e-06
392,LP791-18b,0.00015064018529184177
393,HAT-P-12b,2.1558829843674635e-05
394,TOI-421c,2.9363246254129587e-06
395,TOI-700c,9.545275132639637e-06
396,TOI-451d,4.282499930757572e-06
397,NGTS-2b,8.252118989452153e-06
398,WASP-89b,2.6249703281967556e-05
399,WASP-161b,7.431777102148002e-06
400,WASP-68b,6.055281213663345e-06
401,TOI-904b,9.846866080143956e-06
402,KELT-8b,7.093909924846294e-06
403,Qatar-5b,2.1797688341805723e-05
404,HATS-13b,3.2667276692262395e-05
405,TOI-1518b,5.360440465613998e-06
406,KOI-94d,6.449636036475277e-06
407,WASP-8b,3.972352177334452e-06
408,WASP-3b,1.045385527309671e-05
409,WASP-186b,7.54662475307729e-06
410,WASP-175b,2.350920778775405e-05
411,WASP-164b,2.82070635185173e-05
412,HAT-P-38b,1.7087128778931245e-05
413,HD332231b,1.4462765806700132e-06
414,WASP-144b,4.057167891953419e-05
415,TOI-125c,5.870616424983658e-06
416,WASP-75b,1.4246390828815209e-05
417,HAT-P-40b,9.343987467952439e-06
418,WASP-66b,1.146398608794553e-05
419,WASP-17b,1.0518704104627975e-05
420,WASP-79b,6.866035691423723e-06
421,WASP-14b,6.700209227523828e-06
422,HD219666b,4.607344733632827e-06
423,WASP-120b,9.07111424338975e-06
424,HATS-7b,2.6110449308221013e-05
425,HAT-P-34b,6.033936106623137e-06
426,HATS-30b,1.8389878769064796e-05
427,TOI-561c,4.122983767586128e-06
428,TOI-905b,1.070547207400584e-05
429,WASP-34b,7.799248275733183e-06
430,WASP-67b,1.4104079990010283e-05
431,WASP-11b,1.2496400196573902e-05
432,HAT-P-41b,1.0578865517499227e-05
433,HAT-P-43b,2.9885980262281635e-05
434,HAT-P-23b,2.7043183414926064e-05
435,TOI-2158b,5.553008541396516e-06
436,WASP-44b,3.227082229000658e-05
437,WASP-55b,1.342624296262337e-05
438,WASP-156b,1.345992529105474e-05
439,WASP-49b,1.3121987419044767e-05
440,TrES-4b,1.3423147907066503e-05
441,HD89345b,2.6230312145078997e-06
442,GJ1252b,3.485173563360301e-05
443,WASP-23b,2.2512684529902723e-05
444,HD108236d,2.2021261182320427e-06
445,WASP-113b,1.3075755229787289e-05
446,L98-59c,9.834357859759171e-06
447,HAT-P-18b,1.6101077644336395e-05
448,HAT-P-7b,1.0307091476161272e-05
449,KELT-2Ab,3.047496125576586e-06
450,HAT-P-46b,9.446264674818538e-06
451,TOI-677b,3.073141922929281e-06
452,WASP-71b,8.745406708880865e-06
453,HATS-72b,1.2582135178972788e-05
454,WASP-118b,9.331896123727175e-06
455,Kepler-6b,2.657459715640657e-05
456,KELT-11b,2.100550961075098e-06
457,HAT-P-65b,2.4910405215383394e-05
458,CoRoT-11b,2.3641072390994078e-05
459,L98-59d,7.0281426700403676e-06
460,LP791-18c,6.354349174746237e-05
461,HD108236e,1.8799319577880256e-06
462,LTT3780b,3.600623703731701e-05
463,K2-29b,1.8410603767607157e-05
464,WASP-45b,2.0467785381979465e-05
465,Kepler-105b,1.0980125548079586e-05
466,HAT-P-11b,4.057637617446037e-06
467,TOI-421b,5.149179856200485e-06
468,K2-19b,1.4817174508398196e-05
469,TOI-1298b,1.1097618099295378e-05
470,HAT-P-22b,5.817587192361443e-06
471,HAT-P-42b,1.3484396617184092e-05
472,WASP-121b,1.2917052849977882e-05
473,TOI-824b,1.5250232342872377e-05
474,TOI-270b,1.5066291797389185e-05
475,XO-7b,8.454430202218503e-06
476,Qatar-1b,2.9342153706944763e-05
477,HD97658b,1.4989732710540266e-06
478,TOI-942c,8.687650345364314e-06
479,GJ3090b,1.1685209949924361e-05
480,TOI-2134c,6.713523219445638e-07
481,TOI-3693b,1.0025256874363766e-05
482,TOI-1470c,1.0391646558654195e-05
483,TOI-1408b,4.693902594752644e-06
484,HD260655b,4.9295957731400976e-06
485,HD63935b,2.0874963855899807e-06
486,TOI-1420b,1.0286138610754969e-05
487,HD260655c,3.4852063179721254e-06
488,HD109833b,2.8096775045209385e-06
489,TOI-4010b,2.8323837520126063e-05
490,TOI-1272b,1.4774466633498944e-05
491,HAT-P-64b,1.5582510432218178e-05
492,TOI-178e,7.405739058006191e-06
493,TOI-178g,5.182535162739037e-06
494,TOI-1135b,3.3691899337012608e-06
495,TOI-2524b,1.5859383529723546e-05
496,TOI-178d,9.069294020211006e-06
497,Kepler-109c,8.309332582551217e-06
498,TOI-2207b,8.240126934974414e-06
499,HAT-P-61b,3.0566498057817264e-05
500,TOI-277b,2.6094791650686578e-05
501,TOI-1820b,8.344677911564871e-06
502,TOI-1710b,1.999043925938862e-06
503,TOI-2421b,1.0280624418245117e-05
504,WASP-182b,1.5318975296305307e-05
505,TOI-1136c,3.856631082865194e-06
506,TOI-1136d,2.7580093195637776e-06
507,NGTS-11b,6.060007182358647e-06
508,HIP94235b,2.008053119726531e-06
509,TOI-2025b,7.953002346916732e-06
510,TOI-2018b,4.4301894087736656e-06
511,GJ486b,1.0619437498508998e-05
512,Gaia-2b,1.1363122386271096e-05
513,TOI-2427b,9.884083489278156e-06
514,TOI-139b,3.717871556276372e-06
515,LHS475b,1.9077411289026244e-05
516,TOI-2583Ab,1.820176581805979e-05
517,TOI-2796b,1.6680940363659993e-05
518,TOI-3976Ab,1.356592301916436e-05
519,TOI-969b,1.8435614861760982e-05
520,TOI-2000c,6.124037081320965e-06
521,TOI-2364b,1.648124202973222e-05
522,TOI-2498b,1.1630485589041672e-05
523,TOI-2587Ab,1.0134675268683104e-05
524,TOI-4145Ab,1.620857664952809e-05
525,HD23472f,3.0136601148162636e-06
526,HD207496b,2.1296374971472006e-06
527,HD23472c,1.9411210524876954e-06
528,TOI-1937Ab,4.080523121944172e-05
529,TOI-2803Ab,2.4482456449562602e-05
530,TOI-2842b,2.0115698262659942e-05
531,K2-415b,3.781423807047588e-05
532,TOI-913b,4.346273826607618e-06
533,TOI-2977b,2.0602350450699825e-05
534,TOI-444b,2.485983169493366e-06
535,TOI-470b,6.539493089743119e-06
536,TOI-836b,4.2936192177834085e-06
537,TOI-1416b,1.0738388646395288e-05
538,TOI-2459b,3.273172180392257e-06
539,TOI-3023b,1.2595255543094955e-05
540,TOI-3082b,2.7798488604696813e-05
541,TOI-3912b,1.9652228041975254e-05
542,TOI-4551b,3.246185878767613e-06
543,TOI-858Bb,1.0996307063653187e-05
544,HD183579b,1.63673571156153e-06
545,HD1397b,1.21315928055558e-06
546,NGTS-12b,1.1525088493493297e-05
547,TOI-2570b,2.0670106146410787e-05
548,TOI-778b,3.5334157163067294e-06
549,TOI-1694b,1.1275713220635178e-05
550,TOI-2443b,1.9550073349954277e-06
551,TOI-1452b,2.3113231515887235e-05
552,TOI-1516b,1.2238614500417897e-05
553,TOI-1431b,2.8861860723861592e-06
554,HATS-38b,1.6575288442815866e-05
555,K2-36c,1.1033089932589834e-05
556,TOI-4600b,4.345605734491281e-06
557,TOI-1181b,1.1246816386958319e-05
558,HAT-P-58b,1.6096622395454155e-05
559,K2-329b,1.1175119226008161e-05
560,TOI-5678b,3.248147075829626e-06
561,TOI-620b,1.0566115141399836e-05
562,TOI-5344b,4.6992520290987546e-05
563,HD73583b,3.7128675677660674e-06
564,WASP-77Ab,1.1013486651762541e-05
565,LTT9779b,1.0131211942420828e-05
566,TOI-3364b,9.028248830610736e-06
567,TOI-1634b,3.501160861026191e-05
568,TOI-4641b,9.107198817231948e-07
569,TRAPPIST-1d,8.850259404968226e-05
570,TRAPPIST-1h,4.145045979319938e-05
571,TOI-244b,9.937345301902658e-06
572,TOI-544b,1.3928745417546574e-05
573,HD110067b,1.8783635436662413e-06
574,HD110067c,1.5398514452940932e-06
575,HD110067d,1.2635041156936334e-06
576,HD110067f,8.965278943715944e-07
577,TOI-1442b,8.83206379527804e-05
578,TOI-622b,3.0128665153684824e-06
579,K2-138f,8.85488656241098e-06
580,TRAPPIST-1c,0.00011383367310727094
581,TOI-122b,4.445073561302007e-05
582,TOI-5126b,5.268295364918511e-06
583,TOI-500b,1.921160833377741e-05
584,TOI-1107b,6.882587781432148e-06
585,K2-370b,1.2575598690452867e-05
586,HD28109d,1.0429936348956656e-06
587,HD110082b,2.6490577987525458e-06
588,TOI-3714b,6.081773470382347e-05
589,TOI-3629b,3.68409665316272e-05
590,TOI-1194b,1.28559640475902e-05
591,TOI-5398b,3.909505574128574e-06
592,TOI-5398c,5.737902666847478e-06
593,TOI-1670c,1.9472141824038536e-06
594,K2-3b,8.837361250445136e-06
595,GJ367b,1.5717803559862146e-05
596,K2-174b,7.304641221202668e-06
597,TOI-628b,6.47995639784496e-06
598,TOI-712b,5.642023704280428e-06
599,WASP-193b,1.1396000893352768e-05
600,TOI-1064c,4.961092144914053e-06
601,TOI-1842b,3.3540570711362796e-06
602,Kepler-1517b,5.993481609958393e-06
603,TOI-1231b,5.4564340051437995e-06
604,Qatar-6b,1.1505648261967106e-05
605,TOI-559b,7.388090780940808e-06
606,Kepler-63b,8.52289560427314e-06
607,K2-399b,3.6538815228485814e-05
608,MASCARA-1b,3.594893829205499e-06
609,HD152843b,2.0172759267163415e-06
610,WASP-189b,1.3980819096114775e-06
611,K2-403b,6.046517746727109e-06
612,TOI-2193Ab,1.872283696986373e-05
613,TOI-1260b,1.566037070509674e-05
614,TOI-1260d,6.986605853828866e-06
615,GPX-1b,2.257249653934625e-05
616,WASP-184b,1.7494181107999632e-05
617,NGTS-9b,1.899449146000592e-05
618,WASP-171b,2.337296426061393e-05
619,TOI-4137b,1.1010121679148451e-05
620,TOI-1468c,9.10688887076386e-06
621,TOI-2567b,1.4104416796978879e-05
622,TOI-1899b,1.3841637480872418e-05
623,TOI-1468b,2.4032537163415883e-05
624,TOI-2236b,1.09714242934952e-05
625,TOI-3331Ab,1.8461926698653525e-05
626,TOI-3540Ab,1.199652476681672e-05
627,TOI-1288b,9.530093322648309e-06
628,NGTS-24b,2.3828535597511474e-05
629,TOI-1136f,1.9185476402931322e-06
630,CoRoT-36b,2.0053147961221874e-05
631,HATS-61b,1.762457363439743e-05
632,TOI-3362b,4.071174470929924e-06
633,TOI-2134b,2.124357359307306e-06
634,HD3167c,1.454770977314513e-06
635,HD3167b,7.061409165072413e-06
636,TOI-2046b,1.7092954384828028e-05
637,TOI-954b,7.1129124985085555e-06
638,TOI-181b,9.692363256746782e-06
639,TOI-1811b,1.5471023658517265e-05
640,TOI-2145b,2.3986021261887512e-06
641,TOI-2152Ab,8.135434433702665e-06
642,TOI-1246b,1.3643045305918156e-05
643,HD15906c,2.3820790545882966e-06
644,TOI-2497b,2.455774542069243e-06
645,TOI-2445b,0.00012212125380860092
646,TOI-1422b,4.590749242195492e-06
647,TOI-2154b,9.87364450009857e-06
648,HAT-P-60b,4.41552676498499e-06
649,TOI-1386b,3.195064447301608e-06
650,K2-39b,6.129517603079963e-06
651,Kepler-444e,2.6988654260754353e-06
652,Kepler-102e,6.125872076175746e-06
653,TOI-615b,7.259979801430531e-06
654,K2-24c,2.475595773604773e-06
655,Wolf503b,4.944049833099802e-06
656,K2-79b,6.523078384787823e-06
657,K2-99b,3.957820559285004e-06
658,K2-32d,4.57560442717439e-06
659,TOI-942b,1.3103000231928046e-05
660,HD221416b,1.3217914445423493e-06
661,K2-32b,8.472900102301376e-06
662,K2-129b,1.3650672180711396e-05
663,TOI-2136b,1.9536869444611126e-05
664,HD15337c,1.9395887353123327e-06
