,Planet Name,Noise Estimate 0.5-0.6um,Full Phase Curve Noise Estimate 0.5-0.6um
0,TOI-5704b,3.789247844963164e-05,1.1846854885054824e-05
1,TOI-672b,7.424829813771505e-05,2.3604917441825092e-05
2,TOI-199b,2.7897963740462042e-05,1.7380258218685417e-06
3,WASP-176b,3.92463977426854e-05,1.4777396030283316e-05
4,TOI-1801b,3.0617695958159885e-05,5.886600228783711e-06
5,TOI-836c,1.5485854797468138e-05,2.892640947600221e-06
6,TOI-3807b,6.943718541307382e-05,1.853861758336841e-05
7,TOI-4087b,4.5547285128877055e-05,1.4763393207648503e-05
8,TOI-2818b,4.2954932373769726e-05,1.3939569817354972e-05
9,TOI-3235b,0.0002571474120264198,6.636387403009571e-05
10,TOI-4463Ab,4.09085124904404e-05,1.1151592005756173e-05
11,TOI-3785b,0.000159120946145115,3.3179902560912336e-05
12,WASP-124b,7.971247032904182e-05,2.350910787871113e-05
13,WASP-25b,4.7617033780063675e-05,1.489837978640858e-05
14,LHS1140c,0.00018073236785853608,3.386861168388653e-05
15,TOI-1199b,3.137231890296521e-05,9.927426900174155e-06
16,TOI-1273b,3.08467315016096e-05,8.782564201937707e-06
17,TOI-5803b,2.623070226609095e-05,6.966769321657693e-06
18,TOI-3819b,6.785017734778387e-05,2.1100896084040904e-05
19,TOI-4791b,3.700031504332159e-05,1.102056403768562e-05
20,TOI-4377b,3.336618878084441e-05,9.747931069210327e-06
21,Wolf327b,5.183978513954666e-05,3.343670691867062e-05
22,HD118203b,7.963188087712404e-06,1.9897638919404734e-06
23,TOI-1470b,0.00011151567109056969,2.721162922548367e-05
24,V1298Taub,1.5217008092870163e-05,2.72951373527157e-06
25,TOI-2109b,2.1007117538844655e-05,1.2914278922148748e-05
26,K2-138g,4.1684013734571995e-05,4.923446878489958e-06
27,K2-141c,2.9070348491958945e-05,6.505855730450754e-06
28,TRAPPIST-1b,0.0006579035428989152,0.00014318695423397998
29,TRAPPIST-1e,0.0005290801799236485,7.232804686071677e-05
30,TRAPPIST-1f,0.0004982173183506464,5.90112401644094e-05
31,TRAPPIST-1g,0.00047832075816669567,5.101351017321382e-05
32,GJ3473b,0.0001300546233987419,3.9056234016129134e-05
33,TOI-2202b,7.051425561470981e-05,1.2841509786227962e-05
34,TOI-833b,3.633428223983925e-05,1.9283672518885946e-05
35,HD28109c,9.107674636295083e-06,1.276144752365999e-06
36,TOI-2641b,5.6529110667827096e-05,1.1481043459714833e-05
37,TOI-1685b,6.418093085740301e-05,3.951665339734405e-05
38,K2-87b,5.359039740879653e-05,1.2608883761015536e-05
39,WASP-178b,1.8562096451100158e-05,6.418215782561963e-06
40,HIP29442b,1.531605032402811e-05,2.612723982040787e-06
41,HD152843c,7.941084488974921e-06,1.4110603034818076e-06
42,K2-26b,9.31660461100982e-05,1.8400341007250524e-05
43,TOI-1246d,4.635290265528625e-05,6.785556820026927e-06
44,WASP-62b,1.900510290878261e-05,5.93638583356453e-06
45,WASP-80b,4.5658236309574084e-05,1.2905304247090906e-05
46,WASP-22b,4.587542061434263e-05,1.4809739910470775e-05
47,WASP-60b,6.359997072239851e-05,1.8899994218586663e-05
48,TOI-1296b,3.72710656756277e-05,1.1418318845335745e-05
49,HAT-P-59b,5.2924986732637354e-05,1.3589884433607416e-05
50,XO-5b,5.163524632126374e-05,1.5066048185920995e-05
51,WASP-99b,1.5003119732163501e-05,3.863419867288245e-06
