,Planet Name,Noise Estimate 1.95-2.6um,Full Phase Curve Noise Estimate 1.95-2.6um,Noise Estimate 2.6-3.25um,Full Phase Curve Noise Estimate 2.6-3.25um,Noise Estimate 3.25-3.9um,Full Phase Curve Noise Estimate 3.25-3.9um
356,HATS-55b,0.00010078924057206767,2.7866125098543812e-05,0.00013824707887210135,3.822243696343389e-05,0.00017987557840349537,4.9731849764069503e-05
357,Kepler-450b,3.1715108571355665e-05,5.8995950309557515e-06,4.349752446226131e-05,8.091341658158602e-06,5.6591981695347254e-05,1.0527152169466407e-05
358,K2-155c,2.9063292971701935e-05,5.104812881750217e-06,3.840664812025223e-05,6.745923535230779e-06,4.8879739216081546e-05,8.585466301075947e-06
359,WASP-13b,2.965407565385338e-05,8.686214241444756e-06,4.0534424792799584e-05,1.1873264977599625e-05,5.263153770346461e-05,1.5416727794365233e-05
360,WASP-58b,4.1993122952963473e-05,1.2344802841566938e-05,5.727918078863258e-05,1.683847601794611e-05,7.427985479025346e-05,2.183619835831213e-05
361,WASP-119b,4.8837280819223446e-05,1.7699733755797497e-05,6.646528420528743e-05,2.408852038244389e-05,8.607745342893366e-05,3.119641352901617e-05
362,HAT-P-52b,9.573998884161978e-05,3.0049314719685188e-05,0.00012914295599851693,4.053329622849199e-05,0.0001663682319784382,5.221696202981409e-05
363,WASP-4b,7.015156347519e-05,2.856747823888649e-05,9.52459318723522e-05,3.878653520057583e-05,0.00012317612356643935,5.0160410619773705e-05
364,HATS-5b,5.828459628461344e-05,1.5710397606617102e-05,7.887025537205954e-05,2.1259185963643526e-05,0.00010179648530459841,2.7438866545149005e-05
365,Qatar-7b,7.292432229238298e-05,3.0974568727442336e-05,0.00010023619331566261,4.2575272024948036e-05,0.00013058196132921925,5.5464621522833053e-05
366,WASP-114b,7.092165362127931e-05,3.0369541455626554e-05,9.693010304164776e-05,4.1506685649786397e-05,0.00012584765840992738,5.38895454917465e-05
367,55Cnce,3.812534064484443e-06,1.76009670080569e-06,5.152597075940598e-06,2.378750972595041e-06,6.645400641154482e-06,3.067919537555584e-06
368,WASP-160Bb,6.9949313385147e-05,2.053813797642925e-05,9.464477717750091e-05,2.7789086101775338e-05,0.0001221486694324997,3.586462975881937e-05
369,WASP-142b,8.714698188436919e-05,3.264563241561149e-05,0.00011921919210541861,4.466001963812977e-05,0.00015487416588625278,5.801652542489127e-05
370,HATS-29b,6.200643685525728e-05,1.7555959793828118e-05,8.441380949357702e-05,2.3900187152706135e-05,0.00010934206709769995,3.0958155815697724e-05
371,K2-140b,5.721545341491102e-05,1.4875662997053956e-05,7.778862430706365e-05,2.022455981961597e-05,0.00010068130087198043,2.6176513729877338e-05
372,WASP-50b,5.690424206136595e-05,1.8433020781123805e-05,7.713095524381759e-05,2.4985070521526097e-05,9.96502336894644e-05,3.2279752122185605e-05
373,TOI-431b,9.4992676774914e-06,6.405130429341043e-06,1.2740528000667837e-05,8.590635231420241e-06,1.635751474751492e-05,1.1029483431229219e-05
374,TOI-172b,2.9914359421107052e-05,7.237351731707423e-06,4.070892195236135e-05,9.848941862347974e-06,5.271864513150153e-05,1.2754522744903952e-05
375,TOI-2076c,9.738780904057114e-06,1.5230452632281636e-06,1.3150448181849254e-05,2.05659496912484e-06,1.6951659222753423e-05,2.651065316842372e-06
376,WASP-90b,3.8993987395978535e-05,1.2127856953146783e-05,5.362505255496771e-05,1.6678390950054477e-05,6.988053806393713e-05,2.1734149956045827e-05
377,TOI-269b,4.179473389311095e-05,1.3183141098352908e-05,5.377402891820546e-05,1.696172088255507e-05,6.736599400166119e-05,2.124897855375699e-05
378,HAT-P-50b,4.887190675366715e-05,1.7501966370188668e-05,6.708955369173537e-05,2.4026054854420275e-05,8.733370886442789e-05,3.1275874772665215e-05
379,TrES-1b,3.740098459125861e-05,1.2891749635554919e-05,5.054331656678294e-05,1.7421781539993243e-05,6.518383198190985e-05,2.2468222464743966e-05
380,WASP-106b,3.481401984560584e-05,9.031983998414448e-06,4.76550099612941e-05,1.2363389500078546e-05,6.192933983378584e-05,1.606665386220039e-05
381,K2-266b,8.29503595219851e-05,2.0235821061207405e-05,0.00010970258614329784,2.676205282219542e-05,0.00013968138086110134,3.407540901541791e-05
382,TOI-201b,1.452673571592088e-05,1.2707846952479463e-06,1.9968980552375406e-05,1.7468669742405303e-06,2.601571644188439e-05,2.2758295419406464e-06
383,WASP-88b,3.104123337701483e-05,1.1294881812500355e-05,4.268881335047689e-05,1.5533052300252784e-05,5.5629555554914096e-05,2.0241761905631544e-05
384,HATS-39b,8.36575857486937e-05,2.5441215996560223e-05,0.00011523192370977965,3.504332852260717e-05,0.00015030628410366313,4.570983737217579e-05
385,WASP-168b,6.290401497682103e-05,1.4675724472214813e-05,8.60426344732413e-05,2.007404450825717e-05,0.00011176651204309571,2.6075514203176932e-05
386,HD2685b,2.025221653810337e-05,6.07831148904879e-06,2.7963885930123736e-05,8.39282005541103e-06,3.65285798757544e-05,1.0963347459755524e-05
387,K2-237b,4.468648658470798e-05,1.6940619281226194e-05,6.140304116136855e-05,2.3277854728014603e-05,7.997715836598865e-05,3.03192910121556e-05
388,HD149026b,8.588076187985603e-06,3.017363722417536e-06,1.1771775253576678e-05,4.135935315558277e-06,1.5310243437659073e-05,5.379152690191653e-06
389,HAT-P-39b,6.374552380985055e-05,2.2869201396929455e-05,8.766369619331921e-05,3.145003136886068e-05,0.00011423739403114424,4.09835517071226e-05
390,TOI-270c,1.7386678833036938e-05,4.511016246752709e-06,2.2362094499244944e-05,5.801899981371733e-06,2.8008450503739927e-05,7.266860823854701e-06
391,HAT-P-30b,3.7028623236974736e-05,1.0889736165458903e-05,5.084635516474712e-05,1.4953388603614545e-05,6.620065356343613e-05,1.946892939208465e-05
392,LP791-18b,0.00012878074321875067,3.519043242990253e-05,0.00016080351853192397,4.394092790547219e-05,0.0001979198600297199,5.408328362479529e-05
393,HAT-P-12b,5.336073700967865e-05,1.5406427838641296e-05,7.124416644773481e-05,2.0569770411943305e-05,9.12248009769058e-05,2.6338622592303983e-05
394,TOI-421c,1.8508526243205733e-05,2.6595393360842574e-06,2.505487740756956e-05,3.6002019366971887e-06,3.234501483577482e-05,4.647741162727638e-06
395,TOI-700c,3.359421979978736e-05,3.505522913053563e-06,4.311938493636791e-05,4.499464276654256e-06,5.394179319760613e-05,5.6287716503718895e-06
396,TOI-451d,2.376386341087286e-05,4.139488633479552e-06,3.229072413099456e-05,5.624804485533196e-06,4.177983744526695e-05,7.277737597758456e-06
397,NGTS-2b,2.9300721113207813e-05,9.90013351270418e-06,4.031697098930184e-05,1.3622306225152541e-05,5.2555622136464715e-05,1.7757504123667937e-05
398,WASP-89b,7.717604028896343e-05,2.2357960305579044e-05,0.00010410019713405041,3.0157909975836012e-05,0.00013410541488893877,3.8850445444256326e-05
399,WASP-161b,2.696108883106964e-05,8.778905604555294e-06,3.706430093786916e-05,1.206865202185065e-05,4.828963294093676e-05,1.5723776288240095e-05
400,WASP-68b,1.918407685763987e-05,6.423486640277627e-06,2.6208733607948295e-05,8.77558255414343e-06,3.401955096456124e-05,1.1390911991789583e-05
401,TOI-904b,2.2378223657324118e-05,4.48999629148765e-06,2.9097568114060203e-05,5.838174420098805e-06,3.6679832046172235e-05,7.359489849669164e-06
402,KELT-8b,2.1089471433056595e-05,7.2384649719158005e-06,2.8746913844332708e-05,9.866701949994067e-06,3.72641497722614e-05,1.2790042827339099e-05
403,Qatar-5b,6.630554697430215e-05,2.2202149514025342e-05,9.037126013297434e-05,3.0260458148709676e-05,0.00011713954749400859,3.922371303980369e-05
404,HATS-13b,0.00010030387568397961,3.1340537840630405e-05,0.00013623523128226012,4.2567501924660486e-05,0.00017622443368049302,5.506236418628512e-05
405,TOI-1518b,1.7611550332795368e-05,7.404626698361513e-06,2.4432972636240655e-05,1.0272635746652524e-05,3.20065257142732e-05,1.3456871788531789e-05
406,KOI-94d,5.431975802085195e-05,7.279026308232931e-06,7.447749566891592e-05,9.980229479984722e-06,9.688071845895999e-05,1.2982335049294043e-05
407,WASP-8b,1.5494547956175833e-05,3.8925564479413084e-06,2.1070961355667958e-05,5.293468820214008e-06,2.727583713650106e-05,6.852264165368294e-06
408,WASP-3b,3.106884163899891e-05,1.2348783794884459e-05,4.271136464532653e-05,1.6976281694633658e-05,5.564697212519171e-05,2.2117735691548502e-05
409,WASP-186b,3.523592849686101e-05,8.844382088800351e-06,4.8417743303787214e-05,1.2153078971490622e-05,6.306431778877785e-05,1.5829437352365177e-05
410,WASP-175b,8.544877930892428e-05,2.680263929487739e-05,0.00011722730875135224,3.6770581129221196e-05,0.0001525433790740891,4.7848140128053854e-05
411,WASP-164b,9.159570600949004e-05,2.9162187267070547e-05,0.00012494865623029214,3.978108003642743e-05,0.00016204227973653,5.159092617693366e-05
412,HAT-P-38b,5.63312203194797e-05,1.5499858321991242e-05,7.626191834935094e-05,2.098390418446951e-05,9.84567334623444e-05,2.7090934846740207e-05
413,HD332231b,8.045717933542028e-06,1.5990318899035773e-06,1.1018265983253523e-05,2.18980566112213e-06,1.4322428102319673e-05,2.846485480305423e-06
414,WASP-144b,0.00011360839142786077,3.534813477118602e-05,0.00015344447739026052,4.7742741522128325e-05,0.00019782680519609953,6.155186675506443e-05
415,TOI-125c,2.696155393763198e-05,5.309191785499066e-06,3.649447830370252e-05,7.186387879359332e-06,4.7110700380586793e-05,9.276903847912524e-06
416,WASP-75b,5.254496995688642e-05,1.5790029011231507e-05,7.196840362747343e-05,2.1626868986740997e-05,9.355830372358423e-05,2.8114743071489643e-05
417,HAT-P-40b,2.6905824221309646e-05,1.0309971700611458e-05,3.6842035329277255e-05,1.4117402184503207e-05,4.788688347175925e-05,1.8349648364731827e-05
418,WASP-66b,4.6698623130827176e-05,1.40792424854077e-05,6.434357497156926e-05,1.9399047202415603e-05,8.394391333320985e-05,2.530838452519864e-05
419,WASP-17b,3.642639001914157e-05,1.3039260726870973e-05,5.0217234188414155e-05,1.7975857866260826e-05,6.553560611000408e-05,2.3459251781821216e-05
420,WASP-79b,2.48404102538296e-05,8.432370788958497e-06,3.422629388909591e-05,1.1618519897843748e-05,4.4652306764315385e-05,1.5157753167984769e-05
421,WASP-14b,2.046916939092539e-05,8.033568682310516e-06,2.816404001982107e-05,1.1053587253563964e-05,3.6712789318592e-05,1.4408728995171552e-05
422,HD219666b,2.2039156083368442e-05,4.425157992402163e-06,2.9936071785072128e-05,6.01074954139487e-06,3.872471324694006e-05,7.775387300673257e-06
423,WASP-120b,3.267899317495184e-05,1.0822857631157068e-05,4.495096516751444e-05,1.4887175188861253e-05,5.858511698529203e-05,1.9402628992942707e-05
424,HATS-7b,7.359927675115443e-05,2.117301052556341e-05,9.899224966144709e-05,2.847805082538592e-05,0.00012730927225329937,3.662428056915173e-05
425,HAT-P-34b,2.6401447879357767e-05,7.18776182490269e-06,3.6312660763810916e-05,9.886077384522257e-06,4.732411411027823e-05,1.2883932061360535e-05
426,HATS-30b,6.288372453950917e-05,1.9657755807726082e-05,8.59480527786736e-05,2.6867776138342366e-05,0.0001115920341652219,3.48842084938705e-05
427,TOI-561c,1.8551921364408348e-05,3.7873026266090846e-06,2.5134172156584466e-05,5.13104353756585e-06,3.246313839806068e-05,6.627223504667463e-06
428,TOI-905b,4.1296071418210334e-05,1.0405055858371688e-05,5.6131697926501045e-05,1.414307541353533e-05,7.264061884731527e-05,1.8302702187784967e-05
429,WASP-34b,3.2765280337692515e-05,7.848214750194673e-06,4.4626072913079345e-05,1.0689211264790828e-05,5.782027635099391e-05,1.3849597532549613e-05
430,WASP-67b,4.308713419641953e-05,1.2288200379857375e-05,5.8195373650825674e-05,1.659698250856152e-05,7.502782141357695e-05,2.1397498830887684e-05
431,WASP-11b,3.0121830083664926e-05,9.472684446438355e-06,4.035555813902087e-05,1.2690977501999451e-05,5.177877300428882e-05,1.6283339237059782e-05
432,HAT-P-41b,3.1228168513895986e-05,1.2471279257273726e-05,4.29253639419725e-05,1.714267042917464e-05,5.592187597572513e-05,2.233295659249297e-05
433,HAT-P-43b,8.992911648759039e-05,2.9641453201945505e-05,0.00012237993576272435,4.0337537834795306e-05,0.0001584837940990177,5.2237697305755815e-05
434,HAT-P-23b,6.689123278358026e-05,2.8646241557452795e-05,9.137722210649138e-05,3.9132392518173344e-05,0.00011860386740906065,5.0792232316012115e-05
435,TOI-2158b,2.4344659522853776e-05,5.548522955179981e-06,3.314365040289153e-05,7.553948532583404e-06,4.2932477603859315e-05,9.784973056786449e-06
436,WASP-44b,9.348493493009867e-05,3.006451163791095e-05,0.00012675732775044158,4.076482652732399e-05,0.00016379859784259728,5.2677202533161815e-05
437,WASP-55b,4.9064909333473995e-05,1.4204993247646465e-05,6.702076383685438e-05,1.9403470029549472e-05,8.698656906870421e-05,2.5183856304690488e-05
438,WASP-156b,3.938510391902029e-05,1.0627496912866059e-05,5.289144424582197e-05,1.4271986220862628e-05,6.79586530883718e-05,1.833765317426062e-05
439,WASP-49b,4.341306837937838e-05,1.285839584648361e-05,5.903722320522738e-05,1.7486070761370387e-05,7.64222219364417e-05,2.2635285129796695e-05
440,TrES-4b,4.5963234509004094e-05,1.551856017833444e-05,6.310815429028134e-05,2.130719694902006e-05,8.215986349060841e-05,2.7739622753768102e-05
441,HD89345b,1.0835214206247706e-05,2.5856298543669393e-06,1.473982951280233e-05,3.5173963810152405e-06,1.9084247285125403e-05,4.554113890991531e-06
442,GJ1252b,3.311948241868452e-05,1.2769962672545882e-05,4.25041587542435e-05,1.6388436082969814e-05,5.316781145397632e-05,2.050004764764082e-05
443,WASP-23b,6.354146201275105e-05,1.930079605435479e-05,8.574156302259678e-05,2.6044103627150707e-05,0.00011048010646673986,3.35584661641881e-05
444,HD108236d,1.250835619603364e-05,2.233227249441879e-06,1.704397100324989e-05,3.04301059920444e-06,2.2089131566519538e-05,3.943767650820546e-06
445,WASP-113b,4.243306402494437e-05,1.3800783516877828e-05,5.7953789178543246e-05,1.8848690680590106e-05,7.521222259832611e-05,2.4461764092560974e-05
446,L98-59c,1.6689451658268737e-05,3.4848703606998817e-06,2.1375449392452166e-05,4.463338374421107e-06,2.6706477024312213e-05,5.576492992484115e-06
447,HAT-P-18b,5.072527533171302e-05,1.2219053394045537e-05,6.796342329800656e-05,1.6371497102575035e-05,8.720486523037739e-05,2.1006508047563947e-05
448,HAT-P-7b,3.104669934222505e-05,1.2275605548146049e-05,4.270126617464543e-05,1.68837239085645e-05,5.5649617842634545e-05,2.2003393984369786e-05
449,KELT-2Ab,1.180012609311269e-05,3.546717251277078e-06,1.6207994598981512e-05,4.871572862798937e-06,2.1105879491952938e-05,6.343710762648178e-06
450,HAT-P-46b,3.7217181650250065e-05,1.051663625578436e-05,5.098786103116782e-05,1.4407882707627623e-05,6.629401047330193e-05,1.873301424693427e-05
451,TOI-677b,2.1280086608974752e-05,3.5528728579705266e-06,2.921785212410689e-05,4.878143387638082e-06,3.803842417833297e-05,6.350805206129759e-06
452,WASP-71b,2.2785024969455238e-05,9.60371639168106e-06,3.1190824562755665e-05,1.3146697601821704e-05,4.053483457218706e-05,1.7085127435096262e-05
453,HATS-72b,4.0315465300749776e-05,9.013795503305285e-06,5.3834668470990984e-05,1.2036440332904321e-05,6.893866537060494e-05,1.5413415851357415e-05
454,WASP-118b,3.072328833772424e-05,1.1045626418221987e-05,4.224125593366434e-05,1.51865623025403e-05,5.503831823984156e-05,1.978735789222275e-05
455,Kepler-6b,7.875047952888263e-05,2.6371184405271857e-05,0.00010717080868161598,3.5888304115893756e-05,0.00013879029959966446,4.6476727586951524e-05
456,KELT-11b,4.850643828971799e-06,1.9312477719292307e-06,6.5719994521365596e-06,2.6165927135798874e-06,8.488613443103812e-06,3.379678322462554e-06
457,HAT-P-65b,6.233488593380787e-05,2.5940228526411206e-05,8.506861795023544e-05,3.540071273088271e-05,0.00011035047336731373,4.592158073707585e-05
458,CoRoT-11b,9.155762117927657e-05,2.8150606818951397e-05,0.00012592582498659234,3.87175676026848e-05,0.00016410932158396858,5.045759083440241e-05
459,L98-59d,2.11263735618783e-05,2.4904692742382656e-06,2.705815254836322e-05,3.189733313290857e-06,3.380644383590657e-05,3.985251391962106e-06
460,LP791-18c,8.807803691068785e-05,1.4844133047015346e-05,0.00010997962806104604,1.853529311802052e-05,0.00013536490240194282,2.281357182367967e-05
461,HD108236e,1.2065708169775752e-05,1.9064826671232702e-06,1.644081579996446e-05,2.597786214862612e-06,2.1307437286597196e-05,3.3667530571865823e-06
462,LTT3780b,3.562633097133791e-05,1.22086876593153e-05,4.5508102682196796e-05,1.5595044352503657e-05,5.676862671293695e-05,1.9453881819716407e-05
463,K2-29b,5.877369286989354e-05,1.6152622691556718e-05,7.941453910573699e-05,2.182529332023525e-05,0.00010240906639389592,2.8144820052689298e-05
464,WASP-45b,6.989349081072834e-05,1.754764301063996e-05,9.431286214369391e-05,2.367843438655678e-05,0.00012152443556542353,3.051024333791389e-05
465,Kepler-105b,4.8709930247491434e-05,1.2962614072429625e-05,6.696080064448846e-05,1.781950851346379e-05,8.723879055801114e-05,2.3215856980358835e-05
466,HAT-P-11b,1.2959316328218765e-05,3.0524434141857814e-06,1.735445055596818e-05,4.087675380762848e-06,2.2261008811881254e-05,5.243368401541152e-06
467,TOI-421b,2.8958940864963314e-05,4.663805308723967e-06,3.9201538992930786e-05,6.3133643774444655e-06,5.06078852307005e-05,8.15034378856705e-06
468,K2-19b,6.178520031669951e-05,1.3683431214612616e-05,8.373256238250259e-05,1.85440647907806e-05,0.0001081682936943568,2.3955791982253986e-05
469,TOI-1298b,4.0743133272793774e-05,1.171012584758567e-05,5.564495084147183e-05,1.5993109139975382e-05,7.221521649346539e-05,2.0755626907413287e-05
470,HAT-P-22b,1.6507429898518876e-05,5.232494697753163e-06,2.2336931373522994e-05,7.0803193286025805e-06,2.882928717765258e-05,9.138254302724935e-06
471,HAT-P-42b,4.38296367630529e-05,1.3720552679285664e-05,5.973413052305148e-05,1.869934010686897e-05,7.742485709767661e-05,2.4237294875104567e-05
472,WASP-121b,3.286940192000585e-05,1.543891776428724e-05,4.521755275300657e-05,2.1238904198956115e-05,5.893619581627304e-05,2.768261749215324e-05
473,TOI-824b,3.4859251613702075e-05,1.0676078013442581e-05,4.6486103570716404e-05,1.4236945582241484e-05,5.9480910298399796e-05,1.8216766260314348e-05
474,TOI-270b,1.7386678833036938e-05,5.724550208326026e-06,2.2362094499244944e-05,7.362701868111683e-06,2.8008450503739927e-05,9.221760101843883e-06
475,XO-7b,2.947206913811733e-05,9.682037008375692e-06,4.044328613580032e-05,1.3286253885741253e-05,5.2635437609492277e-05,1.7291566889955674e-05
476,Qatar-1b,6.727015324010954e-05,2.4026270648794283e-05,9.053072896967e-05,3.233403956274964e-05,0.00011646639367702604,4.159724575006326e-05
477,HD97658b,6.554841780739285e-06,1.2721233036956178e-06,8.839747046951563e-06,1.7155636388119367e-06,1.1386241246352824e-05,2.2097715422433906e-06
478,TOI-942c,3.3467763087538514e-05,7.0053893640023554e-06,4.4999988442457685e-05,9.419286242419959e-06,5.786115957682813e-05,1.2111354763332848e-05
479,GJ3090b,1.998063108029119e-05,4.605962493628726e-06,2.5755024655213353e-05,5.937083624020699e-06,3.230004515806066e-05,7.445850731275971e-06
480,TOI-2134c,5.632570874279922e-06,4.660685232282292e-07,7.507567048107033e-06,6.212155630612432e-07,9.603464218033455e-06,7.946411125357028e-07
481,TOI-3693b,4.199567485065626e-05,9.06926005000588e-06,5.684528548019727e-05,1.2276137446775094e-05,7.33823120696044e-05,1.5847424135857823e-05
482,TOI-1470c,3.3645173760928376e-05,4.553529323000417e-06,4.3643977457215945e-05,5.906764891034354e-06,5.493983924143276e-05,7.4355439732432555e-06
483,TOI-1408b,1.8707953891615865e-05,5.439099287231368e-06,2.568970151999699e-05,7.468953474875889e-06,3.3447816186569685e-05,9.724526489310448e-06
484,HD260655b,1.0331571040968126e-05,2.2949814486435008e-06,1.3450360629745611e-05,2.9877671072896728e-06,1.6967630909622297e-05,3.7690684224694914e-06
485,HD63935b,9.543379820477282e-06,2.008861160154095e-06,1.2964362977974277e-05,2.7289708407822452e-06,1.6771571479205937e-05,3.5303801350368952e-06
486,TOI-1420b,4.1136246206615466e-05,9.83253973709362e-06,5.5860476578151824e-05,1.3351980463383547e-05,7.22481680600401e-05,1.726902789852322e-05
487,HD260655c,1.1191859477861616e-05,1.6225435537782857e-06,1.457034419041939e-05,2.112340499740877e-06,1.8380490252614997e-05,2.6647176935751936e-06
488,HD109833b,1.434148652638787e-05,2.9590032359080523e-06,1.9584684591839652e-05,4.040804624741228e-06,2.5415018749057286e-05,5.243746705109895e-06
489,TOI-4010b,6.06392331781428e-05,2.2766848657641518e-05,8.151905421485071e-05,3.0606125321065975e-05,0.00010480603409948913,3.934916376236017e-05
490,TOI-1272b,3.6173916536007775e-05,1.1980641690534432e-05,4.8654518563712145e-05,1.6114162063625488e-05,6.257228592505846e-05,2.07236652597344e-05
491,HAT-P-64b,5.101719506521814e-05,1.8617418935745427e-05,7.018137356571035e-05,2.5610895140130385e-05,9.147258846743889e-05,3.3380578811875615e-05
492,TOI-178e,2.6182270363783073e-05,4.567080645932993e-06,3.4656684408085e-05,6.0453073936366964e-06,4.415032832882733e-05,7.70132258282279e-06
493,TOI-178g,2.8127730568670027e-05,3.1960424007951687e-06,3.723183161313868e-05,4.230505273233767e-06,4.743089588859246e-05,5.389384472293403e-06
494,TOI-1135b,1.540737392247327e-05,3.752626407152814e-06,2.110878071222143e-05,5.141263418546564e-06,2.7445890356260418e-05,6.684732481795344e-06
495,TOI-2524b,7.113371644669566e-05,1.649869238479311e-05,9.707083372535688e-05,2.2514524829729445e-05,0.00012591537027065007,2.920470157312132e-05
496,TOI-178d,2.703336729820267e-05,5.592986313392044e-06,3.5783255841617734e-05,7.403267893455508e-06,4.558550597278984e-05,9.431274623780071e-06
497,Kepler-109c,4.624600718258858e-05,8.886429634207293e-06,6.320973831418138e-05,1.2146105706118353e-05,8.207072373557672e-05,1.5770349829882242e-05
498,TOI-2207b,3.5167225295451536e-05,9.135014569802689e-06,4.816754080196793e-05,1.2511967700632118e-05,6.261787228569555e-05,1.626557599737208e-05
499,HAT-P-61b,9.52246262959228e-05,2.9846974054640892e-05,0.00012946898753826092,4.05804429195282e-05,0.000167573999282116,5.252398463883368e-05
500,TOI-277b,4.56178761798278e-05,1.3896446172628065e-05,5.986352505704302e-05,1.823605839034723e-05,7.587385023636342e-05,2.3113239019792694e-05
501,TOI-1820b,3.20532273397319e-05,8.471241044055837e-06,4.3678552865539575e-05,1.1543659733785058e-05,5.660978568406532e-05,1.496121232658595e-05
502,TOI-1710b,1.229899728705005e-05,1.993222632982681e-06,1.6742225777601994e-05,2.7133092696556306e-06,2.168538928485341e-05,3.514417291003182e-06
503,TOI-2421b,2.881900773850817e-05,1.00931943814068e-05,3.919513628495463e-05,1.3727194666774341e-05,5.074044434366681e-05,1.7770673175373285e-05
504,WASP-182b,5.121197337891822e-05,1.5165331821963911e-05,6.968421294370043e-05,2.063549092756973e-05,9.023626390692967e-05,2.672154174566981e-05
505,TOI-1136c,1.5956552862614075e-05,3.951257229868595e-06,2.175540332355952e-05,5.387203327125084e-06,2.820512865813763e-05,6.9843229605659735e-06
506,TOI-1136d,1.4215572141275504e-05,2.8256797266372752e-06,1.938172411493769e-05,3.852574089497198e-06,2.5127735585869317e-05,4.994729182593571e-06
507,NGTS-11b,4.495138338609993e-05,5.025431887094607e-06,6.0539247369441294e-05,6.768109037667032e-06,7.791687356211501e-05,8.71087631671984e-06
508,HIP94235b,1.1065398222332202e-05,2.1708730473117047e-06,1.5133854544985667e-05,2.969046054514314e-06,1.965694937262913e-05,3.8564126412810985e-06
509,TOI-2025b,3.8999781067659616e-05,8.569766477846574e-06,5.3328842105523376e-05,1.1718417664586974e-05,6.925954166996453e-05,1.5219011036102165e-05
510,TOI-2018b,1.303494063022059e-05,2.5463256317602222e-06,1.718267941333571e-05,3.356570486485982e-06,2.183611204745714e-05,4.265600694453439e-06
511,GJ486b,7.589649651486475e-06,3.5421317309962395e-06,9.685198749229783e-06,4.520136157264234e-06,1.2074635895806309e-05,5.6352997714967e-06
512,Gaia-2b,3.641191137878555e-05,1.149393041465247e-05,4.960769195282068e-05,1.565936359137249e-05,6.42862714351567e-05,2.0292863036123223e-05
513,TOI-2427b,1.1028036122582732e-05,5.383244227809801e-06,1.4491107080207578e-05,7.0737135494467045e-06,1.8381108126566104e-05,8.972585247563644e-06
514,TOI-139b,1.3623903903558764e-05,2.5701750380262964e-06,1.815461654077531e-05,3.4249024793731547e-06,2.3219477712037174e-05,4.380398044050874e-06
515,LHS475b,2.976243351122183e-05,6.153949334007639e-06,3.790320778902719e-05,7.837209287408878e-06,4.7197909092225146e-05,9.75906560581269e-06
516,TOI-2583Ab,5.894351125934434e-05,1.942432998584963e-05,8.055487745587035e-05,2.654617087176747e-05,0.0001045837085031671,3.446466662244143e-05
517,TOI-2796b,7.74996298482113e-05,1.706422655582986e-05,0.0001056548204912821,2.3263566511348754e-05,0.0001369706280578391,3.0158825703439374e-05
518,TOI-3976Ab,5.2075368238543e-05,1.4611122154356691e-05,7.120664289951465e-05,1.997890735674946e-05,9.247640421400489e-05,2.5946701561035288e-05
519,TOI-969b,3.9127631268214066e-05,1.2015179302484626e-05,5.196022260635018e-05,1.595576759893159e-05,6.632087417958299e-05,2.036558741066832e-05
520,TOI-2000c,2.757054440398613e-05,6.018879315931125e-06,3.7499519550717737e-05,8.186457230367113e-06,4.854717415799179e-05,1.059825218192633e-05
521,TOI-2364b,5.265811656592333e-05,1.4841780082935753e-05,7.125907313149429e-05,2.0084491457407857e-05,9.197479746798113e-05,2.5923253739684838e-05
522,TOI-2498b,3.9250345695144255e-05,1.2319914209148676e-05,5.3618200877621754e-05,1.682970234177889e-05,6.959421441144977e-05,2.1844259861085246e-05
523,TOI-2587Ab,3.510475163697022e-05,1.035700814294235e-05,4.785529086356003e-05,1.4118819078463159e-05,6.203729480615157e-05,1.830295722123163e-05
524,TOI-4145Ab,5.874315895979181e-05,1.4484814759669795e-05,7.945821388379017e-05,1.9592707127458203e-05,0.0001025304210831889,2.528182315897363e-05
525,HD23472f,1.3009578041641498e-05,2.1833976025102083e-06,1.738356428200129e-05,2.9174837535018664e-06,2.2269398906674362e-05,3.7374734235455032e-06
526,HD207496b,8.941993009570857e-06,1.625976098054814e-06,1.1985005525397217e-05,2.1793052732755364e-06,1.5381346826904924e-05,2.7968823359255705e-06
527,HD23472c,1.2741310507207991e-05,1.406342749584461e-06,1.70251017773242e-05,1.8791731377971165e-06,2.1810186723244007e-05,2.4073346260547876e-06
528,TOI-1937Ab,0.00010777059887480579,4.227125892846987e-05,0.00014703038856631092,5.767027083759689e-05,0.00019069257775771776,7.479605211712606e-05
529,TOI-2803Ab,6.956553200867523e-05,2.8215501992516647e-05,9.54970003178759e-05,3.8733201988771835e-05,0.00012431305269235908,5.042087776313808e-05
530,TOI-2842b,7.400535421661458e-05,2.13337535288569e-05,0.00010110257455712771,2.9145153476617055e-05,0.00013123242431168286,3.783077893344192e-05
531,K2-415b,3.589387790721697e-05,1.0904607299579314e-05,4.540151918493421e-05,1.379304121989226e-05,5.630828900649932e-05,1.7106532231326193e-05
532,TOI-913b,1.859991772547398e-05,3.504669182986326e-06,2.5009023772749327e-05,4.7122979900543315e-06,3.215669971173677e-05,6.059091022317801e-06
533,TOI-2977b,5.629892418544844e-05,2.0683091434974065e-05,7.666827708646599e-05,2.8166381650880066e-05,9.93280764487394e-05,3.6491135789418406e-05
534,TOI-444b,1.367049669064678e-05,2.1831542171101947e-06,1.847248117653772e-05,2.9500226724489984e-06,2.3821976752160423e-05,3.804327683423731e-06
