,Planet Name,Reflected Light Flux Ratio 0.8-1.1um
671,K2-280b,9.577361242817908e-07
672,HD93963Ac,1.6354878312172515e-06
673,HATS-37Ab,6.949375599200692e-06
674,K2-33b,3.5865809839409967e-06
675,TOI-251b,8.250848711221741e-07
676,TOI-1268b,5.957539382992622e-06
677,K2-139b,9.307021658090744e-07
678,Gaia-1b,4.2124176321311005e-05
679,HATS-12b,3.620631945324144e-05
680,K2-52b,4.040151279983079e-05
681,K2-406b,3.745243877383477e-07
682,K2-24b,4.950722023469216e-07
683,K2-32c,1.868743477509403e-07
684,TOI-1601b,1.4882713725768591e-05
685,WASP-185b,8.733276895388551e-06
686,K2-287b,2.2530263449096788e-06
687,Kepler-470b,4.0708032988113764e-05
688,K2-289b,2.6305015865401454e-06
689,HATS-9b,5.576521169132349e-05
690,WASP-163b,9.326951684378902e-05
691,TOI-540b,2.003600764106926e-06
692,TOI-1693b,1.419770920869772e-06
693,NGTS-8b,4.430073912233925e-05
694,K2-405b,1.4798999530364932e-05
695,TOI-532b,1.4042529941012795e-05
696,GJ3929b,6.767627584692916e-07
