,Planet Name,Reflected Light Flux Ratio 0.8-1.1um
49,HAT-P-59b,2.2462918606445243e-05
50,XO-5b,2.2381506190562415e-05
51,WASP-99b,1.0622196637933488e-05
52,HATS-56b,3.5639677134561105e-05
53,WASP-70Ab,2.627722156389435e-05
54,K2-417b,1.0015139386679151e-06
55,TOI-1759b,2.570915650333014e-07
56,WASP-150b,1.0857821043443975e-05
57,Qatar-4b,7.489271804241833e-05
58,TOI-1201b,2.5633457650079193e-06
59,HAT-P-35b,3.267712422343997e-05
60,TOI-561b,6.050649496971853e-06
61,WASP-53b,3.1327308877580536e-05
62,KELT-20b,4.712952189831765e-05
63,KELT-6b,1.031438524555878e-05
64,piMenc,3.234831276169648e-07
65,HATS-24b,0.00016537343371444767
66,HD191939d,7.163779122443306e-08
67,WASP-147b,1.884079008196623e-05
68,WASP-97b,5.211041512672408e-05
69,WASP-15b,3.488361671863673e-05
70,HATS-58Ab,1.6291680380969782e-05
71,WASP-139b,7.604850133209214e-06
72,HAT-P-2b,1.2925175237125028e-05
73,TOI-163b,3.0104226530609943e-05
74,TOI-1478b,6.294051539546863e-06
75,WASP-136b,1.990899414100312e-05
76,HATS-4b,3.626413037570311e-05
77,L98-59b,5.495870545187188e-07
78,TOI-2076b,5.704861070265247e-07
79,HAT-P-69b,2.9860474284334116e-05
80,EPIC211945201b,6.216642878360224e-07
81,K2-34b,4.2629829809616956e-05
82,WASP-61b,2.4637087106199818e-05
83,KELT-21b,4.210116314166644e-05
84,HAT-P-16b,4.449383053357764e-05
85,WASP-174b,3.11464515537176e-05
86,WASP-130b,3.532751205326675e-06
87,KOI-12b,4.096493266178276e-06
88,WASP-37b,3.089870841214291e-05
89,HD191939c,1.2086918153942612e-07
90,WASP-83b,1.4192428673190182e-05
91,WASP-46b,0.00011546662953809339
92,XO-4b,2.6611078177287648e-05
93,WASP-170b,4.831203948131824e-05
94,HD191939b,6.530239877881917e-07
95,HD86226c,7.086250863443499e-07
96,TOI-481b,4.757962180194212e-06
97,WASP-169b,1.674769425845256e-05
98,Kepler-138b,2.617301920865416e-08
99,TOI-4010d,1.0860263828344255e-06
100,WASP-33b,0.000202922318002534
101,HATS-1b,3.9278065786352236e-05
102,HD106315c,2.9145739891109154e-07
103,XO-6b,2.9465888314099528e-05
104,HAT-P-26b,6.355064076131052e-06
105,TOI-125b,1.002862950820008e-06
106,TOI-431d,4.110896800132906e-07
107,KELT-18b,5.438392852525915e-05
108,TOI-892b,6.1785414651230885e-06
109,DSTucAb,1.433722687745662e-06
110,WASP-105b,7.4836592414863924e-06
111,TOI-776b,2.925275419756587e-07
112,HATS-42b,6.578590080630808e-05
113,WASP-177b,7.2824269738113e-05
114,HAT-P-13b,4.0469646979443755e-05
115,WASP-103b,0.0002706573038229347
116,HATS-27b,2.7529236234587024e-05
117,WASP-141b,3.0403187661421728e-05
118,K2-238b,3.6480863223191607e-05
119,TOI-257b,7.988202631388162e-07
120,WASP-181b,2.1740915424708156e-05
121,WASP-135b,0.0001307278812177572
122,WASP-81b,6.107302231897877e-05
123,WASP-19b,0.00033510959175392786
124,HAT-P-4b,3.703665784627325e-05
125,WASP-32b,4.0969969054322e-05
126,WASP-73b,2.0229801697042247e-05
127,LTT1445Ac,6.711269199237836e-07
128,WASP-64b,0.00010523233438613822
129,HD110113b,1.0788761424435776e-06
130,K2-30b,2.6281604525380026e-05
131,WASP-21b,1.7308115194281706e-05
132,HAT-P-21b,1.9626374447013104e-05
133,KOI-13b,7.876917365272876e-05
134,WASP-123b,4.366105446156531e-05
135,KELT-12b,3.2162363919975956e-05
136,HATS-60b,2.7395534062104695e-05
137,WASP-133b,5.618580601717273e-05
138,HATS-65b,5.088733114507908e-05
139,HATS-40b,4.566563909106492e-05
140,HATS-33b,4.3697358479949635e-05
141,HATS-68b,2.6960519698114634e-05
142,HAT-P-57b,5.515818317751478e-05
143,WASP-54b,5.0183510189140674e-05
144,HATS-25b,2.7203883423385975e-05
145,TOI-776c,1.479922848047846e-07
146,HAT-P-5b,4.366967190596225e-05
147,Qatar-8b,3.356940447973209e-05
148,WASP-18b,0.00017144168202595303
149,TrES-5b,0.00010769255013258558
150,WASP-2b,5.399833615137191e-05
151,HAT-P-55b,3.010636954462556e-05
152,HAT-P-36b,0.00014578329238132076
153,WASP-65b,5.063032391129461e-05
154,WASP-159b,3.0052989970706678e-05
155,WASP-93b,6.56951660055691e-05
156,WASP-140b,9.07849804704944e-05
157,KELT-16b,0.00021889969767225058
158,Kepler-5b,3.2089914846499036e-05
159,WASP-129b,1.0017069214085061e-05
160,WASP-145Ab,5.431228431936721e-05
161,WASP-167b,8.558989822440556e-05
162,K2-232b,5.206166956565781e-06
163,TOI-157b,7.671320431539995e-05
164,WASP-76b,0.0001404650779916854
165,Qatar-2b,0.00012947390399176397
166,LP791-18d,9.742962959693781e-07
167,HATS-22b,1.6428871549172458e-05
168,HAT-P-51b,2.9719844465161147e-05
169,TOI-837b,4.040177156358594e-06
170,HAT-P-56b,5.486321715060434e-05
171,WASP-57b,2.572233576391547e-05
172,KELT-24b,1.5216941062890332e-05
173,HATS-35b,9.56638242560806e-05
174,WASP-94Ab,3.3791442149630536e-05
175,HAT-P-24b,3.2586022335788156e-05
176,WASP-31b,4.9754151482630976e-05
177,WASP-183b,4.600358033996022e-05
178,HAT-P-66b,6.0662162435220395e-05
179,WASP-63b,2.7947463407214872e-05
180,HAT-P-33b,5.226458907043154e-05
181,WASP-48b,0.00010538804711008223
182,HD219134b,6.400876001352134e-07
183,HATS-3b,3.703377169489388e-05
184,HAT-P-8b,4.333299040065212e-05
185,WASP-96b,3.205237041363999e-05
186,WASP-24b,5.710937566155873e-05
187,TOI-216.01,1.082011868989849e-06
188,KELT-3b,4.8632059166815115e-05
189,WASP-132b,8.187085872770813e-06
190,KELT-17b,4.458780950616146e-05
191,KELT-10b,3.243477481730178e-05
192,WASP-117b,5.321757712126362e-06
193,HATS-51b,4.2197191349950536e-05
194,K2-333b,8.101506965941175e-07
195,WASP-126b,2.0880642076855246e-05
196,WASP-6b,3.728040225631453e-05
197,LHS3844b,1.5886538297034304e-05
198,KELT-7b,5.5070238689913754e-05
199,K2-198b,7.648211065010666e-07
200,WASP-78b,0.00014391179070998947
201,HAT-P-45b,4.546280695840546e-05
202,TrES-2b,5.069485184412169e-05
203,CoRoT-2b,0.0001253910633289642
204,HAT-P-27b,2.970122938096024e-05
205,G9-40b,1.0095544691377908e-06
206,WASP-41b,3.739481469434118e-05
207,TOI-640b,3.28088583660141e-05
208,TOI-1259Ab,2.8800964914367248e-05
209,WASP-138b,2.2237868767257946e-05
210,WASP-74b,8.202183150280958e-05
211,HAT-P-25b,2.7096547235634045e-05
212,HAT-P-62b,3.696154706262296e-05
213,WASP-29b,1.3524884812257674e-05
214,WASP-82b,6.404494662909652e-05
215,HAT-P-29b,1.1693217564822484e-05
216,K2-31b,0.00010603773288864402
217,HAT-P-37b,4.412718525270663e-05
218,XO-2Nb,3.3824191014485343e-05
219,HAT-P-32b,0.00015517914395001543
220,KPS-1b,6.696747964697066e-05
221,XO-1b,2.7417276732224902e-05
222,WASP-190b,1.3742403273751657e-05
223,WASP-92b,8.050743849837504e-05
224,HAT-P-19b,2.6953494882396396e-05
225,HAT-P-67b,4.6925788815773994e-05
226,K2-107b,4.110896800132905e-05
227,HAT-P-1b,2.569673026995682e-05
228,WASP-16b,2.668928539920545e-05
229,K2-261b,2.7798840473629863e-06
230,GJ3470b,5.690138990920464e-06
231,HAT-P-15b,5.648453630327489e-06
232,K2-55b,5.7004808498967675e-06
233,WASP-166b,4.412239769808317e-06
234,HIP65Ab,0.0005927488790885006
235,WASP-101b,3.524657759773574e-05
236,WASP-5b,8.088830921240365e-05
237,XO-3b,3.282188471438976e-05
238,K2-121b,1.1192734123031156e-05
239,WASP-165b,3.117458144990102e-05
240,K2-25b,5.192459579281373e-06
241,LTT3780c,3.2604038002432306e-07
242,HAT-P-9b,3.170864450372344e-05
243,HAT-P-28b,3.562212683060228e-05
244,HAT-P-49b,4.753682455736348e-05
245,K2-266d,2.904653819711635e-07
246,WASP-98b,4.223850433584265e-05
247,WASP-85Ab,4.617514003860294e-05
248,WASP-157b,1.8513218907763668e-05
249,HAT-P-6b,2.9482477438173415e-05
250,WASP-153b,4.762938639235776e-05
251,HAT-P-31b,1.728766114406672e-05
252,TOI-216.02,1.2857165865493473e-06
253,WASP-47b,2.2339994321892537e-05
254,HD63433b,3.1667467968428634e-07
255,Kepler-435b,2.012720838774047e-05
256,WASP-56b,1.8284044896441924e-05
257,WASP-42b,1.77410965320883e-05
258,GJ1214b,1.3486930398565187e-05
259,TOI-150.01,1.452801951456684e-05
260,TOI-451c,5.174327732368985e-07
261,TOI-2076d,2.804837837631335e-07
262,TOI-1266c,9.429943464341659e-08
263,Qatar-10b,0.00013295168652229162
264,TOI-270d,3.1719821698642873e-07
265,WASP-72b,5.3582386898304453e-05
266,WASP-91b,3.5396886740207776e-05
267,Kepler-7b,3.264733794642035e-05
268,WASP-28b,3.365076621344156e-05
269,WASP-131b,1.845169826705344e-05
270,HAT-P-20b,3.717297857026369e-05
271,WASP-35b,4.205735975780446e-05
272,WASP-20b,2.7119789197726168e-05
273,WASP-158b,1.956503071985821e-05
274,LP714-47b,4.6115826962930556e-06
275,HIP67522b,6.533165559407552e-06
276,TOI-1859b,3.0441971038855437e-07
277,EPIC246851721b,9.654794792595447e-06
278,WASP-26b,5.024930126231367e-05
279,Qatar-9b,8.492678479022308e-05
280,HATS-26b,6.239218508391428e-05
281,KELT-9b,0.00013627713528135605
282,WASP-104b,6.934967325633698e-05
283,KELT-23Ab,7.332627368860086e-05
284,HATS-2b,0.00011779424650839137
285,WASP-69b,2.492337617723886e-05
286,CoRoT-19b,2.8327872957490726e-05
287,Kepler-18d,1.2906691659991385e-06
288,HD209458b,3.7126562317682364e-05
289,GJ357b,4.035121524753226e-07
290,WASP-43b,0.00020435927528655382
291,HD189733b,5.9285888818900145e-05
292,WASP-173Ab,0.00011990719841464705
293,WASP-172b,2.3376227696729013e-05
294,TOI-1333b,2.2715182746151584e-05
295,TOI-4479b,1.0784684645202922e-05
296,WASP-148b,3.868321133618602e-06
297,AUMicb,1.3513071731331258e-06
298,WASP-12b,0.00030114076688662813
299,TOI-4515b,3.868919565330484e-06
300,LHS1678b,1.107161874340455e-06
301,LHS1678c,3.0140963548749144e-07
302,LHS1678d,2.2107489458492516e-07
303,TOI-1994b,1.809225820862704e-05
304,GJ806b,3.272030523449372e-06
305,Kepler-91b,1.6877233241588164e-05
306,TOI-3688Ab,2.991617683772465e-05
307,LHS1478b,1.6479198640457063e-06
308,Kepler-1658b,1.767110961856679e-05
309,GJ9827b,2.6941767843016086e-06
310,GJ9827c,3.753338313438274e-07
311,GJ9827d,4.958359374269623e-07
312,LTT1445Ab,4.7680251136397465e-07
313,KELT-4Ab,7.074841674643071e-05
314,HAT-P-54b,2.401465321466788e-05
315,MASCARA-4b,4.840399536960475e-05
316,HATS-70b,6.632458870580846e-05
317,WASP-52b,9.95780686655127e-05
318,WASP-7b,1.0496928295078673e-05
319,HAT-P-44b,2.74107764650156e-05
320,KELT-14b,0.0001207737027628984
321,WASP-192b,4.1512984915798094e-05
322,WASP-162b,6.020849270285661e-06
323,TOI-169b,4.337923770620854e-05
324,GJ1132b,1.9847087153341263e-06
325,HD63433c,1.1028640428380732e-07
326,HATS-52b,0.0001398058302544008
327,HATS-57b,4.85673426535813e-05
328,KELT-15b,4.469509018521532e-05
329,HD202772Ab,4.019842906131245e-05
330,HATS-10b,2.1264516328783943e-05
331,K2-198d,7.827339163832913e-07
332,HATS-64b,2.990356765998983e-05
333,K2-260b,6.740851636323326e-05
334,WASP-180Ab,3.0482807291108966e-05
335,TOI-674b,1.6006845524485505e-05
336,TrES-3b,0.00015655815732454345
337,WASP-10b,5.4961841066725344e-05
338,TOI-1789b,3.9739600694817245e-05
339,KELT-1b,9.249778335936802e-05
340,WASP-107b,1.3342106198704999e-05
341,WASP-36b,0.00011223780592330912
342,Kepler-18c,1.9393247669569686e-06
343,HAT-P-68b,5.847901078662086e-05
344,TOI-1807b,4.721187343609425e-06
345,HAT-P-17b,5.989625130212059e-06
346,HATS-45b,2.487225605781009e-05
347,TOI-1728b,6.077061534743674e-06
348,HAT-P-3b,2.0901689152705312e-05
349,WASP-95b,4.983551112292393e-05
350,HATS-31b,5.3768258188939376e-05
351,KELT-19Ab,4.106595574374378e-05
352,WASP-87b,0.00010095506825500307
353,Kepler-447b,2.1028547402351592e-05
354,Kepler-1656b,2.3622053056818853e-07
355,TOI-4010c,3.7997009890540105e-06
356,HATS-55b,2.440580339924823e-05
357,Kepler-450b,3.35797922338715e-07
358,K2-155c,2.747184085438105e-07
359,WASP-13b,3.1003072277077086e-05
360,WASP-58b,2.7240148873197576e-05
361,WASP-119b,6.794177460606983e-05
362,HAT-P-52b,3.4078668286135246e-05
363,WASP-4b,0.00015260742024705628
364,HATS-5b,1.2932579849167446e-05
365,Qatar-7b,0.00010653850070649763
366,WASP-114b,0.00010075364909284613
367,55Cnce,6.62865416676911e-06
368,WASP-160Bb,2.6562576075292515e-05
369,WASP-142b,8.880102465053017e-05
370,HATS-29b,2.3847367108385917e-05
371,K2-140b,1.4462620158291492e-05
372,WASP-50b,7.233623908130027e-05
373,TOI-431b,4.6488644211699555e-06
374,TOI-172b,5.091623709931532e-06
375,TOI-2076c,5.318894907583979e-07
376,WASP-90b,3.842347526089924e-05
377,TOI-269b,2.3412607330794967e-06
378,HAT-P-50b,3.692575526630943e-05
379,TrES-1b,3.398578926316187e-05
380,WASP-106b,6.3946218896330214e-06
381,K2-266b,2.314740827965429e-05
382,TOI-201b,4.805609071305287e-07
383,WASP-88b,3.191794253934076e-05
384,HATS-39b,3.120168915340343e-05
385,WASP-168b,3.81541574330815e-05
386,HD2685b,2.9357723627213767e-05
387,K2-237b,7.533865656984126e-05
388,HD149026b,1.6296396454723584e-05
389,HAT-P-39b,4.351218280296216e-05
390,TOI-270c,9.833396593947217e-07
391,HAT-P-30b,4.671707202952975e-05
392,LP791-18b,4.864593003605883e-06
393,HAT-P-12b,2.8488450641720858e-05
394,TOI-421c,6.659506719078344e-07
395,TOI-700c,2.9477228155402726e-07
396,TOI-451d,4.1245203096044216e-07
397,NGTS-2b,2.927752367503181e-05
398,WASP-89b,2.709598813758371e-05
399,WASP-161b,1.31751751467469e-05
400,WASP-68b,1.8235341158498354e-05
401,TOI-904b,6.795564098178886e-07
402,KELT-8b,7.563059390814294e-05
403,Qatar-5b,3.2863995992685144e-05
404,HATS-13b,4.076517295111654e-05
405,TOI-1518b,0.00010612004034812857
406,KOI-94d,1.626829406693835e-06
407,WASP-8b,7.670501157646431e-06
408,WASP-3b,9.022544417301301e-05
409,WASP-186b,1.5632826998283184e-05
410,WASP-175b,3.438195460741563e-05
411,WASP-164b,7.318638344088183e-05
412,HAT-P-38b,1.1365762698289798e-05
413,HD332231b,1.6650350499874902e-06
414,WASP-144b,3.304895647617039e-05
415,TOI-125c,4.1717230535792036e-07
416,WASP-75b,5.238886280639496e-05
417,HAT-P-40b,3.698103933757796e-05
418,WASP-66b,2.9505398425904644e-05
419,WASP-17b,6.826877765573319e-05
420,WASP-79b,3.969558539337798e-05
421,WASP-14b,5.13019634760519e-05
422,HD219666b,6.034078920017567e-07
423,WASP-120b,3.751226784178568e-05
424,HATS-7b,8.994748113042381e-06
425,HAT-P-34b,1.4279237872313532e-05
426,HATS-30b,3.326541522534972e-05
427,TOI-561c,3.951265667178878e-07
428,TOI-905b,2.8768577369231695e-05
429,WASP-34b,2.4760029189723697e-05
430,WASP-67b,2.1911792105232958e-05
431,WASP-11b,2.033647696172522e-05
432,HAT-P-41b,7.146191946628601e-05
433,HAT-P-43b,3.819309666145725e-05
434,HAT-P-23b,0.0001588145505782618
435,TOI-2158b,7.4836592414863924e-06
436,WASP-44b,4.6353899899122195e-05
437,WASP-55b,2.6809841915363665e-05
438,WASP-156b,5.789459405963724e-06
439,WASP-49b,4.370314660581286e-05
440,TrES-4b,5.795430149792426e-05
441,HD89345b,1.5427456904985085e-06
442,GJ1252b,6.014928579728041e-06
443,WASP-23b,2.9899816237096626e-05
444,HD108236d,2.0912193418010664e-07
445,WASP-113b,2.6183223737272378e-05
446,L98-59c,7.59959184542883e-07
447,HAT-P-18b,1.447160202291972e-05
448,HAT-P-7b,7.514469852562669e-05
449,KELT-2Ab,2.4609556427253995e-05
450,HAT-P-46b,2.261895237229398e-05
451,TOI-677b,5.8032473455716955e-06
452,WASP-71b,4.563560916160521e-05
453,HATS-72b,5.38149762033396e-06
454,WASP-118b,3.1852832201402095e-05
455,Kepler-6b,3.2991925534120837e-05
456,KELT-11b,2.1448907047072558e-05
457,HAT-P-65b,0.0001045210139043033
458,CoRoT-11b,4.913524901214695e-05
459,L98-59d,3.5768385961592274e-07
460,LP791-18c,2.475883681367429e-06
461,HD108236e,1.814038082874974e-07
462,LTT3780b,4.544910154796334e-06
463,K2-29b,2.7212104937441708e-05
464,WASP-45b,2.6027244573975093e-05
465,Kepler-105b,1.9298376645068357e-06
466,HAT-P-11b,2.895791091154893e-06
467,TOI-421b,8.31981774802975e-07
468,K2-19b,3.4892539645247357e-06
469,TOI-1298b,9.280727759247985e-06
470,HAT-P-22b,3.1084285823311195e-05
471,HAT-P-42b,2.263488617462803e-05
472,WASP-121b,0.0002454807962433201
473,TOI-824b,6.565355112549893e-06
474,TOI-270b,5.212622849103477e-07
475,XO-7b,4.4054888825695006e-05
476,Qatar-1b,0.00010973102439401038
477,HD97658b,3.148911838761883e-07
478,TOI-942c,1.08047882150417e-06
479,GJ3090b,1.6460909914316798e-06
480,TOI-2134c,1.3977697561956912e-07
481,TOI-3693b,8.730630257772573e-06
482,TOI-1470c,1.967558691571068e-07
483,TOI-1408b,3.0508564640216595e-05
484,HD260655b,6.54208069243907e-07
485,HD63935b,4.7020703945760953e-07
486,TOI-1420b,1.0200187036836642e-05
487,HD260655c,3.8012887480125653e-07
488,HD109833b,3.550047353444787e-07
489,TOI-4010b,6.302714868019238e-06
490,TOI-1272b,3.6639738482191257e-06
491,HAT-P-64b,4.564880466223121e-05
492,TOI-178e,2.891365489918139e-07
493,TOI-178g,1.8414232658790045e-07
494,TOI-1135b,4.402081926938538e-06
495,TOI-2524b,8.571332541300028e-06
496,TOI-178d,6.834733987442985e-07
497,Kepler-109c,9.825358790935014e-08
498,TOI-2207b,6.200468208189559e-06
499,HAT-P-61b,4.074557559168729e-05
500,TOI-277b,3.5157137773755087e-06
501,TOI-1820b,1.595306363717258e-05
502,TOI-1710b,4.0426673324084774e-07
503,TOI-2421b,1.3254943206762775e-05
504,WASP-182b,1.6224780595397615e-05
505,TOI-1136c,6.768621508419427e-07
506,TOI-1136d,6.933009484478327e-07
507,NGTS-11b,7.54650845887729e-07
508,HIP94235b,5.296807481534446e-07
509,TOI-2025b,6.462419168479847e-06
510,TOI-2018b,5.026114839833256e-07
511,GJ486b,2.0441457446197223e-06
512,Gaia-2b,3.6603550554760664e-05
513,TOI-2427b,2.901636984289259e-06
514,TOI-139b,1.8801399620167314e-07
515,LHS475b,8.280712656209996e-07
516,TOI-2583Ab,2.331316669819361e-05
517,TOI-2796b,3.345884721958893e-05
518,TOI-3976Ab,9.920753885935964e-06
519,TOI-969b,4.0104874314497286e-06
520,TOI-2000c,3.1316545894460047e-06
521,TOI-2364b,1.13548197864801e-05
522,TOI-2498b,5.545307208225999e-06
523,TOI-2587Ab,1.3139475243299125e-05
524,TOI-4145Ab,2.7666930493125207e-05
525,HD23472f,5.6764970588462074e-08
526,HD207496b,4.6642829574782743e-07
527,HD23472c,4.701834577801047e-08
528,TOI-1937Ab,0.0001902885810886768
529,TOI-2803Ab,0.00011758661936101986
530,TOI-2842b,2.658741294903464e-05
531,K2-415b,5.188589605532782e-07
532,TOI-913b,3.2053401728318597e-07
533,TOI-2977b,5.491062048633345e-05
534,TOI-444b,1.5753776853117028e-07
535,TOI-470b,4.830833532307865e-07
536,TOI-836b,5.925927569154048e-07
537,TOI-1416b,2.660252546100165e-06
538,TOI-2459b,1.6003052400597535e-07
539,TOI-3023b,3.849277749844322e-05
540,TOI-3082b,6.729787009331267e-06
541,TOI-3912b,3.458365888710337e-05
542,TOI-4551b,5.174788824365789e-06
543,TOI-858Bb,3.6575836576226886e-05
544,HD183579b,2.6818128533411406e-07
545,HD1397b,3.995540446604148e-06
546,NGTS-12b,8.75436946185748e-06
547,TOI-2570b,3.937550634954061e-05
548,TOI-778b,2.381401914867115e-05
549,TOI-1694b,7.151876106645073e-06
550,TOI-2443b,3.4975890959474867e-07
551,TOI-1452b,2.7252536611947404e-07
552,TOI-1516b,7.769413461279032e-05
553,TOI-1431b,4.792376594189805e-05
554,HATS-38b,6.789837247639537e-06
555,K2-36c,1.2723197400960039e-06
556,TOI-4600b,1.3817217475063324e-07
557,TOI-1181b,6.638706190884333e-05
558,HAT-P-58b,3.2494169278304194e-05
559,K2-329b,2.6508708557184145e-06
560,TOI-5678b,1.4133300461546264e-07
561,TOI-620b,2.201856662615445e-06
562,TOI-5344b,2.1607901305698585e-05
563,HD73583b,8.13498454963689e-07
564,WASP-77Ab,0.0001267449072814019
565,LTT9779b,2.8718176766589e-05
566,TOI-3364b,1.19326257684109e-05
567,TOI-1634b,4.898657351650061e-06
568,TOI-4641b,8.132940198435651e-07
569,TRAPPIST-1d,4.51283765961809e-07
570,TRAPPIST-1h,5.353067318561737e-08
571,TOI-244b,2.703636282072909e-07
572,TOI-544b,2.9233043912056215e-06
573,HD110067b,2.790357400299873e-07
574,HD110067c,1.919650545887479e-07
575,HD110067d,1.588573388480121e-07
576,HD110067f,5.2548097356348246e-08
577,TOI-1442b,9.80040551703531e-06
578,TOI-622b,6.1870264543834085e-06
579,K2-138f,2.8074394849486173e-07
580,TRAPPIST-1c,1.7572438920256908e-06
581,TOI-122b,1.7552317983178882e-06
582,TOI-5126b,1.923148575824327e-06
583,TOI-500b,3.4945964735174065e-06
584,TOI-1107b,2.4527599550164575e-05
585,K2-370b,1.3706523102459436e-05
586,HD28109d,2.274083551819275e-08
587,HD110082b,2.905540263231222e-07
588,TOI-3714b,6.391595527839625e-05
589,TOI-3629b,1.352759502285187e-05
590,TOI-1194b,2.286668274498399e-05
591,TOI-5398b,4.016732741470044e-06
592,TOI-5398c,1.3861290000543892e-06
593,TOI-1670c,7.17678070584645e-07
594,K2-3b,2.8015367132578836e-07
595,GJ367b,3.4928905209623522e-06
596,K2-174b,1.548563235704162e-07
597,TOI-628b,2.1728675641460354e-05
598,TOI-712b,2.4337107557342746e-07
599,WASP-193b,2.1423125231321794e-05
600,TOI-1064c,2.8857551906545326e-07
601,TOI-1842b,4.930518453711624e-06
602,Kepler-1517b,2.9604071203458433e-05
603,TOI-1231b,2.9261564272943423e-07
604,Qatar-6b,2.8791372187038167e-05
605,TOI-559b,1.0400805418739376e-05
606,Kepler-63b,2.119859586908813e-06
607,K2-399b,7.26981488916424e-05
608,MASCARA-1b,7.154409055635058e-05
609,HD152843b,3.8070141394062607e-07
610,WASP-189b,4.689096451694831e-05
611,K2-403b,3.800513726330557e-07
612,TOI-2193Ab,0.0001299050674870546
613,TOI-1260b,1.567612999709978e-06
614,TOI-1260d,2.834361678698595e-07
615,GPX-1b,8.639633781309396e-05
616,WASP-184b,2.0552386818336123e-05
617,NGTS-9b,1.554553357931088e-05
618,WASP-171b,1.7269713923740777e-05
619,TOI-4137b,2.456453889140009e-05
620,TOI-1468c,2.145813053510638e-07
621,TOI-2567b,9.615342317576314e-06
622,TOI-1899b,2.398478844391296e-06
623,TOI-1468b,1.3751877689448687e-06
624,TOI-2236b,2.9920445243953107e-05
625,TOI-3331Ab,6.196495077183673e-05
626,TOI-3540Ab,0.00010950162444788182
627,TOI-1288b,6.249626367811532e-06
628,NGTS-24b,2.9340020409258814e-05
629,TOI-1136f,1.8073221083529564e-07
630,CoRoT-36b,2.0847040935476555e-05
631,HATS-61b,1.0430294099223976e-05
632,TOI-3362b,2.544739969170704e-06
633,TOI-2134b,4.3244147798899724e-07
634,HD3167c,8.337545667018113e-08
635,HD3167b,2.957471009342681e-06
636,TOI-2046b,0.00013257691014382112
637,TOI-954b,1.3461228740940858e-05
638,TOI-181b,6.319679450191675e-06
639,TOI-1811b,2.3428024637058605e-05
640,TOI-2145b,4.251771872992283e-06
641,TOI-2152Ab,2.92283924795568e-05
642,TOI-1246b,1.376595878358171e-06
643,HD15906c,1.565081126714248e-07
644,TOI-2497b,3.319477527807375e-06
645,TOI-2445b,1.3988468278230024e-05
646,TOI-1422b,4.879731932706154e-07
647,TOI-2154b,3.664296125097388e-05
648,HAT-P-60b,3.0838818413002656e-05
649,TOI-1386b,4.440029025846388e-07
650,K2-39b,6.366970652776085e-06
651,Kepler-444e,2.2639547682430683e-08
652,Kepler-102e,1.6468418130024646e-07
653,TOI-615b,2.8480564529072972e-05
654,K2-24c,3.910435876868056e-07
655,Wolf503b,4.647006781816423e-07
656,K2-79b,1.0079346036748383e-06
657,K2-99b,3.006624810508185e-06
658,K2-32d,1.301791067076086e-07
659,TOI-942b,2.6315945548825828e-06
660,HD221416b,2.116946517871754e-06
661,K2-32b,1.6168960092066243e-06
662,K2-129b,1.2159346952686122e-07
663,TOI-2136b,6.176632889063547e-07
664,HD15337c,1.5160907079773535e-07
665,WASP-187b,2.8810805363023826e-05
666,TOI-4406b,1.1305816963091964e-06
667,TOI-2338b,1.829700012521545e-06
668,K2-353b,8.407730088498455e-07
669,TOI-1411b,1.2641806353863866e-06
670,NGTS-13b,1.9764306667302703e-05
