,Planet Name,Full Phase Curve Noise Estimate 0.8-1.1um
180,HAT-P-33b,6.3045227105562355e-06
181,WASP-48b,1.1343423864714579e-05
182,HD219134b,4.2105435120038913e-07
183,HATS-3b,8.413017371650158e-06
184,HAT-P-8b,4.201466528455145e-06
185,WASP-96b,1.2063189445612836e-05
186,WASP-24b,8.319348626068517e-06
187,TOI-216.01,2.8796806654851472e-06
188,KELT-3b,4.697796176985794e-06
189,WASP-132b,5.353167258591315e-06
190,KELT-17b,3.427066576756003e-06
191,KELT-10b,4.530000491727063e-06
192,WASP-117b,2.5239890755788362e-06
193,HATS-51b,9.145553250125835e-06
194,K2-333b,4.5764652907772495e-06
195,WASP-126b,5.7415114947061675e-06
196,WASP-6b,9.889887698754957e-06
197,LHS3844b,2.4030833214229192e-05
198,KELT-7b,2.328141360339722e-06
199,K2-198b,2.650914918533142e-06
200,WASP-78b,1.1607196712690219e-05
201,HAT-P-45b,6.8962633929775604e-06
202,TrES-2b,8.853477312786865e-06
203,CoRoT-2b,1.117146025439334e-05
204,HAT-P-27b,9.487818007136437e-06
205,G9-40b,6.529743868364144e-06
206,WASP-41b,7.3320483397682e-06
207,TOI-640b,3.941104978124317e-06
208,TOI-1259Ab,7.4979370231207284e-06
209,WASP-138b,8.752135803005555e-06
210,WASP-74b,4.083948903686786e-06
211,HAT-P-25b,1.1386118565025291e-05
212,HAT-P-62b,1.1602771555072233e-05
213,WASP-29b,4.632888615611374e-06
214,WASP-82b,4.147095248360088e-06
215,HAT-P-29b,6.116014836695548e-06
216,K2-31b,8.999839669376565e-06
217,HAT-P-37b,1.771503053691778e-05
218,XO-2Nb,6.777214684851097e-06
219,HAT-P-32b,8.19331417072492e-06
220,KPS-1b,1.6105160687620242e-05
221,XO-1b,5.856170157344604e-06
222,WASP-190b,7.89037677148499e-06
223,WASP-92b,1.573466177585879e-05
224,HAT-P-19b,9.625221677526889e-06
225,HAT-P-67b,3.4607502275569465e-06
226,K2-107b,1.227551835655063e-05
227,HAT-P-1b,3.846641844656679e-06
228,WASP-16b,6.0346561070606e-06
229,K2-261b,2.6015089991582106e-06
230,GJ3470b,4.6083406896133045e-06
231,HAT-P-15b,3.6127418894264535e-06
232,K2-55b,1.2939942244942834e-05
233,WASP-166b,2.357800759055259e-06
234,HIP65Ab,7.751081849740934e-06
235,WASP-101b,4.3740702926008526e-06
236,WASP-5b,1.3989966180752191e-05
237,XO-3b,4.606452467687781e-06
238,K2-121b,9.137750559320535e-06
239,WASP-165b,1.1773019474628731e-05
240,K2-25b,1.5970552576934687e-05
241,LTT3780c,3.0053917410973453e-06
242,HAT-P-9b,9.3354809576433e-06
243,HAT-P-28b,1.2757640936146208e-05
244,HAT-P-49b,5.5814492930981995e-06
245,K2-266d,3.022652193957112e-06
246,WASP-98b,1.4652575585635037e-05
247,WASP-85Ab,5.273272159363923e-06
248,WASP-157b,9.280983488453299e-06
249,HAT-P-6b,4.985203190791081e-06
250,WASP-153b,1.1404646683307354e-05
251,HAT-P-31b,6.488630966582706e-06
252,TOI-216.02,4.088489918389801e-06
253,WASP-47b,7.3404522702227215e-06
254,HD63433b,6.011582993286841e-07
255,Kepler-435b,8.454454994301076e-06
256,WASP-56b,8.780500340929443e-06
257,WASP-42b,6.815136294612685e-06
258,GJ1214b,1.1867570224551075e-05
259,TOI-150.01,5.0388349461876e-06
260,TOI-451c,3.134671608880854e-06
261,TOI-2076d,7.097455545627193e-07
262,TOI-1266c,2.9947178485427387e-06
263,Qatar-10b,1.9060940665112464e-05
264,TOI-270d,2.7378442730171294e-06
265,WASP-72b,7.840653398093748e-06
266,WASP-91b,8.278244774454723e-06
267,Kepler-7b,1.2792614301009851e-05
268,WASP-28b,9.790404289986723e-06
269,WASP-131b,3.336125466044784e-06
270,HAT-P-20b,5.545921629845981e-06
271,WASP-35b,6.145581694609563e-06
272,WASP-20b,4.144873175193436e-06
273,WASP-158b,1.0678058793477706e-05
274,LP714-47b,5.322410913402159e-06
275,HIP67522b,2.246451063393054e-06
276,TOI-1859b,1.1843386925377423e-06
277,EPIC246851721b,5.354999735394693e-06
278,WASP-26b,7.148843415037574e-06
279,Qatar-9b,2.4076487443251826e-05
280,HATS-26b,1.2932261688522185e-05
281,KELT-9b,2.067971100172789e-06
282,WASP-104b,9.731371993838142e-06
283,KELT-23Ab,5.007148593858971e-06
284,HATS-2b,2.267668662308835e-05
285,WASP-69b,2.7288948728345806e-06
286,CoRoT-19b,1.3714594777369398e-05
287,Kepler-18d,7.300143433911526e-06
288,HD209458b,1.2401585800420923e-06
289,GJ357b,2.1827950985269658e-06
290,WASP-43b,1.3238261553309733e-05
291,HD189733b,1.3127606625317389e-06
292,WASP-173Ab,1.0690263186062625e-05
293,WASP-172b,5.848116870475931e-06
294,TOI-1333b,2.6261320809290686e-06
295,TOI-4479b,2.4360879723679182e-05
296,WASP-148b,6.164498652746177e-06
297,AUMicb,6.312357409057816e-07
298,WASP-12b,1.214861626720154e-05
299,TOI-4515b,4.060676361727391e-06
300,LHS1678b,9.866386431965605e-06
301,LHS1678c,4.928981149492536e-06
302,LHS1678d,4.285545588807216e-06
303,TOI-1994b,4.7402433950468646e-06
304,GJ806b,4.316217465078679e-06
305,Kepler-91b,7.589627811578356e-06
306,TOI-3688Ab,9.948159212816554e-06
307,LHS1478b,8.802867807675881e-06
308,Kepler-1658b,7.867682157224555e-06
309,GJ9827b,4.443715621200517e-06
310,GJ9827c,2.6383184558123947e-06
311,GJ9827d,2.0605938622182065e-06
312,LTT1445Ab,1.8525473269777094e-06
313,KELT-4Ab,4.351117359839298e-06
314,HAT-P-54b,1.1465956520859534e-05
315,MASCARA-4b,2.165871755334161e-06
316,HATS-70b,2.2086097510930342e-05
317,WASP-52b,1.2802100546027483e-05
318,WASP-7b,2.758302460319509e-06
319,HAT-P-44b,1.255994983566133e-05
320,KELT-14b,8.424148695618822e-06
321,WASP-192b,1.3688639732166568e-05
322,WASP-162b,6.5191918585155145e-06
323,TOI-169b,1.280802949253054e-05
324,GJ1132b,7.83307610178171e-06
325,HD63433c,3.581622365349714e-07
326,HATS-52b,2.5578669371355722e-05
327,HATS-57b,1.2228992443326288e-05
328,KELT-15b,6.9172862526295855e-06
329,HD202772Ab,1.8124615012086865e-06
330,HATS-10b,1.6115842801223848e-05
331,K2-198d,3.950378699008099e-06
332,HATS-64b,1.1846263407005927e-05
333,K2-260b,1.2634371715130815e-05
334,WASP-180Ab,5.960614850543632e-06
335,TOI-674b,1.1232037235322844e-05
336,TrES-3b,1.4348483885511787e-05
337,WASP-10b,8.929796977372982e-06
338,TOI-1789b,3.500341458628526e-06
339,KELT-1b,8.011759819932045e-06
340,WASP-107b,3.978182912143855e-06
341,WASP-36b,1.7654168365672577e-05
342,Kepler-18c,1.0053244875188484e-05
343,HAT-P-68b,1.826341217640074e-05
344,TOI-1807b,6.709788138025721e-06
345,HAT-P-17b,2.5171749756554406e-06
346,HATS-45b,1.546851670218184e-05
347,TOI-1728b,6.193157962596275e-06
348,HAT-P-3b,7.2637924991907525e-06
349,WASP-95b,4.4740942666045065e-06
350,HATS-31b,1.2733876579691058e-05
351,KELT-19Ab,3.3558893685918155e-06
352,WASP-87b,7.10078252035244e-06
353,Kepler-447b,6.368276322355162e-06
354,Kepler-1656b,1.973384153514385e-06
355,TOI-4010c,7.340814349384657e-06
356,HATS-55b,1.4914201418209763e-05
357,Kepler-450b,3.1597619317764284e-06
358,K2-155c,3.5634838564049874e-06
359,WASP-13b,4.7647000846627645e-06
360,WASP-58b,6.874572823134358e-06
361,WASP-119b,1.0015578716718905e-05
362,HAT-P-52b,1.811846867247442e-05
363,WASP-4b,1.6441999977745235e-05
364,HATS-5b,9.25998849101782e-06
365,Qatar-7b,1.633292209871572e-05
366,WASP-114b,1.667511487310037e-05
367,55Cnce,1.046798689022863e-06
368,WASP-160Bb,1.2114748372284286e-05
369,WASP-142b,1.78036897357812e-05
370,HATS-29b,9.912511886957092e-06
371,K2-140b,8.478643529522337e-06
372,WASP-50b,1.0736189090574475e-05
373,TOI-431b,4.0227136554261335e-06
374,TOI-172b,4.097582587336288e-06
375,TOI-2076c,9.114364750344009e-07
376,WASP-90b,6.372300793403384e-06
377,TOI-269b,1.1122927533913712e-05
378,HAT-P-50b,9.313154109780574e-06
379,TrES-1b,7.671231368424407e-06
380,WASP-106b,4.904725616800067e-06
381,K2-266b,1.4048022388739744e-05
382,TOI-201b,6.696953220879808e-07
383,WASP-88b,5.934145701795907e-06
384,HATS-39b,1.3216126569043686e-05
385,WASP-168b,8.011255362244327e-06
386,HD2685b,3.1035548600277437e-06
387,K2-237b,8.953047871640416e-06
388,HD149026b,1.6227534504470317e-06
389,HAT-P-39b,1.2016090787444794e-05
390,TOI-270c,3.815645476556556e-06
391,HAT-P-30b,5.782663661746158e-06
392,LP791-18b,3.660398938722166e-05
393,HAT-P-12b,9.994317981773404e-06
394,TOI-421c,1.563439284991291e-06
395,TOI-700c,3.008147126127783e-06
396,TOI-451d,2.368765361381374e-06
397,NGTS-2b,5.181484343343132e-06
398,WASP-89b,1.3482743592145812e-05
399,WASP-161b,4.624119203378726e-06
400,WASP-68b,3.5370785196753293e-06
401,TOI-904b,3.516303383415139e-06
402,KELT-8b,4.050378111259794e-06
403,Qatar-5b,1.243268882805696e-05
404,HATS-13b,1.798993005524675e-05
405,TOI-1518b,3.656550143775493e-06
406,KOI-94d,3.906942753384144e-06
407,WASP-8b,2.2148939388304387e-06
408,WASP-3b,6.504483685832936e-06
409,WASP-186b,4.67382606587109e-06
410,WASP-175b,1.4325985013112175e-05
411,WASP-164b,1.62297599794937e-05
412,HAT-P-38b,9.106056257109847e-06
413,HD332231b,8.655829782303213e-07
414,WASP-144b,2.1116963486550064e-05
415,TOI-125c,3.123025923360791e-06
416,WASP-75b,8.538699677030913e-06
417,HAT-P-40b,5.585636370245133e-06
418,WASP-66b,7.297910104736538e-06
419,WASP-17b,6.732915536312806e-06
420,WASP-79b,4.370880326225408e-06
421,WASP-14b,4.205590796641363e-06
422,HD219666b,2.5389329065190907e-06
423,WASP-120b,5.677311942453687e-06
424,HATS-7b,1.3031381553009071e-05
425,HAT-P-34b,3.7729274235932737e-06
426,HATS-30b,1.0790378945071074e-05
427,TOI-561c,2.2134520916133874e-06
428,TOI-905b,5.940608140021493e-06
429,WASP-34b,4.416912094229183e-06
430,WASP-67b,7.340966656842703e-06
431,WASP-11b,5.995938335465976e-06
432,HAT-P-41b,6.57447349831997e-06
433,HAT-P-43b,1.678214725581413e-05
434,HAT-P-23b,1.5783396401003616e-05
435,TOI-2158b,3.131804558147021e-06
436,WASP-44b,1.7468536918661274e-05
437,WASP-55b,7.830510547681595e-06
438,WASP-156b,6.61381450935196e-06
439,WASP-49b,7.3165240901057445e-06
440,TrES-4b,8.247044959292605e-06
441,HD89345b,1.4676369302403497e-06
442,GJ1252b,1.0968797122229862e-05
443,WASP-23b,1.160760547103733e-05
444,HD108236d,1.2528124744493453e-06
445,WASP-113b,7.61529078485086e-06
446,L98-59c,3.0360511542018006e-06
447,HAT-P-18b,7.730647226670788e-06
448,HAT-P-7b,6.444114508077805e-06
449,KELT-2Ab,1.8796735230428844e-06
450,HAT-P-46b,5.6765595110288484e-06
451,TOI-677b,1.8881070059089787e-06
452,WASP-71b,5.213238962181435e-06
453,HATS-72b,5.841309227842124e-06
454,WASP-118b,5.81324896989468e-06
455,Kepler-6b,1.4927329741858961e-05
456,KELT-11b,1.1282829340074984e-06
457,HAT-P-65b,1.4393675179552132e-05
458,CoRoT-11b,1.477895233248294e-05
459,L98-59d,2.1697197691556764e-06
460,LP791-18c,1.5440403854024507e-05
461,HD108236e,1.0695128622895001e-06
462,LTT3780b,1.0837025538893125e-05
463,K2-29b,9.621672841973013e-06
464,WASP-45b,1.055324953646962e-05
465,Kepler-105b,6.829509287547973e-06
466,HAT-P-11b,1.9382554743622156e-06
467,TOI-421b,2.7416689568298153e-06
468,K2-19b,7.979534474861136e-06
469,TOI-1298b,6.462309755146883e-06
470,HAT-P-22b,3.0849064229500107e-06
471,HAT-P-42b,7.686443525009885e-06
472,WASP-121b,8.092806414696153e-06
473,TOI-824b,6.9853917752102975e-06
474,TOI-270b,4.8421138193514255e-06
475,XO-7b,5.165493187370921e-06
476,Qatar-1b,1.4727817807589425e-05
477,HD97658b,7.682949156349931e-07
478,TOI-942c,4.321687445397517e-06
479,GJ3090b,3.8359034595760365e-06
480,TOI-2134c,3.060167852597099e-07
481,TOI-3693b,5.3341407359474525e-06
482,TOI-1470c,3.6264049039070438e-06
483,TOI-1408b,2.8877723973497207e-06
484,HD260655b,1.7816360499398534e-06
485,HD63935b,1.1516542649723786e-06
486,TOI-1420b,5.652530262039388e-06
487,HD260655c,1.2596102202558444e-06
488,HD109833b,1.634255411511389e-06
489,TOI-4010b,1.4063620546118403e-05
490,TOI-1272b,7.37374181771382e-06
491,HAT-P-64b,9.760508955612647e-06
492,TOI-178e,3.1507770453511934e-06
493,TOI-178g,2.204913338099675e-06
494,TOI-1135b,2.025181484521863e-06
495,TOI-2524b,9.158515081480461e-06
496,TOI-178d,3.85853770874218e-06
497,Kepler-109c,4.87691202930292e-06
498,TOI-2207b,4.9394420208653924e-06
499,HAT-P-61b,1.7007970554015155e-05
500,TOI-277b,1.0195055705992387e-05
501,TOI-1820b,4.750239002560154e-06
502,TOI-1710b,1.126034747065059e-06
503,TOI-2421b,5.738607727520991e-06
504,WASP-182b,8.592805055839357e-06
505,TOI-1136c,2.2072629146011985e-06
506,TOI-1136d,1.5784895050617425e-06
507,NGTS-11b,3.0643511203477227e-06
508,HIP94235b,1.1860725889333524e-06
509,TOI-2025b,4.688489591913236e-06
510,TOI-2018b,1.809243529161188e-06
511,GJ486b,3.166136826299267e-06
512,Gaia-2b,6.454829912378372e-06
513,TOI-2427b,3.9123156173033505e-06
514,TOI-139b,1.690526273265248e-06
515,LHS475b,5.579370996397182e-06
516,TOI-2583Ab,1.0669580002336287e-05
517,TOI-2796b,9.538469865740609e-06
518,TOI-3976Ab,7.995242985414896e-06
519,TOI-969b,8.099807817774499e-06
520,TOI-2000c,3.420578901408302e-06
521,TOI-2364b,8.745797706449836e-06
522,TOI-2498b,6.7879791210781405e-06
523,TOI-2587Ab,5.791739268846892e-06
524,TOI-4145Ab,8.5626067897163e-06
525,HD23472f,1.408314203497911e-06
526,HD207496b,1.026123641630036e-06
527,HD23472c,9.07105726849328e-07
528,TOI-1937Ab,2.350600078399333e-05
529,TOI-2803Ab,1.5014045438272413e-05
530,TOI-2842b,1.1748549863861478e-05
531,K2-415b,1.036884728119969e-05
532,TOI-913b,2.1620618100419533e-06
533,TOI-2977b,1.1651583722481869e-05
534,TOI-444b,1.2999342933357857e-06
535,TOI-470b,3.3973538754970135e-06
536,TOI-836b,1.943647351673705e-06
537,TOI-1416b,5.247474774489269e-06
538,TOI-2459b,1.345093439904478e-06
539,TOI-3023b,7.197905625602095e-06
540,TOI-3082b,1.165152784101795e-05
541,TOI-3912b,1.1171914657407728e-05
542,TOI-4551b,1.5903578553559512e-06
543,TOI-858Bb,6.360307319732038e-06
544,HD183579b,9.277735080753636e-07
545,HD1397b,6.67870427810052e-07
546,NGTS-12b,6.5169727651237174e-06
547,TOI-2570b,1.1831865424371515e-05
548,TOI-778b,2.2599827964321387e-06
549,TOI-1694b,5.797150587943293e-06
550,TOI-2443b,8.412045479430208e-07
551,TOI-1452b,6.377916142347728e-06
552,TOI-1516b,7.721571513107682e-06
553,TOI-1431b,2.0336687193363668e-06
554,HATS-38b,9.43270009988344e-06
555,K2-36c,5.428202648380757e-06
556,TOI-4600b,2.2491231091324112e-06
557,TOI-1181b,6.642112572672737e-06
558,HAT-P-58b,9.619667538966422e-06
559,K2-329b,5.904615289112971e-06
560,TOI-5678b,1.7775913379492941e-06
561,TOI-620b,3.6858789442573943e-06
562,TOI-5344b,1.677972844961166e-05
563,HD73583b,1.6932342990767532e-06
564,WASP-77Ab,6.157408416930152e-06
565,LTT9779b,5.505575513055741e-06
566,TOI-3364b,5.117606972332585e-06
567,TOI-1634b,1.1464446842470959e-05
568,TOI-4641b,5.771864882413265e-07
569,TRAPPIST-1d,1.6291762744975795e-05
570,TRAPPIST-1h,7.630296759910477e-06
571,TOI-244b,3.092888107428737e-06
572,TOI-544b,5.67985848619733e-06
573,HD110067b,9.896054952612838e-07
574,HD110067c,8.112622592614746e-07
575,HD110067d,6.65670189560409e-07
576,HD110067f,4.723307870389556e-07
577,TOI-1442b,2.6207113555902584e-05
578,TOI-622b,1.8746329066981074e-06
579,K2-138f,4.740811875120915e-06
580,TRAPPIST-1c,2.0954766519179197e-05
581,TOI-122b,1.3647928581837824e-05
582,TOI-5126b,3.178243560874506e-06
583,TOI-500b,8.451820909809872e-06
584,TOI-1107b,4.236876104382738e-06
585,K2-370b,6.75715961091083e-06
586,HD28109d,6.267678962979381e-07
587,HD110082b,1.6083785223464256e-06
588,TOI-3714b,2.0824144542851737e-05
589,TOI-3629b,1.3636816055210533e-05
590,TOI-1194b,6.989818283377088e-06
591,TOI-5398b,2.3120218371158906e-06
592,TOI-5398c,3.3933079294698014e-06
593,TOI-1670c,1.1777379517591273e-06
594,K2-3b,3.2413330214282573e-06
595,GJ367b,5.086215606247204e-06
596,K2-174b,3.2261585943591374e-06
597,TOI-628b,3.959127916006145e-06
598,TOI-712b,2.59811332703769e-06
599,WASP-193b,6.810480930383095e-06
600,TOI-1064c,2.345304004335838e-06
601,TOI-1842b,2.044143923187871e-06
602,Kepler-1517b,4.109142998633746e-06
603,TOI-1231b,1.788938780397605e-06
604,Qatar-6b,5.82034901671874e-06
605,TOI-559b,4.3241172803037975e-06
606,Kepler-63b,4.734021563316925e-06
607,K2-399b,2.066122649282617e-05
608,MASCARA-1b,2.492441239663647e-06
609,HD152843b,1.2416703907251244e-06
610,WASP-189b,1.0082943173900421e-06
611,K2-403b,3.3232824750023273e-06
612,TOI-2193Ab,1.1020847947755807e-05
613,TOI-1260b,6.496190604604314e-06
614,TOI-1260d,2.898164044797828e-06
615,GPX-1b,1.497651879795073e-05
616,WASP-184b,1.0345791296939386e-05
617,NGTS-9b,1.1719926579745205e-05
618,WASP-171b,1.3756157968857122e-05
619,TOI-4137b,6.686504017359182e-06
620,TOI-1468c,2.9142405399696725e-06
621,TOI-2567b,7.878017371836067e-06
622,TOI-1899b,5.07137293927277e-06
623,TOI-1468b,7.690507161539554e-06
624,TOI-2236b,6.701656506852172e-06
625,TOI-3331Ab,1.0308642983536742e-05
626,TOI-3540Ab,6.906598487982975e-06
627,TOI-1288b,4.983338294814621e-06
628,NGTS-24b,1.3738545622920786e-05
629,TOI-1136f,1.098041001414263e-06
630,CoRoT-36b,1.2946329142593207e-05
631,HATS-61b,9.73598829333549e-06
632,TOI-3362b,2.5720732063011493e-06
633,TOI-2134b,9.683276404780328e-07
634,HD3167c,7.692137281048348e-07
635,HD3167b,3.7431314696589013e-06
636,TOI-2046b,1.0443464232953538e-05
637,TOI-954b,4.034366036665294e-06
638,TOI-181b,4.846219540118008e-06
639,TOI-1811b,7.367027757231395e-06
640,TOI-2145b,1.4520532066065011e-06
641,TOI-2152Ab,5.196072960285094e-06
642,TOI-1246b,7.035733505557545e-06
643,HD15906c,1.1320032961909719e-06
644,TOI-2497b,1.683975519996204e-06
645,TOI-2445b,3.628866115677742e-05
646,TOI-1422b,2.654539065951073e-06
647,TOI-2154b,6.055084687732667e-06
648,HAT-P-60b,2.6849681442571153e-06
649,TOI-1386b,1.8348642625010638e-06
650,K2-39b,2.9933607627985676e-06
651,Kepler-444e,1.3636442290641843e-06
652,Kepler-102e,3.0037112010808497e-06
653,TOI-615b,4.745727270843144e-06
654,K2-24c,1.4111515438753027e-06
655,Wolf503b,2.3276188282212667e-06
656,K2-79b,3.818376335000151e-06
657,K2-99b,2.337398317242306e-06
658,K2-32d,2.4128183127256497e-06
659,TOI-942b,6.518111266941138e-06
660,HD221416b,6.723588348972633e-07
661,K2-32b,4.467949284976209e-06
662,K2-129b,4.2983130310844944e-06
663,TOI-2136b,5.9159994916386905e-06
664,HD15337c,9.964303266604932e-07
665,WASP-187b,3.237796999710427e-06
666,TOI-4406b,2.1649147770773146e-06
667,TOI-2338b,4.2741650465388994e-06
