,Planet Name,Full Phase Curve Noise Estimate 0.8-1.1um
0,TOI-5704b,5.413274699628914e-06
1,TOI-672b,8.413072026467297e-06
2,TOI-199b,9.138389491917397e-07
3,WASP-176b,8.668315385948066e-06
4,TOI-1801b,2.1736030821658624e-06
5,TOI-836c,1.3094486567089194e-06
6,TOI-3807b,1.061334742443923e-05
7,TOI-4087b,8.801805557866886e-06
8,TOI-2818b,7.919582359829003e-06
9,TOI-3235b,2.0243532657062805e-05
10,TOI-4463Ab,6.257169186614765e-06
11,TOI-3785b,1.0982786307384971e-05
12,WASP-124b,1.3997199658740404e-05
13,WASP-25b,8.501370270430057e-06
14,LHS1140c,8.369937020578932e-06
15,TOI-1199b,5.6307277681172015e-06
16,TOI-1273b,4.966185877383245e-06
17,TOI-5803b,3.5811187665067468e-06
18,TOI-3819b,1.2234795496510044e-05
19,TOI-4791b,6.568609742179167e-06
20,TOI-4377b,4.854112923278636e-06
21,Wolf327b,1.091201863543744e-05
22,HD118203b,1.1558643666524673e-06
23,TOI-1470b,9.496126057560425e-06
24,V1298Taub,1.3580809696100169e-06
25,TOI-2109b,8.166310353392028e-06
26,K2-138g,2.6359609762992772e-06
27,K2-141c,2.979293071142566e-06
28,TRAPPIST-1b,2.6358186577516306e-05
29,TRAPPIST-1e,1.331431459060741e-05
30,TRAPPIST-1f,1.0862925933059652e-05
31,TRAPPIST-1g,9.390685250014912e-06
32,GJ3473b,1.1683171599067383e-05
33,TOI-2202b,6.613547338602724e-06
34,TOI-833b,7.262262753832352e-06
35,HD28109c,7.668757843302676e-07
36,TOI-2641b,6.881264402992501e-06
37,TOI-1685b,1.2304642951749519e-05
38,K2-87b,7.19169509223566e-06
39,WASP-178b,4.827808066669702e-06
40,HIP29442b,1.3822299843131049e-06
41,HD152843c,8.685335383012954e-07
42,K2-26b,6.606644870790763e-06
43,TOI-1246d,3.4993191330837584e-06
44,WASP-62b,3.6179548439432154e-06
45,WASP-80b,5.221450266367079e-06
46,WASP-22b,8.75825380621112e-06
47,WASP-60b,1.1022935045326097e-05
48,TOI-1296b,6.369627375697069e-06
49,HAT-P-59b,7.6703780047736e-06
50,XO-5b,8.169296431328774e-06
51,WASP-99b,2.3307139151552537e-06
52,HATS-56b,6.385908319164409e-06
53,WASP-70Ab,5.874898657238321e-06
54,K2-417b,8.067079001761126e-06
55,TOI-1759b,1.7736426193935683e-06
56,WASP-150b,7.674321619006429e-06
57,Qatar-4b,2.0454383327345148e-05
58,TOI-1201b,7.307753476308741e-06
59,HAT-P-35b,1.0474564433592287e-05
60,TOI-561b,8.231639534307952e-06
61,WASP-53b,1.0777411891969347e-05
62,KELT-20b,1.731865484980016e-06
63,KELT-6b,3.152181064685676e-06
64,piMenc,3.9550544793388726e-07
65,HATS-24b,1.7957086598683764e-05
66,HD191939d,6.68022487466268e-07
67,WASP-147b,8.937273414387323e-06
68,WASP-97b,6.001644900931584e-06
69,WASP-15b,5.5218321811153404e-06
70,HATS-58Ab,6.4375477371527e-06
71,WASP-139b,7.841375911241205e-06
72,HAT-P-2b,1.8193449129702802e-06
73,TOI-163b,6.299571827619342e-06
74,TOI-1478b,3.0424209223934377e-06
75,WASP-136b,2.9977272102936057e-06
76,HATS-4b,1.9169002461298918e-05
77,L98-59b,3.868271335087081e-06
78,TOI-2076b,1.2889591527621297e-06
79,HAT-P-69b,3.586561491062032e-06
80,EPIC211945201b,1.8118825288170043e-06
81,K2-34b,7.5232485461673804e-06
82,WASP-61b,9.861414597202651e-06
83,KELT-21b,6.467959294445151e-06
84,HAT-P-16b,6.138672290340335e-06
85,WASP-174b,8.122711518592752e-06
86,WASP-130b,3.5121973658707855e-06
87,KOI-12b,2.9571506612662617e-06
88,WASP-37b,1.2797508062477764e-05
89,HD191939c,7.73611089555324e-07
90,WASP-83b,7.778356374186518e-06
91,WASP-46b,2.197891615037218e-05
92,XO-4b,5.008216380747717e-06
93,WASP-170b,1.3770745035163577e-05
94,HD191939b,1.3723091431053228e-06
95,HD86226c,1.3295208874367363e-06
96,TOI-481b,2.1749874564049103e-06
97,WASP-169b,7.459248394117901e-06
98,Kepler-138b,4.955489962837435e-06
99,TOI-4010d,4.525392876527996e-06
100,WASP-33b,3.168713683785181e-06
101,HATS-1b,8.998623105258826e-06
102,HD106315c,1.0406937412579623e-06
103,XO-6b,3.194001365409659e-06
104,HAT-P-26b,6.681435609080514e-06
105,TOI-125b,4.300719347572725e-06
106,TOI-431d,1.0629673971170492e-06
107,KELT-18b,4.8626937629458725e-06
108,TOI-892b,4.304409006937457e-06
109,DSTucAb,1.123985183672753e-06
110,WASP-105b,5.180170956502289e-06
111,TOI-776b,2.4236275838783365e-06
112,HATS-42b,2.0082504837723473e-05
113,WASP-177b,8.881396454604916e-06
114,HAT-P-13b,5.849065750708981e-06
115,WASP-103b,1.4079907337983493e-05
116,HATS-27b,1.1533148256684977e-05
117,WASP-141b,1.2316553038100589e-05
118,K2-238b,1.2061376456501682e-05
119,TOI-257b,5.682211507520058e-07
120,WASP-181b,1.3231901527786735e-05
121,WASP-135b,1.6406053753742148e-05
122,WASP-81b,1.123735512616149e-05
123,WASP-19b,1.8161850795749988e-05
124,HAT-P-4b,6.808736040126809e-06
125,WASP-32b,8.649917241895931e-06
126,WASP-73b,4.290754211880564e-06
127,LTT1445Ac,2.526792931431252e-06
128,WASP-64b,1.8385694890057287e-05
129,HD110113b,4.213085290756205e-06
130,K2-30b,1.1602931453330534e-05
131,WASP-21b,5.54337547047088e-06
132,HAT-P-21b,8.066628025846326e-06
133,KOI-13b,9.188696705550064e-06
134,WASP-123b,5.5561121326761055e-06
135,KELT-12b,3.764385885456694e-06
136,HATS-60b,1.1062161973038684e-05
137,WASP-133b,1.6005458317019454e-05
138,HATS-65b,1.1765506190760992e-05
139,HATS-40b,1.677033257452266e-05
140,HATS-33b,9.525272093122475e-06
141,HATS-68b,1.0308094896408635e-05
142,HAT-P-57b,5.132039735690595e-06
143,WASP-54b,4.027009823859855e-06
144,HATS-25b,1.2982190390487442e-05
145,TOI-776c,1.7693152990536372e-06
146,HAT-P-5b,9.117862960975403e-06
147,Qatar-8b,6.896701788695954e-06
148,WASP-18b,4.772919482141214e-06
149,TrES-5b,2.3217650984951222e-05
150,WASP-2b,8.78523875048185e-06
151,HAT-P-55b,1.6498493847132727e-05
152,HAT-P-36b,1.4444532606549878e-05
153,WASP-65b,1.1362156390253797e-05
154,WASP-159b,9.580527363694141e-06
155,WASP-93b,7.4940579705094985e-06
156,WASP-140b,6.515267851089063e-06
157,KELT-16b,1.695466833394244e-05
158,Kepler-5b,1.4635008015982156e-05
159,WASP-129b,8.602744701477246e-06
160,WASP-145Ab,8.20506852430165e-06
161,WASP-167b,7.77685574567984e-06
162,K2-232b,1.9657678072006482e-06
163,TOI-157b,1.427482673500596e-05
164,WASP-76b,4.363094257347442e-06
165,Qatar-2b,1.7773380081154362e-05
166,LP791-18d,2.066258828051169e-05
167,HATS-22b,1.2926401486394197e-05
168,HAT-P-51b,1.3974905772235558e-05
169,TOI-837b,2.920716070421986e-06
170,HAT-P-56b,7.007358526228205e-06
171,WASP-57b,1.8312279260420297e-05
172,KELT-24b,1.4357407230884104e-06
173,HATS-35b,1.4007086725595582e-05
174,WASP-94Ab,4.069529200354583e-06
175,HAT-P-24b,9.179212197547078e-06
176,WASP-31b,9.173141681226254e-06
177,WASP-183b,1.3233080147223648e-05
178,HAT-P-66b,1.6310524861019323e-05
179,WASP-63b,4.9435528667585946e-06
