,Planet Name,Eclipse Flux Ratio 0.8-1.1um
206,WASP-41b,2.0815764452313917e-06
207,TOI-640b,1.5631771531618863e-05
208,TOI-1259Ab,1.4339135221411216e-07
209,WASP-138b,6.512272364693448e-06
210,WASP-74b,5.06850765157417e-05
211,HAT-P-25b,1.03036294078574e-06
212,HAT-P-62b,7.284155590196472e-06
213,WASP-29b,7.596077972224479e-08
214,WASP-82b,6.49569320146097e-05
215,HAT-P-29b,8.830143864638068e-07
216,K2-31b,1.9728689161420827e-05
217,HAT-P-37b,2.9793699150692827e-06
218,XO-2Nb,2.853604278710433e-06
219,HAT-P-32b,8.160713206298152e-05
220,KPS-1b,9.43172178222451e-06
221,XO-1b,1.2766438068230362e-06
222,WASP-190b,3.270084722479451e-06
223,WASP-92b,4.899803868258253e-05
224,HAT-P-19b,2.2791681695895523e-07
225,HAT-P-67b,3.256674903722677e-05
226,K2-107b,1.876861901183453e-05
227,HAT-P-1b,2.4430911847996408e-06
228,WASP-16b,2.1909937240209733e-06
229,K2-261b,3.204569297356557e-08
230,GJ3470b,3.583546404181195e-10
231,HAT-P-15b,1.5882628316552866e-08
232,K2-55b,2.0728022729754492e-08
233,WASP-166b,3.2723541458975156e-07
234,HIP65Ab,6.33139636436281e-05
235,WASP-101b,9.447265226527348e-06
236,WASP-5b,3.0330777589100703e-05
237,XO-3b,1.4109552389801205e-05
238,K2-121b,9.715083147476133e-09
239,WASP-165b,8.868981823220189e-06
240,K2-25b,4.447118473526467e-13
241,LTT3780c,2.4408633818820435e-18
242,HAT-P-9b,8.149658280117368e-06
243,HAT-P-28b,4.14684294593902e-06
244,HAT-P-49b,4.877681536183528e-05
245,K2-266d,1.8962327002830669e-13
246,WASP-98b,1.466696330742638e-06
247,WASP-85Ab,7.920898908654486e-06
248,WASP-157b,1.5251837463464677e-06
249,HAT-P-6b,1.1899514991700307e-05
250,WASP-153b,1.8368148434001782e-05
251,HAT-P-31b,3.0214955455989226e-06
252,TOI-216.02,1.4448431639096816e-11
253,WASP-47b,1.4666586145319734e-06
254,HD63433b,2.2994135904696195e-09
255,Kepler-435b,8.554361325461748e-06
256,WASP-56b,8.876661881222395e-07
257,WASP-42b,1.336960705257743e-07
258,GJ1214b,1.2486320738300644e-11
259,TOI-150.01,2.175187461866035e-06
260,TOI-451c,1.0665165810648826e-09
261,TOI-2076d,7.1879207047370315e-12
262,TOI-1266c,3.962201870088184e-19
263,Qatar-10b,8.944637918608952e-05
264,TOI-270d,4.996320015115402e-17
265,WASP-72b,5.321833185763627e-05
266,WASP-91b,9.101300236321064e-07
267,Kepler-7b,1.0104456085117873e-05
268,WASP-28b,6.243757323594805e-06
269,WASP-131b,3.2701248180226165e-06
270,HAT-P-20b,1.836220354226411e-07
271,WASP-35b,7.111121317846413e-06
272,WASP-20b,3.3412511699627037e-06
273,WASP-158b,5.847707688215594e-06
274,LP714-47b,4.344089730158987e-10
275,HIP67522b,2.4152766264684567e-07
276,TOI-1859b,4.2097560586385e-12
277,EPIC246851721b,1.404453294933227e-06
278,WASP-26b,1.8423193857625878e-05
279,Qatar-9b,1.8735356540351812e-06
280,HATS-26b,3.926779970535392e-05
281,KELT-9b,0.0006002039439423513
282,WASP-104b,1.3348976540229941e-05
283,KELT-23Ab,1.8426317107014573e-05
284,HATS-2b,2.663728940759396e-05
285,WASP-69b,1.1870803849948604e-07
286,CoRoT-19b,9.814695462479661e-06
287,Kepler-18d,7.447699872481681e-10
288,HD209458b,6.443940194404875e-06
289,GJ357b,1.182540746766025e-13
290,WASP-43b,2.3423940678124373e-05
291,HD189733b,2.4819223775104073e-06
292,WASP-173Ab,6.042280167827301e-05
293,WASP-172b,1.2260386519899238e-05
294,TOI-1333b,8.725868395344191e-06
295,TOI-4479b,1.3229371916887243e-08
296,WASP-148b,9.900503712475663e-09
297,AUMicb,7.039920714793933e-12
298,WASP-12b,0.0004309825541721594
299,TOI-4515b,4.455508979309661e-10
300,LHS1678b,1.548455214983517e-09
301,LHS1678c,1.6431005988796615e-13
302,LHS1678d,1.2601172269421631e-14
303,TOI-1994b,2.7073313816164234e-05
304,GJ806b,1.0886168104427836e-08
305,Kepler-91b,9.892994098386013e-06
306,TOI-3688Ab,6.79396349911937e-06
307,LHS1478b,8.778696055522414e-12
308,Kepler-1658b,1.7054875364672956e-05
309,GJ9827b,7.510644449218624e-08
310,GJ9827c,2.3164423703942022e-10
311,GJ9827d,2.3733708190290774e-11
312,LTT1445Ab,2.0897479416721083e-15
313,KELT-4Ab,3.766358872314977e-05
314,HAT-P-54b,1.814554656284866e-08
315,MASCARA-4b,8.384685339833634e-05
316,HATS-70b,0.00014881861602381277
317,WASP-52b,6.814892261844641e-06
318,WASP-7b,1.5390863958279888e-06
319,HAT-P-44b,5.688183147752564e-07
320,KELT-14b,6.94606209985267e-05
321,WASP-192b,1.2437933039025737e-05
322,WASP-162b,1.8901223552333218e-08
323,TOI-169b,1.6750677218040842e-05
324,GJ1132b,5.309701726984669e-12
325,HD63433c,8.7042447133114e-12
326,HATS-52b,8.007895452799977e-05
327,HATS-57b,6.422815561339997e-06
328,KELT-15b,1.4438114708742328e-05
329,HD202772Ab,3.678268345649243e-05
330,HATS-10b,2.8837382388971244e-06
331,K2-198d,3.950044845394997e-09
332,HATS-64b,1.6141410928277673e-05
333,K2-260b,5.068793496081233e-05
334,WASP-180Ab,9.558405959368568e-06
335,TOI-674b,1.0426035785423104e-09
336,TrES-3b,4.728304000347236e-05
337,WASP-10b,5.6521099568105e-07
338,TOI-1789b,2.4775742347344856e-05
339,KELT-1b,0.00012749997099737131
340,WASP-107b,2.455602232739519e-09
341,WASP-36b,4.672068708662875e-05
342,Kepler-18c,1.4608638629470552e-08
343,HAT-P-68b,5.409803452417778e-07
344,TOI-1807b,1.5077737535374896e-06
345,HAT-P-17b,2.732533477863329e-09
346,HATS-45b,5.9943910316903e-06
347,TOI-1728b,1.6637242220095353e-09
348,HAT-P-3b,5.404737671542931e-07
349,WASP-95b,1.4440922004822266e-05
350,HATS-31b,2.7812933530158148e-05
351,KELT-19Ab,3.6917936163783795e-05
352,WASP-87b,0.0001183418214373611
353,Kepler-447b,1.4548686846480476e-07
354,Kepler-1656b,8.149903145736819e-12
355,TOI-4010c,1.0119693828611341e-08
356,HATS-55b,3.0651039405380108e-06
357,Kepler-450b,4.925136992007057e-10
358,K2-155c,5.373498862644149e-14
359,WASP-13b,7.535415575958291e-06
360,WASP-58b,1.9569487516255366e-06
361,WASP-119b,1.6224465300806683e-05
362,HAT-P-52b,1.4679257664791613e-06
363,WASP-4b,4.5780852296782194e-05
364,HATS-5b,1.3501205468600037e-07
365,Qatar-7b,8.908205827486056e-05
366,WASP-114b,7.38036134264633e-05
367,55Cnce,3.81051262310027e-06
368,WASP-160Bb,6.218114466767318e-07
369,WASP-142b,6.234340856134367e-05
370,HATS-29b,1.110952131926986e-06
371,K2-140b,2.2676280379264997e-07
372,WASP-50b,8.494729461453058e-06
373,TOI-431b,2.115484913166068e-06
374,TOI-172b,2.2499199089818688e-07
375,TOI-2076c,9.874391915744951e-11
376,WASP-90b,2.2376094469281096e-05
377,TOI-269b,5.986270724240307e-12
378,HAT-P-50b,2.1423260593383513e-05
379,TrES-1b,9.199347433452123e-07
380,WASP-106b,1.9954601660317524e-07
381,K2-266b,3.6115243312706655e-06
382,TOI-201b,1.1678098768400817e-11
383,WASP-88b,1.569064125225674e-05
384,HATS-39b,1.167544914664748e-05
385,WASP-168b,4.050220330989019e-06
386,HD2685b,1.4084859933786581e-05
387,K2-237b,4.181035536774636e-05
388,HD149026b,7.768034092853726e-06
389,HAT-P-39b,2.066577441728212e-05
390,TOI-270c,7.672730119900179e-14
391,HAT-P-30b,1.6184728345429432e-05
392,LP791-18b,2.5874608684866034e-11
393,HAT-P-12b,1.322568262246759e-07
394,TOI-421c,5.663779975986044e-11
395,TOI-700c,2.6968660779347573e-18
396,TOI-451d,6.698873265252588e-11
397,NGTS-2b,1.002597201933036e-05
398,WASP-89b,6.227646913297008e-07
399,WASP-161b,3.5913094597035036e-06
400,WASP-68b,3.4974159184452307e-06
401,TOI-904b,9.495758488490377e-13
402,KELT-8b,2.5684447599416803e-05
403,Qatar-5b,4.60293282515891e-06
404,HATS-13b,2.3256397169036612e-06
405,TOI-1518b,0.00017617235794413656
406,KOI-94d,5.076565866553293e-09
407,WASP-8b,2.9982806904962684e-08
408,WASP-3b,7.311471829811171e-05
409,WASP-186b,3.715322740974179e-06
410,WASP-175b,9.38827893941839e-06
411,WASP-164b,2.0632123359414858e-05
412,HAT-P-38b,1.9072924223880248e-07
413,HD332231b,3.9690392931004914e-09
414,WASP-144b,1.9994054772902766e-06
415,TOI-125c,4.231220326837404e-10
416,WASP-75b,2.068004254695783e-05
417,HAT-P-40b,1.6950439489187453e-05
418,WASP-66b,1.6343357609766997e-05
419,WASP-17b,3.586144947155896e-05
420,WASP-79b,1.8088646204119674e-05
421,WASP-14b,3.1730214384451106e-05
422,HD219666b,7.4169993498762e-10
423,WASP-120b,2.358153773402753e-05
424,HATS-7b,1.4312657081185676e-07
425,HAT-P-34b,2.969088370876171e-06
426,HATS-30b,4.792143803392396e-06
427,TOI-561c,2.5055638953335346e-10
428,TOI-905b,1.1827479900568731e-06
429,WASP-34b,8.288799240376934e-07
430,WASP-67b,2.27643167821262e-07
431,WASP-11b,9.149904002778279e-08
432,HAT-P-41b,4.950141704400565e-05
433,HAT-P-43b,3.974440575910623e-06
434,HAT-P-23b,0.00011890822282920204
435,TOI-2158b,3.0156215796715704e-07
436,WASP-44b,4.281761962970884e-06
437,WASP-55b,1.868402671287019e-06
438,WASP-156b,3.225134236501431e-08
439,WASP-49b,5.476930110518685e-06
440,TrES-4b,2.9868498898710497e-05
441,HD89345b,2.5354076169834967e-08
442,GJ1252b,8.767208234259526e-08
443,WASP-23b,6.942400643899998e-07
444,HD108236d,9.660514003116183e-11
445,WASP-113b,4.96356670892563e-06
446,L98-59c,2.0390020461472672e-13
447,HAT-P-18b,1.755255602632735e-08
448,HAT-P-7b,7.743814900159101e-05
449,KELT-2Ab,1.1645360496461605e-05
450,HAT-P-46b,3.992857970817473e-06
451,TOI-677b,1.096308981879555e-07
452,WASP-71b,3.511553074946029e-05
453,HATS-72b,1.004148661087057e-09
454,WASP-118b,1.4220579396299286e-05
455,Kepler-6b,5.3208383560070776e-06
456,KELT-11b,7.208453802884027e-06
457,HAT-P-65b,6.350148365628844e-05
458,CoRoT-11b,2.2915354703722638e-05
459,L98-59d,2.648884059960247e-16
460,LP791-18c,1.790137943374705e-17
461,HD108236e,1.7744110083281067e-11
462,LTT3780b,1.1077508853585634e-08
463,K2-29b,4.4418770423090673e-07
464,WASP-45b,7.32615651984875e-07
465,Kepler-105b,4.4789175787746826e-07
466,HAT-P-11b,4.54985052944527e-09
467,TOI-421b,7.741795613209694e-09
468,K2-19b,9.369106433502463e-09
469,TOI-1298b,1.1802578222854891e-06
470,HAT-P-22b,2.05118184332533e-06
471,HAT-P-42b,3.3152211485181526e-06
472,WASP-121b,0.00030138990435015834
473,TOI-824b,3.15951905151341e-07
474,TOI-270b,1.621104267710227e-12
475,XO-7b,1.9821093413021532e-05
476,Qatar-1b,1.3103199462171097e-05
477,HD97658b,5.650397054362929e-11
478,TOI-942c,3.3335549975257863e-10
479,GJ3090b,1.084591554323917e-10
480,TOI-2134c,6.544077489521885e-21
481,TOI-3693b,5.5930769060090136e-09
482,TOI-1470c,1.2398905984832252e-17
483,TOI-1408b,4.947590313429187e-06
484,HD260655b,6.078635496395376e-11
485,HD63935b,1.4442357309263035e-09
486,TOI-1420b,5.5824469725192715e-08
487,HD260655c,5.117669575664126e-13
488,HD109833b,1.6094935554165742e-09
489,TOI-4010b,8.240814414339158e-07
490,TOI-1272b,4.612279189461312e-08
491,HAT-P-64b,2.2890066065627418e-05
492,TOI-178e,1.653353384217273e-12
493,TOI-178g,5.7653366776550105e-15
494,TOI-1135b,1.1439891883169414e-07
495,TOI-2524b,1.9418753762673784e-07
496,TOI-178d,4.2654378585342777e-11
497,Kepler-109c,1.401306978859323e-10
498,TOI-2207b,4.267140173605928e-07
499,HAT-P-61b,7.782199863062424e-06
500,TOI-277b,3.392125522372896e-10
501,TOI-1820b,1.8518258571122294e-06
502,TOI-1710b,2.2326826315202108e-11
503,TOI-2421b,2.8209660826262633e-06
504,WASP-182b,2.8703922139775625e-06
505,TOI-1136c,1.0806433252242014e-08
506,TOI-1136d,9.405169422397545e-10
507,NGTS-11b,9.307982477355563e-14
508,HIP94235b,9.658617325543855e-09
509,TOI-2025b,2.436951482881288e-07
510,TOI-2018b,9.551819727262594e-12
511,GJ486b,1.6033770665773917e-10
512,Gaia-2b,3.1423275685925606e-06
513,TOI-2427b,5.255088133944789e-08
514,TOI-139b,3.1358538559331516e-13
515,LHS475b,2.8454739665546227e-12
516,TOI-2583Ab,4.004596078408542e-06
517,TOI-2796b,1.5579301109472502e-06
518,TOI-3976Ab,8.143819810235668e-07
519,TOI-969b,5.706704750047139e-08
520,TOI-2000c,2.0435880984803422e-08
521,TOI-2364b,2.1549473266556698e-07
522,TOI-2498b,8.914799140778309e-07
523,TOI-2587Ab,2.1064589528620253e-06
524,TOI-4145Ab,4.4949823731361856e-07
525,HD23472f,8.974509123092266e-13
526,HD207496b,3.3292458518007963e-10
527,HD23472c,1.509465867335849e-15
528,TOI-1937Ab,0.00014984996839705183
529,TOI-2803Ab,7.40897870061307e-05
530,TOI-2842b,4.73085838978952e-06
531,K2-415b,6.413407568946439e-16
532,TOI-913b,3.691547082575216e-11
533,TOI-2977b,1.2220074574361977e-05
534,TOI-444b,1.4810831984000061e-12
535,TOI-470b,1.798784613081628e-11
536,TOI-836b,9.901636889130405e-10
537,TOI-1416b,4.633169593553329e-07
538,TOI-2459b,1.2465238429958189e-15
539,TOI-3023b,1.0382426107134e-05
540,TOI-3082b,6.282604496636342e-08
541,TOI-3912b,6.981058140112975e-06
542,TOI-4551b,5.920718107359437e-07
543,TOI-858Bb,8.083952160712851e-06
544,HD183579b,8.032305111889293e-11
545,HD1397b,2.0494845619415192e-07
546,NGTS-12b,5.491736662061839e-07
547,TOI-2570b,5.767352146948684e-06
548,TOI-778b,1.0778160756611684e-05
549,TOI-1694b,1.8201173894794658e-07
550,TOI-2443b,2.0884858446907575e-12
551,TOI-1452b,1.8288065357956595e-19
552,TOI-1516b,4.6970534582531405e-05
553,TOI-1431b,8.039060147138375e-05
554,HATS-38b,5.19955599953939e-07
555,K2-36c,2.0113425828418006e-09
556,TOI-4600b,1.45566213973232e-17
557,TOI-1181b,5.226001567117455e-05
558,HAT-P-58b,1.0145774924658666e-05
559,K2-329b,4.1578601075697715e-10
560,TOI-5678b,4.514518840850407e-14
561,TOI-620b,1.331588677738625e-11
562,TOI-5344b,1.019738961443511e-09
563,HD73583b,1.6650920793070588e-10
564,WASP-77Ab,4.337285846172203e-05
565,LTT9779b,1.7349992649545182e-05
566,TOI-3364b,7.70856493486619e-07
567,TOI-1634b,1.3902509723014212e-08
568,TOI-4641b,8.720029722455592e-09
569,TRAPPIST-1d,1.7811957008035425e-21
570,TRAPPIST-1h,9.91358331303326e-35
571,TOI-244b,4.390431757170138e-15
572,TOI-544b,3.303001915124122e-08
573,HD110067b,1.8145129275217686e-10
574,HD110067c,1.8254170242997028e-11
575,HD110067d,1.571334643480963e-12
576,HD110067f,4.320375194791664e-15
577,TOI-1442b,1.1432585568401323e-07
578,TOI-622b,8.60464266314709e-07
579,K2-138f,6.344307131579711e-11
580,TRAPPIST-1c,4.928595209159362e-18
581,TOI-122b,6.970443434940051e-14
582,TOI-5126b,1.6330523392655358e-07
583,TOI-500b,7.896054795175568e-07
584,TOI-1107b,1.077967301518976e-05
585,K2-370b,8.353592198277991e-06
586,HD28109d,4.1956924052534656e-14
587,HD110082b,2.1633355891644633e-09
588,TOI-3714b,1.8031161641561362e-08
589,TOI-3629b,9.46749095765818e-10
590,TOI-1194b,2.657579798689884e-06
591,TOI-5398b,2.217328190516398e-08
592,TOI-5398c,8.512497227202263e-08
593,TOI-1670c,5.992877514217737e-11
594,K2-3b,4.083080516796929e-14
595,GJ367b,2.9042257224339956e-07
596,K2-174b,2.0582633783436425e-14
597,TOI-628b,6.244476153575119e-06
598,TOI-712b,5.782153894749559e-12
599,WASP-193b,1.4487527445470741e-06
600,TOI-1064c,4.985148260845077e-12
601,TOI-1842b,5.66521157867648e-07
602,Kepler-1517b,5.2028639751441056e-05
603,TOI-1231b,2.345778637707729e-19
604,Qatar-6b,2.36389376587855e-07
605,TOI-559b,4.2158354271583176e-07
606,Kepler-63b,6.213880775808033e-09
607,K2-399b,0.00010703613489191557
608,MASCARA-1b,0.00013298918677087437
609,HD152843b,1.1241215262621515e-08
610,WASP-189b,0.00010045355060260825
611,K2-403b,4.683698925778713e-12
612,TOI-2193Ab,5.777064243821978e-05
613,TOI-1260b,2.371286728510077e-09
614,TOI-1260d,3.689163350304061e-14
615,GPX-1b,0.00011237739323620869
616,WASP-184b,3.973118961443589e-06
617,NGTS-9b,3.2973183601573735e-06
618,WASP-171b,5.550366139659562e-06
619,TOI-4137b,6.718212772530443e-06
620,TOI-1468c,3.4796289985138665e-19
621,TOI-2567b,9.952680741735236e-07
622,TOI-1899b,4.7863203786173684e-17
623,TOI-1468b,6.712445116196433e-11
624,TOI-2236b,1.1639186836036535e-05
625,TOI-3331Ab,1.1094628092686415e-05
626,TOI-3540Ab,2.1540442700536417e-05
627,TOI-1288b,3.752267478025497e-07
628,NGTS-24b,9.16840439236716e-06
629,TOI-1136f,6.971762972115381e-12
630,CoRoT-36b,6.169572668465731e-06
631,HATS-61b,5.207775914977999e-07
632,TOI-3362b,6.171501801436259e-08
633,TOI-2134b,1.6248675588400272e-11
634,HD3167c,9.418340985731571e-14
635,HD3167b,1.1705189743224013e-06
636,TOI-2046b,0.00010386754873861715
637,TOI-954b,4.802285382510938e-06
638,TOI-181b,1.4470855709521097e-08
639,TOI-1811b,1.1760146667331669e-07
640,TOI-2145b,8.546657779823257e-07
641,TOI-2152Ab,1.643555700174988e-05
642,TOI-1246b,1.6100593539561105e-08
643,HD15906c,9.209364629245802e-14
644,TOI-2497b,1.2896461066033433e-06
645,TOI-2445b,1.401237472976184e-07
646,TOI-1422b,9.428653032803247e-10
647,TOI-2154b,1.0584668602702294e-05
648,HAT-P-60b,1.4757156476906898e-05
649,TOI-1386b,2.649073044458492e-11
650,K2-39b,2.8106340302271186e-06
651,Kepler-444e,1.3428832565301186e-11
652,Kepler-102e,9.45234719947882e-13
653,TOI-615b,1.2112167839015635e-05
654,K2-24c,4.4844449649191215e-12
655,Wolf503b,2.2614850017105056e-10
656,K2-79b,3.417891686818867e-08
657,K2-99b,2.2319686898005683e-07
658,K2-32d,1.623566722768804e-13
659,TOI-942b,2.2937666336915692e-08
660,HD221416b,8.161828613099432e-08
661,K2-32b,1.802065112988942e-09
662,K2-129b,1.7829256658322112e-16
663,TOI-2136b,5.137009259762773e-16
664,HD15337c,3.727871938074718e-12
665,WASP-187b,1.949625619790398e-05
666,TOI-4406b,4.450817367191011e-10
667,TOI-2338b,1.6200717641959992e-10
668,K2-353b,6.368893784073975e-10
