step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
69,2973,69,0.036198521755092465,1.0,1.0,,,,,
70,2998,70,0.060947066374743966,1.0,1.0,,,,,
71,3039,71,0.03193525353411678,1.0,1.0,,,,,
72,3104,72,0.03981600340375735,1.0,1.0,,,,,
73,3145,73,0.03139645073772408,1.0,1.0,0.03285053862365506,1.0,1.0,,
74,3218,74,0.025800922429609473,1.0,1.0,,,,,
75,3275,75,0.1203960692826409,0.0,0.0,,,,,
76,3300,76,0.17707144616792597,0.0,0.0,,,,,
77,3333,77,0.034322970842840736,1.0,1.0,,,,,
78,3358,78,0.07967161195042233,0.0,0.0,,,,,
79,3407,79,0.029856613280135204,1.0,1.0,,,,,
80,3496,80,0.07169917337577897,0.0,0.0,,,,,
81,3529,81,0.031748291437106675,1.0,1.0,0.04447093343362213,1.0,1.0,,
82,3602,82,0.032794681206513715,1.0,1.0,,,,,
83,3635,83,0.028797441699498452,1.0,1.0,,,,,
84,3692,84,0.04060135746441249,1.0,1.0,,,,,
85,3717,85,0.04397999156926137,1.0,1.0,,,,,
86,3766,86,0.05999451755381111,0.0,0.0,,,,,
87,3815,87,0.04439787101800902,1.0,1.0,,,,,
88,3912,88,0.03967898975529048,1.0,1.0,,,,,
89,3953,89,0.06721201976842713,0.0,0.5,0.016508208164256456,1.0,1.0,,
90,3986,90,0.038500732808242906,1.0,1.0,,,,,
91,4011,91,0.028309958195022772,1.0,1.0,,,,,
92,4036,92,0.02813046920025954,1.0,1.0,,,,,
93,4077,93,0.03658186139218378,1.0,1.0,,,,,
94,4102,94,0.027998090268229137,1.0,1.0,,,,,
95,4151,95,0.030288469451867667,1.0,1.0,,,,,
96,4176,96,0.023863101129342493,1.0,1.0,,,,,
97,4233,97,0.028100949540967122,1.0,1.0,0.026799724308293665,1.0,1.0,,
98,4282,98,0.03705138031839548,1.0,1.0,,,,,
99,4347,99,0.16522953525614867,0.0,0.0,,,,,
100,4380,100,0.018715957451222492,1.0,1.0,,,,,
101,4461,101,0.040200176391808784,1.0,1.0,,,,,
102,4494,102,0.41050695068202914,0.0,0.0,,,,,
103,4535,103,0.025522432539612058,1.0,1.0,,,,,
104,4616,104,0.02864355282054748,1.0,1.0,,,,,
105,4657,105,0.03798701708484442,1.0,1.0,0.03731592094155283,1.0,1.0,,
106,4698,106,0.2786796717368998,0.0,0.0,,,,,
107,4723,107,0.02471023265000743,1.0,1.0,,,,,
108,4796,108,0.03386647835813669,1.0,1.0,,,,,
109,4837,109,0.023829593863469202,1.0,1.0,,,,,
110,4958,110,0.034681890881881075,1.0,1.0,,,,,
111,4983,111,0.020112977764802052,1.0,1.0,,,,,
112,5008,112,0.02489011594559997,1.0,1.0,,,,,
113,5041,113,0.03133253431053162,1.0,1.0,0.03378399787458225,1.0,1.0,,
114,5074,114,0.024953678320762264,1.0,1.0,,,,,
115,5115,115,0.1052640896156663,0.0,0.0,,,,,
116,5140,116,0.019036659062160954,1.0,1.0,,,,,
117,5189,117,0.0963874243686102,0.0,0.0,,,,,
118,5262,118,0.021742050123122882,1.0,1.0,,,,,
119,5327,119,0.033756212445605345,1.0,1.0,,,,,
120,5368,120,0.04139862272609026,1.0,1.0,,,,,
121,5393,121,0.03385170274200694,1.0,1.0,0.03881023483889294,1.0,1.0,,
122,5410,122,0.4094521112716757,0.0,0.0,,,,,
123,5459,123,0.05123165507994902,1.0,1.0,,,,,
124,5492,124,0.03893256250754348,1.0,1.0,,,,,
125,5525,125,0.05499043108313345,0.0,0.5,,,,,
126,5558,126,0.05655503358975693,0.0,0.0,,,,,
127,5591,127,0.02979659187432844,1.0,1.0,,,,,
128,5608,128,0.014327006008388706,1.0,1.0,,,,,
129,5633,129,0.020506212219958492,1.0,1.0,0.03706211642439787,1.0,1.0,,
130,5666,130,0.17160983085115733,0.0,0.0,,,,,
131,5683,131,0.022441604195701074,1.0,1.0,,,,,
132,5716,132,0.024818650851339042,1.0,1.0,,,,,
133,5749,133,0.09162899672774072,0.0,0.0,,,,,
134,5798,134,0.04886344456443718,1.0,1.0,,,,,
135,5823,135,0.11804065679966394,0.0,0.0,,,,,
136,5856,136,0.05725952129803773,0.0,0.5,,,,,
137,5897,137,0.1850302117544925,0.0,0.0,0.09141874558124984,0.0,0.5,,
138,5930,138,0.07793447391264635,0.0,0.5,,,,,
139,5979,139,0.03148243209744882,1.0,1.0,,,,,
140,6012,140,0.021197930924317918,1.0,1.0,,,,,
141,6045,141,0.031417108222085516,1.0,1.0,,,,,
142,6070,142,0.014693424864478099,1.0,1.0,,,,,
143,6103,143,0.020685281907426543,1.0,1.0,,,,,
144,6152,144,0.06277129636572984,0.0,0.0,,,,,
145,6193,145,0.037526568904286246,1.0,1.0,0.031535528359236197,1.0,1.0,,
146,6234,146,0.0343134614082228,1.0,1.0,,,,,
147,6267,147,0.024595927217887947,1.0,1.0,,,,,
148,6300,148,0.03473252587005845,1.0,1.0,,,,,
149,6341,149,0.027442249932923005,1.0,1.0,,,,,
150,6438,150,0.04285616768795686,1.0,1.0,,,,,
151,6511,151,0.0555088379083059,0.0,0.5,,,,,
152,6536,152,0.02346349975278523,1.0,1.0,,,,,
153,6569,153,0.01965469252663752,1.0,1.0,0.05205808343893295,1.0,1.0,,
154,6626,154,0.01859723828534438,1.0,1.0,,,,,
155,6707,155,0.06100163535116008,0.0,0.0,,,,,
156,6740,156,0.02063586195148673,1.0,1.0,,,,,
157,6773,157,0.025354535505866808,1.0,1.0,,,,,
158,6822,158,0.08036111165590987,0.0,0.0,,,,,
159,6879,159,0.03756219865806217,1.0,1.0,,,,,
160,6912,160,0.027702613986712095,1.0,1.0,,,,,
161,6953,161,0.02243089922323998,1.0,1.0,0.02131780964705588,1.0,1.0,,
162,6994,162,0.02580535587427949,1.0,1.0,,,,,
163,7035,163,0.10815229742204246,0.0,0.5,,,,,
164,7100,164,0.04648927917220135,0.0,0.5,,,,,
165,7149,165,0.029581818442990578,1.0,1.0,,,,,
166,7190,166,0.024207597405416892,1.0,1.0,,,,,
167,7263,167,0.0327132758575317,1.0,1.0,,,,,
168,7328,168,0.026862191012569387,1.0,1.0,,,,,
169,7345,169,0.028251243039740075,1.0,1.0,0.026008369488881727,1.0,1.0,,
170,7378,170,0.02394640484975753,1.0,1.0,,,,,
171,7403,171,0.013714693885461506,1.0,1.0,,,,,
172,7500,172,0.09300680132015865,0.0,0.0,,,,,
173,7525,173,0.020196648783360915,1.0,1.0,,,,,
174,7582,174,0.03355147668526375,1.0,1.0,,,,,
175,7631,175,0.032234439118098326,1.0,1.0,,,,,
176,7680,176,0.04084902840884752,1.0,1.0,,,,,
177,7705,177,0.030441031337444052,1.0,1.0,0.02491832786827997,1.0,1.0,,
178,7730,178,0.019539325499232894,1.0,1.0,,,,,
179,7811,179,0.025064679020826593,1.0,1.0,,,,,
180,7844,180,0.026711821171686554,1.0,1.0,,,,,
181,7885,181,0.03389500676569878,1.0,1.0,,,,,
182,7966,182,0.06265992047303735,0.0,0.0,,,,,
183,7999,183,0.04226883376120895,1.0,1.0,,,,,
184,8080,184,0.032978395463622294,1.0,1.0,,,,,
185,8113,185,0.014896604819805362,1.0,1.0,0.026592704715203582,1.0,1.0,,
186,8186,186,0.032213193152363394,1.0,1.0,,,,,
187,8203,187,0.0227042201643053,1.0,1.0,,,,,
188,8244,188,0.06395747978803411,0.0,0.0,,,,,
189,8285,189,0.03132574479278992,1.0,1.0,,,,,
190,8318,190,0.21153503778932647,0.0,0.0,,,,,
191,8375,191,0.04938112603192815,0.0,0.5,,,,,
192,8400,192,0.020734237045113936,1.0,1.0,,,,,
193,8449,193,0.09294636022083674,0.0,0.0,0.01682960209043813,1.0,1.0,,
194,8506,194,0.09759472736396936,0.0,0.0,,,,,
195,8539,195,0.021803811938698344,1.0,1.0,,,,,
196,8588,196,0.05289775547940129,0.0,0.5,,,,,
197,8613,197,0.032880125327938,1.0,1.0,,,,,
198,8638,198,0.02094876422386733,1.0,1.0,,,,,
199,8663,199,0.06873485161486315,1.0,1.0,,,,,
200,8728,200,0.033311556549770104,1.0,1.0,,,,,
201,8785,201,0.052751752144000165,0.0,0.5,0.034074202398080934,1.0,1.0,,
202,8818,202,0.025435349824001606,1.0,1.0,,,,,
203,8851,203,0.024965595994381147,1.0,1.0,,,,,
204,8876,204,0.028084837988765987,1.0,1.0,,,,,
205,8957,205,0.09647011499846121,0.0,0.0,,,,,
206,9022,206,0.04490684173390036,1.0,1.0,,,,,
207,9055,207,0.017327426578613088,1.0,1.0,,,,,
208,9096,208,0.024807614659905088,1.0,1.0,,,,,
209,9129,209,0.025297990373019275,1.0,1.0,0.02599285860067799,1.0,1.0,,
210,9146,210,0.1078300658088483,0.0,0.0,,,,,
211,9195,211,0.02699564960116731,1.0,1.0,,,,,
212,9228,212,0.02343064741334274,1.0,1.0,,,,,
213,9285,213,0.03137146651812405,1.0,1.0,,,,,
214,9318,214,0.024943269912928372,1.0,1.0,,,,,
215,9367,215,0.022706946531816354,1.0,1.0,,,,,
216,9392,216,0.034059252599120855,1.0,1.0,,,,,
217,9473,217,0.09784732535298735,0.0,0.0,0.03573160955085041,1.0,1.0,,
218,9522,218,0.03258302510120605,1.0,1.0,,,,,
219,9563,219,0.02548871435355614,1.0,1.0,,,,,
220,9596,220,0.02593955052640013,1.0,1.0,,,,,
221,9669,221,0.03384967724149949,1.0,1.0,,,,,
222,9726,222,0.028587156653583013,1.0,1.0,,,,,
223,9751,223,0.028906537903385467,1.0,1.0,,,,,
224,9776,224,0.034128243539331984,1.0,1.0,,,,,
225,9817,225,0.022657627216107357,1.0,1.0,0.01991331967871156,1.0,1.0,,
226,9874,226,0.03029944901447899,1.0,1.0,,,,,
227,9899,227,0.014174242861954555,1.0,1.0,,,,,
228,9924,228,0.1668433952066213,0.0,0.0,,,,,
229,9981,229,0.03154602637987149,1.0,1.0,,,,,
230,10006,230,0.0375221636604571,1.0,1.0,,,,,
231,10031,231,0.02524188536253253,1.0,1.0,,,,,
232,10096,232,0.0672590584834279,0.0,0.0,,,,,
233,10201,233,0.060160118172229535,0.0,0.0,0.03632448726020357,1.0,1.0,,
234,10258,234,0.029829827919061892,1.0,1.0,,,,,
235,10339,235,0.08764879835639386,0.0,0.0,,,,,
236,10380,236,0.030365451176417993,1.0,1.0,,,,,
237,10413,237,0.031653195011776915,1.0,1.0,,,,,
238,10446,238,0.030644465860732453,1.0,1.0,,,,,
239,10479,239,0.018136463388011635,1.0,1.0,,,,,
240,10504,240,0.018386002888473738,1.0,1.0,,,,,
241,10545,241,0.0323927324567303,1.0,1.0,0.026628563470724204,1.0,1.0,,
242,10586,242,0.03205748226466676,1.0,1.0,,,,,
243,10651,243,0.06782912568547204,0.0,0.5,,,,,
244,10732,244,0.029186608422868632,1.0,1.0,,,,,
245,10765,245,0.03524679793404118,1.0,1.0,,,,,
246,10790,246,0.019988704558266665,1.0,1.0,,,,,
247,10863,247,0.03583709668608207,1.0,1.0,,,,,
248,10904,248,0.020084774580192973,1.0,1.0,,,,,
249,10937,249,0.018744906716510742,1.0,1.0,0.03473486353437692,1.0,1.0,,
250,10986,250,0.034652108746887886,1.0,1.0,,,,,
251,11059,251,0.026718725548093465,1.0,1.0,,,,,
252,11148,252,0.0379352318221936,1.0,1.0,,,,,
253,11173,253,0.013848134676757884,1.0,1.0,,,,,
254,11254,254,0.049517374986544835,0.0,0.0,,,,,
255,11295,255,0.022117502615303236,1.0,1.0,,,,,
256,11320,256,0.018402824388504088,1.0,1.0,,,,,
257,11345,257,0.06693819403070543,0.0,0.0,0.01779929981510918,1.0,1.0,,
258,11370,258,0.019319100259229647,1.0,1.0,,,,,
259,11395,259,0.027679987254938775,1.0,1.0,,,,,
260,11436,260,0.02067300704896843,1.0,1.0,,,,,
261,11461,261,0.018705363358412795,1.0,1.0,,,,,
262,11486,262,0.031952799335869406,1.0,1.0,,,,,
263,11527,263,0.025521032344608098,1.0,1.0,,,,,
264,11560,264,0.046563473026126304,1.0,1.0,,,,,
265,11585,265,0.02009007698469759,1.0,1.0,0.02783037646670891,1.0,1.0,,
266,11626,266,0.04019113558227037,1.0,1.0,,,,,
267,11675,267,0.036440693355360355,0.0,0.0,,,,,
268,11724,268,0.03231158094751208,1.0,1.0,,,,,
269,11781,269,0.023429927551300616,1.0,1.0,,,,,
270,11814,270,0.024668203017372436,1.0,1.0,,,,,
271,11839,271,0.01868858980071915,1.0,1.0,,,,,
272,11872,272,0.020485458486971028,1.0,1.0,,,,,
273,11905,273,0.017820590804824406,1.0,1.0,0.026162477786463873,1.0,1.0,,
274,11930,274,0.015181706904462544,1.0,1.0,,,,,
275,11995,275,0.025658321237612254,1.0,1.0,,,,,
276,12012,276,0.012161006542185078,1.0,1.0,,,,,
277,12053,277,0.026908076028177564,1.0,1.0,,,,,
278,12118,278,0.033366996840960325,1.0,1.0,,,,,
279,12175,279,0.023048063025498937,1.0,1.0,,,,,
280,12240,280,0.1002773417379285,0.0,0.0,,,,,
281,12273,281,0.018915830669961907,1.0,1.0,0.03053461393383903,1.0,1.0,,
282,12354,282,0.03895561056291831,1.0,1.0,,,,,
283,12411,283,0.0295458085979044,1.0,1.0,,,,,
284,12460,284,0.03321156329766382,1.0,1.0,,,,,
285,12557,285,0.029924635711089796,1.0,1.0,,,,,
286,12598,286,0.21539727466004482,0.0,0.0,,,,,
287,12631,287,0.02854140867768365,1.0,1.0,,,,,
288,12664,288,0.01780221697760567,1.0,1.0,,,,,
289,12753,289,0.04550628048421707,0.0,0.5,0.026818502817423377,1.0,1.0,,
290,12810,290,0.05445580996897985,0.0,0.5,,,,,
291,12875,291,0.028692911043704045,1.0,1.0,,,,,
292,12916,292,0.03558779182670515,1.0,1.0,,,,,
293,12957,293,0.01803705450166035,1.0,1.0,,,,,
294,12998,294,0.019721056431005312,1.0,1.0,,,,,
295,13039,295,0.020117942824891544,1.0,1.0,,,,,
296,13064,296,0.016200660901151118,1.0,1.0,,,,,
297,13081,297,0.013850687710528291,1.0,1.0,0.031302800853537364,1.0,1.0,,
298,13154,298,0.03721186220417925,1.0,1.0,,,,,
299,13219,299,0.029059449395610955,1.0,1.0,,,,,
300,13252,300,0.018927649082754672,1.0,1.0,,,,,
301,13301,301,0.026538733368262603,1.0,1.0,,,,,
302,13334,302,0.020995894075804246,1.0,1.0,,,,,
303,13407,303,0.03871208680838309,1.0,1.0,,,,,
304,13440,304,0.01874003754093792,1.0,1.0,,,,,
305,13513,305,0.02588893884332517,1.0,1.0,0.025555892758148832,1.0,1.0,,
306,13578,306,0.022020352120475765,1.0,1.0,,,,,
307,13595,307,0.023580832506570462,1.0,1.0,,,,,
308,13628,308,0.030554145924731983,1.0,1.0,,,,,
309,13661,309,0.0326280374624298,1.0,1.0,,,,,
310,13686,310,0.016870351334572053,1.0,1.0,,,,,
311,13727,311,0.039231953928173434,1.0,1.0,,,,,
312,13792,312,0.08580867820230197,0.0,0.0,,,,,
313,13857,313,0.034006442401815204,1.0,1.0,0.025552660805788947,1.0,1.0,,
314,13890,314,0.04294755366082427,1.0,1.0,,,,,
315,13931,315,0.02522933368790189,1.0,1.0,,,,,
316,13972,316,0.01801934556318156,1.0,1.0,,,,,
317,14029,317,0.028993531485597746,1.0,1.0,,,,,
318,14054,318,0.5024486182967477,0.0,0.0,,,,,
319,14135,319,0.025008104951943097,1.0,1.0,,,,,
320,14168,320,0.018837004993561095,1.0,1.0,,,,,
321,14209,321,0.027623810694902207,1.0,1.0,0.03159824499590286,1.0,1.0,,
322,14274,322,0.03570239722829684,1.0,1.0,,,,,
323,14307,323,0.17111330053136956,0.0,0.5,,,,,
324,14404,324,0.16101609239136147,0.0,0.0,,,,,
325,14429,325,0.03741125333441839,1.0,1.0,,,,,
326,14462,326,0.1915171924364404,0.0,0.0,,,,,
327,14495,327,0.024240758261794327,1.0,1.0,,,,,
328,14512,328,0.023861584656369814,1.0,1.0,,,,,
329,14601,329,0.0327199353029139,1.0,1.0,0.19590396995456102,0.0,0.0,,
330,14626,330,0.01926365488013592,1.0,1.0,,,,,
331,14659,331,0.02794818471920508,1.0,1.0,,,,,
332,14764,332,0.030228923719065597,1.0,1.0,,,,,
333,14797,333,0.02151060302412361,1.0,1.0,,,,,
334,14878,334,0.03218632101009962,1.0,1.0,,,,,
335,14903,335,0.025456370869069357,1.0,1.0,,,,,
336,14928,336,0.02297429361991135,1.0,1.0,,,,,
337,14969,337,0.02610429993386515,1.0,1.0,0.024457168280981323,1.0,1.0,,
338,14994,338,0.03673074446935061,1.0,1.0,,,,,
339,15035,339,0.021576616393114822,1.0,1.0,,,,,
340,15060,340,0.007384594375954898,1.0,1.0,,,,,
341,15085,341,0.007014468885742341,1.0,1.0,,,,,
342,15126,342,0.018402511189217877,1.0,1.0,,,,,
343,15151,343,0.5157384156432696,0.0,0.0,,,,,
344,15176,344,0.018797168299051918,1.0,1.0,,,,,
345,15209,345,0.015476629112765749,1.0,1.0,0.07868218648571806,0.0,0.0,,
346,15274,346,0.028508480891809997,1.0,1.0,,,,,
347,15379,347,0.11515478033283917,0.0,0.0,,,,,
348,15420,348,0.06812131112531643,0.0,0.0,,,,,
349,15453,349,0.018053463452273488,1.0,1.0,,,,,
350,15478,350,0.03422739760661292,1.0,1.0,,,,,
351,15519,351,0.026746275644586606,1.0,1.0,,,,,
352,15560,352,0.022651381834164114,1.0,1.0,,,,,
353,15609,353,0.02134953336497195,1.0,1.0,0.026242648901907164,1.0,1.0,,
354,15650,354,0.020686632118875427,1.0,1.0,,,,,
355,15723,355,0.035690895590897116,1.0,1.0,,,,,
356,15748,356,0.016917786346191028,1.0,1.0,,,,,
357,15789,357,0.02784618267353108,1.0,1.0,,,,,
358,15814,358,0.015774994124596254,1.0,1.0,,,,,
359,15847,359,0.08478298360925293,0.0,0.5,,,,,
360,15872,360,0.011685354555908512,1.0,1.0,,,,,
361,15913,361,0.06810023724405619,0.0,0.0,0.027428362150260614,1.0,1.0,,
362,15938,362,0.021400986549238797,1.0,1.0,,,,,
363,15963,363,0.22440634369563967,0.0,0.0,,,,,
364,15996,364,0.12492804667757128,0.0,0.0,,,,,
365,16029,365,0.018546055488850757,1.0,1.0,,,,,
366,16062,366,0.01732907150269,1.0,1.0,,,,,
367,16087,367,0.013009020283416627,1.0,1.0,,,,,
368,16120,368,0.01906185088787396,1.0,1.0,,,,,
369,16153,369,0.014366612424478833,1.0,1.0,0.0380960902638617,1.0,1.0,,
370,16218,370,0.028677566098710944,1.0,1.0,,,,,
371,16275,371,0.03685912786010054,1.0,1.0,,,,,
372,16340,372,0.041970556131020936,1.0,1.0,,,,,
373,16389,373,0.03432403751513068,1.0,1.0,,,,,
374,16430,374,0.03544144781995465,1.0,1.0,,,,,
375,16479,375,0.035917236279722146,1.0,1.0,,,,,
376,16512,376,0.019701098495181667,1.0,1.0,,,,,
377,16577,377,0.03470657016398576,1.0,1.0,0.03038603777862996,1.0,1.0,,
378,16650,378,0.04081035806105648,1.0,1.0,,,,,
379,16723,379,0.025198256860908513,1.0,1.0,,,,,
380,16756,380,0.02037888654282227,1.0,1.0,,,,,
381,16813,381,0.022302980689056378,1.0,1.0,,,,,
382,16854,382,0.022965334807078762,1.0,1.0,,,,,
383,16903,383,0.05270758629368477,1.0,1.0,,,,,
384,16976,384,0.04416675956113775,1.0,1.0,,,,,
385,17017,385,0.020575770945541992,1.0,1.0,0.03207591060434159,1.0,1.0,,
386,17050,386,0.020337370784345696,1.0,1.0,,,,,
387,17083,387,0.028208422577040437,1.0,1.0,,,,,
388,17172,388,0.028470489655221497,1.0,1.0,,,,,
389,17213,389,0.023571846291027217,1.0,1.0,,,,,
390,17262,390,0.05499076520624309,0.0,0.0,,,,,
391,17327,391,0.027669890849276724,1.0,1.0,,,,,
392,17352,392,0.016868304616174702,1.0,1.0,,,,,
393,17377,393,0.05343510347389421,1.0,1.0,0.03579886418311919,1.0,1.0,,
394,17418,394,0.1193007089269263,0.0,0.5,,,,,
395,17451,395,0.038060910240371726,1.0,1.0,,,,,
396,17476,396,0.04207242976715217,1.0,1.0,,,,,
397,17517,397,0.01748870158711043,1.0,1.0,,,,,
398,17558,398,0.021629032629130737,1.0,1.0,,,,,
399,17599,399,0.018404627602611075,1.0,1.0,,,,,
400,17632,400,0.02152732755647776,1.0,1.0,,,,,
401,17673,401,0.024042179786870635,1.0,1.0,0.022709837127539944,1.0,1.0,,
402,17706,402,0.35736313904898676,0.0,0.0,,,,,
403,17787,403,0.02775281477635474,1.0,1.0,,,,,
404,17836,404,0.021275537025041445,1.0,1.0,,,,,
405,17877,405,0.01752770396787128,1.0,1.0,,,,,
406,17910,406,0.00843915311871939,1.0,1.0,,,,,
407,17935,407,0.015980995473601066,1.0,1.0,,,,,
408,17976,408,0.02405627325101068,1.0,1.0,,,,,
409,18001,409,0.017328517565926706,1.0,1.0,0.12143490250942886,0.0,0.0,,
410,18042,410,0.02629568875129917,1.0,1.0,,,,,
411,18107,411,0.029994072318238522,1.0,1.0,,,,,
412,18204,412,0.02640843372011356,1.0,1.0,,,,,
413,18237,413,0.017744128186973282,1.0,1.0,,,,,
414,18270,414,0.01608164259653336,1.0,1.0,,,,,
415,18311,415,0.18821537467865712,0.0,0.0,,,,,
416,18376,416,0.03728905190508386,1.0,1.0,,,,,
417,18401,417,0.017301059873728566,1.0,1.0,0.056968079119678806,0.0,0.0,,
418,18450,418,0.02135715851910125,1.0,1.0,,,,,
419,18483,419,0.025480310734145632,1.0,1.0,,,,,
420,18524,420,0.03279618548143844,1.0,1.0,,,,,
421,18605,421,0.032040362834086414,1.0,1.0,,,,,
422,18638,422,0.02219298309829469,1.0,1.0,,,,,
423,18679,423,0.13947291021137792,0.0,0.0,,,,,
424,18752,424,0.02884595652838167,1.0,1.0,,,,,
425,18785,425,0.024562121646126797,1.0,1.0,0.03434982435152859,1.0,1.0,,
426,18826,426,0.16312650803666473,0.0,0.0,,,,,
427,18891,427,0.0313495363782431,1.0,1.0,,,,,
428,18924,428,0.07128156077813856,0.0,0.0,,,,,
429,18989,429,0.10653372152581596,0.0,0.5,,,,,
430,19038,430,0.02446300675107523,1.0,1.0,,,,,
431,19071,431,0.024666622899512734,1.0,1.0,,,,,
432,19112,432,0.029430811151272798,1.0,1.0,,,,,
433,19145,433,0.023228811419676275,1.0,1.0,0.02729740459792993,1.0,1.0,,
434,19162,434,0.015095562521564717,1.0,1.0,,,,,
435,19203,435,0.015701005681963583,1.0,1.0,,,,,
436,19236,436,0.022134384032597154,1.0,1.0,,,,,
437,19269,437,0.023080245777346138,1.0,1.0,,,,,
438,19358,438,0.05678518694117718,0.0,0.5,,,,,
439,19391,439,0.022816710698716634,1.0,1.0,,,,,
440,19440,440,0.03093797812523614,1.0,1.0,,,,,
441,19473,441,0.027772663439764075,1.0,1.0,0.06553874241217877,0.0,0.5,,
442,19546,442,0.026525726938894476,1.0,1.0,,,,,
443,19651,443,0.06397017686050206,0.0,0.0,,,,,
444,19684,444,0.022988679282912018,1.0,1.0,,,,,
445,19709,445,0.012238936008100915,1.0,1.0,,,,,
446,19774,446,0.08119340287932574,0.0,0.0,,,,,
447,19799,447,0.022979381935432076,1.0,1.0,,,,,
448,19848,448,0.10854106134158428,0.0,0.0,,,,,
449,19881,449,0.058938605347793785,0.0,0.0,0.016461000163767496,1.0,1.0,,
