step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/weighted_f1_score
1,41,1,1.1382421636802111,0.0,0.0,1.2222517411834586,0.0,0.0,,
2,74,2,1.5411841313048003,0.0,0.0,,,,,
3,115,3,1.0903928734775945,0.0,0.0,,,,,
4,180,4,0.805136502415246,0.0,0.0,,,,,
5,229,5,0.8051381561151478,0.0,0.0,,,,,
6,254,6,1.0302380200594294,0.0,0.0,,,,,
7,271,7,1.1420077431761457,0.0,0.0,,,,,
8,304,8,0.5818335783806106,0.0,0.0,,,,,
9,321,9,0.5317365050665103,1.0,1.0,0.370054071660464,1.0,1.0,,
10,362,10,0.6562931601930178,0.0,0.0,,,,,
11,403,11,0.30805215991465956,1.0,1.0,,,,,
12,444,12,0.27957509988802487,1.0,1.0,,,,,
13,501,13,0.529729321672182,0.0,0.0,,,,,
14,542,14,0.7993367007630878,0.0,0.0,,,,,
15,575,15,0.3600197443122852,1.0,1.0,,,,,
16,608,16,0.3268009807097769,1.0,1.0,,,,,
17,657,17,0.40167774300304393,1.0,1.0,0.4188712790158025,0.0,0.5,,
18,738,18,0.4024936225728743,0.0,0.5,,,,,
19,771,19,0.48106340176082085,0.0,0.5,,,,,
20,804,20,0.37050594755419297,0.0,0.0,,,,,
21,845,21,0.4009859258441429,1.0,1.0,,,,,
22,878,22,0.4183555860435604,1.0,1.0,,,,,
23,927,23,0.4201176209598392,0.0,0.0,,,,,
24,992,24,0.3860862531981809,1.0,1.0,,,,,
25,1017,25,0.24431183983611696,1.0,1.0,0.2834574543327108,1.0,1.0,,
26,1058,26,0.5661790381133324,0.0,0.0,,,,,
27,1123,27,0.2884556097193638,1.0,1.0,,,,,
28,1156,28,0.30555468342936365,0.0,0.0,,,,,
29,1189,29,0.5491478480762453,0.0,0.0,,,,,
30,1230,30,0.2450113023208087,0.0,0.5,,,,,
31,1263,31,0.4704849014917955,0.0,0.5,,,,,
32,1312,32,0.33515335747699737,0.0,0.5,,,,,
33,1337,33,0.3507566283643125,1.0,1.0,0.30413911376879244,1.0,1.0,,
34,1378,34,0.22518099696279936,1.0,1.0,,,,,
35,1491,35,0.5089674965682726,0.0,0.0,,,,,
36,1508,36,0.23735043375309034,1.0,1.0,,,,,
37,1533,37,0.3069401472509829,1.0,1.0,,,,,
38,1574,38,0.3207113863898121,1.0,1.0,,,,,
39,1607,39,0.1837903760771951,1.0,1.0,,,,,
40,1648,40,0.29701379549074775,1.0,1.0,,,,,
41,1681,41,0.2793116369110976,1.0,1.0,0.2634917358641663,1.0,1.0,,
42,1738,42,0.36422489242915096,1.0,1.0,,,,,
43,1795,43,0.47834278136724606,0.0,0.0,,,,,
44,1828,44,0.31069262092423744,1.0,1.0,,,,,
45,1869,45,0.33862813827508953,1.0,1.0,,,,,
46,1910,46,0.3069599215197377,0.0,0.0,,,,,
47,1951,47,0.2727365995294531,1.0,1.0,,,,,
48,2016,48,0.3321111496135018,1.0,1.0,,,,,
49,2105,49,0.36876456830412446,1.0,1.0,0.26814099341936526,0.0,0.5,,
50,2210,50,0.3541390496250152,1.0,1.0,,,,,
51,2243,51,0.2492945996418712,1.0,1.0,,,,,
52,2284,52,0.2757271832559491,0.0,0.0,,,,,
53,2325,53,0.2854310681921197,1.0,1.0,,,,,
54,2382,54,0.30163144750362597,1.0,1.0,,,,,
55,2423,55,0.43263255138561374,1.0,1.0,,,,,
