,Planet Name,Eclipse Flux Ratio 0.6-0.8um
0,TOI-5704b,1.4352232182809643e-10
1,TOI-672b,6.920103661004959e-13
2,TOI-199b,3.5764874487237715e-24
3,WASP-176b,1.8195930274216824e-06
4,TOI-1801b,4.0680619214287e-18
5,TOI-836c,1.983113984184305e-14
6,TOI-3807b,2.47968104580266e-06
7,TOI-4087b,4.033741535940108e-07
8,TOI-2818b,2.5985820281323606e-07
9,TOI-3235b,4.643520754960233e-13
10,TOI-4463Ab,3.2449499113188797e-07
11,TOI-3785b,1.7025941722426476e-14
12,WASP-124b,2.9254687412414946e-07
13,WASP-25b,6.243987394733848e-08
14,LHS1140c,5.983739762987993e-21
15,TOI-1199b,2.419268870141109e-07
16,TOI-1273b,2.6114646918979038e-08
17,TOI-5803b,3.929471186910242e-14
18,TOI-3819b,9.92992879059307e-07
19,TOI-4791b,2.6272284444578826e-07
20,TOI-4377b,2.104128595871149e-06
21,Wolf327b,3.525503189065925e-09
22,HD118203b,4.6724798326388706e-08
23,TOI-1470b,1.1140374703695513e-12
24,V1298Taub,9.300231950874541e-14
25,TOI-2109b,0.0002064416454673563
26,K2-138g,1.2668080486176865e-18
27,K2-141c,7.816544370915307e-13
28,TRAPPIST-1b,4.513690218099324e-20
29,TRAPPIST-1e,7.168141867141233e-32
30,TRAPPIST-1f,2.4492289734108984e-36
31,TRAPPIST-1g,6.179278229429686e-40
32,GJ3473b,4.512219494726955e-12
33,TOI-2202b,1.5794254706864184e-12
34,TOI-833b,1.5063873405377221e-09
35,HD28109c,1.9158838834264867e-15
36,TOI-2641b,2.5723003746011344e-07
37,TOI-1685b,3.694815285951608e-09
38,K2-87b,9.225556056551317e-10
39,WASP-178b,2.7663623704042642e-05
40,HIP29442b,6.322669859608064e-13
41,HD152843c,9.09406199747163e-12
42,K2-26b,2.0187127265340083e-20
43,TOI-1246d,5.710638091214137e-15
44,WASP-62b,2.7797221453575425e-07
45,WASP-80b,2.4884213989140174e-10
46,WASP-22b,2.704039902657057e-07
47,WASP-60b,5.779307905885763e-08
48,TOI-1296b,6.439538841286161e-07
49,HAT-P-59b,7.502634414392435e-08
50,XO-5b,4.710055538928546e-08
51,WASP-99b,1.505933788341677e-07
52,HATS-56b,3.7580450065982592e-06
53,WASP-70Ab,2.1885416582899196e-07
54,K2-417b,9.91540336749011e-16
55,TOI-1759b,9.362634281287482e-20
56,WASP-150b,1.490501129467272e-07
57,Qatar-4b,5.674942797128515e-07
58,TOI-1201b,8.027972430264163e-13
59,HAT-P-35b,8.685019108933435e-07
