,Planet Name,Noise Estimate 0.6-0.8um,Full Phase Curve Noise Estimate 0.6-0.8um
51,WASP-99b,1.1700576254507609e-05,3.012989269390251e-06
52,HATS-56b,2.347079136488076e-05,8.072324014230165e-06
53,WASP-70Ab,2.4534136803603984e-05,7.793317857869506e-06
54,K2-417b,6.767572215490278e-05,1.3207429381904041e-05
55,TOI-1759b,1.8426085418846048e-05,2.8514618398458872e-06
56,WASP-150b,3.887504710917145e-05,9.879542138611557e-06
57,Qatar-4b,7.89402572789232e-05,2.8348726996789253e-05
58,TOI-1201b,4.5317126041764204e-05,1.2863268129779039e-05
59,HAT-P-35b,3.9406008824517724e-05,1.3586738313517459e-05
60,TOI-561b,1.634664713803672e-05,1.129886220112076e-05
61,WASP-53b,4.618918000962778e-05,1.531029257754513e-05
62,KELT-20b,5.949930963226014e-06,2.0087962055832265e-06
63,KELT-6b,1.4375341261785175e-05,4.08719701006393e-06
64,piMenc,2.183581528722325e-06,5.149579037694385e-07
65,HATS-24b,4.757832437616264e-05,2.2942385656413734e-05
66,HD191939d,6.985056095374946e-06,9.152288951841514e-07
67,WASP-147b,3.646973781115669e-05,1.1908242194397711e-05
68,WASP-97b,1.9798451113079054e-05,8.03362784881918e-06
69,WASP-15b,2.1320994988294527e-05,7.073798310827327e-06
70,HATS-58Ab,2.687601341711353e-05,7.887158882258538e-06
71,WASP-139b,4.538918500507487e-05,1.077789921611566e-05
72,HAT-P-2b,7.911250328532526e-06,2.332065037120261e-06
73,TOI-163b,2.2383825822343044e-05,7.98104848918622e-06
74,TOI-1478b,1.852056990670364e-05,4.085784653394729e-06
75,WASP-136b,1.1322457663044214e-05,3.8493872889958266e-06
76,HATS-4b,7.828256937349978e-05,2.6142384947740308e-05
77,L98-59b,3.0203322167797545e-05,6.898273751103128e-06
78,TOI-2076b,9.115762756856208e-06,1.7909205161584326e-06
79,HAT-P-69b,1.2669964728064912e-05,4.353366261078853e-06
80,EPIC211945201b,1.5095633120161465e-05,2.3609522116942073e-06
81,K2-34b,3.172473588913981e-05,9.736459357613773e-06
82,WASP-61b,3.760559313731474e-05,1.2670638596701776e-05
83,KELT-21b,2.208007288598419e-05,7.787057931370684e-06
84,HAT-P-16b,2.2784551370198678e-05,7.931724428812574e-06
85,WASP-174b,4.287712405276316e-05,1.0346237207418811e-05
86,WASP-130b,2.392567067028827e-05,4.706641928969446e-06
87,KOI-12b,1.7294324135089003e-05,3.68354036494829e-06
88,WASP-37b,5.392965050303772e-05,1.6931835699165608e-05
89,HD191939c,7.92686122490006e-06,1.059891300188722e-06
90,WASP-83b,3.765445311020912e-05,1.0516721315766203e-05
91,WASP-46b,6.260709121747688e-05,2.9509576053118324e-05
92,XO-4b,2.1252766916212576e-05,6.379900505401612e-06
93,WASP-170b,5.9035353181794553e-05,1.848903035723078e-05
94,HD191939b,9.433057896779631e-06,1.8801417683694598e-06
95,HD86226c,5.8654794915780104e-06,1.751311516307052e-06
96,TOI-481b,1.4822800721843548e-05,2.8910446066241538e-06
97,WASP-169b,2.804525156500432e-05,9.66696794779559e-06
98,Kepler-138b,4.170410769712081e-05,8.140717307130919e-06
99,TOI-4010d,3.7286354869703286e-05,6.424257119521746e-06
100,WASP-33b,8.074095266316653e-06,3.840512843822267e-06
101,HATS-1b,4.173414034014039e-05,1.1847720925777702e-05
102,HD106315c,8.131619554971071e-06,1.3310834713548656e-06
103,XO-6b,1.3492598787633327e-05,3.998586249424434e-06
104,HAT-P-26b,3.606863441210696e-05,9.376338048436943e-06
105,TOI-125b,2.17537437257781e-05,5.906246510840512e-06
106,TOI-431d,8.56462526485385e-06,1.5259736774933414e-06
107,KELT-18b,1.4883742147560125e-05,6.1033082803628715e-06
108,TOI-892b,2.8724735969283155e-05,5.5269699212456805e-06
109,DSTucAb,7.092546252257267e-06,1.5297304925070102e-06
110,WASP-105b,3.0809080787874724e-05,7.275738701864702e-06
111,TOI-776b,2.1709542343263952e-05,4.075538383549142e-06
112,HATS-42b,6.714569896551072e-05,2.6109203199075598e-05
113,WASP-177b,5.052059241323358e-05,1.2537745609979984e-05
114,HAT-P-13b,2.243547536339122e-05,7.82176627240762e-06
115,WASP-103b,3.582914792541961e-05,1.824714847296812e-05
116,HATS-27b,4.318121642126613e-05,1.4657921633406154e-05
117,WASP-141b,4.6782401444444134e-05,1.618289920829471e-05
118,K2-238b,4.804993156655228e-05,1.6157166120894206e-05
119,TOI-257b,3.587117917563226e-06,7.370961429299638e-07
120,WASP-181b,6.245541151531245e-05,1.7458741220851306e-05
121,WASP-135b,6.105486634267439e-05,2.1903388644040334e-05
122,WASP-81b,4.091940721948874e-05,1.4795268778488242e-05
123,WASP-19b,5.406051262985135e-05,2.4355005247361037e-05
124,HAT-P-4b,2.337348170817947e-05,8.970665947634293e-06
125,WASP-32b,3.5422800837199846e-05,1.1217117505712411e-05
126,WASP-73b,1.4619831668840248e-05,5.58702992419278e-06
127,LTT1445Ac,3.330851498672518e-05,4.581807074185973e-06
128,WASP-64b,6.267487230470207e-05,2.5080333542264538e-05
129,HD110113b,1.5049111680330285e-05,5.601349916623894e-06
130,K2-30b,6.026696042964854e-05,1.5601142846319383e-05
131,WASP-21b,2.474534112556809e-05,7.271689203819145e-06
132,HAT-P-21b,3.425619042407647e-05,1.084045055578061e-05
133,KOI-13b,2.5457395549164803e-05,1.1040565636599727e-05
134,WASP-123b,2.1775844287306335e-05,7.382643836796964e-06
135,KELT-12b,1.36443469383438e-05,4.8283924195225295e-06
136,HATS-60b,4.2715876181012516e-05,1.4754680093458037e-05
137,WASP-133b,5.251760660649383e-05,2.132919492991981e-05
138,HATS-65b,4.679041705924872e-05,1.5092826404878437e-05
139,HATS-40b,5.1704167949563326e-05,2.1287863089821846e-05
140,HATS-33b,3.426002205457596e-05,1.2732133103245766e-05
141,HATS-68b,4.083885083387133e-05,1.3328091841567912e-05
142,HAT-P-57b,1.7406327123424173e-05,6.5629094477425255e-06
143,WASP-54b,1.4404794872101736e-05,5.2221820310726275e-06
144,HATS-25b,5.919510178013167e-05,1.7281343748286508e-05
145,TOI-776c,1.9490527596390043e-05,2.9752559600575195e-06
146,HAT-P-5b,3.506728514633946e-05,1.193181747264902e-05
147,Qatar-8b,2.6530425475706494e-05,9.165268135236688e-06
148,WASP-18b,1.274014714927665e-05,6.068131777064524e-06
149,TrES-5b,6.950009375732688e-05,3.230606260562913e-05
150,WASP-2b,3.9819690059718195e-05,1.22142053709755e-05
151,HAT-P-55b,7.160109884072594e-05,2.1816135314331144e-05
152,HAT-P-36b,4.667401530147944e-05,1.9453430176374975e-05
153,WASP-65b,4.249852258745012e-05,1.5255184369950886e-05
154,WASP-159b,3.163231177968755e-05,1.2408277735648497e-05
155,WASP-93b,3.08399252172061e-05,9.39145752505974e-06
156,WASP-140b,3.219289783420809e-05,8.99402384232451e-06
157,KELT-16b,4.422670513494471e-05,2.1802878595456756e-05
158,Kepler-5b,5.8358243532688406e-05,1.8751636855765698e-05
159,WASP-129b,4.811907285469813e-05,1.1303272107710354e-05
160,WASP-145Ab,4.611844923919803e-05,1.1718469680363162e-05
161,WASP-167b,2.529713029826433e-05,9.603900355054336e-06
162,K2-232b,1.1196920671347239e-05,2.5849658468029286e-06
163,TOI-157b,5.765230350910903e-05,1.9466178931995312e-05
164,WASP-76b,1.2434777053187979e-05,5.606010167534822e-06
165,Qatar-2b,5.3935637076130224e-05,2.6092535202568716e-05
166,LP791-18d,0.0002068470537173754,4.131285373594126e-05
167,HATS-22b,7.965277261578648e-05,1.8648956056083163e-05
168,HAT-P-51b,6.303480430120667e-05,1.8987219590680278e-05
169,TOI-837b,2.2493473737540085e-05,3.800389798115863e-06
170,HAT-P-56b,2.910410300459809e-05,8.843554017608165e-06
171,WASP-57b,8.101419167159672e-05,2.458663538475547e-05
172,KELT-24b,6.117457957107628e-06,1.8175700501328738e-06
173,HATS-35b,4.2738283569327806e-05,1.7943918462063132e-05
174,WASP-94Ab,1.716229920570051e-05,5.254305517761871e-06
175,HAT-P-24b,3.3667427229774366e-05,1.1709327446627023e-05
176,WASP-31b,3.590723455401948e-05,1.1751344843756418e-05
177,WASP-183b,7.566961797401739e-05,1.8184075004355554e-05
178,HAT-P-66b,5.2396678946024826e-05,2.1285159285174067e-05
179,WASP-63b,2.280674835499335e-05,6.662990129124587e-06
180,HAT-P-33b,2.4691438061250717e-05,8.009069048990596e-06
181,WASP-48b,3.72012631117647e-05,1.488409471653932e-05
182,HD219134b,3.18383605401459e-06,6.143786695385638e-07
183,HATS-3b,3.2085467357135436e-05,1.0745553467074859e-05
184,HAT-P-8b,1.4790659700419215e-05,5.414683146822668e-06
185,WASP-96b,5.7051219098338925e-05,1.6271618599761263e-05
186,WASP-24b,2.8033385499114646e-05,1.0805584648843663e-05
187,TOI-216.01,2.9024595810800865e-05,4.06166892400565e-06
188,KELT-3b,1.6869735399501675e-05,6.016035395607048e-06
189,WASP-132b,3.3942418860013285e-05,7.798025595527607e-06
190,KELT-17b,1.1803132441612392e-05,4.149592797930791e-06
191,KELT-10b,1.866922935054305e-05,5.93279573803746e-06
192,WASP-117b,1.2511199834553794e-05,3.2860838227644127e-06
193,HATS-51b,3.654161926354509e-05,1.2136340169126286e-05
194,K2-333b,2.998961875851652e-05,6.021304810585543e-06
195,WASP-126b,2.2431950250387847e-05,7.59634835302566e-06
196,WASP-6b,4.081245179988368e-05,1.3435959129978831e-05
197,LHS3844b,0.00013388035421747118,4.702451780288299e-05
198,KELT-7b,7.810288594972843e-06,2.9044860157012112e-06
199,K2-198b,2.401699637061585e-05,3.674720133582275e-06
200,WASP-78b,3.193991914759359e-05,1.5052084984991982e-05
201,HAT-P-45b,2.5350988185901362e-05,8.81901826697431e-06
202,TrES-2b,4.051636325195696e-05,1.1672734954301358e-05
203,CoRoT-2b,4.003296182053178e-05,1.4970702885914585e-05
204,HAT-P-27b,5.12730342635998e-05,1.3034224017500772e-05
205,G9-40b,7.030629827384349e-05,1.1818840184461606e-05
206,WASP-41b,2.8774072747756576e-05,9.886087503531066e-06
207,TOI-640b,1.740547630940648e-05,5.002745343546878e-06
208,TOI-1259Ab,3.795894340070393e-05,1.0849781508743398e-05
209,WASP-138b,3.31380778361559e-05,1.1230601313234471e-05
210,WASP-74b,1.3315750908709496e-05,5.333736203210292e-06
211,HAT-P-25b,5.1914418884299085e-05,1.5383663716844876e-05
212,HAT-P-62b,4.346776493756037e-05,1.554400113725774e-05
213,WASP-29b,2.1769771913689917e-05,6.686017342268582e-06
214,WASP-82b,1.4518241214829651e-05,5.2583843220753495e-06
215,HAT-P-29b,2.8306469319154157e-05,7.923682344995068e-06
216,K2-31b,4.160097754859654e-05,1.2402234104913065e-05
217,HAT-P-37b,7.805470126585907e-05,2.3970575009617794e-05
218,XO-2Nb,2.5280338909123383e-05,9.291449923267865e-06
219,HAT-P-32b,2.7286888782656466e-05,1.069293779868776e-05
220,KPS-1b,6.773179345018203e-05,2.2421652905844e-05
221,XO-1b,2.5372763973837677e-05,7.775731569412807e-06
222,WASP-190b,3.274987531186197e-05,1.0049731213817431e-05
223,WASP-92b,5.447716010011016e-05,2.0180879074696425e-05
224,HAT-P-19b,4.778968325832091e-05,1.3623597019587616e-05
225,HAT-P-67b,1.1239277121676906e-05,4.406349673908099e-06
226,K2-107b,4.879199397692843e-05,1.5990278468317535e-05
227,HAT-P-1b,1.8494186083660782e-05,5.027121263704819e-06
228,WASP-16b,2.3629262859034225e-05,8.041903823875991e-06
229,K2-261b,1.5386153599808424e-05,3.5193181605540596e-06
230,GJ3470b,2.3713471572188198e-05,7.832102438929164e-06
231,HAT-P-15b,1.9958518678632024e-05,4.862512746526445e-06
232,K2-55b,5.599124304518295e-05,1.9827898776256617e-05
233,WASP-166b,1.1100535115999589e-05,3.067340362448798e-06
234,HIP65Ab,3.7959787805468315e-05,1.1451815648316606e-05
235,WASP-101b,1.7439546307686897e-05,5.57748016509666e-06
236,WASP-5b,4.750946061005401e-05,1.8643309664862906e-05
237,XO-3b,1.809658997641186e-05,5.857479681075253e-06
238,K2-121b,5.0677554254190066e-05,1.3695044391720604e-05
239,WASP-165b,4.369111732646772e-05,1.580802835138818e-05
240,K2-25b,0.00018302395849077954,2.9886930762043283e-05
241,LTT3780c,4.6148173553095295e-05,5.460844776006992e-06
242,HAT-P-9b,3.834419790918566e-05,1.1924462788322388e-05
243,HAT-P-28b,5.1351531231383695e-05,1.702616232999343e-05
244,HAT-P-49b,1.7368047591459135e-05,6.9524674665157815e-06
245,K2-266d,2.7653076175335013e-05,4.641005078498001e-06
246,WASP-98b,5.707646512827505e-05,1.9869467207278818e-05
247,WASP-85Ab,2.0708379198130282e-05,6.83314588341367e-06
248,WASP-157b,5.085170094143448e-05,1.2246582443669115e-05
249,HAT-P-6b,1.9682064230149234e-05,6.290166042692514e-06
250,WASP-153b,4.219167630540866e-05,1.4970499970777108e-05
251,HAT-P-31b,2.500512424154207e-05,8.43314619861116e-06
252,TOI-216.02,4.7463004997928804e-05,5.766643727781732e-06
253,WASP-47b,3.3014640683073786e-05,9.873669852694048e-06
254,HD63433b,3.622195217795074e-06,8.018232253098657e-07
255,Kepler-435b,3.210747453554147e-05,1.0921898862054728e-05
256,WASP-56b,3.975306368244688e-05,1.1788972705585445e-05
257,WASP-42b,3.6372028054826965e-05,9.458103344852434e-06
258,GJ1214b,5.252261214398129e-05,2.3804274024736805e-05
259,TOI-150.01,2.0622433245670788e-05,6.472311481652027e-06
260,TOI-451c,1.966385073126461e-05,4.224954511655705e-06
261,TOI-2076d,9.293496659396214e-06,9.861428674405731e-07
262,TOI-1266c,4.457003242741882e-05,5.1681687004382035e-06
263,Qatar-10b,5.9174089391005224e-05,2.468069855637952e-05
264,TOI-270d,2.572586215724413e-05,4.789260096396248e-06
265,WASP-72b,2.4141821671115863e-05,1.007422257628522e-05
266,WASP-91b,3.8338566189642714e-05,1.1799002170728642e-05
267,Kepler-7b,6.0371209346511347e-05,1.6770929711492e-05
268,WASP-28b,3.88513853466387e-05,1.2656372314470575e-05
269,WASP-131b,1.5126062365033279e-05,4.345688194815393e-06
270,HAT-P-20b,2.9675578270662027e-05,8.189009975626762e-06
271,WASP-35b,2.372655408878759e-05,8.026278571882795e-06
272,WASP-20b,1.92162163362565e-05,5.431314989261686e-06
273,WASP-158b,4.132462644726419e-05,1.363937383751972e-05
274,LP714-47b,2.8373571530733975e-05,8.586950399375595e-06
275,HIP67522b,1.0623341271604736e-05,2.9991911187108197e-06
276,TOI-1859b,1.8928106625573218e-05,1.5135770413418952e-06
277,EPIC246851721b,2.4913791542709135e-05,6.900469328512611e-06
278,WASP-26b,2.5912865865612718e-05,9.309779159992304e-06
279,Qatar-9b,0.00010159184044547521,3.6847753185846626e-05
280,HATS-26b,4.1379789193618054e-05,1.6801356707978995e-05
281,KELT-9b,4.648838645662146e-06,2.3169296538166796e-06
282,WASP-104b,3.951532771866853e-05,1.3194005747500008e-05
283,KELT-23Ab,1.9269356914970697e-05,6.5794135852777435e-06
284,HATS-2b,7.840261998564064e-05,3.1395218342152396e-05
285,WASP-69b,1.5357709286182683e-05,3.981404892885785e-06
286,CoRoT-19b,4.916852212859677e-05,1.7796204956822236e-05
287,Kepler-18d,5.7739425558878444e-05,1.000414607579083e-05
288,HD209458b,4.992887028419227e-06,1.6091409459239266e-06
289,GJ357b,1.9231436393201953e-05,3.8191097956477935e-06
290,WASP-43b,5.0757042842831146e-05,1.9770806216801752e-05
291,HD189733b,6.026318657570319e-06,1.847331488734986e-06
292,WASP-173Ab,3.388197516441029e-05,1.417705495734221e-05
293,WASP-172b,2.2100839327508837e-05,7.256298444288968e-06
294,TOI-1333b,1.0184040975043204e-05,3.369410300553008e-06
295,TOI-4479b,8.537186749873454e-05,4.3585205428674055e-05
296,WASP-148b,3.943879591033521e-05,8.305369106123235e-06
297,AUMicb,4.8200482866869645e-06,1.0675841045937111e-06
298,WASP-12b,3.068396921908364e-05,1.5508797268404773e-05
299,TOI-4515b,3.436390737061767e-05,5.524277878425433e-06
300,LHS1678b,5.362917707598172e-05,1.7316335799027942e-05
301,LHS1678c,4.327776608333406e-05,8.650775369507547e-06
302,LHS1678d,4.7997364466306366e-05,7.521491987927784e-06
303,TOI-1994b,1.7035108929265925e-05,5.684799558290257e-06
304,GJ806b,2.218888297105798e-05,7.4093231718718915e-06
305,Kepler-91b,4.547211201713446e-05,1.1266493870795971e-05
306,TOI-3688Ab,3.788597974524675e-05,1.30270425767032e-05
307,LHS1478b,7.605143577096678e-05,1.581578760276143e-05
308,Kepler-1658b,3.6303644521945364e-05,1.0129693190823866e-05
309,GJ9827b,2.0142523008916708e-05,6.837805136476127e-06
310,GJ9827c,1.6728608844160797e-05,4.059734921547472e-06
311,GJ9827d,2.0414639009466534e-05,3.170756298635574e-06
312,LTT1445Ab,1.905098628951315e-05,3.3614999705098495e-06
313,KELT-4Ab,1.5762226007417844e-05,5.605497448768067e-06
314,HAT-P-54b,5.572379480427952e-05,1.7362124631756183e-05
315,MASCARA-4b,6.701051724566575e-06,2.5878373561516553e-06
316,HATS-70b,5.971340382352579e-05,2.626624499751965e-05
317,WASP-52b,5.350354424196742e-05,1.8102453953203262e-05
318,WASP-7b,1.272886768011701e-05,3.5131653576797923e-06
319,HAT-P-44b,5.990910854102295e-05,1.7285807576990982e-05
320,KELT-14b,3.033947321287629e-05,1.114405661137635e-05
321,WASP-192b,5.948628100504898e-05,1.797349154003186e-05
322,WASP-162b,3.917877978123636e-05,8.968266542962872e-06
323,TOI-169b,5.733046744606401e-05,1.6851662734756087e-05
324,GJ1132b,3.223974012004472e-05,1.4436631092289393e-05
325,HD63433c,3.0620602706206625e-06,4.777157697121772e-07
326,HATS-52b,8.327434503926339e-05,3.336257602485913e-05
327,HATS-57b,4.807604405143278e-05,1.6435362228006766e-05
328,KELT-15b,2.464763438308198e-05,9.026435061837062e-06
329,HD202772Ab,5.553287151953929e-06,2.3257217408202363e-06
330,HATS-10b,6.642256178051614e-05,2.120378843060534e-05
331,K2-198d,2.401699637061585e-05,5.476047548350665e-06
332,HATS-64b,4.168571233031812e-05,1.4960096186083387e-05
333,K2-260b,3.963007880865738e-05,1.6122407707665096e-05
334,WASP-180Ab,2.3444574852364553e-05,7.50887614870783e-06
335,TOI-674b,4.740153142915557e-05,1.9615715512028534e-05
336,TrES-3b,3.931871785583937e-05,1.9192068742684083e-05
337,WASP-10b,4.4305651131566346e-05,1.3064972385799273e-05
338,TOI-1789b,1.594092105980488e-05,4.57122991143395e-06
339,KELT-1b,2.1476118253177645e-05,1.0094927107563023e-05
340,WASP-107b,2.5162477418492486e-05,5.993206410891064e-06
341,WASP-36b,5.0423228299413474e-05,2.310413496835166e-05
342,Kepler-18c,5.930603980600641e-05,1.3777007421509254e-05
343,HAT-P-68b,8.53517769423989e-05,2.7249037136226012e-05
344,TOI-1807b,2.285024663761626e-05,9.756985626216876e-06
345,HAT-P-17b,1.6091259289979748e-05,3.4791128676857376e-06
346,HATS-45b,6.805626951006411e-05,1.964632607106383e-05
347,TOI-1728b,3.883344071386097e-05,9.944018908230028e-06
348,HAT-P-3b,3.522876872127279e-05,1.0094363293286078e-05
349,WASP-95b,1.4882188918089081e-05,5.907019359887113e-06
350,HATS-31b,4.346100462167858e-05,1.6565917816982265e-05
351,KELT-19Ab,1.2432298191154232e-05,4.055904955047061e-06
352,WASP-87b,2.0404718732950004e-05,9.018595088362763e-06
353,Kepler-447b,6.448412872678882e-05,8.621842248757882e-06
354,Kepler-1656b,2.3210791996461123e-05,2.6238293487629665e-06
355,TOI-4010c,4.25070821624763e-05,1.0421035285516173e-05
356,HATS-55b,6.946079978728898e-05,1.9204463942095873e-05
357,Kepler-450b,2.1883245151503285e-05,4.070687132176411e-06
358,K2-155c,3.126550078098955e-05,5.491618974373246e-06
359,WASP-13b,2.130063393352865e-05,6.239340318172264e-06
360,WASP-58b,3.0939861545437805e-05,9.095453347245137e-06
361,WASP-119b,3.696379613416638e-05,1.3396514695404468e-05
362,HAT-P-52b,8.061876018492406e-05,2.5303308747143816e-05
363,WASP-4b,5.4633200065021675e-05,2.2248010973129795e-05
364,HATS-5b,4.7243543474062176e-05,1.2734322610705889e-05
365,Qatar-7b,4.901279386757794e-05,2.0818159215637025e-05
366,WASP-114b,5.102737139220144e-05,2.1850560325939004e-05
367,55Cnce,3.13729322213018e-06,1.4483646195245466e-06
368,WASP-160Bb,5.677096748180918e-05,1.6668783534397876e-05
369,WASP-142b,6.198961087526475e-05,2.3221573558402914e-05
370,HATS-29b,4.675889000147229e-05,1.323890283820233e-05
371,K2-140b,4.3834760204192816e-05,1.1396765758816953e-05
372,WASP-50b,4.5211773311002986e-05,1.4645473286410588e-05
373,TOI-431b,8.56462526485385e-06,5.774923263801052e-06
374,TOI-172b,2.2662414591084775e-05,5.482847323474097e-06
375,TOI-2076c,8.097581855796999e-06,1.2663785961070446e-06
376,WASP-90b,2.6051312185230193e-05,8.102443702816226e-06
377,TOI-269b,6.158392880160779e-05,1.9425165497137812e-05
378,HAT-P-50b,3.335430502887582e-05,1.1944815819419526e-05
379,TrES-1b,3.080382931199231e-05,1.0617775431489229e-05
380,WASP-106b,2.458673752033417e-05,6.378666435008171e-06
381,K2-266b,8.841714742939195e-05,2.1569449299967934e-05
382,TOI-201b,9.753900938555337e-06,8.532617563969325e-07
383,WASP-88b,2.07353229673631e-05,7.544900662156393e-06
384,HATS-39b,5.482824180850217e-05,1.6673887132626448e-05
385,WASP-168b,4.4817259756829e-05,1.0456021861772466e-05
386,HD2685b,1.2892870165430462e-05,3.869545869505574e-06
387,K2-237b,3.014873809028102e-05,1.1429367865578213e-05
388,HD149026b,5.9670567403186515e-06,2.096485888543065e-06
389,HAT-P-39b,4.258745135032549e-05,1.5278578693897667e-05
390,TOI-270c,2.572586215724413e-05,6.674637707837529e-06
391,HAT-P-30b,2.5183460234473507e-05,7.406195902333743e-06
392,LP791-18b,0.0002678275309536792,7.318614876203623e-05
393,HAT-P-12b,5.078919219013354e-05,1.4663965835371597e-05
394,TOI-421c,1.4935913431705198e-05,2.1461811043194707e-06
395,TOI-700c,5.0903796457767594e-05,5.311759758303676e-06
396,TOI-451d,1.8328308395945403e-05,3.192655291950994e-06
397,NGTS-2b,1.9446785369980384e-05,6.570683732043841e-06
398,WASP-89b,6.500166902851272e-05,1.8831035260352743e-05
399,WASP-161b,1.8087676164414222e-05,5.8895989938718455e-06
400,WASP-68b,1.3869394480134114e-05,4.643948771316698e-06
401,TOI-904b,2.9146799102215143e-05,5.848052190453898e-06
402,KELT-8b,1.5664529516515417e-05,5.376481272504054e-06
403,Qatar-5b,4.931072101740101e-05,1.6511499423977893e-05
404,HATS-13b,7.776569934276049e-05,2.4298351647284757e-05
405,TOI-1518b,1.0597886277763871e-05,4.4557912390256844e-06
406,KOI-94d,3.761595604213387e-05,5.040661880984785e-06
407,WASP-8b,1.1837326430838662e-05,2.973785453765465e-06
408,WASP-3b,2.0843488550880815e-05,8.284561640138133e-06
409,WASP-186b,2.376933548422002e-05,5.966213861458201e-06
410,WASP-175b,5.8757138723409726e-05,1.84302971667864e-05
411,WASP-164b,6.741582377427913e-05,2.146381051384289e-05
412,HAT-P-38b,4.5410090152527554e-05,1.2494846725513435e-05
413,HD332231b,5.651820613854296e-06,1.1232610280669895e-06
414,WASP-144b,9.419001954348841e-05,2.9306299148140013e-05
415,TOI-125c,2.178023500053272e-05,4.288901337755156e-06
416,WASP-75b,3.684760592244918e-05,1.1072891791303535e-05
417,HAT-P-40b,1.8927009759444365e-05,7.252590866274901e-06
418,WASP-66b,3.0493493141897544e-05,9.193531958514673e-06
419,WASP-17b,2.3632341869886492e-05,8.459478610591709e-06
420,WASP-79b,1.6220411415450167e-05,5.50621032450317e-06
421,WASP-14b,1.359086963638449e-05,5.334031029350298e-06
422,HD219666b,1.7073722574747206e-05,3.4281675589527498e-06
423,WASP-120b,2.1772192056386315e-05,7.210666916295692e-06
424,HATS-7b,6.41468813806383e-05,1.845374920254252e-05
425,HAT-P-34b,1.7609199891767784e-05,4.794083086938943e-06
426,HATS-30b,4.52217595901173e-05,1.4136540316718962e-05
427,TOI-561c,1.4824926191894688e-05,3.0264510507016785e-06
428,TOI-905b,3.17286766294656e-05,7.994432431561049e-06
429,WASP-34b,2.45735620831528e-05,5.886065689600212e-06
