,Planet Name,TSM Estimate 3.9-4.29um,TSM Estimate 4.29-4.68um,TSM Estimate 4.68-5.07um,TSM Estimate 5.07-5.46um,TSM Estimate 5.46-5.85um,TSM Estimate 5.85-6.24um,TSM Estimate 6.24-6.63um,TSM Estimate 6.63-7.02um,TSM Estimate 7.02-7.41um,TSM Estimate 7.41-7.8um
0,TOI-5704b,2.277475651951253,2.0239231640835436,1.813594793798625,1.6369686406258752,1.487020876708075,1.358482008943539,1.247336404192277,1.1504797660502328,1.0654806787452633,0.9904118419393967
1,TOI-672b,5.925181477005003,5.290060266332861,4.758521568181788,4.308921609832032,3.9249383046372093,3.5941123748737716,3.3068157845158144,3.0555195917044853,2.834269826179237,2.638308251732584
2,TOI-199b,4.262804120215837,3.7783865693055083,3.378464470249481,3.0439356214006597,2.760860349182968,2.5188703656981537,2.310119927845955,2.128579329878649,1.9695492218630282,1.8293203892241925
3,WASP-176b,2.7722540790285533,2.452242973262958,2.189009974510982,1.96947707008601,1.7841744039111425,1.6261022845228201,1.4899912721941848,1.3718091238612835,1.2684247949473257,1.1773747633900347
4,TOI-1801b,2.714133873284615,2.421589378463738,2.1770738357317283,1.9704691787154411,1.794171224273701,1.6423908078367702,1.510663775853645,1.3955052946989974,1.294163497608768,1.2044418596796977
5,TOI-836c,3.7245930389610127,3.310507295421297,2.9669012425178534,2.6782769886370312,2.433193863513337,2.2230635644136694,2.0413381507906347,1.8829536673401739,1.7439424560365968,1.6211585720039465
6,TOI-3807b,2.9288596505886155,2.591940409756856,2.3145764450421495,2.0831054950312797,1.8876180096380575,1.7207793183733304,1.577061589299454,1.452230851795848,1.3429967681319375,1.2467686830061104
7,TOI-4087b,3.211756881654725,2.840155906387662,2.534649830745919,2.2799739141088295,2.065087127798606,1.8818357784131639,1.724086250320977,1.5871479614602235,1.4673806118146366,1.3619213154883696
8,TOI-2818b,4.746451101708312,4.2010423594066815,3.7519286448145146,3.377047793249075,3.0603890758811048,2.790096847579809,2.557232823511795,2.354948791863357,2.1779214576409958,2.0219585906883184
9,TOI-3235b,5.605705485636277,5.0196719352805035,4.52632619086179,4.107042484496758,3.7475418591802923,3.4367864482701402,3.1661611460219734,2.928874361741267,2.719519119048214,2.533749879623126
