,Planet Name,Noise Estimate 0.8-1.1um,Full Phase Curve Noise Estimate 0.8-1.1um
32,GJ3473b,3.890417293669674e-05,1.1683171599067383e-05
33,TOI-2202b,3.63157740263811e-05,6.613547338602724e-06
34,TOI-833b,1.3683550389024191e-05,7.262262753832352e-06
35,HD28109c,5.4730900371484895e-06,7.668757843302676e-07
36,TOI-2641b,3.3881219798205e-05,6.881264402992501e-06
37,TOI-1685b,1.9984572847566726e-05,1.2304642951749519e-05
38,K2-87b,3.056621072417274e-05,7.19169509223566e-06
39,WASP-178b,1.3962484593366388e-05,4.827808066669702e-06
40,HIP29442b,8.102770956534057e-06,1.3822299843131049e-06
41,HD152843c,4.887883382545916e-06,8.685335383012954e-07
42,K2-26b,3.345128117041943e-05,6.606644870790763e-06
43,TOI-1246d,2.3904243002856244e-05,3.4993191330837584e-06
44,WASP-62b,1.1582738396096183e-05,3.6179548439432154e-06
45,WASP-80b,1.8473195639243986e-05,5.221450266367079e-06
46,WASP-22b,2.713002251464457e-05,8.75825380621112e-06
47,WASP-60b,3.709304553480785e-05,1.1022935045326097e-05
48,TOI-1296b,2.0791397005510838e-05,6.369627375697069e-06
49,HAT-P-59b,2.9871825335986026e-05,7.6703780047736e-06
50,XO-5b,2.7998293135506508e-05,8.169296431328774e-06
51,WASP-99b,9.051043151320247e-06,2.3307139151552537e-06
52,HATS-56b,1.856743133329963e-05,6.385908319164409e-06
53,WASP-70Ab,1.8494763076864584e-05,5.874898657238321e-06
54,K2-417b,4.133623442824199e-05,8.067079001761126e-06
55,TOI-1759b,1.1461240669879719e-05,1.7736426193935683e-06
56,WASP-150b,3.019771668403812e-05,7.674321619006429e-06
57,Qatar-4b,5.695755871243246e-05,2.0454383327345148e-05
58,TOI-1201b,2.574512029344695e-05,7.307753476308741e-06
59,HAT-P-35b,3.0379681199310442e-05,1.0474564433592287e-05
60,TOI-561b,1.1909137791015603e-05,8.231639534307952e-06
61,WASP-53b,3.251406303274533e-05,1.0777411891969347e-05
62,KELT-20b,5.129679180289605e-06,1.731865484980016e-06
63,KELT-6b,1.108673705040833e-05,3.152181064685676e-06
64,piMenc,1.677065997620171e-06,3.9550544793388726e-07
65,HATS-24b,3.723972318476712e-05,1.7957086598683764e-05
66,HD191939d,5.098368913478105e-06,6.68022487466268e-07
67,WASP-147b,2.7370959781340925e-05,8.937273414387323e-06
68,WASP-97b,1.4790736564504832e-05,6.001644900931584e-06
69,WASP-15b,1.664324470200992e-05,5.5218321811153404e-06
70,HATS-58Ab,2.1936367954525174e-05,6.4375477371527e-06
71,WASP-139b,3.302254500556884e-05,7.841375911241205e-06
72,HAT-P-2b,6.171908935362968e-06,1.8193449129702802e-06
73,TOI-163b,1.766791903793438e-05,6.299571827619342e-06
74,TOI-1478b,1.3791076661856973e-05,3.0424209223934377e-06
75,WASP-136b,8.817413493553466e-06,2.9977272102936057e-06
76,HATS-4b,5.7400989542353487e-05,1.9169002461298918e-05
77,L98-59b,1.6936794563626586e-05,3.868271335087081e-06
78,TOI-2076b,6.560785771253353e-06,1.2889591527621297e-06
79,HAT-P-69b,1.0438268884716005e-05,3.586561491062032e-06
80,EPIC211945201b,1.1584950248622173e-05,1.8118825288170043e-06
81,K2-34b,2.4513333275394014e-05,7.5232485461673804e-06
82,WASP-61b,2.9268007470224263e-05,9.861414597202651e-06
83,KELT-21b,1.833979070190245e-05,6.467959294445151e-06
84,HAT-P-16b,1.7633856975161382e-05,6.138672290340335e-06
85,WASP-174b,3.366233563423185e-05,8.122711518592752e-06
86,WASP-130b,1.785384968158768e-05,3.5121973658707855e-06
87,KOI-12b,1.388390433803471e-05,2.9571506612662617e-06
88,WASP-37b,4.0761388746126576e-05,1.2797508062477764e-05
89,HD191939c,5.785789304862567e-06,7.73611089555324e-07
90,WASP-83b,2.7849911257723943e-05,7.778356374186518e-06
91,WASP-46b,4.6630151711116135e-05,2.197891615037218e-05
92,XO-4b,1.6683403654315874e-05,5.008216380747717e-06
93,WASP-170b,4.396989896278627e-05,1.3770745035163577e-05
94,HD191939b,6.885157181747566e-06,1.3723091431053228e-06
95,HD86226c,4.4528214576746535e-06,1.3295208874367363e-06
96,TOI-481b,1.115147291914151e-05,2.1749874564049103e-06
97,WASP-169b,2.1640342538489038e-05,7.459248394117901e-06
98,Kepler-138b,2.5386495968990914e-05,4.955489962837435e-06
99,TOI-4010d,2.6265356691017953e-05,4.525392876527996e-06
100,WASP-33b,6.661739511096071e-06,3.168713683785181e-06
101,HATS-1b,3.1698062597490675e-05,8.998623105258826e-06
102,HD106315c,6.357622011890455e-06,1.0406937412579623e-06
103,XO-6b,1.077765396628091e-05,3.194001365409659e-06
104,HAT-P-26b,2.5701959238994364e-05,6.681435609080514e-06
105,TOI-125b,1.584030506547189e-05,4.300719347572725e-06
106,TOI-431d,5.965972781404245e-06,1.0629673971170492e-06
107,KELT-18b,1.1858335968887382e-05,4.8626937629458725e-06
108,TOI-892b,2.237084948713016e-05,4.304409006937457e-06
109,DSTucAb,5.211321171343094e-06,1.123985183672753e-06
110,WASP-105b,2.193540917748714e-05,5.180170956502289e-06
111,TOI-776b,1.2910158291943082e-05,2.4236275838783365e-06
112,HATS-42b,5.164668619052056e-05,2.0082504837723473e-05
113,WASP-177b,3.5787407425643964e-05,8.881396454604916e-06
114,HAT-P-13b,1.6777101997001227e-05,5.849065750708981e-06
115,WASP-103b,2.764657083467866e-05,1.4079907337983493e-05
116,HATS-27b,3.397585164839874e-05,1.1533148256684977e-05
117,WASP-141b,3.560535854693291e-05,1.2316553038100589e-05
118,K2-238b,3.5869428400805226e-05,1.2061376456501682e-05
119,TOI-257b,2.7652787096385398e-06,5.682211507520058e-07
120,WASP-181b,4.7334675770382704e-05,1.3231901527786735e-05
121,WASP-135b,4.5731253525376365e-05,1.6406053753742148e-05
122,WASP-81b,3.1079253602069105e-05,1.123735512616149e-05
123,WASP-19b,4.031364207698145e-05,1.8161850795749988e-05
124,HAT-P-4b,1.774047414302559e-05,6.808736040126809e-06
125,WASP-32b,2.731577836836439e-05,8.649917241895931e-06
126,WASP-73b,1.1227808900473082e-05,4.290754211880564e-06
127,LTT1445Ac,1.8369110454062946e-05,2.526792931431252e-06
128,WASP-64b,4.5945205534276517e-05,1.8385694890057287e-05
129,HD110113b,1.1319269819437019e-05,4.213085290756205e-06
130,K2-30b,4.4821935011688466e-05,1.1602931453330534e-05
131,WASP-21b,1.88639411227675e-05,5.54337547047088e-06
132,HAT-P-21b,2.5490817407605935e-05,8.066628025846326e-06
133,KOI-13b,2.1187346220654165e-05,9.188696705550064e-06
134,WASP-123b,1.6388306861144845e-05,5.5561121326761055e-06
135,KELT-12b,1.0637616533259079e-05,3.764385885456694e-06
136,HATS-60b,3.202576661381746e-05,1.1062161973038684e-05
137,WASP-133b,3.940928695207077e-05,1.6005458317019454e-05
138,HATS-65b,3.647513903697574e-05,1.1765506190760992e-05
139,HATS-40b,4.0731946102083314e-05,1.677033257452266e-05
140,HATS-33b,2.563090012804068e-05,9.525272093122475e-06
141,HATS-68b,3.1585222765564306e-05,1.0308094896408635e-05
142,HAT-P-57b,1.3611335515313112e-05,5.132039735690595e-06
143,WASP-54b,1.1108048343677702e-05,4.027009823859855e-06
144,HATS-25b,4.446888463578814e-05,1.2982190390487442e-05
145,TOI-776c,1.1590561997312437e-05,1.7693152990536372e-06
146,HAT-P-5b,2.6797149814829116e-05,9.117862960975403e-06
147,Qatar-8b,1.9963674835623832e-05,6.896701788695954e-06
148,WASP-18b,1.0020826634642446e-05,4.772919482141214e-06
149,TrES-5b,4.994817660007377e-05,2.3217650984951222e-05
150,WASP-2b,2.8640871306790058e-05,8.78523875048185e-06
151,HAT-P-55b,5.4148467253760095e-05,1.6498493847132727e-05
152,HAT-P-36b,3.46563217791577e-05,1.4444532606549878e-05
153,WASP-65b,3.1653164477283617e-05,1.1362156390253797e-05
154,WASP-159b,2.4423552973152602e-05,9.580527363694141e-06
155,WASP-93b,2.460919263780093e-05,7.4940579705094985e-06
156,WASP-140b,2.3320524380375876e-05,6.515267851089063e-06
157,KELT-16b,3.4392207147468536e-05,1.695466833394244e-05
158,Kepler-5b,4.554660312957829e-05,1.4635008015982156e-05
159,WASP-129b,3.662267837986295e-05,8.602744701477246e-06
160,WASP-145Ab,3.2291335521074635e-05,8.20506852430165e-06
161,WASP-167b,2.0484607902635357e-05,7.77685574567984e-06
162,K2-232b,8.514830562553231e-06,1.9657678072006482e-06
163,TOI-157b,4.2277256689233124e-05,1.427482673500596e-05
164,WASP-76b,9.677846227670657e-06,4.363094257347442e-06
165,Qatar-2b,3.673918882282052e-05,1.7773380081154362e-05
166,LP791-18d,0.00010345437609604613,2.066258828051169e-05
167,HATS-22b,5.521079653143722e-05,1.2926401486394197e-05
168,HAT-P-51b,4.639465226983825e-05,1.3974905772235558e-05
169,TOI-837b,1.7286924161679194e-05,2.920716070421986e-06
170,HAT-P-56b,2.3061190549798086e-05,7.007358526228205e-06
171,WASP-57b,6.0339874843849035e-05,1.8312279260420297e-05
172,KELT-24b,4.832321874008964e-06,1.4357407230884104e-06
173,HATS-35b,3.336165652582005e-05,1.4007086725595582e-05
174,WASP-94Ab,1.3292427995806884e-05,4.069529200354583e-06
175,HAT-P-24b,2.639267371215205e-05,9.179212197547078e-06
176,WASP-31b,2.8029315310242724e-05,9.173141681226254e-06
177,WASP-183b,5.506698136254498e-05,1.3233080147223648e-05
178,HAT-P-66b,4.015085455241387e-05,1.6310524861019323e-05
179,WASP-63b,1.6921286693633795e-05,4.9435528667585946e-06
180,HAT-P-33b,1.9436432756571993e-05,6.3045227105562355e-06
181,WASP-48b,2.8351720666665717e-05,1.1343423864714579e-05
182,HD219134b,2.1819898549836855e-06,4.2105435120038913e-07
183,HATS-3b,2.5120678528118295e-05,8.413017371650158e-06
184,HAT-P-8b,1.1476657078548886e-05,4.201466528455145e-06
185,WASP-96b,4.229571015734877e-05,1.2063189445612836e-05
186,WASP-24b,2.158323817870105e-05,8.319348626068517e-06
187,TOI-216.01,2.0578133999522458e-05,2.8796806654851472e-06
188,KELT-3b,1.3173223436220178e-05,4.697796176985794e-06
189,WASP-132b,2.3300698759314835e-05,5.353167258591315e-06
190,KELT-17b,9.747973514857866e-06,3.427066576756003e-06
191,KELT-10b,1.425493508834356e-05,4.530000491727063e-06
192,WASP-117b,9.609654959511189e-06,2.5239890755788362e-06
193,HATS-51b,2.7536581882463395e-05,9.145553250125835e-06
194,K2-333b,2.279347311743991e-05,4.5764652907772495e-06
195,WASP-126b,1.6954633229791228e-05,5.7415114947061675e-06
196,WASP-6b,3.004106823390844e-05,9.889887698754957e-06
197,LHS3844b,6.841657529266002e-05,2.4030833214229192e-05
198,KELT-7b,6.2604728739780035e-06,2.328141360339722e-06
199,K2-198b,1.7325676966631072e-05,2.650914918533142e-06
200,WASP-78b,2.463000474041884e-05,1.1607196712690219e-05
201,HAT-P-45b,1.9823872284847766e-05,6.8962633929775604e-06
202,TrES-2b,3.073064746626915e-05,8.853477312786865e-06
203,CoRoT-2b,2.9873456527181293e-05,1.117146025439334e-05
204,HAT-P-27b,3.7322453343868724e-05,9.487818007136437e-06
205,G9-40b,3.884324628270816e-05,6.529743868364144e-06
206,WASP-41b,2.1340382860580965e-05,7.3320483397682e-06
207,TOI-640b,1.371183312740691e-05,3.941104978124317e-06
208,TOI-1259Ab,2.6232211851761586e-05,7.4979370231207284e-06
209,WASP-138b,2.5824882335625816e-05,8.752135803005555e-06
210,WASP-74b,1.0195638526828437e-05,4.083948903686786e-06
211,HAT-P-25b,3.8424119217047614e-05,1.1386118565025291e-05
212,HAT-P-62b,3.2446378646435686e-05,1.1602771555072233e-05
213,WASP-29b,1.5084754241628883e-05,4.632888615611374e-06
214,WASP-82b,1.1450005452017414e-05,4.147095248360088e-06
215,HAT-P-29b,2.184877924084953e-05,6.116014836695548e-06
216,K2-31b,3.0188280987083288e-05,8.999839669376565e-06
217,HAT-P-37b,5.7684949815341794e-05,1.771503053691778e-05
218,XO-2Nb,1.8439563847174626e-05,6.777214684851097e-06
219,HAT-P-32b,2.0908197236999794e-05,8.19331417072492e-06
220,KPS-1b,4.865080294288075e-05,1.6105160687620242e-05
221,XO-1b,1.910909885025226e-05,5.856170157344604e-06
222,WASP-190b,2.5713011615122363e-05,7.89037677148499e-06
223,WASP-92b,4.247484391100227e-05,1.573466177585879e-05
224,HAT-P-19b,3.376393874530928e-05,9.625221677526889e-06
225,HAT-P-67b,8.827336397458633e-06,3.4607502275569465e-06
226,K2-107b,3.7456947288517906e-05,1.227551835655063e-05
227,HAT-P-1b,1.4151341561203687e-05,3.846641844656679e-06
228,WASP-16b,1.7731432573746476e-05,6.0346561070606e-06
229,K2-261b,1.137357159150126e-05,2.6015089991582106e-06
230,GJ3470b,1.3952799620563237e-05,4.6083406896133045e-06
231,HAT-P-15b,1.4828748065021055e-05,3.6127418894264535e-06
232,K2-55b,3.6540606717985774e-05,1.2939942244942834e-05
233,WASP-166b,8.532750536209947e-06,2.357800759055259e-06
234,HIP65Ab,2.5692818616254438e-05,7.751081849740934e-06
235,WASP-101b,1.367674992342499e-05,4.3740702926008526e-06
236,WASP-5b,3.565116704858003e-05,1.3989966180752191e-05
237,XO-3b,1.423156136979955e-05,4.606452467687781e-06
238,K2-121b,3.381360706002371e-05,9.137750559320535e-06
239,WASP-165b,3.2538932985126086e-05,1.1773019474628731e-05
240,K2-25b,9.780173732753912e-05,1.5970552576934687e-05
241,LTT3780c,2.539778099398992e-05,3.0053917410973453e-06
242,HAT-P-9b,3.0019090651853945e-05,9.3354809576433e-06
243,HAT-P-28b,3.847751385626216e-05,1.2757640936146208e-05
244,HAT-P-49b,1.394308961799806e-05,5.5814492930981995e-06
245,K2-266d,1.8010243461765585e-05,3.022652193957112e-06
246,WASP-98b,4.2090570961386574e-05,1.4652575585635037e-05
247,WASP-85Ab,1.5981060752137392e-05,5.273272159363923e-06
248,WASP-157b,3.853759193375581e-05,9.280983488453299e-06
249,HAT-P-6b,1.5598807525197693e-05,4.985203190791081e-06
250,WASP-153b,3.21419566600272e-05,1.1404646683307354e-05
251,HAT-P-31b,1.9239441562585307e-05,6.488630966582706e-06
252,TOI-216.02,3.3650772718217345e-05,4.088489918389801e-06
253,WASP-47b,2.454430802003501e-05,7.3404522702227215e-06
254,HD63433b,2.7157017260564838e-06,6.011582993286841e-07
255,Kepler-435b,2.4853846558173982e-05,8.454454994301076e-06
256,WASP-56b,2.9608329574920376e-05,8.780500340929443e-06
257,WASP-42b,2.6208249103138718e-05,6.815136294612685e-06
258,GJ1214b,2.6185036659711736e-05,1.1867570224551075e-05
259,TOI-150.01,1.605501181583795e-05,5.0388349461876e-06
260,TOI-451c,1.4589438640940626e-05,3.134671608880854e-06
261,TOI-2076d,6.688704201115601e-06,7.097455545627193e-07
262,TOI-1266c,2.5826299286476972e-05,2.9947178485427387e-06
263,Qatar-10b,4.5700238354982296e-05,1.9060940665112464e-05
264,TOI-270d,1.4706531480434239e-05,2.7378442730171294e-06
265,WASP-72b,1.8789306538391573e-05,7.840653398093748e-06
266,WASP-91b,2.6898548760915847e-05,8.278244774454723e-06
267,Kepler-7b,4.6050255372916574e-05,1.2792614301009851e-05
268,WASP-28b,3.00536962976954e-05,9.790404289986723e-06
269,WASP-131b,1.1612071459055243e-05,3.336125466044784e-06
270,HAT-P-20b,2.009747599518043e-05,5.545921629845981e-06
271,WASP-35b,1.816700917845317e-05,6.145581694609563e-06
272,WASP-20b,1.4664732164924694e-05,4.144873175193436e-06
273,WASP-158b,3.235242292491001e-05,1.0678058793477706e-05
274,LP714-47b,1.7586663453693236e-05,5.322410913402159e-06
275,HIP67522b,7.957084210972822e-06,2.246451063393054e-06
276,TOI-1859b,1.4810801459615043e-05,1.1843386925377423e-06
277,EPIC246851721b,1.933395262951528e-05,5.354999735394693e-06
278,WASP-26b,1.989811115007056e-05,7.148843415037574e-06
279,Qatar-9b,6.63805648742197e-05,2.4076487443251826e-05
280,HATS-26b,3.18506577634659e-05,1.2932261688522185e-05
281,KELT-9b,4.149311979653387e-06,2.067971100172789e-06
282,WASP-104b,2.9144928450682924e-05,9.731371993838142e-06
283,KELT-23Ab,1.4664609866942902e-05,5.007148593858971e-06
284,HATS-2b,5.663001366855811e-05,2.267668662308835e-05
285,WASP-69b,1.0526328081937738e-05,2.7288948728345806e-06
286,CoRoT-19b,3.789158185309163e-05,1.3714594777369398e-05
287,Kepler-18d,4.213314011792352e-05,7.300143433911526e-06
288,HD209458b,3.847998339213041e-06,1.2401585800420923e-06
289,GJ357b,1.0991641336039153e-05,2.1827950985269658e-06
290,WASP-43b,3.3986221980918425e-05,1.3238261553309733e-05
291,HD189733b,4.282455055728389e-06,1.3127606625317389e-06
292,WASP-173Ab,2.5548834568324696e-05,1.0690263186062625e-05
293,WASP-172b,1.781187644295509e-05,5.848116870475931e-06
294,TOI-1333b,7.937482922061353e-06,2.6261320809290686e-06
295,TOI-4479b,4.7716507825711016e-05,2.4360879723679182e-05
296,WASP-148b,2.9272679052391462e-05,6.164498652746177e-06
297,AUMicb,2.849973822536822e-06,6.312357409057816e-07
298,WASP-12b,2.4035891445733857e-05,1.214861626720154e-05
299,TOI-4515b,2.5259537884837477e-05,4.060676361727391e-06
300,LHS1678b,3.055647518048532e-05,9.866386431965605e-06
301,LHS1678c,2.4658517197059543e-05,4.928981149492536e-06
302,LHS1678d,2.734761851679133e-05,4.285545588807216e-06
303,TOI-1994b,1.4204645521423268e-05,4.7402433950468646e-06
304,GJ806b,1.292588297050505e-05,4.316217465078679e-06
305,Kepler-91b,3.063210347196221e-05,7.589627811578356e-06
306,TOI-3688Ab,2.8931797544998903e-05,9.948159212816554e-06
307,LHS1478b,4.2329269492648236e-05,8.802867807675881e-06
308,Kepler-1658b,2.8196859556049587e-05,7.867682157224555e-06
309,GJ9827b,1.3090113327102199e-05,4.443715621200517e-06
310,GJ9827c,1.087149735303224e-05,2.6383184558123947e-06
311,GJ9827d,1.3266954593895744e-05,2.0605938622182065e-06
312,LTT1445Ab,1.049913849071776e-05,1.8525473269777094e-06
313,KELT-4Ab,1.2235006052078208e-05,4.351117359839298e-06
314,HAT-P-54b,3.6800024303162706e-05,1.1465956520859534e-05
315,MASCARA-4b,5.6083967668103605e-06,2.165871755334161e-06
316,HATS-70b,5.021030069888141e-05,2.2086097510930342e-05
317,WASP-52b,3.783783981581635e-05,1.2802100546027483e-05
318,WASP-7b,9.993855530425716e-06,2.758302460319509e-06
319,HAT-P-44b,4.3530242635352834e-05,1.255994983566133e-05
320,KELT-14b,2.2934577829683865e-05,8.424148695618822e-06
321,WASP-192b,4.53048461881155e-05,1.3688639732166568e-05
322,WASP-162b,2.8479749230560496e-05,6.5191918585155145e-06
323,TOI-169b,4.357376060911168e-05,1.280802949253054e-05
324,GJ1132b,1.749274718232947e-05,7.83307610178171e-06
325,HD63433c,2.29574660177357e-06,3.581622365349714e-07
326,HATS-52b,6.384539782804463e-05,2.5578669371355722e-05
327,HATS-57b,3.577174456235241e-05,1.2228992443326288e-05
328,KELT-15b,1.8888380773797332e-05,6.9172862526295855e-06
329,HD202772Ab,4.327740069421874e-06,1.8124615012086865e-06
330,HATS-10b,5.04841654882904e-05,1.6115842801223848e-05
331,K2-198d,1.7325676966631072e-05,3.950378699008099e-06
332,HATS-64b,3.300914128032137e-05,1.1846263407005927e-05
333,K2-260b,3.1056226579015053e-05,1.2634371715130815e-05
334,WASP-180Ab,1.8610518839591448e-05,5.960614850543632e-06
335,TOI-674b,2.7142306672276077e-05,1.1232037235322844e-05
336,TrES-3b,2.9395684077494367e-05,1.4348483885511787e-05
337,WASP-10b,3.028253392906035e-05,8.929796977372982e-06
338,TOI-1789b,1.2206488834611271e-05,3.500341458628526e-06
339,KELT-1b,1.7044353017666767e-05,8.011759819932045e-06
340,WASP-107b,1.6702401157341334e-05,3.978182912143855e-06
341,WASP-36b,3.852904093392684e-05,1.7654168365672577e-05
342,Kepler-18c,4.327631701908042e-05,1.0053244875188484e-05
343,HAT-P-68b,5.7206229874996e-05,1.826341217640074e-05
344,TOI-1807b,1.57139017841812e-05,6.709788138025721e-06
345,HAT-P-17b,1.1642196373601196e-05,2.5171749756554406e-06
346,HATS-45b,5.3584040995590115e-05,1.546851670218184e-05
347,TOI-1728b,2.4185556643804313e-05,6.193157962596275e-06
348,HAT-P-3b,2.5350233447958687e-05,7.2637924991907525e-06
349,WASP-95b,1.1272066681396481e-05,4.4740942666045065e-06
350,HATS-31b,3.340757059138018e-05,1.2733876579691058e-05
351,KELT-19Ab,1.0286586542157677e-05,3.3558893685918155e-06
352,WASP-87b,1.606563646466388e-05,7.10078252035244e-06
353,Kepler-447b,4.762935093108121e-05,6.368276322355162e-06
354,Kepler-1656b,1.7456855240196778e-05,1.973384153514385e-06
355,TOI-4010c,2.994295577546573e-05,7.340814349384657e-06
356,HATS-55b,5.394331035852445e-05,1.4914201418209763e-05
357,Kepler-450b,1.6986283329635815e-05,3.1597619317764284e-06
358,K2-155c,2.0288025774437383e-05,3.5634838564049874e-06
359,WASP-13b,1.6266324183481156e-05,4.7647000846627645e-06
360,WASP-58b,2.3385126965246805e-05,6.874572823134358e-06
361,WASP-119b,2.7635084069850737e-05,1.0015578716718905e-05
362,HAT-P-52b,5.7727172972552614e-05,1.811846867247442e-05
363,WASP-4b,4.037570258924003e-05,1.6441999977745235e-05
364,HATS-5b,3.4353980358321204e-05,9.25998849101782e-06
365,Qatar-7b,3.845307050386427e-05,1.633292209871572e-05
366,WASP-114b,3.894121097788134e-05,1.667511487310037e-05
367,55Cnce,2.2674638607813134e-06,1.046798689022863e-06
368,WASP-160Bb,4.1260718544575905e-05,1.2114748372284286e-05
369,WASP-142b,4.752665860861352e-05,1.78036897357812e-05
370,HATS-29b,3.501030701902562e-05,9.912511886957092e-06
371,K2-140b,3.2610945406675005e-05,8.478643529522337e-06
372,WASP-50b,3.3143493412228404e-05,1.0736189090574475e-05
373,TOI-431b,5.965972781404245e-06,4.0227136554261335e-06
374,TOI-172b,1.6936658990640138e-05,4.097582587336288e-06
375,TOI-2076c,5.827981841795346e-06,9.114364750344009e-07
376,WASP-90b,2.048848512818934e-05,6.372300793403384e-06
377,TOI-269b,3.5263204188140115e-05,1.1122927533913712e-05
378,HAT-P-50b,2.6005740704141332e-05,9.313154109780574e-06
379,TrES-1b,2.225544354469392e-05,7.671231368424407e-06
380,WASP-106b,1.890539387475713e-05,4.904725616800067e-06
381,K2-266b,5.758543249587959e-05,1.4048022388739744e-05
382,TOI-201b,7.655495844842902e-06,6.696953220879808e-07
383,WASP-88b,1.6308555032315034e-05,5.934145701795907e-06
384,HATS-39b,4.345819169432969e-05,1.3216126569043686e-05
385,WASP-168b,3.4338347537380685e-05,8.011255362244327e-06
386,HD2685b,1.034067852172563e-05,3.1035548600277437e-06
387,K2-237b,2.3616625045796383e-05,8.953047871640416e-06
388,HD149026b,4.618710751778287e-06,1.6227534504470317e-06
389,HAT-P-39b,3.349360513722318e-05,1.2016090787444794e-05
390,TOI-270c,1.4706531480434239e-05,3.815645476556556e-06
391,HAT-P-30b,1.966292578475154e-05,5.782663661746158e-06
392,LP791-18b,0.00013395370936255142,3.660398938722166e-05
393,HAT-P-12b,3.461569281354875e-05,9.994317981773404e-06
394,TOI-421c,1.0880439572112184e-05,1.563439284991291e-06
395,TOI-700c,2.8827755017355758e-05,3.008147126127783e-06
396,TOI-451d,1.3598543560429352e-05,2.368765361381374e-06
397,NGTS-2b,1.5335270731644962e-05,5.181484343343132e-06
398,WASP-89b,4.654023660707362e-05,1.3482743592145812e-05
399,WASP-161b,1.4201233527680036e-05,4.624119203378726e-06
400,WASP-68b,1.0563668918913763e-05,3.5370785196753293e-06
401,TOI-904b,1.7525320390631762e-05,3.516303383415139e-06
402,KELT-8b,1.180089063108127e-05,4.050378111259794e-06
403,Qatar-5b,3.7129568584557884e-05,1.243268882805696e-05
404,HATS-13b,5.757590112208051e-05,1.798993005524675e-05
405,TOI-1518b,8.696929571850265e-06,3.656550143775493e-06
406,KOI-94d,2.9155573283903633e-05,3.906942753384144e-06
407,WASP-8b,8.816514496842274e-06,2.2148939388304387e-06
408,WASP-3b,1.6364913090656817e-05,6.504483685832936e-06
409,WASP-186b,1.8620475620602335e-05,4.67382606587109e-06
410,WASP-175b,4.5672290639017037e-05,1.4325985013112175e-05
411,WASP-164b,5.097615998663136e-05,1.62297599794937e-05
412,HAT-P-38b,3.309419032127855e-05,9.106056257109847e-06
413,HD332231b,4.355283052757854e-06,8.655829782303213e-07
414,WASP-144b,6.786961374560041e-05,2.1116963486550064e-05
415,TOI-125c,1.5859595072698977e-05,3.123025923360791e-06
416,WASP-75b,2.8414496115322363e-05,8.538699677030913e-06
417,HAT-P-40b,1.4576776222679302e-05,5.585636370245133e-06
418,WASP-66b,2.420601491713553e-05,7.297910104736538e-06
419,WASP-17b,1.8809027016865398e-05,6.732915536312806e-06
420,WASP-79b,1.2875911554553687e-05,4.370880326225408e-06
421,WASP-14b,1.0715654998372431e-05,4.205590796641363e-06
422,HD219666b,1.2644958373926732e-05,2.5389329065190907e-06
423,WASP-120b,1.7142315323950334e-05,5.677311942453687e-06
424,HATS-7b,4.5298246851189425e-05,1.3031381553009071e-05
425,HAT-P-34b,1.3858381670562094e-05,3.7729274235932737e-06
426,HATS-30b,3.451763384872666e-05,1.0790378945071074e-05
427,TOI-561c,1.084248954889108e-05,2.2134520916133874e-06
428,TOI-905b,2.3577362904836968e-05,5.940608140021493e-06
429,WASP-34b,1.8440036059254615e-05,4.416912094229183e-06
