,Planet Name,Full Phase Curve Noise Estimate 1.1-1.95um
0,TOI-5704b,3.990645137302705e-06
1,TOI-672b,5.551442301996092e-06
2,TOI-199b,7.162594381294159e-07
3,WASP-176b,7.122163025728495e-06
4,TOI-1801b,1.4573449473491964e-06
5,TOI-836c,9.61352420374921e-07
6,TOI-3807b,8.629753807897743e-06
7,TOI-4087b,7.282276300110653e-06
8,TOI-2818b,6.418311821236905e-06
9,TOI-3235b,1.2443755614375773e-05
10,TOI-4463Ab,5.043925258549968e-06
11,TOI-3785b,7.008027137822838e-06
12,WASP-124b,1.1574123744945244e-05
13,WASP-25b,6.9027590951000665e-06
14,LHS1140c,4.667109663118757e-06
15,TOI-1199b,4.560068427613204e-06
16,TOI-1273b,4.0166088740839905e-06
17,TOI-5803b,2.779433309722861e-06
18,TOI-3819b,1.0002592843161932e-05
19,TOI-4791b,5.433994989671263e-06
20,TOI-4377b,3.7157533459442907e-06
21,Wolf327b,6.91805104917399e-06
22,HD118203b,9.457361641496914e-07
23,TOI-1470b,6.2065946315057605e-06
24,V1298Taub,1.0392188695415246e-06
25,TOI-2109b,6.928399377460512e-06
26,K2-138g,2.0822878093275833e-06
27,K2-141c,2.1984422670429023e-06
28,TRAPPIST-1b,1.2789276017060002e-05
29,TRAPPIST-1e,6.460248840582138e-06
30,TRAPPIST-1f,5.270808661369983e-06
31,TRAPPIST-1g,4.5564616252553935e-06
32,GJ3473b,7.117536279695815e-06
33,TOI-2202b,5.137276925344109e-06
34,TOI-833b,4.912557525884415e-06
35,HD28109c,6.36636425713227e-07
36,TOI-2641b,5.706213467436057e-06
37,TOI-1685b,7.635360522778934e-06
38,K2-87b,5.838229320273981e-06
39,WASP-178b,4.408281519141941e-06
40,HIP29442b,1.0862731932168723e-06
41,HD152843c,7.284529719818416e-07
42,K2-26b,4.374004257025953e-06
43,TOI-1246d,2.7197801405923057e-06
44,WASP-62b,3.0216403202625143e-06
45,WASP-80b,3.647269299608383e-06
46,WASP-22b,7.221180695644675e-06
47,WASP-60b,9.034463250060384e-06
48,TOI-1296b,5.121720865470605e-06
49,HAT-P-59b,6.1988194551856355e-06
50,XO-5b,6.488888490022595e-06
51,WASP-99b,1.938111213917001e-06
52,HATS-56b,5.416843825912657e-06
53,WASP-70Ab,4.774155790672766e-06
54,K2-417b,5.407056460853755e-06
55,TOI-1759b,1.2092319509908418e-06
56,WASP-150b,6.405302912134621e-06
57,Qatar-4b,1.598095218974773e-05
58,TOI-1201b,4.57345460562024e-06
59,HAT-P-35b,8.683963038181959e-06
60,TOI-561b,6.487632548733895e-06
61,WASP-53b,8.234385191629992e-06
62,KELT-20b,1.5845567788199016e-06
63,KELT-6b,2.6142057036131366e-06
64,piMenc,3.2679476092404384e-07
65,HATS-24b,1.508896586520427e-05
66,HD191939d,5.273752016082001e-07
67,WASP-147b,7.23409683702489e-06
68,WASP-97b,4.8379462670457255e-06
69,WASP-15b,4.628834202023395e-06
70,HATS-58Ab,5.6134828739926436e-06
71,WASP-139b,6.172454203897808e-06
72,HAT-P-2b,1.52431995810535e-06
73,TOI-163b,5.333018309144998e-06
74,TOI-1478b,2.4453614340177784e-06
75,WASP-136b,2.5076461186770387e-06
76,HATS-4b,1.519569006405985e-05
77,L98-59b,2.390950377452386e-06
78,TOI-2076b,1.0047820225323461e-06
79,HAT-P-69b,3.1532519384820798e-06
80,EPIC211945201b,1.4960697305137147e-06
81,K2-34b,6.249742798746907e-06
82,WASP-61b,8.244848833166202e-06
83,KELT-21b,5.727452204406967e-06
84,HAT-P-16b,5.106880409688984e-06
85,WASP-174b,6.8437839702106085e-06
86,WASP-130b,2.8283307334452874e-06
87,KOI-12b,2.5412178512856843e-06
88,WASP-37b,1.042420629827045e-05
89,HD191939c,6.107328899480792e-07
90,WASP-83b,6.214112724854819e-06
91,WASP-46b,1.7669291915423793e-05
92,XO-4b,4.2192429727063185e-06
93,WASP-170b,1.1070578378591149e-05
94,HD191939b,1.0833794140058654e-06
95,HD86226c,1.087221602019516e-06
96,TOI-481b,1.7642902460513291e-06
97,WASP-169b,6.1889737142411466e-06
98,Kepler-138b,3.3109083064554236e-06
99,TOI-4010d,3.459770547682198e-06
100,WASP-33b,2.7895044827652935e-06
101,HATS-1b,7.3618315409199125e-06
102,HD106315c,8.736169491302617e-07
103,XO-6b,2.732612324459068e-06
104,HAT-P-26b,5.161703405688318e-06
105,TOI-125b,3.3879818051883767e-06
106,TOI-431d,8.044449091815301e-07
107,KELT-18b,4.150805026713596e-06
108,TOI-892b,3.600896921763515e-06
109,DSTucAb,8.926527002869777e-07
110,WASP-105b,3.998830657709018e-06
111,TOI-776b,1.5840642657531238e-06
112,HATS-42b,1.661549418072511e-05
113,WASP-177b,6.824543947565811e-06
114,HAT-P-13b,4.719065096002893e-06
115,WASP-103b,1.1682165790650776e-05
116,HATS-27b,9.736239632345186e-06
117,WASP-141b,1.009472026575364e-05
118,K2-238b,9.716166252980255e-06
119,TOI-257b,4.7105858395904885e-07
120,WASP-181b,1.0804395406782122e-05
121,WASP-135b,1.3255923926339301e-05
122,WASP-81b,9.193352631465083e-06
