,Planet Name,Full Phase Curve Noise Estimate 1.1-1.95um
123,WASP-19b,1.4616601949880602e-05
124,HAT-P-4b,5.5668452399454574e-06
125,WASP-32b,7.172849547308365e-06
126,WASP-73b,3.545122420455868e-06
127,LTT1445Ac,1.5370060439102507e-06
128,WASP-64b,1.4571500390613107e-05
129,HD110113b,3.416875264274103e-06
130,K2-30b,9.315675829733564e-06
131,WASP-21b,4.549975177966952e-06
132,HAT-P-21b,6.47959399517406e-06
133,KOI-13b,8.151013338570585e-06
134,WASP-123b,4.5084237236441504e-06
135,KELT-12b,3.1521307039852174e-06
136,HATS-60b,8.94580256396571e-06
137,WASP-133b,1.2953597126076669e-05
138,HATS-65b,9.85087823389211e-06
139,HATS-40b,1.417288703074211e-05
140,HATS-33b,7.688134638176532e-06
141,HATS-68b,8.570302856129597e-06
142,HAT-P-57b,4.308791659454546e-06
143,WASP-54b,3.339353982738026e-06
144,HATS-25b,1.0517115808406513e-05
145,TOI-776c,1.1564108111016867e-06
146,HAT-P-5b,7.500002204186993e-06
147,Qatar-8b,5.595501626797183e-06
148,WASP-18b,4.028077076568359e-06
149,TrES-5b,1.807521641417072e-05
150,WASP-2b,6.844448977096988e-06
151,HAT-P-55b,1.3445618147802379e-05
152,HAT-P-36b,1.1580282808569068e-05
153,WASP-65b,9.134265615035462e-06
154,WASP-159b,7.953455855431256e-06
155,WASP-93b,6.405705791208324e-06
156,WASP-140b,5.108628702845756e-06
157,KELT-16b,1.4164734428689576e-05
158,Kepler-5b,1.226629132486882e-05
159,WASP-129b,7.0508608220550945e-06
160,WASP-145Ab,6.238685646700283e-06
161,WASP-167b,6.734117205013547e-06
162,K2-232b,1.6099793929851188e-06
163,TOI-157b,1.1316808380019441e-05
164,WASP-76b,3.6478592642164693e-06
165,Qatar-2b,1.3179038938704988e-05
166,LP791-18d,1.1430909163795624e-05
167,HATS-22b,9.738626422002753e-06
168,HAT-P-51b,1.1115710332929268e-05
169,TOI-837b,2.4146911791817544e-06
170,HAT-P-56b,5.95251681249983e-06
171,WASP-57b,1.4721608912623655e-05
172,KELT-24b,1.2162802567497286e-06
173,HATS-35b,1.174184219648786e-05
174,WASP-94Ab,3.3877520342500147e-06
175,HAT-P-24b,7.723758279666681e-06
176,WASP-31b,7.689649116697692e-06
177,WASP-183b,1.0419023192331371e-05
178,HAT-P-66b,1.344959888582255e-05
179,WASP-63b,3.960522464797529e-06
180,HAT-P-33b,5.324368656913696e-06
181,WASP-48b,9.308385459951695e-06
182,HD219134b,3.139579149113641e-07
183,HATS-3b,7.071098271541234e-06
184,HAT-P-8b,3.5033081773568096e-06
185,WASP-96b,9.657658146230735e-06
186,WASP-24b,6.888990487000659e-06
187,TOI-216.01,2.2145174933303314e-06
188,KELT-3b,3.93929579952659e-06
189,WASP-132b,3.997652742514411e-06
190,KELT-17b,3.0195271635458797e-06
191,KELT-10b,3.7235467624521716e-06
192,WASP-117b,2.0856195668454698e-06
193,HATS-51b,7.4296271188323194e-06
194,K2-333b,3.7463307115787536e-06
195,WASP-126b,4.6767464409880076e-06
196,WASP-6b,7.867038581648733e-06
197,LHS3844b,1.3577306712363143e-05
198,KELT-7b,1.9979646697190774e-06
199,K2-198b,2.0708025943868103e-06
200,WASP-78b,9.625141299951972e-06
201,HAT-P-45b,5.790010155691999e-06
202,TrES-2b,7.234163564932617e-06
203,CoRoT-2b,8.996243970227282e-06
204,HAT-P-27b,7.471929029562881e-06
205,G9-40b,3.97886813658974e-06
206,WASP-41b,5.872012409821254e-06
207,TOI-640b,3.3306933767138584e-06
208,TOI-1259Ab,5.633465480530925e-06
209,WASP-138b,7.325948630995986e-06
210,WASP-74b,3.3652463128012917e-06
211,HAT-P-25b,9.102144029002048e-06
212,HAT-P-62b,9.346101065775735e-06
213,WASP-29b,3.489358405853368e-06
214,WASP-82b,3.5082273048227774e-06
215,HAT-P-29b,5.075907013831532e-06
216,K2-31b,7.0678712678330685e-06
217,HAT-P-37b,1.4142445977646165e-05
218,XO-2Nb,5.347067491670843e-06
219,HAT-P-32b,6.755782416679007e-06
220,KPS-1b,1.253188659912015e-05
221,XO-1b,4.7549666148136315e-06
222,WASP-190b,6.648365672985028e-06
223,WASP-92b,1.317620532708918e-05
224,HAT-P-19b,7.378489777205282e-06
225,HAT-P-67b,2.916880339853072e-06
226,K2-107b,1.013881374925975e-05
227,HAT-P-1b,3.1678397961415395e-06
228,WASP-16b,4.883990352351132e-06
229,K2-261b,2.077307025889019e-06
230,GJ3470b,2.98186214782923e-06
231,HAT-P-15b,2.897968197980209e-06
232,K2-55b,9.224743082755467e-06
233,WASP-166b,1.9496383860032154e-06
234,HIP65Ab,5.7140675115978e-06
235,WASP-101b,3.6818284171052884e-06
236,WASP-5b,1.1322411525085794e-05
237,XO-3b,3.8870067690469634e-06
238,K2-121b,6.648508236373488e-06
239,WASP-165b,9.463919629266748e-06
240,K2-25b,9.423683615831833e-06
241,LTT3780c,1.824525958275885e-06
242,HAT-P-9b,7.846021666399925e-06
243,HAT-P-28b,1.0311458600016974e-05
244,HAT-P-49b,4.796400388201225e-06
245,K2-266d,2.1507873623577494e-06
246,WASP-98b,1.1674996857764623e-05
247,WASP-85Ab,4.375749035228665e-06
248,WASP-157b,7.577836240432626e-06
249,HAT-P-6b,4.235568279758968e-06
250,WASP-153b,9.355239968748756e-06
251,HAT-P-31b,5.36997564607937e-06
252,TOI-216.02,3.144109884855429e-06
253,WASP-47b,5.891416413492257e-06
254,HD63433b,4.861475965178405e-07
255,Kepler-435b,7.034585720887171e-06
256,WASP-56b,7.0588204907789904e-06
257,WASP-42b,5.318208962782869e-06
258,GJ1214b,6.544718814790056e-06
259,TOI-150.01,4.213946784509598e-06
260,TOI-451c,2.511339043265032e-06
261,TOI-2076d,5.532677837530177e-07
262,TOI-1266c,1.9098271892880693e-06
263,Qatar-10b,1.5827331240049535e-05
264,TOI-270d,1.7236616149486303e-06
265,WASP-72b,6.555347752935104e-06
266,WASP-91b,6.305940163181915e-06
267,Kepler-7b,1.0505788398927191e-05
268,WASP-28b,8.141236133624927e-06
269,WASP-131b,2.7554318898753982e-06
270,HAT-P-20b,4.09062496911268e-06
271,WASP-35b,5.064068289183003e-06
272,WASP-20b,3.4053558786864777e-06
273,WASP-158b,8.974393609589482e-06
274,LP714-47b,3.616782462093817e-06
275,HIP67522b,1.8151095228363455e-06
276,TOI-1859b,9.949192366704515e-07
277,EPIC246851721b,4.465642397611014e-06
278,WASP-26b,5.905862394380804e-06
279,Qatar-9b,1.7183092303294468e-05
280,HATS-26b,1.0706365085284565e-05
281,KELT-9b,1.9503781572014213e-06
282,WASP-104b,7.754957263728608e-06
283,KELT-23Ab,4.103639731738874e-06
284,HATS-2b,1.7734286484294373e-05
285,WASP-69b,2.034999446647107e-06
286,CoRoT-19b,1.136627176508723e-05
287,Kepler-18d,5.761838034476001e-06
288,HD209458b,1.02786668614617e-06
289,GJ357b,1.373950018693398e-06
290,WASP-43b,9.663217547350846e-06
291,HD189733b,1.011641536966039e-06
292,WASP-173Ab,8.689519150781152e-06
293,WASP-172b,5.042885607153579e-06
294,TOI-1333b,2.198427846927654e-06
295,TOI-4479b,1.5010119155877316e-05
296,WASP-148b,4.940403288621423e-06
297,AUMicb,4.1033994905960966e-07
298,WASP-12b,1.0215557588709669e-05
299,TOI-4515b,3.2261125286323343e-06
300,LHS1678b,6.191986874023375e-06
301,LHS1678c,3.093350011214402e-06
302,LHS1678d,2.6895401084180413e-06
303,TOI-1994b,4.211932292338979e-06
304,GJ806b,2.7665013249436254e-06
305,Kepler-91b,5.570825316011457e-06
306,TOI-3688Ab,8.178111308892125e-06
307,LHS1478b,5.4021964779427735e-06
308,Kepler-1658b,6.565982269350477e-06
309,GJ9827b,3.1555893866437338e-06
310,GJ9827c,1.8735334183015673e-06
311,GJ9827d,1.463277283266453e-06
312,LTT1445Ab,1.1261341943668507e-06
313,KELT-4Ab,3.6292700950402715e-06
314,HAT-P-54b,8.263887018000236e-06
315,MASCARA-4b,1.930758425255932e-06
316,HATS-70b,1.976934841530814e-05
317,WASP-52b,9.82252230147253e-06
318,WASP-7b,2.3241226526939435e-06
319,HAT-P-44b,9.875276521233108e-06
320,KELT-14b,6.862753444204401e-06
321,WASP-192b,1.1226088284709157e-05
322,WASP-162b,5.127711284658016e-06
323,TOI-169b,1.048475432324853e-05
324,GJ1132b,4.690678690750407e-06
325,HD63433c,2.896403670204184e-07
326,HATS-52b,2.1101911548584912e-05
327,HATS-57b,9.822377063423752e-06
328,KELT-15b,5.704301662130505e-06
329,HD202772Ab,1.5171153821622525e-06
330,HATS-10b,1.3192556480406819e-05
331,K2-198d,3.0858985331913024e-06
332,HATS-64b,1.0057253466914889e-05
333,K2-260b,1.0627819185082654e-05
334,WASP-180Ab,5.071485920887115e-06
335,TOI-674b,7.082430074873993e-06
336,TrES-3b,1.157412739788164e-05
337,WASP-10b,6.6421290244977536e-06
338,TOI-1789b,2.8845125020530996e-06
339,KELT-1b,6.815398056068388e-06
340,WASP-107b,2.8807175615887733e-06
341,WASP-36b,1.4520776300006455e-05
342,Kepler-18c,7.934798708567946e-06
343,HAT-P-68b,1.3343264585327696e-05
344,TOI-1807b,5.018834494315102e-06
345,HAT-P-17b,1.9715359227393816e-06
346,HATS-45b,1.3066240711244172e-05
347,TOI-1728b,4.227378088139975e-06
348,HAT-P-3b,5.661420514309028e-06
349,WASP-95b,3.6512369384805182e-06
350,HATS-31b,1.0529496390670715e-05
351,KELT-19Ab,2.961625134929861e-06
352,WASP-87b,5.998023949900338e-06
353,Kepler-447b,5.081450435949988e-06
354,Kepler-1656b,1.6003403426843052e-06
355,TOI-4010c,5.612227264009301e-06
356,HATS-55b,1.2445320649776037e-05
357,Kepler-450b,2.6355596822758218e-06
358,K2-155c,2.5269876450049336e-06
359,WASP-13b,3.916930440322897e-06
360,WASP-58b,5.5996812012917264e-06
361,WASP-119b,8.079012734430218e-06
362,HAT-P-52b,1.4058870091784134e-05
363,WASP-4b,1.3126147085387928e-05
364,HATS-5b,7.285757998887058e-06
365,Qatar-7b,1.3752948435925116e-05
366,WASP-114b,1.3699985032288618e-05
367,55Cnce,8.191058679687226e-07
368,WASP-160Bb,9.527454136238377e-06
369,WASP-142b,1.4687702498849397e-05
370,HATS-29b,8.0065505517277e-06
371,K2-140b,6.809145101596816e-06
372,WASP-50b,8.508918725264167e-06
373,TOI-431b,3.0443563273711932e-06
374,TOI-172b,3.3041850132373427e-06
375,TOI-2076c,7.104918591348274e-07
376,WASP-90b,5.377329288655678e-06
377,TOI-269b,7.013630282411557e-06
378,HAT-P-50b,7.798834988723216e-06
379,TrES-1b,6.0007195120376375e-06
380,WASP-106b,4.0568225068838035e-06
381,K2-266b,9.995959535213683e-06
382,TOI-201b,5.641088858718371e-07
383,WASP-88b,5.007837447616703e-06
384,HATS-39b,1.122985721504972e-05
385,WASP-168b,6.6052804417123e-06
386,HD2685b,2.6648145768554175e-06
387,K2-237b,7.528460370761656e-06
388,HD149026b,1.3501485964667155e-06
389,HAT-P-39b,1.0139897506621401e-05
390,TOI-270c,2.4022117360769846e-06
391,HAT-P-30b,4.848496149694403e-06
392,LP791-18b,2.0249974109608896e-05
393,HAT-P-12b,7.414699955784935e-06
394,TOI-421c,1.2321047547390518e-06
395,TOI-700c,1.8769363984539106e-06
396,TOI-451d,1.897734014471356e-06
397,NGTS-2b,4.382837143214506e-06
398,WASP-89b,1.0460946239859486e-05
399,WASP-161b,3.896244282102654e-06
400,WASP-68b,2.900942428536607e-06
401,TOI-904b,2.3222845512473723e-06
402,KELT-8b,3.2895846452408126e-06
403,Qatar-5b,1.0092876229439904e-05
404,HATS-13b,1.4385339948496445e-05
405,TOI-1518b,3.2036876821455333e-06
406,KOI-94d,3.254538645631638e-06
407,WASP-8b,1.7805977009578393e-06
408,WASP-3b,5.480623715417858e-06
409,WASP-186b,3.930338992914509e-06
410,WASP-175b,1.196412206838935e-05
411,WASP-164b,1.32249461897955e-05
412,HAT-P-38b,7.17898809210638e-06
413,HD332231b,7.173304080376018e-07
414,WASP-144b,1.647867623274166e-05
415,TOI-125c,2.46022912689005e-06
416,WASP-75b,7.080623594448274e-06
417,HAT-P-40b,4.626601375689174e-06
418,WASP-66b,6.209300428913905e-06
419,WASP-17b,5.741942329274267e-06
420,WASP-79b,3.7188878315653853e-06
421,WASP-14b,3.556839301955772e-06
422,HD219666b,2.0307867910894824e-06
423,WASP-120b,4.795619765045593e-06
424,HATS-7b,9.985136759624589e-06
425,HAT-P-34b,3.1857240519001927e-06
426,HATS-30b,8.866776652969741e-06
427,TOI-561c,1.7505961804712872e-06
428,TOI-905b,4.765930615453546e-06
429,WASP-34b,3.574711743749367e-06
430,WASP-67b,5.728542025017537e-06
431,WASP-11b,4.515968236606463e-06
432,HAT-P-41b,5.536800094686813e-06
433,HAT-P-43b,1.3532691110113889e-05
434,HAT-P-23b,1.2940087844520991e-05
435,TOI-2158b,2.530130383321498e-06
436,WASP-44b,1.3865101609566263e-05
437,WASP-55b,6.4179331077739034e-06
438,WASP-156b,5.033431603524429e-06
439,WASP-49b,5.881900593725125e-06
440,TrES-4b,6.911514503122801e-06
441,HD89345b,1.181630514206458e-06
442,GJ1252b,6.839840528686086e-06
443,WASP-23b,9.02104752399511e-06
444,HD108236d,1.0159179133810672e-06
445,WASP-113b,6.237743712763329e-06
446,L98-59c,1.876561136562602e-06
447,HAT-P-18b,5.824195188435179e-06
448,HAT-P-7b,5.440908003387466e-06
449,KELT-2Ab,1.577903838046255e-06
450,HAT-P-46b,4.7125031606076155e-06
451,TOI-677b,1.5823460426371941e-06
452,WASP-71b,4.312987654654255e-06
453,HATS-72b,4.336371199582977e-06
454,WASP-118b,4.900660210810633e-06
455,Kepler-6b,1.2038629370390716e-05
456,KELT-11b,8.925482655635769e-07
457,HAT-P-65b,1.1750108293144003e-05
458,CoRoT-11b,1.2477575462214165e-05
459,L98-59d,1.3410880084790861e-06
460,LP791-18c,8.541904407694235e-06
461,HD108236e,8.672784615023351e-07
462,LTT3780b,6.620674720654183e-06
463,K2-29b,7.521610920819808e-06
464,WASP-45b,8.201636921466115e-06
465,Kepler-105b,5.75361703206147e-06
466,HAT-P-11b,1.456994282856434e-06
467,TOI-421b,2.16063609892551e-06
468,K2-19b,6.319439973317253e-06
469,TOI-1298b,5.293005478631234e-06
470,HAT-P-22b,2.426828418616321e-06
471,HAT-P-42b,6.238257536112755e-06
472,WASP-121b,6.839027808769319e-06
473,TOI-824b,5.155122923279376e-06
474,TOI-270b,3.0484442843897788e-06
475,XO-7b,4.318722233897769e-06
476,Qatar-1b,1.131300950550745e-05
477,HD97658b,5.955538287539873e-07
478,TOI-942c,3.3067073424817222e-06
479,GJ3090b,2.438419184341311e-06
480,TOI-2134c,2.2535167120305075e-07
481,TOI-3693b,4.20240393428133e-06
482,TOI-1470c,2.370190230397792e-06
483,TOI-1408b,2.4215162272466947e-06
484,HD260655b,1.1830552771091855e-06
485,HD63935b,9.216139287303139e-07
486,TOI-1420b,4.51579466653576e-06
487,HD260655c,8.364157866162664e-07
488,HD109833b,1.3378962217764443e-06
489,TOI-4010b,1.0751972588194281e-05
490,TOI-1272b,5.650039497388052e-06
491,HAT-P-64b,8.247546909353106e-06
492,TOI-178e,2.2506172888065847e-06
493,TOI-178g,1.5749816656716955e-06
494,TOI-1135b,1.6814303293881394e-06
495,TOI-2524b,7.474584041914945e-06
496,TOI-178d,2.756174604490095e-06
497,Kepler-109c,4.007982533107412e-06
498,TOI-2207b,4.09620876146487e-06
499,HAT-P-61b,1.3660871951582057e-05
500,TOI-277b,7.011010775168469e-06
501,TOI-1820b,3.853014244286394e-06
502,TOI-1710b,9.09220223440912e-07
503,TOI-2421b,4.6155867992586716e-06
504,WASP-182b,6.925757202472627e-06
505,TOI-1136c,1.7945049206040698e-06
506,TOI-1136d,1.2833120899269793e-06
507,NGTS-11b,2.3614547309892634e-06
508,HIP94235b,9.774021339224498e-07
509,TOI-2025b,3.860447898024856e-06
510,TOI-2018b,1.2690530488414186e-06
511,GJ486b,1.925908283712165e-06
512,Gaia-2b,5.2308835954915765e-06
513,TOI-2427b,2.7061854532877986e-06
514,TOI-139b,1.2435625550533398e-06
515,LHS475b,3.3638989113976147e-06
516,TOI-2583Ab,8.763845061101122e-06
517,TOI-2796b,7.751802886940388e-06
518,TOI-3976Ab,6.58241426292332e-06
519,TOI-969b,5.868714185275607e-06
520,TOI-2000c,2.7519358681002865e-06
521,TOI-2364b,6.88225694313317e-06
522,TOI-2498b,5.565154918616898e-06
523,TOI-2587Ab,4.70567294789707e-06
524,TOI-4145Ab,6.725023319016768e-06
525,HD23472f,1.0484966940145091e-06
526,HD207496b,7.742667137698985e-07
527,HD23472c,6.753445739316222e-07
528,TOI-1937Ab,1.916368113121245e-05
529,TOI-2803Ab,1.2572761226329356e-05
530,TOI-2842b,9.635015645790671e-06
531,K2-415b,6.0681950588339305e-06
532,TOI-913b,1.654285681806737e-06
533,TOI-2977b,9.424322827795073e-06
534,TOI-444b,1.016450024442263e-06
535,TOI-470b,2.648984677904796e-06
536,TOI-836b,1.426959412508055e-06
537,TOI-1416b,3.983963398456791e-06
538,TOI-2459b,9.461100100390503e-07
539,TOI-3023b,5.848155141599713e-06
540,TOI-3082b,8.267744517990418e-06
541,TOI-3912b,9.056474130514525e-06
542,TOI-4551b,1.2087729151142847e-06
543,TOI-858Bb,5.194421982169882e-06
544,HD183579b,7.511645944115095e-07
545,HD1397b,5.33975790569126e-07
546,NGTS-12b,5.27087211128557e-06
547,TOI-2570b,9.619921606535587e-06
548,TOI-778b,1.926727205992318e-06
549,TOI-1694b,4.499748956570185e-06
550,TOI-2443b,6.038920475652533e-07
551,TOI-1452b,3.743501653053866e-06
552,TOI-1516b,6.544772784833691e-06
553,TOI-1431b,1.806413601664949e-06
554,HATS-38b,7.650061041328357e-06
555,K2-36c,4.13340620661732e-06
556,TOI-4600b,1.750825468462268e-06
557,TOI-1181b,5.473218537141697e-06
558,HAT-P-58b,7.9670996457824e-06
559,K2-329b,4.637813937144157e-06
560,TOI-5678b,1.4175851127228956e-06
561,TOI-620b,2.408644491084415e-06
562,TOI-5344b,1.1081524495292791e-05
563,HD73583b,1.2471717881892427e-06
564,WASP-77Ab,4.955799936194916e-06
565,LTT9779b,4.377249026539982e-06
566,TOI-3364b,4.1434306242525904e-06
567,TOI-1634b,7.279424286688965e-06
568,TOI-4641b,4.901606427377693e-07
569,TRAPPIST-1d,7.904938753551535e-06
570,TRAPPIST-1h,3.7023021696725957e-06
571,TOI-244b,1.9188252504498898e-06
572,TOI-544b,3.981355923502835e-06
573,HD110067b,7.763173981058285e-07
574,HD110067c,6.36412195877146e-07
575,HD110067d,5.221993532076216e-07
576,HD110067f,3.705300843570465e-07
577,TOI-1442b,1.5906426196596007e-05
578,TOI-622b,1.5795500553764082e-06
579,K2-138f,3.745023110220325e-06
580,TRAPPIST-1c,1.0167478407464984e-05
581,TOI-122b,8.414561096112268e-06
582,TOI-5126b,2.6428766936331874e-06
583,TOI-500b,6.127314916968613e-06
584,TOI-1107b,3.5537207327027606e-06
585,K2-370b,5.346173231422285e-06
586,HD28109d,5.203232145338833e-07
587,HD110082b,1.3411140113719106e-06
588,TOI-3714b,1.3493722120508671e-05
589,TOI-3629b,9.153247039856055e-06
590,TOI-1194b,5.558522612886746e-06
591,TOI-5398b,1.9062621188541242e-06
592,TOI-5398c,2.7977825553865503e-06
593,TOI-1670c,9.804289256697767e-07
594,K2-3b,2.1666703398502466e-06
595,GJ367b,3.212148342856467e-06
596,K2-174b,2.3429165438747407e-06
597,TOI-628b,3.310114472613143e-06
598,TOI-712b,1.9218602675887342e-06
599,WASP-193b,5.640504725165674e-06
600,TOI-1064c,1.7549604294734303e-06
601,TOI-1842b,1.7072263102079266e-06
602,Kepler-1517b,3.6079596862816356e-06
603,TOI-1231b,1.1365486348221618e-06
604,Qatar-6b,4.486061375471417e-06
605,TOI-559b,3.549427455299197e-06
606,Kepler-63b,3.7995059859036963e-06
607,K2-399b,1.671062415494453e-05
608,MASCARA-1b,2.1988455843164682e-06
609,HD152843b,1.0414088189554742e-06
610,WASP-189b,9.044632935553965e-07
611,K2-403b,2.655151729866537e-06
612,TOI-2193Ab,9.068546654399966e-06
613,TOI-1260b,4.588391083826069e-06
614,TOI-1260d,2.047032002600181e-06
615,GPX-1b,1.2968433028285826e-05
616,WASP-184b,8.530105435132043e-06
617,NGTS-9b,9.839893004926316e-06
618,WASP-171b,1.1318637080132891e-05
619,TOI-4137b,5.576010701616723e-06
620,TOI-1468c,1.8311047622390323e-06
621,TOI-2567b,6.33804955241551e-06
622,TOI-1899b,3.388333124613432e-06
623,TOI-1468b,4.832176374732268e-06
624,TOI-2236b,5.602468337975082e-06
625,TOI-3331Ab,8.292415659251396e-06
626,TOI-3540Ab,5.6293117183007975e-06
627,TOI-1288b,3.896592587437776e-06
628,NGTS-24b,1.1204804425596969e-05
629,TOI-1136f,8.927074192332579e-07
630,CoRoT-36b,1.1081155839049736e-05
631,HATS-61b,7.795617946895023e-06
632,TOI-3362b,2.1813404169390265e-06
633,TOI-2134b,7.130793556589971e-07
634,HD3167c,6.043719207731813e-07
635,HD3167b,2.9441835573311514e-06
636,TOI-2046b,8.731484012415921e-06
637,TOI-954b,3.2672482042910043e-06
638,TOI-181b,3.7163281410414722e-06
639,TOI-1811b,5.5302086452089375e-06
640,TOI-2145b,1.2092506907255435e-06
641,TOI-2152Ab,4.427192354863291e-06
642,TOI-1246b,5.468391860005092e-06
643,HD15906c,8.490057169272663e-07
644,TOI-2497b,1.4786930339349503e-06
645,TOI-2445b,2.2039958951098203e-05
646,TOI-1422b,2.167675722534417e-06
647,TOI-2154b,5.07052774663946e-06
648,HAT-P-60b,2.2402597555328805e-06
649,TOI-1386b,1.493927201259599e-06
650,K2-39b,2.2719689876148725e-06
651,Kepler-444e,1.0504897149448984e-06
652,Kepler-102e,2.283857825381281e-06
653,TOI-615b,4.083535901619179e-06
654,K2-24c,1.1452795723449926e-06
655,Wolf503b,1.7385768220828891e-06
656,K2-79b,3.134481187072101e-06
657,K2-99b,1.926057659915052e-06
658,K2-32d,1.8935309128380314e-06
659,TOI-942b,4.987284864494537e-06
660,HD221416b,5.194711587764792e-07
661,K2-32b,3.506356049883397e-06
662,K2-129b,2.6809012273222176e-06
663,TOI-2136b,3.624374744464698e-06
664,HD15337c,7.731715506021709e-07
665,WASP-187b,2.692398510482825e-06
666,TOI-4406b,1.807023738259661e-06
667,TOI-2338b,3.43161003548852e-06
668,K2-353b,3.66621394560891e-06
