Category,ComponentName,ComponentLicense,ConflictingComponentName,ConflictingComponentLicense,ConflictingLicenseTerm,TermValue,ConflictingTermValue,TermDescription,ConflictingTermDescription
LEGAL,agent-bond-agent 1.2.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,agent-bond-core 1.2.0,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-core 1.2.0,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-core 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-core 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-core 1.2.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,agent-bond-jmx_exporter 1.2.0,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jmx_exporter 1.2.0,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jmx_exporter 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jmx_exporter 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jmx_exporter 1.2.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,agent-bond-jolokia 1.2.0,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jolokia 1.2.0,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jolokia 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jolokia 1.2.0,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,agent-bond-jolokia 1.2.0,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,airframe-config 0.40,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.40,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.40,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.40,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.40,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,airframe-config 0.41,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.41,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.41,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.41,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-config 0.41,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,airframe-jmx 0.40,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.40,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.40,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.40,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.40,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,airframe-jmx 0.41,Apache License 2.0,AOP Alliance (Java/J2EE AOP standard) 1.0,Public Domain,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.41,Apache License 2.0,avro4s-json 1.8.3,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.41,Apache License 2.0,GroupBy - API - Java - Flux 2.5.33,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.41,Apache License 2.0,GroupBy - API - Java - Flux 2.5.34,MIT License,Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,airframe-jmx 0.41,Apache License 2.0,LightJason AgentSpeak(L++) 0.0.1,GNU Lesser General Public License v3.0 or later,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-actor 2.5.10,Apache License 2.0,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-actor 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-actor 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-actor 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-cluster 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-cluster 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-cluster-sharding 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-cluster-sharding-typed 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-cluster-typed 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-contrib 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-alpakka-solr 0.17,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-alpakka-unix-domain-socket 0.20,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-testkit 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-testkit 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-testkit-typed 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-antlr 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-apache-bsf 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-apache-oro 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant:ant-apache-bcel 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Apache Ant 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Apache Tomcat 7.0.52,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.54,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.55,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.56,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.57,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.54,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.55,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.56,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cdi 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.57,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-cluster 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-cluster 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-cluster 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-sharding 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-cluster-sharding 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-sharding 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-sharding-typed 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-cluster-sharding-typed 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-sharding-typed 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-typed 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-cluster-typed 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-cluster-typed 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-contrib 2.5.10,Apache License 2.0,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Place Additional Restrictions,PERMITTED,FORBIDDEN,You intend to place additional restrictions,You are not entitled to place additional restrictions
LEGAL,akka-contrib 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-contrib 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-alpakka-solr 0.17,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-alpakka-unix-domain-socket 0.20,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-stream-testkit 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-testkit 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",akka-testkit-typed 2.5.10,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-antlr 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-apache-bsf 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant-apache-oro 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",ant:ant-apache-bcel 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Apache Ant 1.7.1,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",Apache Tomcat 7.0.52,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.54,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.55,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.56,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:extras 0.57,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.54,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.55,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.56,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-http-hal 1.4.9,"BSD 3-clause ""New"" or ""Revised"" License",arez:processor 0.57,Apache License 2.0,Place Additional Restrictions,FORBIDDEN,PERMITTED,You are not entitled to place additional restrictions,You intend to place additional restrictions
LEGAL,akka-stream 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-alpakka-solr 0.17,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-alpakka-solr 0.17,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-alpakka-unix-domain-socket 0.20,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-alpakka-unix-domain-socket 0.20,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-testkit 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-stream-testkit 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-testkit 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.0-129,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
LEGAL,akka-testkit 2.5.10,Apache License 2.0,Mobicents Simple alarm listener :: SimpleAlarmListener-core 8.0.62,GNU Affero General Public License v3.0,Sub-License,PERMITTED,FORBIDDEN,You may provide the software or modifications to the software under a different license,You may not provide this software or modifications under a different license
