,Planet Name,Eclipse Flux Ratio 1.1-1.185um,Eclipse Flux Ratio 1.185-1.27um,Eclipse Flux Ratio 1.27-1.355um,Eclipse Flux Ratio 1.355-1.44um,Eclipse Flux Ratio 1.44-1.525um,Eclipse Flux Ratio 1.525-1.61um,Eclipse Flux Ratio 1.61-1.695um,Eclipse Flux Ratio 1.695-1.78um,Eclipse Flux Ratio 1.78-1.865um,Eclipse Flux Ratio 1.865-1.95um
61,WASP-53b,1.7891596454845335e-06,3.315615363532866e-06,5.660296560194499e-06,9.034677587050123e-06,1.363884229176483e-05,1.9650022723042784e-05,2.7214633222998776e-05,3.644381075048579e-05,4.741201908012471e-05,6.0158063051624274e-05
62,KELT-20b,0.000176210031525338,0.0002259908152730281,0.00027978913355418335,0.00033662721616493506,0.00039561772712978414,0.00045598547849853713,0.0005170725570678678,0.0005783335128957649,0.0006393252479823825,0.0006996946290933035
63,KELT-6b,3.316647679743476e-06,5.391862627937469e-06,8.207486998603544e-06,1.1839255344212123e-05,1.6334894286973145e-05,2.171486202643818e-05,2.7975111646970165e-05,3.509096813389551e-05,4.3021413287507767e-05,5.171329177795688e-05
64,piMenc,5.068391271461858e-08,8.917774339559566e-08,1.454419795410669e-07,2.2292411308018245e-07,3.245612540196982e-07,4.5264276880913907e-07,6.087503330395204e-07,7.937609539674804e-07,1.0078954229140496e-06,1.2507954648868655e-06
65,HATS-24b,0.00029175964829030414,0.0003754707291649602,0.00046638305229728007,0.0005628626106369994,0.0006633996007471659,0.0007666540034603254,0.0008714720099087996,0.0009768839895083574,0.001082091824921137,0.0011864509545485458
66,HD191939d,1.0172374605549805e-12,4.050003168990253e-12,1.3488025735380093e-11,3.878704490180417e-11,9.872101043966155e-11,2.267773771880048e-10,4.775742961399581e-10,9.337265821489283e-10,1.7124534266702175e-09,2.971220445091589e-09
67,WASP-147b,7.653689251958084e-06,1.1839420181579256e-05,1.7260392503719628e-05,2.3973540431440182e-05,3.199004423555681e-05,4.128186362602422e-05,5.1789720002782006e-05,6.343123470105195e-05,7.610842563443794e-05,8.971415095325192e-05
68,WASP-97b,3.126168181914152e-05,4.5794003705787836e-05,6.366918463245673e-05,8.482624660507908e-05,0.00010910095522062783,0.00013625474878640372,0.00016600126943595655,0.00019802868721853275,0.00023201728456520885,0.0002676525168864193
69,WASP-15b,3.127285739958954e-05,4.4959197836767037e-05,6.148439299491039e-05,8.072443485774188e-05,0.00010247818691401091,0.0001264944724608811,0.00015249505023976753,0.00018019267611594903,0.00020930440135816838,0.00023956072784714718
70,HATS-58Ab,2.1948780332669403e-05,3.1142466163946983e-05,4.2097039606106406e-05,5.470197281275905e-05,6.880472843802915e-05,8.422837488749311e-05,0.00010078571939953122,0.00011828984208360547,0.00013656141268964436,0.00015543336966104587
71,WASP-139b,1.477326788996029e-07,3.1096966597092056e-07,5.932267919538084e-07,1.043969763265244e-06,1.7182908319292104e-06,2.6739458535508706e-06,3.968338527399668e-06,5.655792132025803e-06,7.785321912394169e-06,1.0399003914146447e-05
72,HAT-P-2b,7.870509915451803e-06,1.1928205586666552e-05,1.7079492587922976e-05,2.3346753654730342e-05,3.0713593349488895e-05,3.9132439995881625e-05,4.8532589662717216e-05,5.882771915503171e-05,6.992235896565929e-05,8.171714012565198e-05
73,TOI-163b,3.085292485555185e-05,4.3968895622149825e-05,5.9671068408244806e-05,7.781609662951559e-05,9.81956091664329e-05,0.00012056158978097274,0.00014464719518274852,0.00017018261590612637,0.000196906368863795,0.0002245727561363642
74,TOI-1478b,1.3267446128484886e-07,2.810168589666097e-07,5.389475520377167e-07,9.528149170397708e-07,1.5745402409939781e-06,2.4588551069283437e-06,3.6604512274476617e-06,5.231371841061357e-06,7.218856239810303e-06,9.6637379070857e-06
75,WASP-136b,2.209554086407538e-05,3.068970330840216e-05,4.073161177074117e-05,5.209216408234042e-05,6.461565163468858e-05,7.813435810679977e-05,9.247948748405141e-05,0.00010748874202105514,0.0001230111388930399,0.0001389097044602001
76,HATS-4b,9.992463443990266e-06,1.594477971044412e-05,2.388580507501738e-05,3.398044686556263e-05,4.631840350461111e-05,6.091919549119069e-05,7.774158749578257e-05,9.66950563833346e-05,0.00011765160568136192,0.00014045683496868454
77,L98-59b,4.105546407473723e-11,1.27265547167286e-10,3.4089693545174114e-10,8.098221912402766e-10,1.7409683893632489e-09,3.441576205121101e-09,6.3362124667086426e-09,1.0977114366691223e-08,1.804652015668731e-08,2.8350779866032127e-08
78,TOI-2076b,6.084347867578944e-09,1.3483662248938597e-08,2.690632191858958e-08,4.926621521089769e-08,8.399518352081146e-08,1.3489008278476657e-07,2.0593163097111907e-07,3.010991517856587e-07,4.2420019535577816e-07,5.787275167868663e-07
79,HAT-P-69b,5.9352958143707885e-05,7.991966501094989e-05,0.000103226104126318,0.0001288913790860316,0.00015651647838212093,0.00018571056643991018,0.00021610780332649161,0.00024737683333409097,0.0002792249980902021,0.00031139898922608516
80,EPIC211945201b,1.0314921907485167e-08,2.2808036248218677e-08,4.540973638187919e-08,8.295933448895418e-08,1.4112756422426825e-07,2.261555327640102e-07,3.445508672074024e-07,5.027812194750653e-07,7.069960490519691e-07,9.627964088968014e-07
81,K2-34b,4.526326701030044e-05,6.282257248837732e-05,8.332827601900279e-05,0.00010651588086935828,0.0001320671714567517,0.00015963987056110107,0.00018888981447040234,0.00021948631204700411,0.00025112189172133006,0.0002835177383926535
82,WASP-61b,1.824561350675388e-05,2.687476476221445e-05,3.7537454140674465e-05,5.0206223284225405e-05,6.478913638933427e-05,8.114721721473619e-05,9.911065764652309e-05,0.00011849259281046206,0.0001391000460531739,0.00016074212960142802
83,KELT-21b,0.00010063667822926442,0.00013246675494284825,0.00016775557646007592,0.00020587943812162525,0.00024622986137212097,0.0002882423813216588,0.00033141188383669734,0.0003752985537250828,0.00041952773205034276,0.00046378613511125036
84,HAT-P-16b,3.7986426113062124e-05,5.455931125578773e-05,7.455460738419882e-05,9.782016834687651e-05,0.0001241114141233498,0.00015312397799931507,0.00018452134855183517,0.00021795656825615572,0.00025308818679916083,0.00028959122565298974
85,WASP-174b,2.2296278150726333e-05,3.325916228312856e-05,4.696734952789293e-05,6.342452349661867e-05,8.254221812622026e-05,0.00010416164891387779,0.00012807507315393244,0.0001540446691117508,0.0001818180686332885,0.0002111404101736701
86,WASP-130b,2.8307938627690842e-08,6.584847379904635e-08,1.3705568583648048e-07,2.6040555995875476e-07,4.587226273177484e-07,7.584182318595707e-07,1.1884030962428839e-06,1.7788339101326147e-06,2.559842461401684e-06,3.5603641438990546e-06
87,KOI-12b,4.6052333840816795e-07,8.700592358502718e-07,1.5095959993950527e-06,2.4428803834553683e-06,3.731434125469829e-06,5.430900738745298e-06,7.588377459265562e-06,1.0240790935515448e-05,1.3414219953212213e-05,1.7123987740013192e-05
88,WASP-37b,9.607819694186567e-06,1.5439630682196032e-05,2.3268466600624134e-05,3.327362699222458e-05,4.5558599128911915e-05,6.015509886944705e-05,7.703190906982993e-05,9.610610445246323e-05,0.00011725487514994611,0.00014032677194581152
89,HD191939c,9.677157213719834e-12,3.33646628165963e-11,9.797027575597062e-11,2.521166756461376e-10,5.814132498790789e-10,1.2228752341185857e-09,2.3790179692538676e-09,4.329783082133244e-09,7.4407606511780186e-09,1.2166718514878799e-08
90,WASP-83b,1.463850612351e-06,2.625515580259784e-06,4.355083374284474e-06,6.776296761444693e-06,9.999291007115202e-06,1.4114851288577002e-05,1.9191195796433743e-05,2.5272975338364487e-05,3.2381999766034744e-05,4.051916690078084e-05
91,WASP-46b,8.710398336735136e-05,0.00012324789121847063,0.00016626669591579638,0.00021573604818774338,0.0002710680681624735,0.0003315784996222411,0.0003965410210010652,0.00046522810049763656,0.0005369396875013618,0.0006110218267621966
92,XO-4b,2.4500804671944984e-05,3.527779429381225e-05,4.830810420446039e-05,6.349708150491467e-05,8.068817641524901e-05,9.968438196236032e-05,0.0001202665003544142,0.00014220755961045313,0.00016528347119963656,0.00018928040263814237
93,WASP-170b,2.0621789593815954e-05,3.15208374513218e-05,4.547927780693389e-05,6.259660204090942e-05,8.286163891551047e-05,0.00010617134203592404,0.00013235194094807204,0.00016117951534483035,0.0001923983069354702,0.00022573600762485185
94,HD191939b,8.511953671082216e-09,1.8656814863839824e-08,3.687010996417061e-08,6.693265039828227e-08,1.1324351638094512e-07,1.806131389855972e-07,2.7402717046791337e-07,3.9841167350679767e-07,5.584226049497485e-07,7.582738258196501e-07
95,HD86226c,2.1024323640630267e-07,3.408840870560002e-07,5.177311024363043e-07,7.453983962748216e-07,1.0267535541543077e-06,1.3629723250286424e-06,1.7537164336928916e-06,2.1973781411612883e-06,2.691348160191535e-06,3.2322772139743807e-06
96,TOI-481b,6.001380829028843e-07,1.0653387244931583e-06,1.751151256102726e-06,2.702832570552654e-06,3.959773126429045e-06,5.553545506339617e-06,7.506926631595545e-06,9.833740844176149e-06,1.2539317839966309e-05,1.5621358708871276e-05
97,WASP-169b,1.3292667068329249e-05,1.9240174411244045e-05,2.6469199368368216e-05,3.493541472019374e-05,4.45578265087871e-05,5.523065891316432e-05,6.683370849563434e-05,7.92406822423821e-05,9.2325489881523e-05,0.00010596670226617117
98,Kepler-138b,4.663283484753199e-14,2.026263513609948e-13,7.291050777017783e-13,2.2463431953169858e-12,6.082190571635629e-12,1.4773359932218777e-11,3.272555353944319e-11,6.699968501821305e-11,1.281652842466466e-10,2.3114612760892644e-10
99,TOI-4010d,2.8541446867743106e-10,8.72655511595632e-10,2.3072330319174553e-09,5.413679516041263e-09,1.1503077669257998e-08,2.2489165159543334e-08,4.0972925530495754e-08,7.028311839114765e-08,1.1446745093919629e-07,1.7823603483529805e-07
100,WASP-33b,0.0006750851386332392,0.0007977106578340288,0.0009202735154602788,0.0010412875598723491,0.001159680994714232,0.0012747130843693047,0.0013859001418479533,0.001492953670363585,0.0015957305805926617,0.0016941941236847567
101,HATS-1b,1.482865941995458e-05,2.3359912929453572e-05,3.4598653605996674e-05,4.8725358233829684e-05,6.581797775884264e-05,8.586237286607413e-05,0.00010876753972370572,0.00013438251784087524,0.00016251287760375883,0.00019293554723265042
102,HD106315c,5.270675773655082e-09,1.1711679704953984e-08,2.3415429845786372e-08,4.293298866604315e-08,7.326678954438819e-08,1.177346677269259e-07,1.7980952917202618e-07,2.6295610643721996e-07,3.704815569227136e-07,5.054107931057465e-07
103,XO-6b,2.6021216229310655e-05,3.834950978840892e-05,5.358503918148409e-05,7.168708468519219e-05,9.252264445178236e-05,0.00011589159832196465,0.0001415500309475557,0.00016922999725822567,0.0001986551809921042,0.00022955258928093676
104,HAT-P-26b,2.333674624841221e-07,4.5563635637194623e-07,8.140438395109251e-07,1.3523385035244044e-06,2.1150829383482877e-06,3.145002579588411e-06,4.480775486262224e-06,6.1554075054000265e-06,8.195218349609876e-06,1.061938498296009e-05
105,TOI-125b,5.5758346997173574e-08,1.0568758320192098e-07,1.8398361162079665e-07,2.987147513356536e-07,4.5775947378345697e-07,6.68340440694807e-07,9.366728318397574e-07,1.267738549470996e-06,1.6651779808173384e-06,2.1312799122482067e-06
106,TOI-431d,8.323406157282668e-11,2.587912188351216e-10,6.94367382626972e-10,1.6506065805933786e-09,3.548135036711197e-09,7.009254017535767e-09,1.2890270340345102e-08,2.2299722997172133e-08,3.6600087030376376e-08,5.739290595415874e-08
107,KELT-18b,0.000105023508489476,0.00013575224905564907,0.00016925491711949716,0.00020492871701515921,0.00024221135552741988,0.00028059981999620747,0.00031965795159943146,0.0003590167897862991,0.0003983706467119118,0.0004374709614827767
108,TOI-892b,1.0634539285342927e-06,1.8717202446327304e-06,3.053257800622718e-06,4.680431191789752e-06,6.814839123077123e-06,9.504435537062323e-06,1.2782282308375924e-05,1.6666626865027273e-05,2.1161933704865936e-05,2.6260516637943648e-05
109,DSTucAb,1.3239378131196e-08,3.010347641984112e-08,6.142750373527153e-08,1.1470015902164469e-07,1.9896918580115502e-07,3.2448826022723226e-07,5.022599060455519e-07,7.435388323620758e-07,1.0593510752411501e-06,1.4600692576413704e-06
110,WASP-105b,5.994785470490408e-08,1.3567999625243132e-07,2.7578830713824495e-07,5.132708568727065e-07,8.878596027718274e-07,1.4444463388002293e-06,2.231069533714951e-06,3.2967430081535276e-06,4.689365663491838e-06,6.4538846546025434e-06
111,TOI-776b,1.0842231971535348e-12,4.401389489168148e-12,1.4923656545694817e-11,4.363437790385825e-11,1.1278412919209956e-10,2.6282456630073324e-10,5.609326880408619e-10,1.11047272793925e-09,2.0605101443494784e-09,3.6144230283715015e-09
