,Planet Name,Full Phase Curve Noise Estimate 1.1-1.185um,Full Phase Curve Noise Estimate 1.185-1.27um,Full Phase Curve Noise Estimate 1.27-1.355um,Full Phase Curve Noise Estimate 1.355-1.44um,Full Phase Curve Noise Estimate 1.44-1.525um,Full Phase Curve Noise Estimate 1.525-1.61um,Full Phase Curve Noise Estimate 1.61-1.695um,Full Phase Curve Noise Estimate 1.695-1.78um,Full Phase Curve Noise Estimate 1.78-1.865um,Full Phase Curve Noise Estimate 1.865-1.95um
108,TOI-892b,8.967232382125372e-06,9.542557379183794e-06,1.014713759102882e-05,1.0777985275142134e-05,1.1432832110353593e-05,1.2109908204493968e-05,1.2807799055790467e-05,1.3525350077954384e-05,1.4261601120996075e-05,1.5015740467664507e-05
109,DSTucAb,2.2745827984077014e-06,2.3997320595144484e-06,2.5330616298097224e-06,2.673528114044237e-06,2.8203571549026457e-06,2.9729579703965876e-06,3.1308687427456387e-06,3.293720604855143e-06,3.4612132248370592e-06,3.6330978426544884e-06
110,WASP-105b,1.0320141849569203e-05,1.0836784563239165e-05,1.1392969377391455e-05,1.1983126380012484e-05,1.2603162824500657e-05,1.3249986830882032e-05,1.3921204929442688e-05,1.461492376037669e-05,1.532961636703636e-05,1.606402977953834e-05
111,TOI-776b,4.41802391028056e-06,4.512849672041307e-06,4.6337641149049595e-06,4.7754720226151575e-06,4.934238931769886e-06,5.107353464704475e-06,5.292796595697668e-06,5.489030993403384e-06,5.694862706773052e-06,5.90934789228348e-06
112,HATS-42b,4.1578159945528726e-05,4.4164669243294855e-05,4.688933327165939e-05,4.973728973590851e-05,5.269731615934154e-05,5.5760702789923345e-05,5.8920525210990426e-05,6.217116017393367e-05,6.550795443200345e-05,6.892699267986532e-05
113,WASP-177b,1.764931703414614e-05,1.8518738966473182e-05,1.9456516977065393e-05,2.0452879318383315e-05,2.1500656434491305e-05,2.2594440008324648e-05,2.3730049467813267e-05,2.4904182525623238e-05,2.611417974945922e-05,2.7357861965659133e-05
114,HAT-P-13b,1.1940689650794286e-05,1.2630672422370586e-05,1.3362229268540749e-05,1.4130374227498677e-05,1.4931383969027976e-05,1.5762400367306605e-05,1.662117560829342e-05,1.750590352184089e-05,1.8415104860560128e-05,1.9347547345545528e-05
115,WASP-103b,2.9196870219120992e-05,3.102771383963306e-05,3.295510520649534e-05,3.496879264046987e-05,3.7061024637342435e-05,3.922577721765517e-05,4.145825491657209e-05,4.375455839906845e-05,4.611145695894002e-05,4.8526228996338e-05
116,HATS-27b,2.414995035872236e-05,2.5738148891578506e-05,2.7404045797630645e-05,2.914005286337008e-05,3.094038161271266e-05,3.280049435762986e-05,3.471674799674854e-05,3.668615568917021e-05,3.870622302460128e-05,4.077483266029411e-05
117,WASP-141b,2.5365638069728752e-05,2.6901525995949666e-05,2.852311860419038e-05,3.0220798289219493e-05,3.198733432804959e-05,3.3817139017792034e-05,3.5705788759755906e-05,3.7649706003737275e-05,3.9645942173083255e-05,4.1692025872418127e-05
118,K2-238b,2.4601760837240134e-05,2.6016679327755168e-05,2.751751826410527e-05,2.9093908574148017e-05,3.0738111907613956e-05,3.2444191815699497e-05,3.420748237664726e-05,3.6024236694945246e-05,3.7891387902701334e-05,3.980638264312523e-05
119,TOI-257b,1.177737372287528e-06,1.2514145682711728e-06,1.3289918519092834e-06,1.4100534810813732e-06,1.4942852322875972e-06,1.5814430086833645e-06,1.6713325702838687e-06,1.763796035311848e-06,1.858702642894081e-06,1.9559422771803894e-06
120,WASP-181b,2.719377710912593e-05,2.8822440400039336e-05,3.0543622777499244e-05,3.23467715229844e-05,3.422396605711315e-05,3.616909563365082e-05,3.817733041237746e-05,4.0244770498614987e-05,4.23682066116662e-05,4.454495286511321e-05
121,WASP-135b,3.3519792382865284e-05,3.546532668863091e-05,3.752722966563268e-05,3.969162839635072e-05,4.1948156851362863e-05,4.428885303971366e-05,4.6707451441561825e-05,4.9198914642196954e-05,5.175911466900357e-05,5.43846108344636e-05
122,WASP-81b,2.311937371901344e-05,2.4511802445886627e-05,2.59826092870438e-05,2.752292820655826e-05,2.9126098974023325e-05,3.0786978906495014e-05,3.2501499954112634e-05,3.426637468034497e-05,3.607889567443915e-05,3.793679534404472e-05
123,WASP-19b,3.702545482856593e-05,3.914873761547496e-05,4.140157581172527e-05,4.376827464818833e-05,4.623712575398471e-05,4.879915051126459e-05,5.144729457392953e-05,5.417589515888069e-05,5.6980318909543975e-05,5.985670963435114e-05
124,HAT-P-4b,1.4003259651684698e-05,1.484512985262332e-05,1.57345272060596e-05,1.6666061124562886e-05,1.7635683263698536e-05,1.864026854564908e-05,1.9677345576733965e-05,2.0744917716323565e-05,2.184134102243881e-05,2.2965238949103188e-05
125,WASP-32b,1.7931293385853018e-05,1.9053933579296574e-05,2.023592504754247e-05,2.1470949293513937e-05,2.2754230065414276e-05,2.4082056553162236e-05,2.5451475493681735e-05,2.6860086114400387e-05,2.830589980100576e-05,2.978724171005743e-05
126,WASP-73b,8.876583167948391e-06,9.426627991777023e-06,1.00062379783116e-05,1.0612212523487496e-05,1.1242136432495974e-05,1.1894136479243588e-05,1.2566724353550368e-05,1.3258692158338026e-05,1.396904095374762e-05,1.4696930701081044e-05
127,LTT1445Ac,4.439745177052084e-06,4.4813563869387395e-06,4.554685075654728e-06,4.652695648482497e-06,4.770491864754742e-06,4.904562770002279e-06,5.052324539251532e-06,5.21183187842179e-06,5.381590430993314e-06,5.560431429652692e-06
128,WASP-64b,3.716414927710636e-05,3.9195504523503596e-05,4.1361107189639196e-05,4.3643701362080205e-05,4.603049044799329e-05,4.8511718995971197e-05,5.1079766897019735e-05,5.372855231330573e-05,5.6453127059065095e-05,5.924939559069464e-05
129,HD110113b,8.625845528663347e-06,9.132161543119022e-06,9.668205694203296e-06,1.0230488208635804e-05,1.081639740656235e-05,1.1423924192735957e-05,1.2051485136417653e-05,1.2697805262327379e-05,1.3361838240876131e-05,1.404271070553766e-05
130,K2-30b,2.362272756137808e-05,2.4967491602458086e-05,2.6395314101218407e-05,2.7896036543242155e-05,2.9462087914367985e-05,3.10876678748116e-05,3.276822348730698e-05,3.450010333149905e-05,3.628032248791508e-05,3.810639890619933e-05
131,WASP-21b,1.1425707589138232e-05,1.2120448399318954e-05,1.2853692428182497e-05,1.362114639916942e-05,1.441958042455442e-05,1.5246496923295931e-05,1.6099917385073214e-05,1.6978240708227712e-05,1.7880146482773778e-05,1.88045273383624e-05
132,HAT-P-21b,1.6427465657537934e-05,1.7364014266015813e-05,1.835826614558283e-05,1.9403177340744036e-05,2.049349706895507e-05,2.1625201810124117e-05,2.279513273419325e-05,2.4000756013382804e-05,2.5239999947192282e-05,2.6511141548482002e-05
133,KOI-13b,1.9789987968764717e-05,2.1265550164499316e-05,2.2801353104201386e-05,2.4392923159427374e-05,2.6036738958130542e-05,2.7729954931298544e-05,2.9470219035532924e-05,3.1255548880868685e-05,3.308424526395802e-05,3.4954830349555307e-05
134,WASP-123b,1.1378834541685801e-05,1.2047779072818067e-05,1.2755900449403548e-05,1.349860964300292e-05,1.4272471560173686e-05,1.5074843102930915e-05,1.5903640717380058e-05,1.6757186377230407e-05,1.7634102699416426e-05,1.8533239759214927e-05
135,KELT-12b,7.846417467434263e-06,8.351149784939101e-06,8.881442175585645e-06,9.434696233816386e-06,1.0008938270483286e-05,1.060262754989722e-05,1.1214532138170586e-05,1.1843646014537034e-05,1.2489132210633117e-05,1.3150282852730498e-05
136,HATS-60b,2.2612321873494285e-05,2.3928184920296044e-05,2.532241720984886e-05,2.6785708816818068e-05,2.8311100761276002e-05,2.9893246069469918e-05,3.152793558687419e-05,3.321178403501803e-05,3.494201637415751e-05,3.671631883899916e-05
137,WASP-133b,3.27313794427542e-05,3.4640632064015e-05,3.666314900610528e-05,3.87855186371336e-05,4.0997712738164495e-05,4.3292023558558816e-05,4.566238158124056e-05,4.8103903757742366e-05,5.061258603157429e-05,5.318508890711553e-05
138,HATS-65b,2.452235318158459e-05,2.6099333419504153e-05,2.775620966171479e-05,2.948485563637161e-05,3.127909914635079e-05,3.313412219856683e-05,3.504607264526341e-05,3.701180490706439e-05,3.902870211654207e-05,4.109455113627516e-05
139,HATS-40b,3.5138004986203577e-05,3.745559387066273e-05,3.988605270175613e-05,4.241841856799101e-05,4.504432376947146e-05,4.775720493196743e-05,5.0551789660471504e-05,5.342375296967392e-05,5.63694810402819e-05,5.938590481810991e-05
140,HATS-33b,1.944989296156362e-05,2.057515734152034e-05,2.1768086895701835e-05,2.30205797868213e-05,2.43265848692802e-05,2.5681456368104247e-05,2.7081539958399286e-05,2.852389884075512e-05,3.0006127412865506e-05,3.152622139835384e-05
141,HATS-68b,2.1400158757293612e-05,2.2749864999562007e-05,2.4170093025354503e-05,2.5653426260297587e-05,2.7194251266068198e-05,2.8788201324878222e-05,3.0431796888595737e-05,3.2122205963037466e-05,3.385708002170596e-05,3.563443889399568e-05
142,HAT-P-57b,1.0713166626640732e-05,1.1407340679993277e-05,1.2136268677181076e-05,1.2896463058560332e-05,1.3685271119033511e-05,1.4500619262471653e-05,1.534084730604912e-05,1.62045977783649e-05,1.709073992822308e-05,1.7998316288258448e-05
143,WASP-54b,8.347998321833206e-06,8.87064876590453e-06,9.420930476264741e-06,9.995901846758698e-06,1.0593339270805128e-05,1.1211515163245269e-05,1.184905461850635e-05,1.2504839945578916e-05,1.3177945335677965e-05,1.386759105752985e-05
144,HATS-25b,2.6563283529786695e-05,2.811732498183399e-05,2.9763110747783204e-05,3.148982139592527e-05,3.328936363711624e-05,3.5155514388951184e-05,3.70833712766815e-05,3.906898868295123e-05,4.110912998660228e-05,4.3201094741410885e-05
145,TOI-776c,3.2252798854250734e-06,3.294505319292774e-06,3.3827762133271055e-06,3.4862269129215197e-06,3.602131156304245e-06,3.728509562643206e-06,3.863888187211268e-06,4.007144735523737e-06,4.157407590228751e-06,4.313987719398881e-06
146,HAT-P-5b,1.8815873803378e-05,1.9967093922178432e-05,2.118147649215422e-05,2.24520454992792e-05,2.3773547655617603e-05,2.514191680783341e-05,2.655392879828017e-05,2.8006972056367022e-05,2.949889089736265e-05,3.102787586018096e-05
147,Qatar-8b,1.4123324081189478e-05,1.49532922910341e-05,1.5831898640084988e-05,1.6753442762360586e-05,1.7713657911980034e-05,1.8709261262233757e-05,1.9737665099546395e-05,2.079678547341969e-05,2.1884911891748885e-05,2.3000616400937538e-05
148,WASP-18b,9.992618206603083e-06,1.0649245517361874e-05,1.1338036564944763e-05,1.2055845452335469e-05,1.2800272797041195e-05,1.3569437977317892e-05,1.4361831360059818e-05,1.5176215437827048e-05,1.6011556873898183e-05,1.6866978654521487e-05
149,TrES-5b,4.647081073563219e-05,4.8865797250201234e-05,5.143540488635907e-05,5.415571787436142e-05,5.700911328487141e-05,5.998224060339849e-05,6.306473638525452e-05,6.624838011659518e-05,6.952652414192527e-05,7.289369904757832e-05
150,WASP-2b,1.7591039159303978e-05,1.8499895595117724e-05,1.9474742657751567e-05,2.050656497806931e-05,2.1588717688625025e-05,2.271616562070183e-05,2.3884999222526028e-05,2.5092116595638417e-05,2.6335008734586223e-05,2.7611610845580885e-05
151,HAT-P-55b,3.3870491693663906e-05,3.588748882444384e-05,3.802014031289816e-05,4.025514456900472e-05,4.2582526231012595e-05,4.499459572378659e-05,4.748528034087727e-05,5.004968059514636e-05,5.268376780943299e-05,5.538417291229301e-05
152,HAT-P-36b,2.9384292991717898e-05,3.1049558891982363e-05,3.2818447215057524e-05,3.4678211405101225e-05,3.661935709796004e-05,3.863461458746568e-05,4.0718280794741603e-05,4.286578444473266e-05,4.507339070944033e-05,4.733799562291811e-05
153,WASP-65b,2.314929707160864e-05,2.447240330481461e-05,2.5876688934525582e-05,2.7352276626757032e-05,2.8891801082318798e-05,3.048961664570175e-05,3.214128953085811e-05,3.384326208327438e-05,3.559262459681287e-05,3.7386956397911677e-05
154,WASP-159b,1.9872946790057334e-05,2.1121076246158485e-05,2.2434859317514534e-05,2.3807342848481685e-05,2.52332679931569e-05,2.67085468176012e-05,2.8229924217993366e-05,2.979475269694282e-05,3.140083818835916e-05,3.30463319366052e-05
155,WASP-93b,1.58030614533266e-05,1.6877158259538725e-05,1.8001225925452546e-05,1.9170687284485696e-05,2.0382026339331136e-05,2.163246796892416e-05,2.2919769346503813e-05,2.4242079897101446e-05,2.5597844703816445e-05,2.6985736263660926e-05
156,WASP-140b,1.3091999305732568e-05,1.3783077102502739e-05,1.4522565314556891e-05,1.5303995591857527e-05,1.612258973831553e-05,1.697471907544544e-05,1.785755996240922e-05,1.8768867232540074e-05,1.970682097925484e-05,2.0669920360517112e-05
157,KELT-16b,3.529466036029136e-05,3.755082348258786e-05,3.992237915217892e-05,4.239746705665446e-05,4.496708880184214e-05,4.762422790785099e-05,5.0363280425528615e-05,5.3179675016290646e-05,5.606961247903704e-05,5.902988280918066e-05
158,Kepler-5b,3.0521169406772296e-05,3.2489579580646876e-05,3.4557266325150425e-05,3.671418345432512e-05,3.89526964200924e-05,4.126684256775465e-05,4.365185208575201e-05,4.6103828093869805e-05,4.8619527135252606e-05,5.119620488569226e-05
159,WASP-129b,1.7717141137533772e-05,1.878991301441252e-05,1.992254705376943e-05,2.1108325645394126e-05,2.2342198345085585e-05,2.3620262309144767e-05,2.4939427785911288e-05,2.6297195963342032e-05,2.7691507348647184e-05,2.9120635745917213e-05
160,WASP-145Ab,1.621147439637813e-05,1.698031908671619e-05,1.7813551066283517e-05,1.8701661357676363e-05,1.9637696201012854e-05,2.0616427103066375e-05,2.1633825488403796e-05,2.268671927569269e-05,2.3772561954061954e-05,2.488927338400635e-05
161,WASP-167b,1.652037658410346e-05,1.7681196582170825e-05,1.8893441954741674e-05,2.0152721670175702e-05,2.145563605544605e-05,2.2799481177929007e-05,2.418205555888508e-05,2.560152989487989e-05,2.7056356855606842e-05,2.8545207114881437e-05
162,K2-232b,4.046798299351521e-06,4.29131199596215e-06,4.549517173350026e-06,4.819872484113527e-06,5.101219488786411e-06,5.3926632666969976e-06,5.693495564454423e-06,6.003143766416577e-06,6.321136072463023e-06,6.647077152010037e-06
163,TOI-157b,2.8859335974950747e-05,3.0438257178110245e-05,3.212136030649789e-05,3.38952687787906e-05,3.575006172920296e-05,3.767817518148683e-05,3.967370017530924e-05,4.17319200865162e-05,4.384899706300019e-05,4.602175424060998e-05
164,WASP-76b,9.086502642024437e-06,9.668542839817335e-06,1.0280254976720472e-05,1.0918600216776986e-05,1.1581272131630652e-05,1.226647162022195e-05,1.2972761247191824e-05,1.3698968031804738e-05,1.4444116787742479e-05,1.5207383296438079e-05
165,Qatar-2b,3.4640473113273155e-05,3.6132583123202596e-05,3.7771084230784024e-05,3.953277379161366e-05,4.140080735862768e-05,4.336260999194979e-05,4.540856088854993e-05,4.7531137538037345e-05,4.972434273483268e-05,5.198331116528886e-05
166,LP791-18d,3.463328833695826e-05,3.4413308025945554e-05,3.450768452343906e-05,3.4840440812539064e-05,3.535953662397355e-05,3.602819573133866e-05,3.681971806999225e-05,3.771425715564768e-05,3.869675161844501e-05,3.9755558837640945e-05
167,HATS-22b,2.5412171917399804e-05,2.6576815246402454e-05,2.7844674334570337e-05,2.9200089510651768e-05,3.0631640638822426e-05,3.213076422574298e-05,3.3690879725182307e-05,3.5306819392097654e-05,3.6974445527183236e-05,3.869038700546773e-05
168,HAT-P-51b,2.8304742649932794e-05,2.9869694122384165e-05,3.1536110621838395e-05,3.32911249543658e-05,3.512518217261605e-05,3.7030988313414834e-05,3.900283839920004e-05,4.103617314101517e-05,4.312727831118711e-05,4.5273075812305596e-05
169,TOI-837b,6.044432340806749e-06,6.419654113910527e-06,6.814985964591081e-06,7.228257129109981e-06,7.657829047512708e-06,8.102430477601297e-06,8.56105110331837e-06,9.032870730909688e-06,9.517210868202718e-06,1.0013500800181556e-05
170,HAT-P-56b,1.4724787605809154e-05,1.5709362172614e-05,1.6740890543187318e-05,1.7814929919891734e-05,1.8928079632911104e-05,2.007766489844589e-05,2.1261531251629204e-05,2.24779067715434e-05,2.3725307214949163e-05,2.5002469106065217e-05
171,WASP-57b,3.730950165598435e-05,3.944193937304074e-05,4.170521315043046e-05,4.40834037830255e-05,4.6564640688255585e-05,4.9139824816896225e-05,5.1801810278194016e-05,5.454486323424656e-05,5.7364294139378823e-05,6.0256201617061446e-05
172,KELT-24b,3.012306434406117e-06,3.212265614880459e-06,3.4218674551468696e-06,3.64018668121079e-06,3.8665161313171075e-06,4.10030041683291e-06,4.3410928336710165e-06,4.588526505354115e-06,4.842294527928468e-06,5.102135976084695e-06
173,HATS-35b,2.9214225052857974e-05,3.109915528292015e-05,3.307908764051799e-05,3.5144415817856365e-05,3.7287838961046567e-05,3.950365458113255e-05,4.1787300631634026e-05,4.413504969349779e-05,4.6543799131331426e-05,4.901092358991766e-05
174,WASP-94Ab,8.4545705764355e-06,8.98968714553192e-06,9.552606406225213e-06,1.0140421779097533e-05,1.0750931971917578e-05,1.1382423540439185e-05,1.2033530334083218e-05,1.2703139796432827e-05,1.339032878114585e-05,1.4094318511307496e-05
175,HAT-P-24b,1.918549202574492e-05,2.043611778812089e-05,2.1748772270707062e-05,2.3117298102305918e-05,2.4537006459234442e-05,2.6004227969145653e-05,2.7516021567988215e-05,2.9069979873109636e-05,3.066409550648908e-05,3.229666704255691e-05
176,WASP-31b,1.913218863901201e-05,2.0366616068378235e-05,2.1663259716789506e-05,2.3015828481451603e-05,2.4419541084970657e-05,2.5870663007802805e-05,2.7366206598087256e-05,2.890373079554143e-05,3.0481203706267805e-05,3.209690600376806e-05
177,WASP-183b,2.6651695258624174e-05,2.807777563756728e-05,2.9601511815696324e-05,3.1210045778326375e-05,3.289386526617752e-05,3.464573590926932e-05,3.646002018438031e-05,3.8332229113446183e-05,4.025871885557835e-05,4.223648024909172e-05
178,HAT-P-66b,3.370546055106788e-05,3.5782341843217155e-05,3.797187331054101e-05,4.0261750409212674e-05,4.2642696621372453e-05,4.510752363004546e-05,4.765052530848563e-05,5.026707467429129e-05,5.2953348425437386e-05,5.570613405917494e-05
179,WASP-63b,1.0052706293465502e-05,1.0621186065873931e-05,1.1225166794051381e-05,1.1860269554470904e-05,1.2523233571668033e-05,1.321156279425722e-05,1.3923299599666868e-05,1.4656875282071196e-05,1.5411008509941285e-05,1.6184634656515156e-05
180,HAT-P-33b,1.3204377254784584e-05,1.4073678121406996e-05,1.4985437000875005e-05,1.5935515602858608e-05,1.6920756462048838e-05,1.7938683866154765e-05,1.8987309772841784e-05,2.0065003939288147e-05,2.1170404637523665e-05,2.2302355776990555e-05
181,WASP-48b,2.3377307287222746e-05,2.479777555369178e-05,2.6297056810411365e-05,2.786635372618564e-05,2.9499048675005785e-05,3.119002498417281e-05,3.2935229805457265e-05,3.473138372772092e-05,3.6575782531481855e-05,3.8466158526645614e-05
182,HD219134b,8.231208159200766e-07,8.59370131763329e-07,8.990495498953721e-07,9.416234529955969e-07,9.867023926821953e-07,1.033995189402929e-06,1.0832787331788236e-06,1.1343783143872063e-06,1.1871544427565272e-06,1.241493789295965e-06
183,HATS-3b,1.757293083293164e-05,1.8714949632573543e-05,1.991388099116863e-05,2.116404397714382e-05,2.2461115127196422e-05,2.380171295423319e-05,2.518312867308269e-05,2.66031462461911e-05,2.8059918820108387e-05,2.9551881813278395e-05
184,HAT-P-8b,8.736697862459207e-06,9.292191082276463e-06,9.876337839556001e-06,1.0486165695013543e-05,1.1119421653552121e-05,1.1774350626005092e-05,1.244955216293575e-05,1.314388490776372e-05,1.3856401121122257e-05,1.4586300716011893e-05
185,WASP-96b,2.4520954099749597e-05,2.590460740931605e-05,2.7374980344982882e-05,2.8921347008928634e-05,3.053572253476667e-05,3.2211996350040626e-05,3.394537729982065e-05,3.5732027098691905e-05,3.756881142233325e-05,3.94531267010373e-05
186,WASP-24b,1.7232359350540827e-05,1.8306949750594987e-05,1.9438715454346164e-05,2.0621529783882438e-05,2.1850764621133698e-05,2.3122826647159514e-05,2.4434857979881386e-05,2.5784536869718684e-05,2.7169941349640826e-05,2.8589453670963162e-05
187,TOI-216.01,5.7250415327241205e-06,6.007848324488552e-06,6.312787192725838e-06,6.63670219322225e-06,6.9772772156084154e-06,7.332764677936113e-06,7.701813383817248e-06,8.083355744425066e-06,8.476531789557165e-06,8.880636679749623e-06
188,KELT-3b,9.79980196921413e-06,1.0432636737370152e-05,1.109732402098782e-05,1.1790647903800196e-05,1.2510163875032294e-05,1.3253962293921054e-05,1.402051519236284e-05,1.480857395654547e-05,1.5617099112724422e-05,1.644521096839852e-05
189,WASP-132b,1.0473575687549948e-05,1.0937581970738782e-05,1.1445067792228928e-05,1.1989271839513901e-05,1.256527582957524e-05,1.316940094751377e-05,1.3798827206419244e-05,1.4451345461196993e-05,1.512519118143272e-05,1.5818930191239786e-05
190,KELT-17b,7.352470390780903e-06,7.891802454938923e-06,8.453635033395183e-06,9.03622855996976e-06,9.63822044578662e-06,1.0258514740171078e-05,1.089620956061762e-05,1.1550547896645272e-05,1.222088335299616e-05,1.2906655717718775e-05
191,KELT-10b,9.344502194236072e-06,9.915057747844244e-06,1.0517021681307412e-05,1.1146914041585972e-05,1.180211510474832e-05,1.2480597804220992e-05,1.318075533678495e-05,1.3901286594431976e-05,1.4641117919576465e-05,1.5399348356668242e-05
192,WASP-117b,5.22188981535713e-06,5.545574509395344e-06,5.886648229986973e-06,6.243229499569977e-06,6.613898466993108e-06,6.997553836121957e-06,7.393320562275112e-06,7.800488431778262e-06,8.218470063375277e-06,8.646771486732693e-06
193,HATS-51b,1.874206470478617e-05,1.984769817652888e-05,2.1017716110995185e-05,2.224461328565534e-05,2.3522768938079987e-05,2.4847856120864655e-05,2.6216462260186554e-05,2.7625837680883762e-05,2.9073724310291098e-05,3.055823612439084e-05
194,K2-333b,9.41869853830426e-06,9.986981160935175e-06,1.0587158545980683e-05,1.121563240878474e-05,1.1869698955005052e-05,1.2547269892646752e-05,1.3246692867688733e-05,1.3966632246750061e-05,1.4705987772885181e-05,1.5463837699769958e-05
195,WASP-126b,1.1783688328007374e-05,1.248436627000625e-05,1.3225319163132241e-05,1.4001904961451345e-05,1.4810643180999798e-05,1.564885144717543e-05,1.6514411853657693e-05,1.7405616021649446e-05,1.8321059497728372e-05,1.9259568008657734e-05
196,WASP-6b,2.0031763541044025e-05,2.1139562276003093e-05,2.2319158571415677e-05,2.3561449991525606e-05,2.4859677044229122e-05,2.6208679592831486e-05,2.76044215241491e-05,2.9043677181649944e-05,3.052381871310932e-05,3.2042668278674724e-05
197,LHS3844b,4.0697186286217226e-05,4.057975658434163e-05,4.081310888165838e-05,4.131387092436648e-05,4.202474201154654e-05,4.2905102346258804e-05,4.392537655522885e-05,4.5063521768884147e-05,4.6302767235801114e-05,4.7630117449305716e-05
198,KELT-7b,4.920540228236846e-06,5.2584491534865825e-06,5.611838439915658e-06,5.97931987574437e-06,6.3598245845603e-06,6.752506984893068e-06,7.1566821713745125e-06,7.571783823401314e-06,7.997335139811676e-06,8.432928280995833e-06
199,K2-198b,5.31583396954358e-06,5.5929549243391e-06,5.889897851109088e-06,6.203979391337934e-06,6.533219934034448e-06,6.87611806208832e-06,7.231506953839903e-06,7.598460011124273e-06,7.976227085886322e-06,8.364190307829454e-06
200,WASP-78b,2.4061738837739174e-05,2.5568193200071985e-05,2.7154290165046475e-05,2.881155103437598e-05,3.0533566626029816e-05,3.2315357458543374e-05,3.415296059163528e-05,3.6043154463904334e-05,3.798327058305579e-05,3.997106150131272e-05
201,HAT-P-45b,1.4395995088730462e-05,1.5328802970009626e-05,1.6308312038921036e-05,1.73298358294315e-05,1.8389809725131434e-05,1.9485447296879122e-05,2.061451764650624e-05,2.1775196649334895e-05,2.296596483971779e-05,2.41855356050251e-05
202,TrES-2b,1.8202316125925214e-05,1.929465491143664e-05,2.044884329402794e-05,2.165784744351584e-05,2.2916386376531212e-05,2.4220384591906816e-05,2.556661993310209e-05,2.6952489896223108e-05,2.8375852243515636e-05,2.9834913624509437e-05
203,CoRoT-2b,2.278230241684853e-05,2.40912276643763e-05,2.5479772800918488e-05,2.6938316029542015e-05,2.8459677670738884e-05,3.0038350606730564e-05,3.167000694241312e-05,3.335117168918745e-05,3.507900090611048e-05,3.6851127135669536e-05
204,HAT-P-27b,1.9111098794104266e-05,2.0134468244698275e-05,2.122782818782373e-05,2.2381970858977502e-05,2.3590083858588984e-05,2.4846985717471926e-05,2.6148638345707078e-05,2.749182608290443e-05,2.8873938471444883e-05,3.0292819571370094e-05
205,G9-40b,1.1483321346600224e-05,1.1594297267707484e-05,1.1786937691663986e-05,1.2043161495434463e-05,1.2350381719444465e-05,1.2699570045278615e-05,1.3084080465508916e-05,1.3498908103544656e-05,1.3940207320876138e-05,1.4404969650317648e-05
206,WASP-41b,1.4906816837471675e-05,1.574888376970912e-05,1.66436315675308e-05,1.7584553323967184e-05,1.856680432252094e-05,1.95866765454046e-05,2.0641262231707734e-05,2.1728231609007485e-05,2.2845681948703198e-05,2.3992032521753923e-05
207,TOI-640b,8.257592135224883e-06,8.802236139701193e-06,9.373405098681786e-06,9.968522677745925e-06,1.0585622429086528e-05,1.1223161929693411e-05,1.1879902142587556e-05,1.2554826676408865e-05,1.3247086267069015e-05,1.3955959672775394e-05
208,TOI-1259Ab,1.4718392203547366e-05,1.538596353581153e-05,1.6113720060424192e-05,1.6892459421136195e-05,1.771547597366453e-05,1.8577745374312997e-05,1.9475409700291514e-05,2.0405441627503324e-05,2.1365419090397063e-05,2.2353370237127646e-05
209,WASP-138b,1.8239004267973673e-05,1.941106657064998e-05,2.064257795144235e-05,2.1927484091826123e-05,2.3261187136903284e-05,2.464009849435078e-05,2.6061349335335697e-05,2.7522597331642545e-05,2.9021894091714614e-05,3.055759201229775e-05
210,WASP-74b,8.436102555350395e-06,8.954880022178158e-06,9.501887501283713e-06,1.0074031720098494e-05,1.066898138959648e-05,1.12849305896941e-05,1.1920446224601815e-05,1.2574366585557645e-05,1.3245732034238724e-05,1.3933736474634746e-05
211,HAT-P-25b,2.3125691258647792e-05,2.442462553980729e-05,2.5805594511179328e-05,2.725839317458487e-05,2.8775428838056972e-05,3.035089437488909e-05,3.198023913435155e-05,3.3659819540645976e-05,3.5386661900381337e-05,3.7158297396767984e-05
212,HAT-P-62b,2.366544870524082e-05,2.50262367374306e-05,2.6469686351798255e-05,2.798581904700024e-05,2.9567188156863205e-05,3.120808115233577e-05,3.290400822846111e-05,3.465136401298362e-05,3.6447197552571393e-05,3.828905205846471e-05
213,WASP-29b,9.106410341692675e-06,9.523298664931823e-06,9.977200669420782e-06,1.0462496043315587e-05,1.0975086409845958e-05,1.1511898821948372e-05,1.2070572094749322e-05,1.264925212726774e-05,1.3246454502918864e-05,1.3860969914463331e-05
214,WASP-82b,8.694017124331504e-06,9.268958405618256e-06,9.87178662833081e-06,1.0499806590702795e-05,1.1150960017088603e-05,1.182363161112826e-05,1.2516523134117881e-05,1.3228569106385191e-05,1.3958878827207985e-05,1.470669552548342e-05
215,HAT-P-29b,1.2684497566528702e-05,1.3480528365645264e-05,1.4318484253293737e-05,1.519391930673311e-05,1.6103471418022974e-05,1.7044527420445915e-05,1.801500679718966e-05,1.9013217602208085e-05,2.0037757838562264e-05,2.1087446300942573e-05
216,K2-31b,1.810025252507721e-05,1.906066134072232e-05,2.008776713568989e-05,2.1172707486771716e-05,2.2308932046380715e-05,2.349146358487877e-05,2.4716426981401975e-05,2.598073934247378e-05,2.7281900380418282e-05,2.8617847078849752e-05
217,HAT-P-37b,3.5953082219791725e-05,3.796402054359291e-05,4.0102853666542935e-05,4.235358851063677e-05,4.470433218237398e-05,4.714599334228067e-05,4.9671451379912735e-05,5.227500791188316e-05,5.495201453141347e-05,5.7698613916199014e-05
